,-0.06744887453446628,-0.04496591635631085,-0.02248295817815542,1.3877787807814457e-17,0.022482958178155446,0.04496591635631088,0.06744887453446631,0.08993183271262174,0.11241479089077717,0.1348977490689326,0.15738070724708803,0.17986366542524346,0.2023466236033989,0.22482958178155432,0.24731253995970975,0.2697954981378652,0.2922784563160206,0.31476141449417605,0.3372443726723315,0.3597273308504869
thresh,-0.078690353623544,0.078690353623544,4,,,,,,,,,,,,,,,,,
unreg,1,12,400,3446,345,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FucR,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0
AllR,0,0,0,0,0,0,2,1,0,0,2,0,0,1,1,0,0,2,0,0
AraC,0,0,0,5,4,2,0,1,2,1,0,3,0,0,0,0,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
FucR_genes,[],[],[],[],[],['fucR'],[],['fucU' 'fucO'],['fucK' 'fucA' 'fucI'],['fucP'],[],[],[],[],[],[],[],[],[],[]
AllR_genes,[],[],[],[],[],[],['allS' 'glxK'],['ybbY'],[],[],['ybbW' 'allA'],[],[],['allB'],['gcl'],[],[],['hyi' 'glxR'],[],[]
AraC_genes,[],[],[],['xylB' 'ydeM' 'xylA' 'ydeN' 'yjfF'],['ytfR' 'ytfT' 'ytfQ' 'ygeA'],['araJ' 'araC'],[],['araH'],['araG' 'araE'],['araF'],[],['araA' 'araD' 'araB'],[],[],[],[],[],[],[],[]
