,-0.10988036369999998,-0.09418316888571426,-0.07848597407142854,-0.06278877925714282,-0.047091584442857104,-0.031394389628571384,-0.015697194814285664,5.551115123125783e-17,0.015697194814285775,0.031394389628571495,0.047091584442857215,0.06278877925714293,0.07848597407142865,0.09418316888571437,0.1098803637000001,0.12557755851428581,0.14127475332857153,0.15697194814285725,0.17266914295714297,0.1883663377714287
thresh,-0.05494018185,0.05494018185,1,,,,,,,,,,,,,,,,,
unreg,2,4,10,21,59,139,624,2226,1021,91,10,1,0,1,1,0,0,1,0,0
unreg_genes,['yeiP' 'slyB'],['rplU' 'rpmA' 'yccA' 'mgsA'],['map' 'efp' 'yajQ' 'nfuA' 'prfC' 'ppa' 'yfcZ' 'rfaD' 'rbn' 'nfsB'],"['trxB' 'mog' 'ydcL' 'ppiB' 'rpsT' 'ribC' 'dnaK' 'manA' 'gloA' 'cysQ'
 'yibL' 'gapA' 'rpsU' 'gpmM' 'osmB' 'yjaG' 'ydfG' 'yeeN' 'ribA' 'fkpA'
 'panB']",[],[],[],[],[],[],[],['rem'],[],['ubiC'],['ptsP'],[],[],['rppH'],[],[]
