,-0.041259092399999996,-0.027506061599999996,-0.013753030799999996,6.938893903907228e-18,0.013753030800000003,0.0275060616,0.04125909240000001,0.055012123200000006,0.068765154,0.0825181848,0.09627121559999999,0.1100242464,0.12377727720000001,0.137530308,0.1512833388,0.16503636959999998,0.1787894004,0.1925424312,0.20629546199999999,0.22004849279999997
thresh,-0.034382577,0.034382577,2,,,,,,,,,,,,,,,,,
unreg,1,6,673,4501,323,19,3,4,1,1,4,1,4,1,0,0,0,0,0,0
Sigma-70,0,0,0,0,0,0,0,0,0,0,0,2,3,3,11,11,0,0,0,0
unreg_genes,['PA2027'],[],[],[],[],[],['PA0809' 'PA0817' 'PA0819'],['prtN' 'PA0808' 'PA0907' 'pys2'],['PA3866'],['PA0648'],['pyoS5' 'PA0647' 'PA0908' 'PA0909'],['PA0646'],['PA0911' 'ptrB' 'PA0613' 'ampDh3'],['PA0910'],[],[],[],[],[],[]
Sigma-70_genes,[],[],[],[],[],[],[],[],[],[],[],['PA0644' 'PA0645'],['PA0615' 'PA0643' 'PA0621'],['PA0614' 'PA0620' 'PA0616'],"['PA0627' 'PA0630' 'PA0641' 'PA0631' 'PA0626' 'PA0629' 'PA0618' 'PA0637'
 'PA0638' 'PA0639' 'PA0640']","['PA0633' 'PA0628' 'PA0622' 'PA0635' 'PA0636' 'PA0623' 'PA0634' 'PA0625'
 'PA0624' 'PA0619' 'PA0617']",[],[],[],[]
