,-0.07355965799130687,-0.024519885997102295,0.02451988599710228,0.07355965799130687,0.12259942998551143,0.171639201979716,0.2206789739739206,0.2697187459681252,0.31875851796232973,0.3677982899565343,0.41683806195073886,0.4658778339449435,0.514917605939148,0.5639573779333527,0.6129971499275573,0.6620369219217617,0.7110766939159663,0.7601164659101709,0.8091562379043755,0.8581960098985801
thresh,-0.049039771994204576,0.049039771994204576,1,,,,,,,,,,,,,,,,,
unreg,5,2228,1607,37,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
unreg_genes,['invF' 'hilD' 'pdhR' 'STM1251' 'ygaC'],[],[],"['gpmB' 'lolB' 'STM0538' 'minD' 'yrbF' 'ycbW' 'pps' 'yjbJ' 'cigR' 'minE'
 'nrdG' 'mutY' 'STM2475' 'STM0672' 'pckA' 'yfdC' 'galU' 'STM0539' 'selD'
 'minC' 'STM1287' 'wzzB' 'ymdC' 'yaiV' 'nhoA' 'folC' 'dedD' 'sanA'
 'STM2453' 'ygdQ' 'yghA' 'ybjD' 'b2145' 'ddg' 'slyA' 'yhhT' 'yidF']",['yjcE' 'mipA' 'ybcI' 'STM3138' 'iap' 'slrP' 'sopD'],[],['STM1841'],[],[],[],[],[],['sprB'],[],[],[],[],[],[],[]
