,-0.06704180488888888,-0.05028135366666665,-0.03352090244444443,-0.01676045122222221,1.3877787807814457e-17,0.016760451222222236,0.03352090244444446,0.05028135366666668,0.0670418048888889,0.08380225611111113,0.10056270733333335,0.11732315855555557,0.13408360977777778,0.15084406100000003,0.16760451222222222,0.18436496344444442,0.20112541466666667,0.21788586588888892,0.2346463171111111,0.2514067683333333
thresh,-0.07542203049999999,0.07542203049999999,2,,,,,,,,,,,,,,,,,
unreg,0,2,55,854,3876,711,48,4,2,4,2,1,2,1,0,2,0,1,0,0
PmrA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],['PA2358' 'PA1343' 'PA4359' 'phoQ'],['phoP' 'pmrB'],['PA4775'],['pmrA' 'oprH'],['PA4782'],[],['PA3559' 'PA4774'],[],['PA4773'],[],[]
PmrA_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['arnB'],['arnC' 'arnA' 'arnF'],['arnE' 'arnT' 'arnD'],[],[],[]
