,-0.10800047153240082,-0.07714319395171487,-0.046285916371028926,-0.01542863879034298,0.015428638790342966,0.046285916371028926,0.07714319395171486,0.10800047153240079,0.13885774911308674,0.1697150266937727,0.20057230427445866,0.23142958185514456,0.2622868594358305,0.2931441370165165,0.3240014145972024,0.35485869217788835,0.3857159697585743,0.4165732473392602,0.4474305249199462,0.47828780250063213
thresh,-0.09257183274205785,0.09257183274205785,24,,,,,,,,,,,,,,,,,
unreg,0,1,17,1288,1233,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Fnr,0,0,2,83,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp,0,0,2,342,302,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrp,0,0,2,98,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GcvA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crp,0,0,3,159,171,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PurR,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fnr and ppGpp,0,0,0,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fnr and Lrp,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fnr and Crp,0,0,1,31,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fnr and PurR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and Lrp,1,0,1,40,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and Crp,0,0,0,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and PurR,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrp and Crp,0,0,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crp and PurR,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Lrp, and Crp",0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, ppGpp, Lrp, and Crp",0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, Lrp, and Crp",0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, ppGpp, and Crp",0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, ppGpp, and Lrp",0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Lrp, and PurR",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, ppGpp, Lrp, and PurR",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, ppGpp, Lrp, GcvA, Crp, and PurR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['ygfF'],[],[],[],[],[],[],[],[]
