,A,GcvA,PurR,Crp,Fnr,Lrp
hot_tale__hot_ale3_mid_37c__1,0.9363417298414448,0.3796768584999999,-0.4971884669999991,0.5847484430000005,-0.3567725280000005,0.410675809999999
hot_tale__hot_ale3_mid_37c__2,0.0466902009512414,0.3255152324999999,-0.18195459199999853,0.1894337430000004,-0.5292693580000005,0.5526680999999982
hot_tale__hot_ale3_mid_44c__1,-1.891829817380223,0.8950332014999995,-0.7782289449999995,-0.07124534099999913,-1.1714352350000006,0.2858280599999983
hot_tale__hot_ale3_mid_44c__2,-3.063001439137538,1.028679906499998,-0.5707810769999995,-0.002275452999999317,-1.2013848630000012,0.3146481299999984
hot_tale__hot_ale3_30c__1,2.294760361082669,0.14412328249999984,-0.4748634860000003,0.5150203330000007,-0.6191741980000014,0.4818556699999981
hot_tale__hot_ale3_30c__2,2.9724941844583075,0.025329836499999203,-0.46915698899999997,0.5286701730000001,-0.5715778280000006,0.4128115899999987
hot_tale__hot_ale3_37c__1,0.2041942370994759,0.058006436499999474,-0.5768624750000004,0.3493771030000001,-0.7227219680000019,0.36526210999999975
hot_tale__hot_ale3_37c__2,0.480470276056769,0.17040428249999984,-0.4159073569999983,0.3963193829999998,-0.6857150900000004,0.3166259699999987
hot_tale__hot_ale3_44c__1,-2.025400977258279,0.7729067914999996,-0.9367798119999992,0.28643448300000074,-1.5972039140000014,0.1939661399999988
hot_tale__hot_ale3_44c__2,-2.128798204027289,0.7457656445000005,-0.597474815,0.30231870300000097,-1.0994406470000015,-0.022946980000000398
hot_tale__hot_ale4_30c__1,0.595797886423749,0.21261175350000008,-0.42627318399999936,-0.0598787810000001,-0.5107969040000011,0.3799504999999997
hot_tale__hot_ale4_30c__2,0.9785984334069712,0.2497402254999992,-0.4818935010000001,0.0276806220000001,-0.4443462910000005,0.3944826999999993
hot_tale__hot_ale4_37c__1,-1.9967637994935403,0.3352829384999998,-0.35917047199999885,-0.15436083400000022,-0.4454435780000008,0.4235538099999996
hot_tale__hot_ale4_37c__2,-1.6204044426236148,0.4069339474999998,-0.15397802299999874,-0.04945322999999924,-0.3388817700000004,0.4052748499999996
hot_tale__hot_ale4_44c__1,-2.4432443350821584,0.9127588025,-0.008411465000000007,0.16471379300000066,-0.3646092800000016,0.1537476999999985
hot_tale__hot_ale4_44c__2,-2.9287653404757,0.9846428514999994,-0.34095441600000065,0.0758041020000011,-0.5246024060000014,0.2274464299999988
hot_tale__hot_ale8_30c__1,-1.858384321738356,0.05349413450000018,-0.4017497710000004,-0.056768664999999885,-0.6861498490000013,0.4344346599999991
hot_tale__hot_ale8_30c__2,-1.5734717505004825,0.08591481449999971,-0.4804493379999997,-0.10699186199999923,-0.6402435630000003,0.3358491999999984
hot_tale__hot_ale8_37c__1,-1.3917563911121698,0.3738182724999993,-0.4555317839999997,-0.007091699000000062,-0.5045901850000014,0.4436564099999991
hot_tale__hot_ale8_37c__2,-1.6563294984627923,0.3503346374999996,-0.5128092739999985,-0.04404757799999892,-0.5124674050000007,0.4406630199999988
hot_tale__hot_ale8_44c__1,-4.185558612796098,0.9605991114999995,-0.015859673999999657,0.07381628000000083,-0.32521259600000185,0.11084081999999816
hot_tale__hot_ale8_44c__2,-4.109320795807269,0.9080230724999998,-0.033238357999998414,0.1405062560000001,-0.3328383620000004,0.10588530999999968
hot_tale__hot_ale9_mid_30c__1,-4.555392656192626,0.4623254934999999,-0.4120336360000003,0.11993167500000013,-0.632539361000001,0.2984983599999982
hot_tale__hot_ale9_mid_30c__2,-4.154232920875476,0.3028733045000003,-0.4190362839999988,0.10594186400000004,-0.553225578000001,0.13746950999999896
hot_tale__hot_ale9_30c__1,1.3712757995186842,0.1870248935000012,-0.4550844839999986,0.057352916000001024,-0.4970335490000011,0.4141573999999988
hot_tale__hot_ale9_30c__2,1.7087801553713564,0.27514631249999955,-0.5829119499999997,0.17408408300000033,-0.4297348410000019,0.4335377099999995
hot_tale__hot_ale9_mid_37c__1,-3.796868185120357,0.4202243654999993,-0.3038847199999992,-0.07088768000000023,-0.5066094210000003,0.4583356499999986
hot_tale__hot_ale9_mid_37c__2,-3.7909016356163794,0.4985226574999997,-0.33734512000000016,0.028525377000001132,-0.4761660850000009,0.5065656099999991
hot_tale__hot_ale9_37c__1,-3.5490595385368584,0.3445673645000005,-0.5107342669999984,0.032825572000000136,-0.5408338400000012,0.3972428999999984
hot_tale__hot_ale9_37c__2,-3.083770441123818,0.36831958149999977,-0.5393228479999994,0.03721724300000062,-0.5423655520000015,0.4677557999999991
hot_tale__hot_ale9_mid_44c__1,-3.890363295368387,0.9459425564999996,0.10602215700000173,0.2861256930000007,-0.4461392180000008,0.08368033999999902
hot_tale__hot_ale9_mid_44c__2,-3.251798621384174,1.0390166464999997,-0.09546243799999844,0.3056119630000005,-0.680025241000001,0.15465289999999854
hot_tale__hot_ale9_44c__1,-2.8328200712580927,0.7997153194999997,-0.07639114000000014,-0.02729796100000037,-0.6060665230000009,0.11105172999999803
hot_tale__hot_ale9_44c__2,-2.717205379011281,0.6302673564999992,-0.17490208199999913,-0.08631352099999923,-0.6258130630000007,0.1877646999999989
hot_tale__hot_ale10_30c__1,0.0708311882756871,0.13915911850000118,-0.40264932399999853,0.23749544300000025,-0.5646101130000005,0.4726956899999984
hot_tale__hot_ale10_30c__2,-0.0022754077401228,0.0834793395000002,-0.42670506600000013,0.4220348329999997,-0.5686878670000013,0.5936543299999997
hot_tale__hot_ale10_37c__1,-1.3213104051330564,0.26509691049999873,-0.5079467960000006,0.06875389400000033,-0.6518988060000019,0.5207854599999989
hot_tale__hot_ale10_37c__2,-1.6114017347513023,0.29798566950000005,-0.5490301569999989,0.12083432100000024,-0.6178540090000021,0.5639179299999988
hot_tale__hot_ale10_44c__1,-2.4891233370180976,0.6410206855,-0.2641510569999994,-0.03575344399999913,-1.0294929110000002,0.3170969199999991
hot_tale__hot_ale10_44c__2,-2.5333260997665787,0.7837729624999996,-0.2134585419999997,0.11004349699999948,-0.6899675100000007,0.30863948999999913
hot_tale__hot_ale16_30c__1,-3.3892005818496727,0.24909704549999925,-0.43184662999999895,0.12930916100000012,-0.6833289310000019,0.8334462299999981
hot_tale__hot_ale16_30c__2,-2.65394432937415,0.35281715150000004,-0.38870592199999976,0.25108644300000016,-0.4706665020000021,0.8137007699999987
hot_tale__hot_ale16_37c__1,-1.7922698010175162,0.2959583264999992,-0.5014635289999987,-0.02264786099999938,-0.7201027580000012,0.8516255199999989
hot_tale__hot_ale16_37c__2,-1.6929356826779087,0.3338065745000005,-0.46796267499999894,-0.007290675000000134,-0.7577169790000013,0.7713953199999981
hot_tale__hot_ale16_44c__1,-0.5499337237456503,0.8467232784999998,-0.031268819999999316,0.039920518000000633,-0.6132700370000013,0.4614491399999992
hot_tale__hot_ale16_44c__2,-0.8397375940309938,0.9644691645000004,0.11394408800000022,0.206041613,-0.6345339150000004,0.5365010499999983
pdhr_ale__pdhR-13_51__1,-3.654248481926905,0.26648101049999884,-0.9284500309999996,0.42604259299999997,-1.4739400540000016,0.08376887999999916
pdhr_ale__pdhR-13_51__2,-3.3598998624504883,0.2340153354999988,-0.8383826649999992,0.3453698430000003,-1.5672037760000013,0.14463305999999854
pdhr_ale__pdhR-14_46__1,-3.525447718579906,0.2423997325,-0.8970904639999997,0.4137442230000001,-1.124824807000001,0.104516649999999
pdhr_ale__pdhR-14_46__2,-2.983385055155629,0.29957640750000003,-0.8336918449999997,0.3746890430000001,-1.181267665,0.008521519999998617
pdhr_ale__pdhR-15_51__1,-3.7734033384443206,0.3102658145000001,-0.9177570249999992,0.20815125300000048,-1.3757046910000008,0.18249854999999826
pdhr_ale__pdhR-15_51__2,-3.822530310404619,0.3862255305,-0.9101253589999994,0.29122772299999866,-1.3769132070000012,0.10697756999999974
pdhr_ale__pdhR-16_49__1,-3.9152006135388713,0.5118076315,-1.0722074860000008,0.3586398129999999,-1.4417818780000022,-0.06547885000000164
pdhr_ale__pdhR-16_49__2,-4.00445449576517,0.3074452214999992,-1.2720487499999995,0.2910247429999995,-1.4356569600000009,-0.5339224800000011
tcs__del_atoC_LiAcet__1,-3.2105773192915747,0.20947066249999932,-1.7920090839999991,0.3723211630000005,-1.5293521880000007,-0.5347566690000018
tcs__del_atoC_LiAcet__2,-2.823892422417454,-0.035238013500000775,-1.6528668059999996,0.5545006830000005,-1.4608699120000015,-0.5446829200000014
tcs__del_atoC_LiCl__1,-2.9247294827604,0.029095608499999592,-1.9206750649999995,0.7297175930000002,-1.573940725,-0.5530623030000008
tcs__del_atoC_LiCl__2,-3.2457115297609755,0.06338889649999935,-1.9023993039999996,0.803204053,-1.5873975410000014,-0.5103195170000011
tcs__del_atoC_m9__1,-4.317794208608142,0.0482716114999997,-1.9818094769999988,0.6994936329999994,-1.6109603370000016,-0.44218531000000105
tcs__del_atoC_m9__2,-3.887013235818385,-0.038347047500000286,-1.9183348849999995,0.8078232029999999,-1.537168137000002,-0.4589042100000018
tcs__del_baeR_etoh__1,3.9739662617286897,0.2998027194999997,-6.11972426,0.725387413,-0.7947728310000013,-1.6652395650000005
tcs__del_baeR_etoh__2,3.889455921855443,0.2787594354999996,-6.358805189999999,0.8432000029999998,-0.7115958160000009,-1.818222277000002
tcs__del_baeR_lb__1,5.123749708591439,-0.3634337295000005,-4.057208296999999,0.452954033000001,-1.9598796140000017,-1.2504268640000014
tcs__del_baeR_lb__2,4.8717544023838535,-0.4265797425000004,-3.859023073,0.5136486629999997,-1.9921486990000008,-1.2020724890000007
tcs__del_btsR_01xlb__1,-2.991035189175335,0.02619287050000008,-3.77233375,-1.0043266899999992,-0.9138769640000016,-2.1858717540000008
tcs__del_btsR_01xlb__2,-3.9810222211340767,0.029867978499999562,-3.8939658089999987,-1.1325108709999991,-0.8770422170000014,-2.153580509000001
tcs__del_btsR_lb__1,6.918288942010504,-0.5873143745,-3.26827811,0.9059306429999996,-1.810002138000001,-0.6286789010000007
tcs__del_btsR_lb__2,6.889249898416134,-0.5898684614999999,-3.188745571,0.882795573000001,-1.9117865330000023,-0.6334947940000006
tcs__del_btsR_pyruvate__1,-3.926964322281058,-0.04519973850000003,-3.7432440339999986,-1.2074819320000003,-0.7551962090000011,-2.381830486000002
tcs__del_btsR_pyruvate__2,-3.9446410271769015,0.12640394850000014,-3.6503331739999987,-1.2602474279999996,-0.8057040050000008,-2.4780196100000014
tcs__del_cpxR_etoh__1,4.196916249385369,0.1840280244999999,-6.277486519,1.209290043000001,-1.2727007130000008,-1.7014559340000002
tcs__del_cpxR_etoh__2,4.763143222101938,0.1588852334999995,-6.582839422999999,1.1967784130000003,-1.2851437090000015,-1.7327877770000022
tcs__del_cpxR_lb__1,5.535124497060386,-0.2624932745000006,-4.3518110210000005,0.5608460330000007,-1.7675928730000017,-1.5977228760000006
tcs__del_cpxR_lb__2,5.772584167959316,-0.2893053935000003,-4.238601748999999,0.6407895630000002,-1.6631403190000018,-1.5849388420000017
tcs__del_cusR_CuSO4__1,8.016988437901098,-0.6971786645,-3.964924939,1.0462541129999998,-1.0926421110000015,-0.9353604970000012
tcs__del_cusR_CuSO4__2,7.202476453487568,-0.5316561945,-3.8839053919999986,1.048489943,-1.0322193899999998,-0.9537663660000018
tcs__del_cusR_lb__1,7.150045848444737,-1.3588593765,-3.3616056539999986,0.9952246930000008,-1.8242592770000008,-0.8746138210000005
tcs__del_cusR_lb__2,6.982775549872924,-1.0617958585,-3.3044292589999986,1.0406022430000004,-1.8247372120000012,-0.8003816440000016
tcs__del_kdpE_01-kcl__1,-3.479197758167204,0.3392711244999997,-0.8694359310000008,0.08810516099999965,-0.4977526880000021,-0.6366868360000009
tcs__del_kdpE_01-kcl__2,-3.559776903723699,0.3678554304999988,-0.8312447410000008,0.12273579200000027,-0.4884508090000015,-0.5992906880000017
tcs__del_kdpE_115-kcl__1,-3.844920642869769,-0.2468683305000008,-1.3858451639999991,0.04519701000000076,-0.6295196410000017,0.4390256799999985
tcs__del_kdpE_115-kcl__2,-4.834995445020233,-0.1884454145000012,-2.049252692999998,-0.003365354999999681,-0.5103477260000009,0.4101990599999983
tcs__del_phoB_m9__1,-1.6479352865492078,0.4146922754999993,-1.8824465969999984,0.7310639430000005,-1.3300138630000014,-0.07928616000000055
tcs__del_phoB_m9__2,-1.7306811897979264,0.3419689314999994,-1.852764226,0.7578592129999997,-1.3406291760000002,-0.20454914000000105
tcs__del_phoB_m9p__1,-1.6214681058976057,0.2685037594999997,-2.750594091999999,-0.5173016199999996,-2.154292839000002,-2.298169478
tcs__del_phoB_m9p__2,-1.6184358226852362,0.1493011675,-2.7379742419999995,-0.4868159799999994,-2.186921256000001,-2.2977559310000006
tcs__del_rcsB_etoh__1,2.7468787857367003,1.773496295499999,-6.528730753,0.8584217130000003,-0.3636075890000008,-1.1871131380000008
tcs__del_rcsB_etoh__2,3.052668815536917,1.5766341764999998,-7.089593936999999,0.921416013,-0.26936122900000115,-1.2082690570000008
tcs__del_rcsB_lb__1,5.9154641300685125,-0.48449002049999995,-3.5711506549999994,0.6655188230000011,-1.5861596310000008,-1.6726011370000011
tcs__del_rcsB_lb__2,5.9728925117463065,-0.36055846150000015,-3.6864049179999983,0.7005509330000006,-1.5541120410000016,-1.5933066090000008
tcs__del_zraR_lb__1,5.462801568471591,-0.2988804535000007,-2.8886482160000004,0.5367675730000006,-0.9824707280000008,-0.35542659000000043
tcs__del_zraR_lb__2,5.032381001061102,-0.2518154414999998,-2.9982661769999988,0.5696375729999996,-0.9951957260000004,-0.3571923600000009
tcs__del_zraR_zncl2__1,5.48382239911191,-0.6485362994999999,-2.9097959489999994,0.8338904830000011,-1.3584999920000005,-0.44954975000000097
tcs__del_zraR_zncl2__2,5.429917474290453,-0.4304495305000007,-2.9118082719999987,0.8158754130000005,-1.3886336390000018,-0.5468430760000018
tcs__wt_01-kcl__1,-5.856648343670654,0.2449111024999997,-3.0385126000000002,-0.042192379999999474,-0.9898353210000009,-1.3867919210000004
tcs__wt_01-kcl__2,-5.960768466349394,0.25476480349999964,-3.1581480989999986,-0.04159150899999986,-1.0465266270000004,-1.3267525440000014
tcs__wt_01xlb__1,-3.765979175645164,0.21584923450000024,-3.968173798,-1.1868215099999997,-0.627626621000001,-2.1493744390000007
tcs__wt_01xlb__2,-4.042635844795348,0.4355682994999999,-3.952961007999998,-1.1874649749999993,-0.5947041530000003,-2.170666885000001
tcs__wt_115-kcl__1,-4.006218150799612,-0.24831089050000002,-1.023406368999999,-0.09970663000000002,-0.6038745640000016,0.2822803899999986
tcs__wt_115-kcl__2,-4.2759729909139095,-0.12155753550000005,-1.0906118059999999,-0.12142913199999937,-0.6195910710000003,0.22740422999999946
tcs__wt_CuSO4__1,7.913536019738745,-0.9008184075,-3.8621277509999983,0.7338502030000011,-0.914868342000002,-0.9100650810000008
tcs__wt_CuSO4__2,7.838707322355524,-0.7706543275,-3.788713547999999,0.7305206129999995,-0.9852227830000012,-0.9454840790000016
tcs__wt_etoh__1,5.684295039660384,0.7994516264999998,-6.275106482999999,0.5754630630000008,-0.4921995730000006,-0.8766881620000007
tcs__wt_etoh__2,5.810664636616094,0.6913558694999997,-6.083008310999999,0.5394844130000003,-0.5109897880000016,-0.8720679220000012
tcs__wt_lb__1,5.540559405509431,-0.5607922295000005,-3.854127562,0.9893765630000004,-1.3424401160000006,-1.3381543810000007
tcs__wt_lb__2,5.7239546982998215,-0.6145182145000003,-3.9922285399999993,1.0922559429999996,-1.3812576320000003,-1.2728967300000011
tcs__wt_LiAcet__1,-2.3212023165487774,0.0723544804999996,-1.9394101639999992,0.6491752730000009,-1.6471715220000007,-0.4107528200000008
tcs__wt_LiAcet__2,-2.856897678000676,0.10343762349999963,-1.8137228469999995,0.4062179429999997,-1.672436319000001,-0.4455330400000008
tcs__wt_LiCl__1,-2.466968958799949,0.14042890949999975,-1.969017266999999,0.5743156230000004,-1.5925883790000022,-0.3378534300000009
tcs__wt_LiCl__2,-2.2133894738729607,-0.018251593500000496,-2.0334317829999997,0.6016396030000006,-1.6184163230000017,-0.3878224100000017
tcs__wt_m9p__1,-4.059965610074023,0.3519605204999996,-2.4495294979999995,-0.39549780799999995,-1.822635071,-2.095898211000001
tcs__wt_m9p__2,-3.995927854600717,0.3384181024999995,-2.3617483769999987,-0.4201194360000001,-1.7440959740000022,-2.000366423000001
tcs__wt_pyr__1,-3.397313858901793,0.11442698649999986,-3.8860295409999983,-1.287916309,-0.5684677490000016,-2.1592984760000022
tcs__wt_pyr__2,-3.4227479021700105,0.01580840049999921,-3.936389485,-1.1631474849999996,-0.5462287930000009,-2.150713769000001
tcs__wt_zncl2__1,4.482423912841097,-0.4224819525000001,-2.708070325,0.6655301930000004,-1.0341375050000003,-0.6820185790000011
tcs__wt_zncl2__2,4.6388186058450245,-0.4388036255000003,-2.9262715399999992,0.6831118230000008,-1.0302515140000017,-0.6835790350000011
ros_tale__0_0_0pq__1,0.9780013156765948,0.4227104654999989,-0.3702328010000002,0.3292272530000009,-0.6543361290000007,0.18244068999999816
ros_tale__0_0_0pq__2,0.7947255487201855,0.4553629804999994,-0.3343173759999996,0.30771033300000106,-0.677531934000001,0.18055083999999866
ros_tale__0_0_250pq__1,-4.713215281280262,1.3290132104999994,-2.118898936999999,1.4522597630000007,-0.2756863840000019,-0.26686069000000145
ros_tale__0_0_250pq__2,-4.857415807099836,1.321397651499999,-2.0736875129999994,1.4384985730000004,-0.2388917940000006,-0.2350825100000016
ros_tale__1_mid_250pq__1,-3.542873184585624,0.6517891435000012,-0.1645948379999993,0.6546866229999999,-0.4448806110000003,0.024520119999998258
ros_tale__1_mid_250pq__2,-3.25132851588843,0.6603568074999995,-0.22929888299999845,0.6257248529999995,-0.5664061580000013,0.0398926399999997
ros_tale__1_0_0pq__3,-0.5593003736347629,0.26445198049999874,-0.25413336899999983,0.6079365029999995,-0.7177004590000013,-0.18387566000000174
ros_tale__1_0_0pq__4,-0.429592522040612,0.2033826995000005,-0.18077296100000065,0.6228776230000008,-0.6418674300000013,-0.18186948000000136
ros_tale__1_0_250pq__1,-1.242579431656071,0.3790790934999997,-0.31227167799999833,0.4961959629999999,-0.6791878660000013,-0.3310511000000016
ros_tale__1_0_250pq__2,-1.2032962351030725,0.3636048944999999,-0.2310328029999997,0.6021915230000001,-0.6098498250000013,-0.2876954100000013
ros_tale__1_0_750pq__1,-2.8302003793792467,0.06397059149999951,-1.2898740219999991,0.6259014130000011,-0.36624948600000096,-0.3195393700000011
ros_tale__1_0_750pq__2,-1.831132155828181,-0.034469665499999635,-1.4699460369999988,1.045357503,-0.16303300300000068,-0.3804849100000016
ros_tale__1_1_0pq__1,-3.617311429659923,0.08107431149999922,-2.068416448999999,0.7677037930000008,-0.029437925000001638,-1.678068745000001
ros_tale__1_1_0pq__2,-3.313798835923269,-0.08342171850000035,-1.947107986999999,0.727341753000001,0.023303833999998247,-1.7189980470000013
ros_tale__1_1_250pq__1,-3.684330258131328,0.13655372249999953,-2.3342868979999998,0.616797033000001,-0.12311351100000145,-1.8352499290000013
ros_tale__1_1_250pq__2,-3.0565831901482228,-0.2009129675000008,-2.467984001,0.8796841830000002,-0.2588717060000008,-1.7866634770000012
ros_tale__1_1_750pq__1,-1.9603668002368595,-0.3528521825000004,-2.5872738239999995,0.9722065830000002,-0.12083388000000105,-1.7279610200000004
ros_tale__1_1_750pq__2,-2.014048595092483,-0.4713268635000008,-2.6053011889999995,1.0968635530000004,-0.1400300820000009,-1.7236913840000003
ros_tale__1_2_0pq__1,-1.5615890791221143,0.022182710499999203,-1.4084383369999998,0.4026113930000008,-0.7469103590000009,-1.211982991000001
ros_tale__1_2_0pq__2,-1.6750575937506949,0.014917269499999719,-1.281617302999999,0.2011867830000007,-0.4607050050000012,-1.3472629840000003
ros_tale__1_2_250pq__1,-1.2372733925290302,0.20018649249999945,-1.3003991019999992,0.6133156930000006,-0.5614698010000012,-1.3303041300000018
ros_tale__1_2_250pq__2,-1.112634023621838,0.053325441499999286,-1.4863862069999998,0.8060088329999999,-0.6291280470000018,-1.2547616020000003
ros_tale__1_2_750pq__1,-1.4607576338009147,0.35638209249999964,-1.9336789879999976,1.0991647330000005,-0.5068758120000005,-1.2234490230000006
ros_tale__1_2_750pq__2,-2.0119580561198136,0.3551556474999993,-2.1208037440000003,1.1248291229999996,-0.4695970820000017,-1.515452058000001
ros_tale__1_3_0pq__1,0.699244206667623,-0.6056840614999999,-2.9974206789999998,1.6003325529999994,-1.7787047730000012,-0.5721116110000004
ros_tale__1_3_0pq__2,1.4465142319692734,-0.7609042905000001,-3.0487210029999985,1.5980901030000003,-1.874588590000001,-0.6943590120000014
ros_tale__1_3_250pq__1,3.539828047103888,-0.7115192505000003,-0.892081361999999,0.982030343,-0.8703407090000024,-1.2476731510000008
ros_tale__1_3_250pq__2,1.8026926587256875,-0.3981032925000001,-1.6485927979999992,1.2771547729999997,-0.9554763430000008,-1.0179074230000005
ros_tale__1_3_250pq__3,1.5286059014084104,-0.2582216235000008,-1.8221779799999995,1.2324065130000008,-1.0004178030000013,-1.1337428540000012
ros_tale__1_3_250pq__4,3.623644544830457,-0.9426871755000006,-1.2738654779999994,0.6953416529999998,-0.6838976960000007,-1.230995720000001
ros_tale__1_3_750pq__1,1.9362104220345475,-0.21805107850000027,-1.2762272129999994,1.0045313030000005,-0.9480534160000004,-0.8953110120000005
ros_tale__1_3_750pq__2,2.0497881931641198,-0.23977382150000004,-1.4408276549999997,0.8300577430000011,-0.9457819960000008,-0.9712236960000008
ros_tale__1_4_0pq__1,3.578528168966041,-0.3488584985000003,-3.052640859,0.9822872229999984,-1.9003157510000008,-1.1467272650000009
ros_tale__1_4_0pq__2,1.880048350786696,-0.1862092715000001,-2.9723070810000003,0.8874455430000001,-1.9069165040000016,-1.0425192020000011
ros_tale__1_4_250pq__1,-0.2113253490639957,-0.2458853235000005,-2.4360175779999995,0.5704754429999994,-1.4960609020000015,-0.9686091270000006
ros_tale__1_4_250pq__2,2.186470759588361,-0.2590263335000005,-2.537412559999999,0.5921552030000008,-1.7788410200000015,-0.9814548620000014
ros_tale__1_4_750pq__1,0.4754359305911924,-0.3324205825000002,-2.530524893999999,0.3072018029999999,-1.3624810130000018,-0.8692324100000004
ros_tale__1_4_750pq__2,-0.721849366049005,0.1729563564999994,-2.7698853839999997,0.4223943630000005,-1.310339443000002,-1.2749233340000004
ros_tale__1_4_750pq__3,0.3387890324117741,0.13273594350000018,-2.274104755999999,0.6522730330000002,-0.6301287150000014,-0.3917994500000006
ros_tale__1_4_750pq__4,-1.192615363194743,0.5688536604999994,-2.309537814,0.2525884729999994,-0.7915381390000018,-0.9349098520000004
ros_tale__2_mid_250pq__1,1.124084001975299,0.8930454354999995,-0.16641261299999854,0.4665373430000006,-0.674096929000001,0.5249057699999984
ros_tale__2_mid_250pq__2,1.3939440104092764,0.7891872474999992,-0.2225953959999991,0.22496456300000034,-0.7700295950000005,0.3617709899999984
ros_tale__2_0_0pq__1,-0.1041522496688159,-0.10589245149999993,-1.5992398019999987,1.323272493000001,-1.0332000470000011,-0.1806333500000008
ros_tale__2_0_0pq__2,0.0525424765714486,0.03586514149999953,-1.881553219,1.432955703000001,-1.2030837790000015,-0.17650689000000064
ros_tale__2_0_250pq__1,-1.0805535313465706,0.641745071499999,-0.4537336019999998,0.4367484630000007,-0.8948849500000016,-0.08565903000000041
ros_tale__2_0_250pq__2,-0.7244399674494219,0.6027160464999994,-0.5112580339999989,0.4668021630000006,-0.9689770120000016,-0.052242300000001414
ros_tale__2_0_750pq__1,-5.290183068357149,0.575377551499999,-2.530817621,0.39065801299999947,-0.641609003000001,-1.1556208100000005
ros_tale__2_0_750pq__2,-5.66673306667427,0.6373807884999998,-2.9132002749999995,0.5452427929999999,-0.5827253830000014,-1.287140001000001
ros_tale__2_1_0pq__1,-5.391038005805683,0.3101293224999999,-0.7281234019999987,0.040594261000000735,-0.004000038000000927,-0.049447400000001814
ros_tale__2_1_0pq__2,-4.7571373840759135,0.5044913734999996,-0.6695777799999991,0.21928040300000085,-0.2982868750000005,-0.2420812300000019
ros_tale__2_1_250pq__1,-3.4299143082743977,0.7786501245000004,-1.0689452850000007,1.1107003029999998,-0.3908430820000017,-0.5962767730000014
ros_tale__2_1_250pq__2,-4.1515685002537,0.7684262485,-1.0054245049999997,0.8431179929999999,-0.35773280200000107,-0.6062372780000018
ros_tale__2_1_750pq__1,-3.18148068133501,0.7306698854999993,-0.9857727469999986,0.9049245530000009,-0.11330932800000147,-0.7501787390000008
ros_tale__2_1_750pq__2,-3.669576000695241,0.9714857604999994,-1.3020932299999997,1.0484879629999997,-0.34476941800000205,-0.6814209360000003
ros_tale__2_1_750pq__3,-3.6871789113951663,0.9732023645000004,-1.3583123579999992,0.7018120830000001,-0.2464773900000008,-0.9504560350000021
ros_tale__2_2_0pq__1,-5.169452513610176,0.6829726164999981,-1.1612005639999996,0.07986402600000098,-0.8299582590000014,-0.7970589270000019
ros_tale__2_2_0pq__2,-4.245813559985496,0.8967110104999989,-1.2600563559999998,0.7592634930000006,-0.8454112730000016,-0.6648348060000018
ros_tale__2_2_250pq__1,-5.126058118331237,1.2186371214999996,-1.285930808999999,0.17330999300000016,-0.6476073540000016,-1.455263908000001
ros_tale__2_2_250pq__2,-5.211071745708415,1.2706172075,-1.5878401679999978,0.4292550130000006,-0.6126834980000009,-1.4241011670000017
ros_tale__2_2_750pq__1,-4.899616143573351,1.3607238095000005,-1.418187886999999,0.5576607930000002,-0.6184409880000015,-1.0645090310000018
ros_tale__2_2_750pq__2,-6.090742548476616,1.2991342354999995,-2.074915085,0.305956793,-0.6966102150000015,-1.7860872970000017
ros_tale__2_3_0pq__1,0.1734483554468745,1.4739812364999991,-1.5301903529999992,0.860010453000001,-0.24007157800000198,-0.5235510400000011
ros_tale__2_3_0pq__2,-0.1688056934181085,0.8448270984999997,-1.6674777049999996,0.9657211629999995,-0.5949751230000011,-0.5861448850000013
ros_tale__2_3_250pq__1,0.329577993970961,1.2718643225,-1.5957694979999992,0.8571940530000006,-0.5962753010000004,-0.8015114810000004
ros_tale__2_3_250pq__2,-0.6078085647809229,1.409395685499999,-1.351927976999999,0.8164901330000003,-0.16395242800000176,-1.0179158590000004
ros_tale__2_3_750pq__1,0.4619969762182467,1.5308193425,-1.7145740129999991,1.0268770230000008,-0.10994565100000032,-0.8455171930000009
ros_tale__2_3_750pq__2,0.0789204189799411,1.3883353585,-1.7872482919999992,0.8530044829999994,-0.3576800360000014,-0.934509331000001
ros_tale__3_0_0pq__1,-5.749560659554286,0.44640506749999975,-1.1823197679999993,-0.037079375999999435,-0.021811511000001005,-0.9081233510000004
ros_tale__3_0_0pq__2,-5.785489433963169,0.2310294995,-1.0980335060000002,-0.11367244899999918,0.1209169449999994,-0.9903019460000008
ros_tale__3_0_250pq__1,-4.297099880453269,0.837511620499999,-1.0245775399999992,0.40781697300000097,0.583430697999999,-0.5167432120000015
ros_tale__3_0_250pq__2,-2.27485973780703,0.6010474174999993,-0.8178376579999993,0.32149887299999946,0.6844449279999996,-0.5776650170000011
ros_tale__3_0_750pq__1,-5.877201042609872,0.5555955035000011,-1.7791280689999995,0.9638811429999999,2.044364117999999,-0.3768332900000004
ros_tale__3_0_750pq__2,-5.587450871095975,0.8096085354999989,-1.4530920019999989,1.2263716430000002,2.0072407479999987,-0.3682451400000009
ros_tale__3_1_0pq__1,-6.18275940857425,-0.16625613850000054,-1.059017836999999,-0.3878339709999992,0.8087902079999996,-0.5347791180000012
ros_tale__3_1_0pq__2,-5.979355372376971,0.21567934750000006,-1.1317086089999997,-0.1844513249999995,-0.15626136300000049,-0.6630130570000006
ros_tale__3_1_250pq__1,-6.35932846769703,0.5692814195000002,-1.2844571869999992,0.006036631000000625,0.05210373499999932,-0.9536314970000016
