,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.00028769925187605933,,1.0,0.0,-0.00028769925187605933
1,Cr__2,-0.008411543627980597,,1.0,1.0,-0.008411543627980597
2,Cr__3,-0.000938466541467672,,1.0,2.0,-0.000938466541467672
3,Cr__4,-0.009754994296563893,,1.0,3.0,-0.009754994296563893
4,Cr__5,-0.001047721196644371,,1.0,4.0,-0.001047721196644371
5,Cr__6,0.0010943935115110518,,1.0,5.0,0.0010943935115110518
6,Fe__1,-0.01825002289559245,,1.0,6.0,-0.01825002289559245
7,Fe__2,-0.05476002151578711,,1.0,7.0,-0.05476002151578711
8,Fe__3,-0.06877035512083422,,1.0,8.0,-0.06877035512083422
9,Fe__4,-0.08362458289464278,,1.0,9.0,-0.08362458289464278
10,Fe__5,-0.06437391143177366,,1.0,10.0,-0.06437391143177366
11,Fe__6,-0.08859995952128377,,1.0,11.0,-0.08859995952128377
12,Cd__1,-0.036194199029331714,,1.0,12.0,-0.036194199029331714
13,Cd__2,-0.06703828474593565,,1.0,13.0,-0.06703828474593565
14,Cd__3,-0.07165990424679466,,1.0,14.0,-0.07165990424679466
15,Cd__4,-0.06548408017852934,,1.0,15.0,-0.06548408017852934
16,Cd__5,-0.07381240997290607,,1.0,16.0,-0.07381240997290607
17,Cd__6,-0.12352063414210185,,1.0,17.0,-0.12352063414210185
18,Zn__1,-0.025861190001080583,,1.0,18.0,-0.025861190001080583
19,Zn__2,-0.011397514596641407,,1.0,19.0,-0.011397514596641407
20,Zn__3,0.003678791328259437,,1.0,20.0,0.003678791328259437
21,Zn__4,-0.004386300849550121,,1.0,21.0,-0.004386300849550121
22,Zn__5,0.026478706909896184,,1.0,22.0,0.026478706909896184
23,Zn__6,0.05869976655981005,,1.0,23.0,0.05869976655981005
24,Cu__1,0.9355645726022868,,1.0,24.0,0.9355645726022868
25,Cu__2,0.22999638823239496,,1.0,25.0,0.22999638823239496
26,Cu__3,0.26641030731762594,,1.0,26.0,0.26641030731762594
27,Cu__4,0.3086980269188793,,1.0,27.0,0.3086980269188793
28,Cu__5,0.17356390784419326,,1.0,28.0,0.17356390784419326
29,Cu__6,0.2222084795596708,,1.0,29.0,0.2222084795596708
30,Pb__1,0.0233228360793438,,1.0,30.0,0.0233228360793438
31,Pb__2,0.05820272590770361,,1.0,31.0,0.05820272590770361
32,Pb__3,0.08591902241267045,,1.0,32.0,0.08591902241267045
33,Pb__4,0.12124461964709365,,1.0,33.0,0.12124461964709365
34,Pb__5,0.12402118371581765,,1.0,34.0,0.12402118371581765
35,Pb__6,0.13371487922154118,,1.0,35.0,0.13371487922154118
