,new_3302895_3303142_c
LBexp_1,7.0083
LBexp_2,6.9468
LBexp_3,7.1791
LBtran_1,7.0208
LBtran_2,6.8753
LBtran_3,7.1366
LBstat_1,6.9903
LBstat_2,7.3285
LBstat_3,7.3739
LBGexp_1,7.0601
LBGexp_2,7.0399
LBGexp_3,7.1501
LBGtran_2,7.4288
LBGtran_3,7.3818
LBGstat_1,7.3058
LBGstat_2,7.4041
LBGstat_3,7.6401
S0_1,6.5766
S0_2,6.8046
S0_3,7.1022
S1_1,6.9069
S1_2,6.9411000000000005
S1_3,6.5886
S2_1,7.495
S2_2,7.1431000000000004
S2_3,6.7432
S3_1,7.7654
S3_2,7.6692
S4_1,11.356
S4_2,10.5329
S4_3,10.0541
S5_1,12.5244
S5_2,12.2743
S5_3,12.8884
S6_1,12.2813
S6_2,9.4125
S6_3,12.1779
S6/t_1,12.0805
S6/t_2,9.1175
S6_4,10.8909
S6_5,11.7146
S6_6,11.591
S7_4,11.4746
S7_5,11.4324
S7_6,11.1025
S8_4,10.6805
S8_5,11.4708
G135_1,7.7634
G135_3,7.5769
G150_1,7.6126000000000005
G150_2,6.9895
G150_3,8.2109
G180_1,7.6445
G180_2,6.9776
G180_3,7.2147
C30_1,9.5545
C30_2,9.3285
C90_1,8.4673
C90_2,6.6552
BI_1,6.9597
BI_2,7.1922
BC_2,7.7801
BC/t_1,7.7656
BC/t_2,9.0689
BC_1,7.2463
Sw_1,6.5062999999999995
Sw_2,6.3292
BT_1,9.0659
BT_2,8.4489
B36_1,7.6542
B36_2,7.9363
B60_1,7.5573
B60_2,8.1363
M9exp_1,7.0083
M9exp_2,7.0441
M9exp_3,6.936
M9tran_1,7.2663
M9tran_2,7.2364
M9tran_3,7.0072
M9stat_1,7.8376
M9stat_2,7.9074
M9stat_3,7.6112
M+G_1,9.1869
M+G_2,7.1721
M+G_3,7.1952
Glu_1,8.1976
Glu_2,7.1509
Glu_3,7.1468
Fru_1,7.0465
Fru_2,7.5582
Fru_3,7.2199
Mal_1,6.9375
Mal_2,7.4324
Mal_3,7.1236
G+S_2,9.378
G+S_3,9.8356
Pyr_1,9.3788
Pyr_2,9.8708
Pyr_3,9.8738
Gly_1,7.6112
Gly_2,7.4163
Gly_3,8.0023
Glucon_1,8.5165
Glucon_2,8.155
Glucon_3,8.1278
aero_1,7.237
aero_2,7.1299
aero_3,7.1523
nit_1,11.1609
nit_2,9.18
nit_3,10.6476
ferm_1,10.9124
ferm_2,8.678
ferm_3,10.9002
T-5.40H_1,7.5107
T-4.40H_1,7.2594
T-3.40H_1,6.9536
T-2.40H_1,6.9073
T-1.40H_1,6.8579
T-1.10H_1,6.6597
T-0.40H_1,6.5459
T0.0H_1,6.3779
T0.30H_1,7.5021
T1.0H_1,7.1589
T1.30H_1,7.745
T2.0H_1,7.8168
T2.30H_1,7.4911
T3.0H_1,7.3049
T3.30H_1,7.8082
T4.0H_1,7.8354
T5.0H_1,8.6852
HPh_1,7.5535
HPh_2,7.078
HPh_3,7.5847999999999995
LPh_1,7.348
LPh_2,7.0674
LPh_3,7.5969999999999995
LPhT_1,7.5296
LPhT_2,7.3228
LPhT_3,7.234
SMMPr_1,7.9551
SMMPr_2,7.6438
SMMPr_3,7.5592
HiTm_1,7.3382
HiTm_2,6.9061
HiTm_3,7.1198
LoTm_1,8.8428
LoTm_2,8.6288
LoTm_3,8.8204
HiOs_1,7.1545
HiOs_2,7.4756
HiOs_3,7.1962
BMM_1,6.7816
BMM_2,6.963
BMM_3,7.1308
Heat_1,7.342
Heat_2,6.7771
Heat_3,7.4533000000000005
Cold_1,7.1847
Cold_2,7.3931000000000004
Cold_3,7.4312000000000005
Etha_1,7.4867
Etha_2,7.745
Etha_3,7.3111
SMM_1,6.998
SMM_2,6.8692
SMM_3,6.9159
Salt_1,7.0167
Salt_2,7.0336
Salt_3,6.9495000000000005
Mt0_1,7.0691
Mt0_3,6.5653
M0t45_1,6.9185
M0t45_2,7.6599
M0t45_3,6.7258
M0t90_1,7.2854
M0t90_2,6.7452000000000005
M0t90_3,6.9165
M40t45_1,7.2678
M40t45_2,7.1214
M40t45_3,6.4241
M40t90_1,7.0875
M40t90_2,6.7653
M40t90_3,6.7509
dia0_1,6.8568999999999996
dia0_2,6.9308
dia0_3,6.5104
dia5_1,7.0494
dia5_2,7.2041
dia5_3,7.0394
dia15_1,6.9409
dia15_2,7.1641
dia15_3,7.2321
Diami_1,7.4855
Diami_2,7.2729
Diami_3,7.7908
Paraq_1,7.818
Paraq_2,7.6306
Paraq_3,7.2499
H2O2_1,7.3529
H2O2_2,7.3774
H2O2_3,7.4058
Oxctl_1,7.8649000000000004
Oxctl_2,7.9197
Oxctl_3,7.5837
GM-0.1_1,6.6071
GM-0.2_1,7.3518
GM+5_1,6.5401
GM+15_1,6.4916
GM+25_1,6.6458
GM+45_1,6.6668
GM+60_1,6.3961
GM+90_1,6.7144
GM+120_1,7.4123
GM+150_1,7.3623
GM-0.1_2,7.1428
GM-0.2_2,7.4579
GM+5_2,6.333
GM+10_2,6.4721
GM+15_2,6.9485
GM+25_2,6.9652
GM+45_2,6.3765
GM+60_2,6.6309000000000005
GM+90_2,7.6611
GM+150_2,7.1298
GM-0.1_3,7.1171
GM-0.2_3,6.4788
GM+5_3,6.7205
GM+10_3,6.8848
GM+15_3,6.7048
GM+25_3,7.1248
GM+45_3,7.6331
GM+60_3,7.1241
GM+90_3,7.5969
GM+120_3,8.0458
GM+150_3,7.5559
MG-0.1_1,6.4881
MG+5_1,7.3062000000000005
MG+10_1,6.8883
MG+15_1,7.1617
MG+25_1,6.9697
MG+45_1,6.9658
MG+120_1,7.2353
MG+150_1,7.2589
MG-0.1_2,6.2714
MG-0.2_2,6.5075
MG+5_2,6.5872
MG+10_2,6.7231000000000005
MG+15_2,7.4633
MG+25_2,6.9829
MG+45_2,6.508
MG+60_2,6.9518
MG+90_2,6.3507
MG+120_2,6.9253
MG-0.1_3,6.7897
MG-0.2_3,7.1918
MG+5_3,7.5118
MG+10_3,7.0115
MG+15_3,7.6218
MG+25_3,7.0141
MG+45_3,6.8696
MG+60_3,7.2534
MG+90_3,6.7022
MG+120_3,6.8774
MG+150_3,7.0334
