,A,Fur
AB5075_VIR-O_LSO__LSO__3.0,4.2383300704,0.0282945037
AB5075_Zinc__Control__1.0,0.10827534670000001,0.5916421735
AB5075_Zinc__Control__2.0,0.9629865019,-1.4965338159
AB5075_Zinc__Control__3.0,-1.0712618486,0.9048916424000001
AB5075_Zinc__Zinc__1.0,-12.2349411931,0.0278074609
AB5075_Zinc__Zinc__2.0,-13.7352276081,0.21042806300000003
AB5075_biofilm+abx__planktonic__1.0,0.75715447,0.7375804873
AB5075_biofilm+abx__planktonic__2.0,0.5396670782,-0.2239026435
AB5075_biofilm+abx__biofilm__1.0,-12.0744510399,1.4758495746
AB5075_biofilm+abx__planktonic__3.0,-1.2968215482,-0.5136778437
AB5075_biofilm+abx__biofilm__2.0,-3.709095024,1.6975182583000001
AB5075_biofilm+abx__biofilm__3.0,-4.6707961461,1.8252911905
AB5075_biofilm+abx__cip_biofilm__1.0,-15.0964148733,1.4744215508
AB5075_biofilm+abx__cip_biofilm__2.0,-14.9064420031,1.5974567765
AB5075_biofilm+abx__tet_biofilm__1.0,-12.2027166933,1.5833824126
AB5075_biofilm+abx__cip_biofilm__3.0,-10.8538437689,1.0307613179
AB5075_biofilm+abx__tet_biofilm__2.0,-12.6940322561,2.114666155
AB5075_biofilm+abx__tet_biofilm__3.0,-8.452554712,1.4070099301
AB5075_gigAB__kan_gigB__1.0,-11.7566547271,-3.4283221287
AB5075_gigAB__kan_gigB__2.0,-11.0599257111,-3.2761627849
AB5075_gigAB__kan_gigB__3.0,-5.9979698126,-3.360272669
AB5075_gigAB__gigB__1.0,-12.803672132900001,-3.713941728
AB5075_gigAB__gigB__2.0,-12.5860037389,-3.9898860311
AB5075_gigAB__gigB__3.0,-10.9958365473,-4.1296011189
AB5075_gigAB__kan_gigA__1.0,-4.1927862268,-3.2911635315
AB5075_gigAB__kan_gigA__2.0,-7.1828527521,-3.0285196008
AB5075_gigAB__kan_gigA__3.0,-11.101386775,-3.3569170742
AB5075_gigAB__gigA__1.0,-10.8524270935,-3.7805733588
AB5075_gigAB__gigA__2.0,-7.6160927799,-3.3626771904
AB5075_gigAB__gigA__3.0,-11.9297327638,-3.8027188962
AB5075_gigAB__kan_WT__1.0,-1.8567053001,-0.3096740127
AB5075_gigAB__kan_WT__2.0,-2.5944440128,-0.5845638318
AB5075_gigAB__kan_WT__3.0,-1.3339656296,-0.7559827016
AB5075_gigAB__WT__1.0,1.1997197341999999,-0.40545735580000003
AB5075_gigAB__WT__2.0,-1.868055842,-0.11326330700000001
AB5075_gigAB__WT__3.0,0.6683361079,0.5187206628000001
AB5075_med__CA-MHB__1.0,-1.1597210614,-0.5232343618
AB5075_med__CA-MHB__2.0,-2.6670218638,-0.7776937889000001
AB5075_med__CA-MHB_pH6__1.0,2.0551848147,-0.4653830249
AB5075_med__CA-MHB_pH6__2.0,-5.3265549765,-0.38493425070000004
AB5075_med__RPMI+_pH7__1.0,-4.4506231142,-0.1139024941
AB5075_med__RPMI+_pH7__2.0,-4.9849469398,-0.06858034660000001
AB5075_med__RPMI+_pH6__1.0,-4.4446487702,-0.32847891770000004
AB5075_med__RPMI+_pH6__2.0,0.5616840214000001,-0.4751884953
AB5075_med__RPMI+_-HCO3__1.0,-0.5288086649,-0.5566290642
AB5075_med__RPMI+_-HCO3__2.0,1.4733625004,-0.041915941000000005
AB5075_med__LB__1.0,-0.09237887160000001,-0.0009951334
AB5075_med__LB__2.0,0.09237887160000001,0.0009951334
AB5075_med__M9+AA__1.0,-1.5483113871,-0.5345603154
AB5075_med__M9+AA__2.0,-1.5157027003999999,-0.4021219033
AB5075_med__M9-AA__1.0,-0.4095168628,-0.3941873959
AB5075_med__M9-AA__2.0,-1.9577383683,-0.2668946688
AYE_adeB__WT__1.0,-0.49842275010000003,0.1998821204
AYE_adeB__WT__2.0,0.0493350704,-0.2019950966
AYE_adeB__WT__3.0,0.4490876797,0.0021129763
AYE_adeB__adeB__1.0,-2.9855425607,0.5943459785
AYE_adeB__adeB__2.0,2.167330275,0.2521795224
AYE_adeB__adeB__3.0,2.4585352057,-0.0148499623
COL__0ug/ml__1.0,-0.472246785,0.7809733080000001
COL__0ug/ml__2.0,0.472246785,-0.7809733080000001
COL__0.25ug/ml__1.0,0.4089232229,-0.204211797
COL__0.25ug/ml__2.0,1.2831041622,0.9633032880000001
COL__1ug/ml__1.0,0.7593076497,0.7242857380000001
COL__1ug/ml__2.0,3.1947528367,-0.449338391
H2O2__0ug/ml__1.0,-0.1531333952,-0.3564728485
H2O2__0ug/ml__2.0,0.1531333952,0.3564728485
H2O2__1.25ug/ml__1.0,4.5119910186,0.6496414714000001
H2O2__1.25ug/ml__2.0,7.1515507133,0.6663856284
H2O2__2.5ug/ml__1.0,17.9638008179,1.1763722276
H2O2__2.5ug/ml__2.0,17.1028031472,1.0697776142
H2O2__5ug/ml__1.0,0.1505600974,-0.37601560840000003
H2O2__5ug/ml__2.0,1.3983021892,-0.6698689403
MRP__0ug/ml__1.0,1.984790919,-0.4881019582
MRP__0ug/ml__2.0,-1.984790919,0.4881019582
MRP__25ug/ml__1.0,0.9565533055000001,-0.6526745079
MRP__25ug/ml__2.0,-2.7147425617,0.589151026
MRP__100ug/ml__1.0,-2.0002174122,0.5502032115000001
MRP__100ug/ml__2.0,-3.0961753835,0.5365587489
MRP__200ug/ml__1.0,-1.5787794256,0.4611149512
MRP__200ug/ml__2.0,-3.3347987108,0.0035062788
growth__2h__1.0,1.2847150429,0.0116365736
growth__2h__2.0,-1.2847150429,-0.0116365736
growth__4h__1.0,2.1241648322,-0.7608351766
growth__4h__2.0,1.052703725,-0.277027896
growth__6h__1.0,4.2937127836,-1.7361619977
growth__6h__2.0,0.8745385639000001,-1.0863089756
growth__8h__1.0,5.929046426,-0.8731596442
growth__8h__2.0,4.9873001738,-0.7652310875
growth__10h__1.0,5.9589972692,0.1402266183
growth__10h__2.0,4.3104759466,0.16303598390000001
mutants__WT__1.0,-0.8153918028,-0.149566528
mutants__WT__2.0,0.8153918028,0.149566528
mutants__R7__1.0,-0.21861645340000002,-0.338049154
mutants__R7__2.0,1.1126059889,-0.18885441
mutants__gacA__1.0,-0.8768148241,0.6968583110000001
mutants__gacA__2.0,-1.2847553405,0.629759151
vacJ_LL-37__WT__1.0,-0.1225358322,0.024955084500000002
vacJ_LL-37__WT__2.0,0.1225358322,-0.024955084500000002
vacJ_LL-37__WT+LL-37__1.0,-1.5734459997,0.4169352974
vacJ_LL-37__WT+LL-37__2.0,-3.4692021458,1.3343800614
vacJ_LL-37__vacJ__1.0,-1.8304174559000002,0.9939526134000001
vacJ_LL-37__vacJ__2.0,-3.5927474436,1.1476370591
vacJ_LL-37__vacJ+LL-37__1.0,-2.2194996171,1.2051192871
vacJ_LL-37__vacJ+LL-37__2.0,-0.7071867658000001,0.8397246981
