,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,AB0057_PGcoculture__PGAB,7.4392364738,0.5746105199704241,3.0,0.0,7.3593489452,1.0,6.9087499297,2.0,8.0496105465,,
1,AB0057_PGcoculture__AB ,-1.0408340855860843e-17,0.19093750772317847,4.0,3.0,0.2757488526,4.0,-0.1538279415,5.0,-0.0275046938,6.0,-0.09441621730000001
2,AB0057_PGcoculture__ABPG,3.7533275237,1.490366194458575,4.0,7.0,4.8965865506,8.0,4.5322586788,9.0,1.5875765304,10.0,3.996888335
3,AB5075_AZI__AZI_000,0.0,0.5882796332429145,2.0,11.0,0.4159765179,17.0,-0.4159765179,,,,
4,AB5075_AZI__preculture,6.96117789215,0.16194799823280004,2.0,12.0,6.8466633644,13.0,7.0756924199,,,,
5,AB5075_AZI__AZI_040,-0.5304462237500001,0.276445147113403,2.0,14.0,-0.3349699856,18.0,-0.7259224619,,,,
6,AB5075_AZI__AZI_028,0.28504104485000004,1.157269285237012,2.0,15.0,-0.5332719144,19.0,1.1033540041,,,,
7,AB5075_AZI__AZI_003,-0.33579846975000005,0.6284489172969258,2.0,16.0,-0.7801789608,20.0,0.1085820213,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,1.1608958244,1.6465389138371167,3.0,21.0,-0.6544179067,28.0,1.5790964222000001,29.0,2.5580089577000003,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,9.25185853854297e-18,0.4958417804241304,3.0,22.0,0.5581869978,23.0,-0.389454397,24.0,-0.1687326008,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,3.8900993179333327,1.41405736884263,3.0,25.0,4.6290338523,26.0,2.2596641456,27.0,4.7815999559,,
11,AB5075_VIR-O_LSO__VIR-O,0.0,1.4514548507628753,3.0,30.0,-0.057168859,32.0,1.4791946373,34.0,-1.4220257783,,
12,AB5075_VIR-O_LSO__LSO,1.403860649733333,1.0163485014746345,3.0,31.0,0.2309198446,33.0,2.0238225018,35.0,1.9568396028000001,,
13,AB5075_Zinc__Control,3.33333360913457e-11,2.034891317521305,3.0,36.0,0.9358252204,37.0,-2.3344484501,38.0,1.3986232298,,
14,AB5075_Zinc__Zinc,6.13607505105,0.8106204475767579,2.0,39.0,5.5628798356,40.0,6.7092702665,,,,
15,AB5075_biofilm+abx__planktonic,0.0,2.467419962090488,3.0,41.0,-2.7172377425,42.0,0.6165773917,44.0,2.1006603508,,
16,AB5075_biofilm+abx__biofilm,2.7332266408,2.1582386331065107,3.0,43.0,5.2199611411,45.0,1.6316608053000001,46.0,1.348057976,,
