,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.019202175567028204,,1.0,0.0,-0.019202175567028204
1,Cr__2,-0.02359900248702414,,1.0,1.0,-0.02359900248702414
2,Cr__3,-0.02312013059650617,,1.0,2.0,-0.02312013059650617
3,Cr__4,-0.0227654958190026,,1.0,3.0,-0.0227654958190026
4,Cr__5,-0.020212683479926937,,1.0,4.0,-0.020212683479926937
5,Cr__6,-0.013534932967599488,,1.0,5.0,-0.013534932967599488
6,Fe__1,-0.01836186261850373,,1.0,6.0,-0.01836186261850373
7,Fe__2,-0.03600563838139797,,1.0,7.0,-0.03600563838139797
8,Fe__3,-0.06481946963410762,,1.0,8.0,-0.06481946963410762
9,Fe__4,-0.05776689557541941,,1.0,9.0,-0.05776689557541941
10,Fe__5,-0.04559133221046063,,1.0,10.0,-0.04559133221046063
11,Fe__6,-0.05438856192315002,,1.0,11.0,-0.05438856192315002
12,Cd__1,0.0032687659856113845,,1.0,12.0,0.0032687659856113845
13,Cd__2,0.011291005501770477,,1.0,13.0,0.011291005501770477
14,Cd__3,0.018887615312629176,,1.0,14.0,0.018887615312629176
15,Cd__4,0.03074373503482402,,1.0,15.0,0.03074373503482402
16,Cd__5,0.034553410822940965,,1.0,16.0,0.034553410822940965
17,Cd__6,0.03988417575225597,,1.0,17.0,0.03988417575225597
18,Zn__1,-0.06410147672189576,,1.0,18.0,-0.06410147672189576
19,Zn__2,-0.07492682674456498,,1.0,19.0,-0.07492682674456498
20,Zn__3,-0.07770478637724725,,1.0,20.0,-0.07770478637724725
21,Zn__4,-0.06888566286829204,,1.0,21.0,-0.06888566286829204
22,Zn__5,-0.05280455170410205,,1.0,22.0,-0.05280455170410205
23,Zn__6,-0.04345367284794872,,1.0,23.0,-0.04345367284794872
24,Cu__1,-0.006026932985247406,,1.0,24.0,-0.006026932985247406
25,Cu__2,0.002584104757057427,,1.0,25.0,0.002584104757057427
26,Cu__3,0.022602054149035586,,1.0,26.0,0.022602054149035586
27,Cu__4,0.03850997608200623,,1.0,27.0,0.03850997608200623
28,Cu__5,0.05399491731068516,,1.0,28.0,0.05399491731068516
29,Cu__6,0.0775531901796648,,1.0,29.0,0.0775531901796648
30,Pb__1,0.00864546851087535,,1.0,30.0,0.00864546851087535
31,Pb__2,0.02312016108216427,,1.0,31.0,0.02312016108216427
32,Pb__3,0.03931643110079575,,1.0,32.0,0.03931643110079575
33,Pb__4,0.05279881285096962,,1.0,33.0,0.05279881285096962
34,Pb__5,0.061530125850319424,,1.0,34.0,0.061530125850319424
35,Pb__6,0.09224156563258876,,1.0,35.0,0.09224156563258876
