,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,ALE__GalactoseA5,1.0776879940000001,0.13844153896492492,2.0,0.0,0.979795043,1.0,1.175580945,,,,
1,ALE__GalactoseA6,0.32394383299999996,0.05610560251370818,2.0,2.0,0.2842711809999999,3.0,0.363616485,,,,
2,ALE__GalactoseA8,0.6231136070000001,0.029821320571435578,2.0,4.0,0.6020267490000001,5.0,0.644200465,,,,
3,ALE__IL_Control,-2.7755575615628914e-17,0.18595195186772184,4.0,6.0,-0.065107248,7.0,-0.216948415,8.0,0.061494448,9.0,0.2205612149999999
4,ALE__IL_TEOH_OAc,-0.061416666000000064,0.34722967242372565,2.0,10.0,0.1841117899999999,11.0,-0.306945122,,,,
5,ALE__IL_TEA_HS,-0.20952503199999994,0.14203981586976575,2.0,12.0,-0.3099623489999999,13.0,-0.109087715,,,,
6,ALE__IL_Mixed,-0.5122942640000001,0.012093334737436269,2.0,14.0,-0.5208455430000001,15.0,-0.503742985,,,,
7,ALE__IL_PP5350,-0.10498932349999994,0.13563244626089668,2.0,16.0,-0.200895946,17.0,-0.0090827009999999,,,,
8,ALE__IL_T8,0.3178777174999999,0.3989789477433557,2.0,18.0,0.5999984369999999,19.0,0.0357569979999999,,,,
9,ALE__IL_T9,0.3009629439999999,0.07381671960833547,2.0,20.0,0.2487666409999999,21.0,0.3531592469999999,,,,
10,ALE__IL_Control2,0.08932290899999999,0.2204859579176754,2.0,22.0,0.245230025,23.0,-0.066584207,,,,
11,ALE__IL_Glc+Ace,0.6194198304999999,0.09030297855841689,2.0,24.0,0.555565982,25.0,0.6832736789999999,,,,
12,ALE__XyloseA1,0.41232116499999993,0.026436742649577696,2.0,26.0,0.3936275649999999,27.0,0.4310147649999999,,,,
13,ALE__XyloseA2,0.8919961785,0.6523375079587989,2.0,28.0,1.3532684540000002,29.0,0.4307239029999999,,,,
14,ALE__XyloseA3,1.0788580429999999,0.386035138203527,2.0,30.0,1.351826107,31.0,0.8058899789999999,,,,
15,ALE__XyloseA4,0.841893284,0.2265442338584203,2.0,32.0,0.68170232,33.0,1.002084248,,,,
16,Aromatic__Coumarate,0.2777406483333336,0.1997130179835538,3.0,34.0,0.5081988516666671,35.0,0.155296843666667,36.0,0.1697262496666667,,
17,Aromatic__Coumarate+ferulate,0.7518875120000006,0.04218549263723586,3.0,37.0,0.7291219516666674,38.0,0.7259753496666672,39.0,0.8005652346666672,,
18,Aromatic__Ferulate,0.44106352066666715,0.0884659815421925,3.0,40.0,0.499328012666667,41.0,0.4845960296666671,42.0,0.3392665196666673,,
19,Aromatic__Glucose,3.029983671372823e-16,0.04763868743582355,3.0,43.0,-0.0387248353333333,44.0,-0.0144715133333326,45.0,0.0531963486666668,,
20,Bioreactor1__24h,4.85722573273506e-17,0.10353949282899738,2.0,46.0,-0.0732134774999999,47.0,0.0732134775,,,,
21,Bioreactor2__S_0min,-4.625929269271485e-18,0.25887789437734204,3.0,48.0,-0.206576158,60.0,0.290404306,72.0,-0.083828148,,
22,Bioreactor2__S_15min,-0.33176928566666675,0.11599900447739055,3.0,49.0,-0.2032299340000001,61.0,-0.36342002,73.0,-0.4286579030000001,,
23,Bioreactor2__P1_15min,-0.3706436193333334,0.10556766493377481,3.0,50.0,-0.2502732970000001,62.0,-0.4141623170000001,74.0,-0.447495244,,
24,Bioreactor2__P3_15min,-0.46425374,0.11550231980380636,3.0,51.0,-0.568034938,63.0,-0.3398174100000001,75.0,-0.4849088720000001,,
25,Bioreactor2__P5_15min,-0.4000093316666668,0.03397277576852934,3.0,52.0,-0.4158370120000001,64.0,-0.4231802610000001,76.0,-0.361010722,,
26,Bioreactor2__S_1h,-0.3408482933333334,0.11336175079314852,3.0,53.0,-0.3612117020000001,65.0,-0.4426482180000001,77.0,-0.21868496,,
27,Bioreactor2__S_3h,-0.23405068833333345,0.19487953391476137,3.0,54.0,-0.2864432000000001,66.0,-0.3973783130000001,78.0,-0.0183305520000001,,
28,Bioreactor2__S_9h,-0.3149698170000001,0.5240217839654984,3.0,55.0,-0.8800543580000001,67.0,0.1549448799999998,79.0,-0.2197999730000001,,
29,Bioreactor2__S_25h,-0.2572589436666668,0.1689008924773165,3.0,56.0,-0.2884460970000001,68.0,-0.0749379470000001,80.0,-0.4083927870000001,,
30,Bioreactor2__P1_25h,-0.488762835,0.20337594756694122,3.0,57.0,-0.4659366350000001,69.0,-0.702588878,81.0,-0.2977629920000001,,
31,Bioreactor2__P3_25h,-0.3599170470000001,0.37896037231625057,3.0,58.0,-0.1947278790000001,70.0,-0.091590888,82.0,-0.7934323740000001,,
32,Bioreactor2__P5_25h,-0.08498727466666671,0.08187316106922957,3.0,59.0,-0.1794163540000001,71.0,-0.033826061,83.0,-0.041719409,,
33,Carbon__Citrate,1.4754264686666667,0.08385509406548605,3.0,84.0,1.551636393,85.0,1.385594218,86.0,1.489048795,,
34,Carbon__Ferulate,0.7074904293333333,0.5051235470050213,3.0,87.0,1.288683674,88.0,0.3743425789999999,89.0,0.4594450349999999,,
35,Carbon__Glucose,-4.163336342344337e-17,0.20920983638675145,2.0,90.0,0.147933694,91.0,-0.1479336940000001,,,,
36,Carbon__Serine,1.2631204066666666,0.261940797908267,3.0,92.0,1.522015024,93.0,0.998236159,94.0,1.269110037,,
37,Carbon2__Glucose,-6.47630097698008e-17,0.5825410179856977,3.0,95.0,0.5397224066666666,96.0,-0.6175375333333334,97.0,0.0778151266666666,,
38,Carbon2__Coumarate,-0.06079999633333343,0.20799106459041472,3.0,98.0,-0.1528835563333335,99.0,-0.2068538863333333,100.0,0.1773374536666665,,
39,Crc__Control,0.0,0.10243726679929899,2.0,101.0,0.0724340859999999,102.0,-0.0724340859999999,,,,
40,Crc__Del_crc,-0.14357855450000012,0.2743452059312403,2.0,103.0,0.0504128009999997,104.0,-0.33756991,,,,
41,Crc__Del_crcZ_crcY,-0.4193163565,0.12153623156574947,2.0,105.0,-0.333377263,106.0,-0.5052554499999999,,,,
42,FinR__Control,0.0,0.2136432754716278,3.0,107.0,0.242557852,108.0,-0.082321058,109.0,-0.160236794,,
43,FinR__Del_finR,0.44090667333333333,0.45067999142213494,3.0,110.0,0.7246651479999999,111.0,-0.078759939,112.0,0.6768148110000001,,
44,FleQ__Del_fleQ,0.13685205099999997,0.1231496768203058,3.0,113.0,0.0107055113333333,114.0,0.2567683573333333,115.0,0.1430822843333333,,
45,FleQ__OE_wspR,0.06946105699999994,0.1835014928537174,3.0,116.0,-0.1410465046666667,117.0,0.1537930133333333,119.0,0.1956366623333332,,
46,FleQ__Control,4.625929269271485e-18,0.21364310975903317,3.0,118.0,-0.1602365676666667,120.0,0.2425576883333333,121.0,-0.0823211206666666,,
47,Fuel__Butanol,-0.15001086500000044,0.027600603641857922,2.0,122.0,-0.1304942910000006,123.0,-0.1695274390000003,,,,
48,Fuel__Control,0.0,0.3643101860340366,2.0,124.0,-0.2576062029999999,125.0,0.2576062029999999,,,,
49,Fuel__Isopentanol,1.1200428759999994,0.610463190970473,2.0,126.0,0.6883802139999995,127.0,1.551705537999999,,,,
50,Glycolaldehyde__Glycolaldehyde,0.44778451900000016,0.11870826264619756,2.0,128.0,0.3638451015000001,130.0,0.5317239365000002,,,,
51,Glycolaldehyde__Control,1.0061396160665481e-16,0.0686695953028767,2.0,129.0,0.0485567365000001,131.0,-0.0485567364999999,,,,
52,HNS_protein__Control_ex,0.0,0.26625508764613426,2.0,132.0,-0.1882707780000001,147.0,0.1882707780000001,,,,
53,HNS_protein__Del_turB_ex,-0.1871323629999999,0.4607428576109913,2.0,133.0,0.1386620359999999,134.0,-0.5129267619999998,,,,
54,HNS_protein__WT_pCAR1_ex,1.0985950855,0.28511816441880733,2.0,135.0,1.3002040729999995,140.0,0.8969860980000002,,,,
55,HNS_protein__WT_pCAR1_Del_turA_ex,1.9519703835,0.08804554723054664,2.0,136.0,1.88971278,138.0,2.014227987,,,,
56,HNS_protein__WT_pCAR1_Del_turA_st,1.4213658165000003,0.020746145971593907,2.0,137.0,1.4360355570000003,139.0,1.4066960760000002,,,,
57,HNS_protein__WT_pCAR1_Del_turB_ex,1.4366295500000001,0.4047394221276702,2.0,141.0,1.15043556,143.0,1.7228235400000005,,,,
