sample,new_2780894_2780990_c
LBexp_1,11.7369
LBexp_2,11.6586
LBexp_3,11.3463
LBtran_1,10.0534
LBtran_2,9.5549
LBtran_3,9.1724
LBstat_1,10.1999
LBstat_2,9.6699
LBstat_3,9.4038
LBGexp_1,10.6185
LBGexp_2,11.2003
LBGexp_3,10.9179
LBGtran_2,10.5414
LBGtran_3,11.1675
LBGstat_1,11.7752
LBGstat_2,11.0334
LBGstat_3,10.9613
S0_1,9.8067
S0_2,10.2956
S0_3,10.3085
S1_1,10.1621
S1_2,10.1799
S1_3,10.2826
S2_1,9.6341
S2_2,9.3318
S2_3,9.2997
S3_1,9.2087
S3_2,9.6351
S4_1,9.6312
S4_2,9.105
S4_3,9.4404
S5_1,8.6122
S5_2,9.0194
S5_3,9.4943
S6_1,8.0769
S6_2,7.5806
S6_3,8.3884
S6/t_1,8.5313
S6/t_2,7.5641
S6_4,8.6335
S6_5,9.1624
S6_6,9.1271
S7_4,9.2093
S7_5,9.1033
S7_6,9.2595
S8_4,8.836
S8_5,9.1876
G135_1,10.2808
G135_3,9.3587
G150_1,11.3549
G150_2,11.5398
G150_3,11.1275
G180_1,10.6842
G180_2,11.0205
G180_3,10.0619
C30_1,10.1338
C30_2,10.1904
C90_1,9.5044
C90_2,9.3743
BI_1,9.7902
BI_2,10.0059
BC_2,10.6714
BC/t_1,10.3056
BC/t_2,10.7187
BC_1,10.2364
Sw_1,9.8087
Sw_2,9.8326
BT_1,8.7018
BT_2,8.5598
B36_1,8.2297
B36_2,8.2291
B60_1,9.259
B60_2,9.6175
M9exp_1,10.6618
M9exp_2,10.3652
M9exp_3,10.1894
M9tran_1,10.3362
M9tran_2,10.1708
M9tran_3,10.4346
M9stat_1,10.0147
M9stat_2,9.8883
M9stat_3,9.6101
M+G_1,9.6604
M+G_2,9.9178
M+G_3,9.9758
Glu_1,11.081
Glu_2,10.2689
Glu_3,10.4962
Fru_1,10.6264
Fru_2,10.8592
Fru_3,10.5318
Mal_1,9.1282
Mal_2,9.7399
Mal_3,9.0589
G+S_2,10.5526
G+S_3,10.6033
Pyr_1,9.281
Pyr_2,9.4354
Pyr_3,9.2806
Gly_1,9.3081
Gly_2,9.8164
Gly_3,8.969
Glucon_1,9.7875
Glucon_2,9.879
Glucon_3,9.5663
aero_1,10.6131
aero_2,9.5255
aero_3,10.3835
nit_1,9.1855
nit_2,9.5128
nit_3,9.3336
ferm_1,9.2657
ferm_2,9.4432
ferm_3,9.788
T-5.40H_1,10.7308
T-4.40H_1,10.9582
T-3.40H_1,11.0511
T-2.40H_1,10.8708
T-1.40H_1,11.0355
T-1.10H_1,11.1104
T-0.40H_1,11.4907
T0.0H_1,11.3051
T0.30H_1,11.9847
T1.0H_1,11.0397
T1.30H_1,10.8396
T2.0H_1,10.1382
T2.30H_1,10.3789
T3.0H_1,9.8655
T3.30H_1,10.0194
T4.0H_1,9.7074
T5.0H_1,9.3035
HPh_1,11.3715
HPh_2,11.1041
HPh_3,11.4194
LPh_1,11.1805
LPh_2,11.3445
LPh_3,10.9311
LPhT_1,11.0337
LPhT_2,10.7119
LPhT_3,10.6993
SMMPr_1,10.6757
SMMPr_2,10.6768
SMMPr_3,10.7088
HiTm_1,10.2491
HiTm_2,11.1175
HiTm_3,11.0876
LoTm_1,9.6453
LoTm_2,9.7168
LoTm_3,9.4993
HiOs_1,10.255999999999998
HiOs_2,9.8268
HiOs_3,10.314
BMM_1,10.9414
BMM_2,10.5706
BMM_3,10.0097
Heat_1,10.6116
Heat_2,10.6638
Heat_3,9.0876
Cold_1,11.2455
Cold_2,9.6928
Cold_3,9.5632
Etha_1,9.0657
Etha_2,8.105
Etha_3,8.6843
SMM_1,11.1042
SMM_2,11.2033
SMM_3,10.8429
Salt_1,10.4999
Salt_2,9.9964
Salt_3,10.0494
Mt0_1,11.2689
Mt0_3,11.6765
M0t45_1,9.5156
M0t45_2,10.7136
M0t45_3,9.9319
M0t90_1,9.4864
M0t90_2,10.9209
M0t90_3,9.9918
M40t45_1,8.9701
M40t45_2,9.5251
M40t45_3,9.9675
M40t90_1,9.4754
M40t90_2,10.489
M40t90_3,10.3516
dia0_1,11.6918
dia0_2,11.7721
dia0_3,11.1984
dia5_1,10.5285
dia5_2,10.8841
dia5_3,10.5424
dia15_1,11.7418
dia15_2,12.3392
dia15_3,9.9277
Diami_1,10.5106
Diami_2,10.3567
Diami_3,10.8155
Paraq_1,10.7278
Paraq_2,10.9375
Paraq_3,9.3304
H2O2_1,10.5218
H2O2_2,10.82
H2O2_3,10.7294
Oxctl_1,10.1686
Oxctl_2,10.3765
Oxctl_3,10.8879
GM-0.1_1,10.7639
GM-0.2_1,10.6047
GM+5_1,10.4752
GM+15_1,10.8976
GM+25_1,10.8259
GM+45_1,11.2626
GM+60_1,10.9013
GM+90_1,10.9932
GM+120_1,10.2669
GM+150_1,10.525
GM-0.1_2,10.1672
GM-0.2_2,11.3255
GM+5_2,10.568
GM+10_2,10.5008
GM+15_2,10.9218
GM+25_2,10.678
GM+45_2,9.8644
GM+60_2,10.7179
GM+90_2,10.6261
GM+150_2,10.9005
GM-0.1_3,10.2736
GM-0.2_3,9.9341
GM+5_3,10.3984
GM+10_3,9.2682
GM+15_3,10.8006
GM+25_3,10.0764
GM+45_3,10.2148
GM+60_3,9.7592
GM+90_3,10.5184
GM+120_3,9.926
GM+150_3,11.0227
MG-0.1_1,10.4751
MG+5_1,10.3923
MG+10_1,10.4531
MG+15_1,9.8326
MG+25_1,10.1762
MG+45_1,10.6249
MG+120_1,9.2305
MG+150_1,10.8388
MG-0.1_2,9.8522
MG-0.2_2,9.6501
MG+5_2,9.9798
MG+10_2,10.012
MG+15_2,11.0603
MG+25_2,10.5153
MG+45_2,9.8263
MG+60_2,9.9778
MG+90_2,9.6039
MG+120_2,10.1428
MG-0.1_3,11.1029
MG-0.2_3,10.8727
MG+5_3,10.0373
MG+10_3,10.5133
MG+15_3,10.6594
MG+25_3,10.5593
MG+45_3,10.7939
MG+60_3,9.7623
MG+90_3,10.4984
MG+120_3,10.0367
MG+150_3,10.9836
