,ABUW_2606
SRX3737100,-1.3499538402
SRX3737101,-1.9109437847000001
SRX3737103,-0.8926098162
SRX3737104,-0.1649072321
SRX3737105,-0.0029641847
SRX3737106,0.07835722640000001
SRX3737107,0.0895141904
SRX3737108,-0.8801082709
SRX3737109,-0.9002977534000001
SRX3737110,0.054004869000000004
SRX3737111,-0.5643297394
Abaum_0017,-0.025474179700000002
Abaum_0018,-3.3629288412
Abaum_0019,-3.4993806775
Abaum_0020,-4.4118810657
Abaum_0021,-1.5374435755
Abaum_0022,0.1426929687
Abaum_0023,0.025474179700000002
Abaum_0024,-4.6707702239
Abaum_0025,-1.7674744690000002
Abaum_0026,0.17237425750000002
SRX3141471,-0.9985242359000001
SRX3141472,-0.5276592134
SRX3141473,0.09360797400000001
SRX3141474,0.4340512395
SRX3141475,-1.1688202149
SRX3141476,-0.9108382943000001
SRX3141477,0.0385049921
SRX3141478,-0.16377540810000002
SRX3141479,-0.4314570197
SRX8944518,-1.0969342205000001
SRX8944519,-1.6218368073
SRX8944520,-0.11868363600000001
SRX8944521,-1.7292260316
SRX8944522,1.2156178565
SRX8944523,1.3425624484
SRX5930997,-0.0194473256
SRX5930998,-0.1850780323
SRX5930999,0.2045253578
SRX5931001,0.8817022238000001
SRX5931002,0.5546221208000001
SRX4488546,0.9333579665
SRX4488547,-0.2225726654
SRX4488548,4.7116613327
SRX4488549,-0.7107853012
SRX4488550,3.5951775251
SRX4488551,3.8233175258000003
SRX4488552,3.2185820169
SRX4488553,3.6866411815999998
SRX4488554,1.7095943131
SRX4488555,3.6341894392
SRX4488556,0.9176980530000001
SRX4488557,3.0045916775
SRX2568047,-1.977040239
SRX2568048,-1.8278937767
SRX2568049,-1.2240690381000001
SRX2568050,2.9555622797
SRX2568051,3.2380755488
SRX2568052,3.2526145054
SRX2568053,-1.862570971
SRX2568054,-3.4570301007
SRX2568055,-1.7903566374
SRX2568056,2.8260659361
SRX2568057,-0.8253440498
SRX2568058,2.2056157153
SRX2568059,-1.4192818864
SRX2568060,-2.1471228764
SRX2568061,-1.8319525058
SRX2568062,-0.2423046881
SRX2568063,0.6633650535000001
SRX2568064,-0.4210603654
Abaum_0001,1.3252019663
Abaum_0002,0.006989221
Abaum_0003,-0.37012660070000003
Abaum_0004,-1.6429949173
Abaum_0005,-1.3208367077
Abaum_0006,-1.2502383731
Abaum_0007,-1.3066397934
Abaum_0008,1.3557905845
Abaum_0009,0.5564774737
Abaum_0010,0.6792998196000001
Abaum_0011,-0.0192330224
Abaum_0012,0.0192330224
Abaum_0013,0.5688083135
Abaum_0014,1.0986807593
Abaum_0015,1.053287452
Abaum_0016,0.9990409444
ERX1221046,-0.1806336527
ERX1221048,0.0512828762
ERX1221049,0.12935077650000001
ERX1221050,-3.1984229569
ERX1221052,-3.1984229569
ERX1221053,-3.1984229569
ABNM035,-0.692126333
ABNM036,0.692126333
ABNM037,0.6229567650000001
ABNM038,-1.948140699
ABNM041,-0.057147343
ABNM042,-0.172459674
ABNM019,0.2962256446
ABNM020,-0.2962256446
ABNM021,-0.9016475736
ABNM022,-1.5899988105
ABNM023,-2.5869307691
ABNM024,-2.5940075104
ABNM025,-3.0810620938
ABNM026,-3.5478283938
ABNM027,0.8953399877
ABNM028,-0.8953399877
ABNM029,0.8722157686
ABNM030,-0.8646898587
ABNM031,-0.4679111857
ABNM032,-1.2249380692
ABNM033,-0.0627213839
ABNM034,-0.0945006106
ABNM001,0.4684302328
ABNM002,-0.4684302328
ABNM003,2.4431800147000002
ABNM004,1.8878433929
ABNM005,2.2916646137
ABNM006,3.0055216973
ABNM007,-0.09579874990000001
ABNM008,0.3268300148
ABNM009,-1.1041099522
ABNM010,-1.9253580919000002
ABNM043,0.253214203
ABNM044,-0.253214203
ABNM045,0.15558816
ABNM046,0.059552274
ABNM047,0.48268287400000004
ABNM048,0.698116755
ABNM011,0.0268440177
ABNM012,-0.0268440177
ABNM013,-0.1261851367
ABNM014,-1.1021330599
ABNM015,-1.2347203316
ABNM016,-1.3113436098
ABNM017,-1.2986532091
ABNM018,-1.0811945395
