,A,LeuO
misc__bw_delfadr__2,1.4345200471270336,-0.30455718700000034
misc__nitr_031__1,1.1195753747561124,0.14137773699999956
omics__wt_glu__1,-0.0380606948546242,-0.04896567600000035
omics__wt_glu__2,-0.7315767910552127,-0.3206536080000002
omics__wt_gly__1,-1.532088226693868,-0.17102350000000044
omics__wt_gly__2,-1.2321317556836744,-0.13284847200000005
omics__wt_thr__1,-1.79861840236407,1.243544192
omics__wt_thr__2,-1.510460995354124,1.1828794299999998
omics__bw_ac__1,0.7101772383506,-0.005162105000000139
omics__bw_ac__2,0.8588453165400988,0.5463188429999999
omics__bw_fum__1,-2.1844473321862963,0.3554298509999998
omics__bw_fum__2,-1.9802414216277284,-0.03137438300000017
omics__bw_glc__1,-3.122577742058843,0.2927304980000001
omics__bw_glc__2,-3.261618761806645,0.03327715600000003
omics__bw_pyr__1,-2.9772554608256745,0.9305991369999996
omics__bw_pyr__2,-3.5058776614731486,0.4218157329999999
ompr__wt_nacl__1,-2.296255795347593,-0.3304349690000001
ompr__wt_nacl__2,-2.453782634047682,-0.31499157400000044
ompr__bw_delompr_nacl__1,-4.5089677990922015,-0.3710751910000001
ompr__bw_delompr_nacl__2,-4.438790143823303,-0.239037706
minspan__wt_ade__1,2.6457342202010268,1.078137457
minspan__wt_glc__2,0.3441201509858701,0.17702179299999976
minspan__wt_glc__3,0.1803401088116098,0.624766223
minspan__wt_glc__4,-0.1503817357859768,0.3463613699999999
minspan__wt_glc_anaero__1,-2.233488720728604,1.5580178869999999
minspan__wt_glc_anaero__2,-2.886757016095355,0.923574951
minspan__wt_trp__1,-1.735939657450418,1.1514779429999995
minspan__bw_delcra_glc__2,0.0406658081950605,1.935217805
minspan__bw_delcra_trp__1,-1.1898003894717402,2.83509509
minspan__bw_delmntr__1,-1.4883547115258289,0.7279230369999996
minspan__bw_delnac_ade__1,1.762150846536936,1.6417871359999996
minspan__bw_delnac_glc__1,0.320563352495927,0.931675881
cra_crp__wt_ac__1,0.6066598610777342,-0.07699830500000003
cra_crp__wt_ac__2,1.2848894118597776,-0.12463361100000014
cra_crp__wt_fru__1,1.260755750560926,0.11226119499999987
cra_crp__wt_fru__2,0.8777155504151415,0.26086022799999986
cra_crp__delcra_ac__1,-2.1899270336632086,-0.1320308800000003
cra_crp__delcra_ac__2,-2.6297478377695445,-0.44914645600000025
cra_crp__delcra_fru__1,0.5713520912116143,-0.0359822310000002
cra_crp__delcra_fru__2,0.7402021448801933,0.05738250799999989
cra_crp__delcra_glc__1,1.1185195247220014,-0.0899798310000004
cra_crp__delcra_glc__2,1.5424823412913184,0.17502607599999995
rpoB__wt_031__1,1.413470838421467,0.7206342329999997
rpoB__wt_044__1,0.5554816284281521,-0.1827510720000003
rpoB__wt_lb__1,-11.434318455769125,0.5054719669999996
rpoB__wt_lb__2,-10.629217468719936,0.7111442619999999
rpoB__rpoBE546V_031__1,1.9356985085310172,0.6653883760000001
rpoB__rpoBE546V_044__1,2.211413012440245,0.5396506519999997
rpoB__rpoBE546V_lb__1,-8.371118935704766,0.2686834819999997
rpoB__rpoBE546V_lb__2,-8.07968468890323,-0.3432235040000005
rpoB__rpoBE546V_glc__1,-1.281844190076786,-0.5493573300000003
rpoB__rpoBE672K_glc__1,-0.3199710751410288,-0.16384345400000022
rpoB__rpoBE672K_glc__2,-0.6286475853876391,-0.05052787400000014
rpoB__rpoBE672K_lb__1,-10.022971927440322,-0.7453241400000001
rpoB__rpoBE672K_lb__2,-9.894399176569388,-0.9490855090000004
crp__wt_fru__1,-0.9314721300925924,-0.2320221330000001
crp__wt_glyc__1,-0.4999307780948266,-0.4874956950000002
crp__wt_glyc__2,-0.9397712721007389,-0.12605566900000031
crp__delar1_glyc__1,0.5955265225716585,0.3938959249999998
crp__delar1_glyc__2,-0.1284507695090126,0.352046171
crp__delar1ar2_glyc__1,-0.3608998706265584,0.09735812100000008
crp__delar1ar2_glyc__2,-0.7640319337547702,-0.00882349200000032
crp__delar1ar2_glyc__3,-0.7063037687493595,-0.022446661000000038
crp__delar2_glyc__1,3.695437903232465,0.7899437859999998
crp__delar2_glyc__2,4.07040979491194,1.0319514840000001
crp__delar2_glyc__3,3.0138932850544595,1.1121832529999995
crp__delcrp_fru__1,2.2133940611715577,-0.11879010200000018
crp__delcrp_fru__2,2.382198165965194,-0.010179708000000344
crp__delcrp_fru__3,2.49171641888827,-0.593332422
crp__delcrp_glc__1,0.1731043979078454,-0.06689537200000029
crp__delcrp_glc__2,0.228435170327104,-0.30060838100000004
crp__delcrp_glc__3,-0.162281313501642,-0.2986040390000002
crp__delcrp_glyc__1,-0.4297363719556562,-0.1531895940000001
crp__delcrp_glyc__2,0.4945169006767859,0.005727251999999794
crp__delcrp_glyc__3,1.018570861299299,0.182475309
glu__glu_ale3__1,-0.85628320944474,-0.1447827880000001
glu__glu_ale4__1,-0.5514162057405375,-2.433599924
glu__glu_ale5__1,-0.3260167616757908,-1.062971117
glu__glu_ale6__1,-0.5408561152210972,-1.3199037210000002
glu__glu_ale8__1,-0.7176075123400792,-0.27538321600000026
glu__glu_ale9__1,-0.0662881755091428,-0.4773800970000002
glu__glu_ale10__1,-0.2797627529047614,0.6335668569999999
42c__wt_42c__1,0.0310406398268066,-0.17786142200000032
42c__42c_ale1__1,-1.193880899869307,-0.06464315800000042
42c__42c_ale2__1,2.5040331394942306,0.044089766999999565
42c__42c_ale3__1,-0.0007960557978547,-0.7001102510000003
42c__42c_ale4__1,-0.6422621572385385,-1.0550575630000003
42c__42c_ale5__1,-1.0619716739646323,-0.193835966
42c__42c_ale6__1,-4.319893964412378,-0.5008309670000002
42c__42c_ale8__1,0.5067487162716096,-0.8334269740000002
42c__42c_ale9__1,-0.8208616687056157,-1.0397849250000002
42c__42c_ale10__1,-1.4341441253529976,-0.39196698700000004
ssw__wt_ac__1,-1.5648209383378693,-0.4557685330000001
ssw__wt_glc__1,1.5448930256320148,-0.1940187790000003
ssw__wt_glyc__1,-3.0197447423420294,0.8660770119999999
ssw__wt_xyl__1,-6.495344444070003,2.3048799189999998
ssw__glc_ale1__1,2.8335902684985244,0.5846129999999996
ssw__glc_ale2__1,1.373477585875445,1.6211573909999997
ssw__glc_ale3__1,-2.091414686053994,0.36274701600000014
ssw__glyc_ale1__1,4.21715743800766,0.5504175729999998
ssw__glyc_ale2__1,-1.3940457457070936,0.9370415569999996
ssw__xyl_ale1__1,-2.0154814078103103,1.602314251
ssw__xyl_ale2__1,-1.9334988082311677,0.8029111849999997
ssw__xyl_ale3__1,-4.001356255614704,0.7272030939999996
ssw__glc_ac_ac2__1,-2.6416090918157407,1.7647349219999997
ssw__glc_ac_glc1__1,-3.625173420537891,1.4083120410000003
ssw__glc_glyc_glc__1,2.3897062072802537,0.7634897079999998
ssw__glc_glyc_glyc__1,1.2231059845979249,0.765707811
ssw__glc_xyl_glc__1,-0.6293421590023054,-0.8249396770000001
ssw__glc_xyl_xyl__1,1.2072152228871962,-0.2837195720000003
ica__wt_glc__1,0.6839752396193868,-0.8381393010000002
ica__wt_glc__2,1.0374198213313377,-0.30086977500000023
ica__wt_glc__3,-0.4957702542302707,-0.3166057430000002
ica__wt_glc__4,-0.4326459842442334,-0.029868104000000176
ica__arg_sbt__1,1.6227534009221074,0.8392529739999999
ica__arg_sbt__2,1.218011696747901,0.6909358840000001
ica__cytd_rib__1,-0.3410330781588087,0.05535362399999988
ica__cytd_rib__2,-0.5673297222580167,0.446451003
ica__gth__1,1.3063048898115404,0.3921384399999997
ica__gth__2,1.6446823080089317,0.2873349799999998
ica__leu_glcr__1,0.3222382328870249,0.98829543
ica__leu_glcr__2,-0.024649593614365,0.9794807289999996
ica__met_glc__1,-0.4220782311878028,-0.06957968700000006
ica__met_glc__2,-0.2819775545866723,-0.23405748900000045
ica__no3_anaero__1,-3.500403850408273,-0.13319751300000027
ica__no3_anaero__2,-3.8021419272916224,0.19221737300000008
ica__phe_acgam__1,0.9981987143521204,-0.3855775590000001
ica__phe_acgam__2,0.29262822385582,-0.2316354740000004
ica__thm_gal__1,1.745688210382892,0.08203772299999956
ica__thm_gal__2,1.1802629720579263,0.03136755600000018
ica__tyr_glcn__1,-0.5243345714303065,-0.18697128500000024
ica__tyr_glcn__2,-0.0624338824906736,-0.24192063300000036
ica__ura_pyr__1,0.2182468127654759,-0.0185075600000002
ica__ura_pyr__2,-0.6209245858505976,0.4705406879999998
ica__wt_glc__5,-0.694266702905164,-0.3260758530000003
ica__wt_glc__6,-0.0389332320566333,-0.4735597550000002
ica__bw_delpurR_cytd__1,1.1891876631797615,0.027828903000000068
ica__bw_delpurR_cytd__2,-4.46948778688037,-0.2032730869999999
ica__ade_glc__1,-3.906169315455628,-0.21423255900000004
ica__ade_glc__2,2.116901786689907,0.31671345699999964
ytf__wt_glc__1,2.213135603305494,-0.06569938500000028
ytf__wt_glc__2,2.6798558763765654,0.3705262039999999
ytf__delyafC__1,-1.168230833733377,0.8396865919999996
ytf__delyafC__2,-1.928090142401236,0.5906179979999999
ytf__delyeiE__1,-0.3891268666882908,0.4320397419999997
ytf__delyeiE__2,1.7330699002946437,0.43306165299999977
ytf__delyiaJ__1,0.2699055697699932,1.1463323849999996
ytf__delyiaJ__2,0.092622942516516,1.0476851689999995
ytf__delyieP__1,0.7509944481380169,1.4802925289999995
ytf__delyieP__2,2.358037459572849,1.3760022449999996
ytf__wt_ph5__1,-0.46143926558264,-0.6266890710000004
ytf__wt_ph5__2,-1.030556717319163,0.3852003999999996
ytf__wt_ph8__1,0.900187890883167,0.13222522699999972
ytf__wt_ph8__2,0.803174701907855,-0.5521725500000003
ytf__delybaO__1,-1.0011991981563944,0.6180241910000001
ytf__delybaO__2,-0.0490457812358362,0.6654540660000001
ytf__delybaQ__1,0.4138008477201499,0.1133526469999997
ytf__delybaQ__2,-0.456872951290135,0.26800041399999985
ytf__delybiH__1,1.730323544605976,0.5379540999999999
ytf__delybiH__2,0.9963758550994528,0.8945231219999998
ytf__delydcI_ph5__1,-0.724441672706522,-0.6077975680000001
ytf__delydcI_ph5__2,-0.7344279983827487,-0.3901524060000003
ytf__delydcI_ph8__1,0.923736013765319,-0.3089821730000004
ytf__delydcI_ph8__2,1.2159143265232748,0.3017550269999996
ytf__delyddM__1,2.670071996190716,0.4888098009999999
ytf__delyddM__2,2.085740881467322,0.5028318489999997
ytf__delyheO__1,-1.3475886701226332,0.20557335299999968
ytf__delyheO__2,-0.5541770586889562,0.897881596
fps__bw_glc__1,0.1335305544051229,0.19084909599999955
fps__bw_glc__2,-0.4738396641712832,0.3532092889999996
fps__fps_thrA_ale1__1,1.7274202068230096,0.7058489629999998
fps__fps_thrA_ale1__2,2.188216057755308,0.395871004
fps__fps_thrA_ale2__1,2.91078732902066,0.6344568039999996
fps__fps_thrA_ale2__2,2.7419217246603336,0.8811945029999997
fps__fps_serB_ale1__1,-0.7696593404065436,0.4181263
fps__fps_serB_ale1__2,-0.4705360601740612,0.14653311199999974
fps__fps_serB_ale4__1,-3.342100499427963,0.3250552879999997
fps__fps_serB_ale4__2,-2.014939351468907,0.5581489489999996
fps__fps_ptsI_ale1__1,1.195538145335857,0.2740871549999997
fps__fps_ptsI_ale1__2,1.845833409287534,0.6378775999999999
fps__fps_ptsI_ale3__1,1.3324889596750384,0.4949168549999996
fps__fps_ptsI_ale3__2,1.342575823995091,0.5018422339999997
pal__lyx_ale2_f6__1,1.1949312978198898,0.5457463699999998
pal__lyx_ale2__1,-1.119115011629851,0.5516379979999999
pal__lyx_ale2__2,-1.5469327111585889,0.5535148649999999
pal__lyx_ale4__1,-1.454774705861812,-0.5624871300000001
pal__lyx_ale4__2,-1.2552993781689938,-0.08636741100000034
pal__5drib_ale10_f18__1,0.5135265931471075,-0.22611662600000004
pal__5drib_ale10_f18__2,-0.2992663652189495,-0.5381418100000004
pal__5drib_ale10__1,-0.1473920943729336,-0.8546049740000004
pal__arab_ale14_f9__1,-1.2970729501738991,-0.5389582770000003
pal__arab_ale14_f9__2,-0.802013105174254,-0.33679931100000005
pal__arab_ale14__1,-0.0140090783869176,-0.5841686020000001
pal__arab_ale14__2,-0.9841718555277436,0.14855010499999954
pal__arab_ale16__1,-1.499557314840076,0.5533237369999999
pal__arab_ale16__2,-2.471855711531654,0.07707688799999968
pal__tartr_ale26_f10__1,-1.3808050589306748,-0.7719216610000001
pal__tartr_ale26_f10__2,-1.6417997813724678,-0.6186954870000001
pal__tartr_ale26__1,-0.7338947175949508,-0.450406492
pal__tartr_ale26__2,-0.1780419103618762,-0.30684306800000005
pal__tartr_ale28_f10__1,-0.0394054265395038,0.6861466239999996
pal__tartr_ale28_f10__2,-1.1177895406711873,0.8390840179999999
pal__tartr_ale28__1,-3.061958163852049,-0.8534857790000003
pal__tartr_ale28__2,-5.048107195273005,-0.006179801000000039
efeU__delmenFentC_citr__1,2.0121397065392204,-0.02650370000000013
efeU__delmenFentC_citr__2,2.825116888755322,0.10883425199999984
efeU__delmenFentC__1,2.4184150882141977,0.5578032560000001
efeU__delmenFentC__2,2.3938980699798,0.4682868169999996
efeU__menFentC_ale39__1,2.471168947525664,0.6891470409999999
efeU__menFentC_ale39__2,2.389075135493034,0.3221583449999996
efeU__menFentC_ale29__1,3.991393063210475,0.7643517210000002
efeU__menFentC_ale29__2,3.42992077763997,0.8271332619999998
efeU__menFentC_ale30__1,2.9240283137392926,0.3049864269999998
efeU__menFentC_ale30__2,3.124169596569481,-0.08402472800000016
efeU__menFentCubiC_ale36__1,-0.2354806908352706,0.6105586099999996
efeU__menFentCubiC_ale36__2,-0.4086413393837347,0.3969204879999997
efeU__menFentCubiC_ale37__1,0.9241325347317894,0.4992543199999999
efeU__menFentCubiC_ale37__2,1.518769411991888,0.5548848259999999
efeU__menFentCubiC_ale38__1,3.540662065779166,0.6697654759999998
efeU__menFentCubiC_ale38__2,2.971856021113654,0.5851611269999997
misc2__salc_glc__1,3.1489934354206097,1.305378235
misc2__salc_glc__2,1.600109835610531,1.4838744359999998
misc2__dbcn_glc__1,-1.3174919380543233,-1.4179345880000005
misc2__dbcn_glc__2,-1.67981038491581,-0.6825078840000001
misc2__tyr_glc__1,-1.1098642002008487,-0.2997420040000001
misc2__tyr_glc__2,-1.5781063365086805,-0.2487041470000002
misc2__arg_cytd__1,-0.6792664340156545,-0.28595699600000035
misc2__arg_cytd__2,-1.2860515522266411,-0.5133292860000003
misc2__delyheO_pyr__1,0.7753213799010327,0.9091908240000001
misc2__delyheO_pyr__2,0.1754431043906245,0.7813028269999998
misc2__dellon_glc__1,3.299890213932,-0.16217739700000022
misc2__dellon_glc__2,3.0430845892122464,0.7094782739999999
nquinone__delubiC__1,1.1757537776021432,0.033302308999999315
nquinone__delubiC__2,1.9344513878976384,0.443211968
nquinone__ubiC_ale1__1,1.813677207976541,0.2962068099999997
nquinone__ubiC_ale1__2,2.207709545690198,0.6303770719999999
nquinone__ubiC_ale2__1,2.4844137415036376,0.8350854279999997
nquinone__ubiC_ale2__2,2.220889481243108,0.3709994810000001
nquinone__ubiC_ale3__1,1.8430819036572708,0.05441253999999995
nquinone__ubiC_ale3__2,1.908963984376253,-0.1001434670000001
nquinone__ubiC_ale4__1,2.259723243115914,0.7427773599999998
nquinone__ubiC_ale4__2,2.1925793989621165,0.8646902279999997
nquinone__delpdhR__1,0.6958486049766991,-0.35906092400000045
nquinone__delpdhR__2,0.6190639071137847,-0.3574182800000001
quinone__glu_ale4__1,0.3366703102482307,-0.9742728840000004
quinone__glu_ale4__2,0.9943058041893004,-1.1460498940000003
quinone__delmenF__1,1.091491665056658,0.00930754899999986
quinone__delmenF__2,1.2484207711581012,0.019377095999999927
quinone__menF_ale5__1,3.576693495217481,1.0727565059999995
quinone__menF_ale5__2,3.853220280253902,0.6151321699999999
quinone__menF_ale6__1,3.205749904513301,0.7556238929999997
quinone__menF_ale6__2,3.071285381222635,0.7979509729999998
quinone__menF_ale7__1,1.36973059772797,0.7484880289999998
quinone__menF_ale7__2,0.7850775980065688,1.012854638
quinone__menF_ale8__1,0.9056757785976068,1.3334642299999997
quinone__menF_ale8__2,1.853583120217268,1.715918127
quinone__delmenFubiC__1,0.7179904297838413,0.4808747929999999
quinone__delmenFubiC__2,0.7671348001968638,0.2950069139999996
quinone__menFubiC_ale1__1,-0.5727389572785475,0.5277199810000002
quinone__menFubiC_ale1__2,-0.2711182291498405,0.4676574680000001
quinone__menFubiC_ale2__1,0.2740775407504717,0.5020186769999997
quinone__menFubiC_ale2__2,0.176544913830645,0.4202277999999997
quinone__menFubiC_ale3__1,1.1449655849032438,-0.2796476170000002
quinone__menFubiC_ale3__2,0.7371743631053524,-0.07014124300000013
quinone__menFubiC_ale4__1,2.5332480381612563,1.1738971349999998
quinone__menFubiC_ale4__2,2.5014393285589067,1.4965466960000002
oxyR__wt_glc__1,-0.6221311451239915,-0.7275931900000003
oxyR__wt_glc__2,-0.4482012260291553,-0.3648217560000005
oxyR__wt_h2o2__1,-1.1041333444509185,0.11372947100000008
oxyR__wt_h2o2__2,0.789615188480251,0.1392055929999998
oxyR__glu_ale4__1,-0.5466686480256682,-0.5834674290000001
oxyR__glu_ale4__2,0.2325547810866326,-0.2022694490000001
oxyR__glu_ale4_h2o2__1,-0.4098455671505581,0.12303138600000008
oxyR__glu_ale4_h2o2__2,0.0163751135301072,-0.1855666980000001
oxyR__oxyR_ale17__1,1.0856565934129605,0.4467381399999999
oxyR__oxyR_ale17__2,0.9481857682999472,0.4429071809999998
oxyR__oxyR_ale17_h2o2__1,2.1433119903320943,0.4744868219999998
oxyR__oxyR_ale17_h2o2__2,1.7099648271503285,0.2677126209999998
oxyR__oxyR_ale18__1,-1.1853213297885177,-0.8050700580000003
oxyR__oxyR_ale18__2,-0.9927291921142296,-1.214567927
oxyR__oxyR_ale18_h2o2__1,-0.2069391680024028,-0.2647883760000003
oxyR__oxyR_ale18_h2o2__2,0.4706255552000239,0.04225854399999962
oxyR__oxyR_ale19__1,-0.6301103850860775,-0.7031498130000002
oxyR__oxyR_ale19__2,-1.0871572801232388,-0.4969936500000003
oxyR__oxyR_ale19_h2o2__1,-1.5921617207322998,-0.6923221310000001
oxyR__oxyR_ale19_h2o2__2,-1.2733076783641666,-0.9654077660000002
oxyR__oxyR_ale20__1,-2.380816534258113,0.1785098279999997
oxyR__oxyR_ale20__2,-3.08344320355404,0.4212190919999999
oxyR__oxyR_ale20_h2o2__1,0.3064432766505967,-0.4459818250000001
oxyR__oxyR_ale20_h2o2__2,0.2046472386451914,0.09770533999999964
svns_pgi__BmePgi24_15__1,-0.0951906115130033,0.2466996619999997
svns_pgi__BmePgi24_15__2,0.1874890389796678,0.09217317399999958
svns_pgi__BmePgi24_26__1,-0.8785796840120697,0.33649415399999993
svns_pgi__BmePgi24_26__2,-0.9540347188453808,0.027957508999999714
svns_pgi__BmePgi24_41__1,1.1122115638505614,1.274662667
svns_pgi__BmePgi24_41__2,-0.1108603952560371,0.0682592879999997
svns_pgi__BmePgi24_52__1,0.4731972627460656,0.09267639199999957
svns_pgi__BmePgi24_52__2,-0.0481812071600811,0.2257565589999997
svns_pgi__PaePgi2_34__1,-2.0438486866028924,0.3706894789999997
svns_pgi__PaePgi2_34__2,-1.6986820655708963,0.3240670779999997
svns_pgi__PaePgi2_63__1,1.000454973613046,0.7198444909999999
svns_pgi__PaePgi2_63__2,0.7527558419937891,0.7094964560000001
svns_pgi__PaePgi24_54__1,-0.0707485261209931,0.4453905489999999
svns_pgi__PaePgi24_54__2,0.0551623452818648,0.5226766949999999
svns_pgi__PaePgi24_90__1,1.0779092088751314,0.4524403810000002
svns_pgi__PaePgi24_90__2,-0.2143129078390389,0.5309902119999999
abx_media__m9_ctrl__1,-1.9675039739481557,0.34232752600000005
abx_media__m9_ctrl__2,-2.24818473392956,0.2853729589999996
abx_media__rpmi_ctrl__1,-17.623146131285193,-1.088938302
abx_media__rpmi_ctrl__2,-15.267305053884606,-2.1434471210000003
abx_media__camhb_ctrl__1,-16.037335701581423,-0.8389870760000002
abx_media__camhb_ctrl__2,-15.42928684014061,-1.0337774350000002
abx_media__m9_mero__1,-6.703908544634893,0.7098885970000001
abx_media__m9_mero__2,-3.028444813144872,-0.01418936800000026
abx_media__rpmi_mero__1,-14.978832118865498,-1.7805056300000004
abx_media__rpmi_mero__2,-15.71189505826434,-1.1615760770000003
abx_media__camhb_mero__1,-15.79727431484863,-1.066373022
abx_media__camhb_mero__2,-15.357197591293732,-1.062146181
abx_media__m9_trisulf__1,0.6312097694687989,0.06725369300000006
abx_media__m9_trisulf__2,0.1816405277778192,0.4581799799999997
abx_media__rpmi_trisulf__1,-17.391913546183627,-1.9861848
abx_media__rpmi_trisulf__2,-17.04503394494292,-2.328452457
abx_media__camhb_trisulf__1,-20.720029170974044,-1.8089794500000005
abx_media__camhb_trisulf__2,-20.20886045785252,-1.6524975470000005
abx_media__m9_cef__1,-0.271471215971002,0.2031777939999997
abx_media__m9_cef__2,0.2601477744642594,0.15344216699999969
abx_media__rpmi_cef__1,-14.983710930982165,-1.350282611
abx_media__rpmi_cef__2,-14.695199774684456,-1.2498310920000002
abx_media__camhb_cef__1,-14.536215278053076,-1.4047981830000005
abx_media__camhb_cef__2,-15.09806252918158,-1.1110016890000003
abx_media__m9_cipro__1,0.4712624599750682,-0.8068992360000002
abx_media__m9_cipro__2,-0.2550738804196425,-0.456666147
abx_media__rpmi_cipro__1,-16.719841173909103,-1.4184811880000003
abx_media__rpmi_cipro__2,-17.06415103558512,-1.5571109200000002
abx_media__camhb_cipro__1,-15.323295657215274,-1.8315039850000003
abx_media__camhb_cipro__2,-15.70609095439772,-1.8456354960000003
hot_tale__42c_ale3_30c__1,-1.9060494005565316,-0.5820832040000004
hot_tale__42c_ale3_30c__2,-2.3721640017600127,-0.017947256000000245
hot_tale__42c_ale3_37c__1,-0.879747091128617,-1.111186227
hot_tale__42c_ale3_37c__2,0.0809807390624607,-0.4211875490000003
hot_tale__42c_ale3_44c__1,-0.130094943212805,0.8131725780000001
hot_tale__42c_ale3_44c__2,0.6903176668352466,0.9763505629999996
hot_tale__hot_ale3_mid_30c__1,-1.0999410644292842,1.355986217
hot_tale__hot_ale3_mid_30c__2,-2.7355025423837964,1.0894654009999996
hot_tale__hot_ale3_mid_37c__1,-1.4450421891034335,-0.06189308100000046
hot_tale__hot_ale3_mid_37c__2,-0.9881807786238928,-0.2593931700000001
hot_tale__hot_ale3_mid_44c__1,-3.588288009920035,0.982644454
hot_tale__hot_ale3_mid_44c__2,-3.6323000610929994,0.3987757959999998
hot_tale__hot_ale3_30c__1,-1.3667110940324037,0.7998973479999996
hot_tale__hot_ale3_30c__2,-0.8429393437425745,0.7449464299999997
hot_tale__hot_ale3_37c__1,-0.3880222032754854,-0.026028946000000275
hot_tale__hot_ale3_37c__2,-0.3102655963888672,-0.18158202400000034
hot_tale__hot_ale3_44c__1,-1.1988933661461287,0.2468105010000001
hot_tale__hot_ale3_44c__2,0.2626895607564625,0.08593873500000004
hot_tale__hot_ale4_30c__1,-2.9985504480787704,-0.7267994150000003
hot_tale__hot_ale4_30c__2,-2.6388916014095947,-0.27044751000000034
hot_tale__hot_ale4_37c__1,-2.2220059850682143,-0.2190460110000001
hot_tale__hot_ale4_37c__2,-1.9412142439689188,-0.007687523000000419
hot_tale__hot_ale4_44c__1,0.4705265363383467,0.21302788399999967
hot_tale__hot_ale4_44c__2,-0.0547592672230939,0.29134068599999985
hot_tale__hot_ale8_30c__1,-2.186007939439805,-0.27239304700000044
hot_tale__hot_ale8_30c__2,-2.368547884443907,-0.4539896230000005
hot_tale__hot_ale8_37c__1,-0.8972627483484814,-0.5813512580000002
hot_tale__hot_ale8_37c__2,-1.747035589876545,-0.43543449300000026
hot_tale__hot_ale8_44c__1,-1.231909111486123,0.4079957599999999
hot_tale__hot_ale8_44c__2,-1.4452216048544952,0.027954267999999786
hot_tale__hot_ale9_mid_30c__1,-1.415301383272279,0.12321224499999996
hot_tale__hot_ale9_mid_30c__2,-1.516414841275691,0.2207691119999997
hot_tale__hot_ale9_30c__1,-3.638268397162383,-0.004187775000000116
hot_tale__hot_ale9_30c__2,-3.578652637617211,-0.7414451020000001
hot_tale__hot_ale9_mid_37c__1,-0.1654520724358525,-0.05847755600000015
hot_tale__hot_ale9_mid_37c__2,-0.7009744588237892,-0.14317601100000046
hot_tale__hot_ale9_37c__1,-1.568458038436089,-0.5475056950000003
hot_tale__hot_ale9_37c__2,-1.225086917821309,-0.3847514460000001
hot_tale__hot_ale9_mid_44c__1,-1.7512705163356472,0.4958660009999996
