,A,FadR
R2,,0.056290097389465665
xmin,,-7.0867320760000005
xmid,,
xmax,,1.959105793920779
ystart,,8.064011072327988
yend,,-5.019606171222819
control__wt_glc__1,0.1122201008023759,0.031399423999999954
control__wt_glc__2,-0.1122201008023826,-0.031399423999999954
fur__wt_dpd__1,1.7180826666236293,-0.6002645780000009
fur__wt_dpd__2,2.627594291649622,-0.5173608280000002
fur__wt_fe__1,1.211372285023777,-0.390645599
fur__wt_fe__2,0.980410909052836,-0.5121647260000008
fur__delfur_dpd__1,0.8646164258565378,-0.4701175480000002
fur__delfur_dpd__2,1.945558873639726,-0.2969951100000001
fur__delfur_fe2__1,-0.0734410798772441,-0.5199338620000011
fur__delfur_fe2__2,0.1030524589511132,-0.4173068580000008
acid__wt_ph5__1,-0.0830950596362722,-0.3441342350000003
acid__wt_ph5__2,-0.2416493758443265,-0.3106424050000003
acid__delgadx_ph5__2,0.6925337826833068,-0.2119869920000008
acid__delgadw_ph5__1,-0.0499950043523345,-0.4210921070000007
acid__delgadw_ph5__2,-0.4579373352613916,-0.34720277899999985
acid__delgade_ph5__1,0.0221916317066522,-0.3319372710000001
acid__delgade_ph5__2,0.0267699371061064,-0.2053852100000002
oxidative__wt_pq__1,5.210814785843209,-0.909385639
oxidative__wt_pq__2,5.462016264843577,-0.7182007460000008
oxidative__deloxyr_pq__1,4.8163995390473096,-0.15568521200000074
oxidative__deloxyr_pq__2,5.543331261343613,-0.24634805999999895
oxidative__delsoxr_pq__1,5.835758146321795,-0.4697601870000021
oxidative__delsoxr_pq__2,5.6566004989163705,-0.5694426270000008
oxidative__delsoxs_pq__1,4.583779286208686,-0.5927014880000012
oxidative__delsoxs_pq__2,5.2415066180475725,-0.6562031270000004
nac_ntrc__wt_csn__1,2.0974878709705087,-0.3081364330000014
nac_ntrc__wt_csn__2,2.29832183320714,-0.28627274100000033
nac_ntrc__wt_cytd__1,1.5412612586387855,-0.2839182290000002
nac_ntrc__wt_cytd__2,1.4237865370793146,-0.21068780500000006
nac_ntrc__wt_gln__1,1.760088119634629,-0.54686959
nac_ntrc__wt_gln__2,1.7210184703581088,-0.5740540010000004
nac_ntrc__bw_delnac_csn__1,-0.0493925165328949,-0.2625755080000012
nac_ntrc__bw_delnac_csn__2,0.3994455424372399,-0.2759764589999998
nac_ntrc__bw_delnac_cytd__1,-0.1664243662393535,-0.22465919700000114
nac_ntrc__bw_delnac_cytd__2,-0.049513624329095,-0.3723422020000005
nac_ntrc__bw_delnac_gln__1,0.8585188433041693,-0.2319518860000009
nac_ntrc__bw_delnac_gln__2,0.0225790393806406,-0.4072511460000001
nac_ntrc__bw_delnac_nh4__1,-1.421469595724558,-0.13216353700000116
nac_ntrc__bw_delnac_nh4__2,-1.2840949085086482,0.07595519699999986
misc__wt_no_te__1,0.2976868047037596,-0.4026215020000006
misc__wt_no_te__2,0.6937134103650231,-0.3012713500000004
misc__bw_delcbl__1,4.524196281771693,-0.24060297300000144
misc__bw_delcbl__2,4.936734507655549,-0.2329197590000005
misc__bw_delfabr__1,3.428562100187401,-0.3143857160000003
misc__bw_delfabr__2,2.726332853640632,-0.3052157150000001
misc__bw_delfadr__1,11.493106887387643,-7.0867320760000005
misc__bw_delfadr__2,10.404533630406972,-6.785719397
misc__nitr_031__1,1.7550098194554942,-0.3938523680000001
omics__wt_glu__1,0.1518021973981425,-0.21304260000000053
omics__wt_glu__2,0.25387812888186,-0.31293057200000085
omics__wt_gly__1,0.9915281292422236,-0.5888752920000009
omics__wt_gly__2,0.2724066640534865,-0.5968979440000002
omics__wt_thr__1,0.8586943468578525,-0.2068794280000006
omics__wt_thr__2,-0.1270946380452346,-0.14021335000000068
omics__bw_ac__1,5.820543757410061,0.6530147979999992
omics__bw_ac__2,4.294085112228755,0.5858307810000003
omics__bw_fum__1,1.5414196942065113,0.4062617429999991
omics__bw_fum__2,1.0819399866860335,0.34843753899999985
omics__bw_glc__1,-0.7083601425604593,0.2999701479999981
omics__bw_glc__2,-0.691151065333386,0.20677687099999972
omics__bw_pyr__1,3.608753802797577,0.6233331979999992
omics__bw_pyr__2,1.6768997191306452,0.7329959189999995
ompr__wt_nacl__1,5.0434298273512805,-1.3610585030000006
ompr__wt_nacl__2,4.196680766867756,-1.5164467650000004
ompr__bw_delompr_nacl__1,4.7531404620439615,-1.8951212520000011
ompr__bw_delompr_nacl__2,4.523336526103846,-1.8204583780000003
minspan__wt_ade__1,-5.576045902637804,0.24003319699999806
minspan__wt_glc__2,-2.3130673555551238,-0.21780081600000045
minspan__wt_glc__3,-2.7442845321188862,-0.14964524100000087
minspan__wt_glc__4,-3.1096075346128798,0.14078472899999905
minspan__wt_glc_anaero__1,-4.4367503829246,-0.023337930000000284
minspan__wt_glc_anaero__2,-5.488185264209289,0.0960674079999988
minspan__wt_trp__1,-5.469790221889397,0.13344900299999907
minspan__bw_delcra_glc__2,-5.531560976003631,0.2684141429999993
minspan__bw_delcra_trp__1,-5.281569970407965,0.2813231819999986
minspan__bw_delmntr__1,-3.3119828531354147,0.2985595009999997
minspan__bw_delnac_ade__1,-3.762561604892369,0.6432118289999993
minspan__bw_delnac_glc__1,-1.0483369010559214,0.007782231999999389
cra_crp__wt_ac__1,5.328216907482765,-0.01902016300000131
cra_crp__wt_ac__2,5.697293137262171,-0.13925304400000016
cra_crp__wt_fru__1,2.407402635029074,-0.32386159300000017
cra_crp__wt_fru__2,2.552947866078484,-0.4073577060000009
cra_crp__delcra_ac__1,2.442223652208259,0.09540186199999924
cra_crp__delcra_ac__2,3.3569747773289182,0.1920234729999981
cra_crp__delcra_fru__1,-1.9102073534015576,-0.4305464100000007
cra_crp__delcra_fru__2,-1.3120229253393931,-0.21413396600000034
cra_crp__delcra_glc__1,-0.7213637891384805,-0.3638464870000009
cra_crp__delcra_glc__2,-0.9723021730201232,-0.4163226800000004
rpoB__wt_031__1,5.1571063029290425,0.4816905750000009
rpoB__wt_044__1,1.5543772734002288,0.07701728600000024
rpoB__wt_lb__1,6.496715583107391,-0.3179066100000005
rpoB__wt_lb__2,6.352432041658547,-0.09423901300000016
rpoB__rpoBE546V_031__1,4.15614768456838,0.34811618299999925
rpoB__rpoBE546V_044__1,3.2035687905487715,0.17837637600000011
rpoB__rpoBE546V_lb__1,3.9469649057405736,0.1745394539999996
rpoB__rpoBE546V_lb__2,4.199114841634279,0.05669335699999856
rpoB__rpoBE546V_glc__1,-2.797545167758358,0.17262483799999906
rpoB__rpoBE672K_glc__1,-3.073426129794601,0.5785703109999991
rpoB__rpoBE672K_glc__2,-3.627550568054205,0.704921313999999
rpoB__rpoBE672K_lb__1,-0.6865235858164064,-0.4081805800000007
rpoB__rpoBE672K_lb__2,-1.3253697639509785,-0.31289913899999977
crp__wt_fru__1,2.1867669220064627,0.42700790299999797
crp__wt_glyc__1,3.449375664831515,0.35049939299999794
crp__wt_glyc__2,2.490821395324928,0.4736715519999981
crp__delar1_glyc__1,-2.694482463147315,-0.24050070400000045
crp__delar1_glyc__2,-4.40055525125531,-0.0923753610000002
crp__delar1ar2_glyc__1,1.40940706601987,-0.0262384400000002
crp__delar1ar2_glyc__2,1.6084594626424544,-0.23375383399999985
crp__delar1ar2_glyc__3,1.6224941290058588,-0.1906790430000012
crp__delar2_glyc__1,-3.0045758888674703,0.6088672599999994
crp__delar2_glyc__2,-3.03624080444558,0.5165006649999997
crp__delar2_glyc__3,-3.126394322665883,0.5520385909999996
crp__delcrp_fru__1,1.379368797469672,-0.2560224360000003
crp__delcrp_fru__2,2.0409941318259026,-0.33735025600000057
crp__delcrp_fru__3,1.1767982674254358,-0.25332617500000065
crp__delcrp_glc__1,2.903098284206213,-0.2872125080000014
crp__delcrp_glc__2,2.584020141363171,-0.2213748320000004
crp__delcrp_glc__3,2.239301006228614,-0.3371556910000004
crp__delcrp_glyc__1,0.2267351033411707,-0.22419190400000044
crp__delcrp_glyc__2,-0.5190528231123451,-0.3183999100000001
crp__delcrp_glyc__3,-0.4083992605504777,-0.3492828150000005
glu__glu_ale3__1,-2.253588183754178,-0.19134401800000145
glu__glu_ale4__1,-2.5391742790809486,-0.12099008500000075
glu__glu_ale5__1,1.1603194636458058,-0.015349780000000203
glu__glu_ale6__1,-2.19025144531922,-0.17728422800000132
glu__glu_ale8__1,-3.6550030422595294,-0.17867853400000033
glu__glu_ale9__1,-2.5928204839181825,0.17958166399999964
glu__glu_ale10__1,-2.0145322112466157,-0.2587114310000009
42c__wt_42c__1,-1.5214577503420408,-0.11306579200000046
42c__42c_ale1__1,-4.114210632737419,0.5208700929999992
42c__42c_ale2__1,-3.614894417500648,-0.12255716700000095
42c__42c_ale3__1,-2.8578320783928195,-0.3170475040000005
42c__42c_ale4__1,-3.072856910164446,-0.3448540300000005
42c__42c_ale5__1,-4.13447605357983,-0.3586787330000014
42c__42c_ale6__1,-4.061186334754535,0.16551625299999806
42c__42c_ale8__1,-5.09044152430925,0.05996490899999962
42c__42c_ale9__1,-2.2100547231648333,-0.2032636770000007
42c__42c_ale10__1,-4.248437276698614,0.11062208099999983
ssw__wt_ac__1,2.618417004475796,-0.23873836899999998
ssw__wt_glc__1,0.9885205512330156,-0.5348884710000004
ssw__wt_glyc__1,-1.7746630339587852,0.9077993369999992
ssw__wt_xyl__1,-3.091377802232957,0.9810431309999998
ssw__glc_ale1__1,-4.27306479176156,0.003601427999999629
ssw__glc_ale2__1,-6.439295445286211,0.15005205599999982
ssw__glc_ale3__1,-5.389665734496655,1.028387927999999
ssw__glyc_ale1__1,-4.568030688327616,0.0002179019999992704
ssw__glyc_ale2__1,-4.94976411642778,0.8738913819999992
ssw__xyl_ale1__1,-2.2363802291799963,0.30257943799999953
ssw__xyl_ale2__1,-3.310298104754386,0.6261419429999995
ssw__xyl_ale3__1,-2.5012863186115983,-0.2519285180000006
ssw__glc_ac_ac2__1,-5.701217571168103,0.38817134999999947
ssw__glc_ac_glc1__1,-5.519223583509283,0.215455711999998
ssw__glc_glyc_glc__1,-3.558716344692218,-0.32387285100000085
ssw__glc_glyc_glyc__1,-3.389353490177162,0.2447365779999995
ssw__glc_xyl_glc__1,-6.818670850935344,0.023550294999999718
ssw__glc_xyl_xyl__1,-5.151802032373404,-0.04508201100000076
ica__wt_glc__1,-2.7113603399817507,-0.29559119600000017
ica__wt_glc__2,-2.9112128116742992,-0.2307333230000008
ica__wt_glc__3,-3.632301553605521,-0.2483534800000005
ica__wt_glc__4,-5.595280059076954,-0.13233857400000024
ica__arg_sbt__1,2.249040552709041,-0.3176635540000001
ica__arg_sbt__2,1.5766816398545578,0.0466320859999998
ica__cytd_rib__1,3.3203133437282557,-0.09554382500000004
ica__cytd_rib__2,4.205668725037669,-0.10395525800000094
ica__gth__1,0.5565002823479458,-1.061991205
ica__gth__2,0.9564307939331428,-1.2281910610000004
ica__leu_glcr__1,-1.8558183563306612,0.12634884099999955
ica__leu_glcr__2,-2.200543155392712,0.2175629059999995
ica__met_glc__1,-2.371694082155904,-0.34695719100000044
ica__met_glc__2,-2.461497568296901,-0.17104099000000073
ica__no3_anaero__1,-6.063460395674439,-0.1589339470000004
ica__no3_anaero__2,-6.195920403664119,-0.09516664499999904
ica__phe_acgam__1,-3.095496089021526,-0.20828837200000014
ica__phe_acgam__2,-3.158659894571271,-0.1289003520000005
ica__thm_gal__1,1.468472577095886,-0.03352325200000017
ica__thm_gal__2,2.059893449931854,-0.06932828500000099
ica__tyr_glcn__1,-3.9435180525375744,-0.3930825120000021
ica__tyr_glcn__2,-4.15471512199903,-0.19483366900000032
ica__ura_pyr__1,-2.7421172856201568,-0.05018920000000016
ica__ura_pyr__2,-1.9982773948363584,0.12431349799999936
ica__wt_glc__5,-5.0533119696376,-0.17036230700000046
ica__wt_glc__6,-4.428357638446923,-0.2550347000000004
ica__bw_delpurR_cytd__1,-6.563946540785889,-0.2349152220000006
