,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-22.276085758133334,0.41818768677739937,3.0,0.0,-21.8771985166,1.0,-22.7112149062,2.0,-22.2398438516,,,,,,,,,,
1,LB__LBtran,-23.093325175833332,0.6249482771107909,3.0,3.0,-23.0958391486,4.0,-23.7170126742,5.0,-22.4671237047,,,,,,,,,,
2,LB__LBstat,-22.234504957933336,1.2859901480662537,3.0,6.0,-23.5977110841,7.0,-22.0628258638,8.0,-21.0429779259,,,,,,,,,,
3,LB__LBGexp,-20.3156934451,0.9917035462554759,3.0,9.0,-21.1278158406,10.0,-19.2104764459,11.0,-20.6087880488,,,,,,,,,,
4,LB__LBGtran,-21.87648337325,0.21578493759310455,2.0,12.0,-21.7239003806,13.0,-22.0290663659,,,,,,,,,,,,
5,LB__LBGstat,-21.146188404933337,0.9532104710281684,3.0,14.0,-21.5830739773,15.0,-21.8026504419,16.0,-20.0528407956,,,,,,,,,,
6,Life Cycle__S0,-14.521107659566667,1.2671311678334782,3.0,17.0,-13.074674644,18.0,-15.0532874036,19.0,-15.4353609311,,,,,,,,,,
7,Life Cycle__S1,10.047553064633334,0.35992204715699305,3.0,20.0,9.9672777995,21.0,9.7345465462,22.0,10.4408348482,,,,,,,,,,
8,Life Cycle__S2,6.071444753466667,2.0175033095022514,3.0,23.0,3.742563873,24.0,7.2864320759,25.0,7.1853383115,,,,,,,,,,
9,Life Cycle__S3,0.19536870569999998,4.979724003199801,2.0,26.0,-3.3258279054,27.0,3.7165653168,,,,,,,,,,,,
10,Life Cycle__S4,2.8780134554,1.156281416967139,3.0,28.0,4.1063163463,29.0,1.8106063190000001,30.0,2.7171177009000003,,,,,,,,,,
11,Life Cycle__S5,2.6522816771333333,0.20989774101976458,3.0,31.0,2.6668688788,32.0,2.4354708411,33.0,2.8545053115,,,,,,,,,,
12,Life Cycle__S6,6.4638005962875,1.6248066833593366,8.0,34.0,8.5634817249,35.0,8.8344385946,36.0,6.8454549866,37.0,6.7482585857,38.0,6.003843559,39.0,4.2588219637,40.0,5.0076230476,41.0,5.4484823082
13,Life Cycle__S7,0.3901904215333334,0.3519215751735173,3.0,42.0,0.43058237590000004,43.0,0.7201732024,44.0,0.0198156863,,,,,,,,,,
14,Life Cycle__S8,-2.92703375065,1.2377932162965537,2.0,45.0,-2.0517817737,46.0,-3.8022857276,,,,,,,,,,,,
15,Life Cycle__G135,-18.53914100675,1.154581439708488,2.0,47.0,-19.3555533722,48.0,-17.7227286413,,,,,,,,,,,,
16,Life Cycle__G150,-21.232399843099998,0.36716275742967336,3.0,49.0,-21.4026270681,50.0,-20.8110192097,51.0,-21.4835532515,,,,,,,,,,
