,A,McbR,hns
SRX1429237,2.4569403126,1.5495719473,1.9419554764
SRX1429238,3.3217419188,2.0863970829,2.4379872793
SRX1429239,2.5584583844,1.4286636786,2.1437692569
SRX1429240,1.8452525569,1.2626841351,1.9872393475
SRX1429241,3.9260839723,1.8728129768000001,2.2146566462
SRX1429242,-1.4217488875,0.337714173,1.4769605456
SRX1429243,0.7278955437,0.7317455197,1.7664765781
SRX1429244,0.1502694943,1.0151350595,1.7201882944
ERX2339161,-1.1948697457,-0.022342447300000002,-0.7009045661000001
ERX2339162,1.1948697457,0.022342447300000002,0.7009045661000001
ERX2339163,-5.9330639425000005,-1.5510801088,-3.0221398534
ERX2339164,-3.6140321237,-2.6328182192,-1.9042635591
ERX2339165,-0.16945717270000002,0.116400846,-3.9630190892
ERX2339166,-0.6226755369,0.3470379597,-2.3254115179
ERX2339167,-1.6793863562,0.0163395344,-2.3423428582
ERX2339168,-0.1714639181,0.3675157428,0.0256341933
ERX2339169,0.5786714007,0.0728961603,0.7056489822
ERX2339170,-6.347955288,-1.637248631,-2.9477581484
ERX2339171,-3.237309088,-2.7587604766,-2.0673730549
SRX7656012,-1.8986040604,0.7066094945,-0.1478556902
SRX7656013,0.39827622760000003,0.7584296668,-0.1128225114
SRX7656014,1.2855179331,1.5378395572999999,-0.0962873055
SRX7656015,3.9780897633,1.7631040248,-0.1486727284
SRX7656016,0.408507271,1.2091117462,0.2939699751
SRX7656017,-0.42293717070000003,1.157780789,0.20094897690000002
SRX7656018,-1.6222710437,0.9342519268,0.4267302751
SRX7656019,3.1651534514,1.666937614,-0.2687797004
SRX7656020,-1.2815867935,0.4278217181,-0.2846133373
SRX7656021,-0.0466040733,-0.0082651475,-0.0751891642
SRX7656022,0.6797061683000001,0.4214396241,-0.17987942780000002
SRX7656023,-1.6390048093,0.7079600786,-0.2985357736
SRX7656024,4.6288647736,2.3259696456,-0.3168715196
SRX7656025,1.3654930945000001,1.9722592073,0.0115505904
SRX7656026,4.1762727085,1.5504286794,-1.0671593754
SRX7656027,-0.9765911897,0.0362811174,-0.44293644200000004
SRX7656028,-1.8894446238,0.9067147680000001,-0.263301383
SRX7656029,-0.0799159049,0.4118730323,-0.5428328907000001
SRX7656030,1.1088578664,1.3295509264,0.2321272806
SRX7656031,0.5006085506,0.47817576300000003,0.0732147122
SRX7656032,0.3517511873,0.2050182959,0.0568928407
SRX7656033,-0.2746021929,0.2309967533,-0.41207657550000004
SRX7656034,-0.2529500264,0.0384674992,-0.40984253940000004
SRX7656035,1.0341982989,1.3199639418,-0.42533135580000003
SRX7656036,-0.18860908680000002,0.9484392874,-0.20319754650000002
SRX7656037,-0.2593134365,0.4776188704,-0.0636788745
SRX7656038,0.44792472580000003,0.0850499443,-0.2614043209
SRX7656039,0.5834094218,-0.292377298,0.17703215860000002
SRX7656040,0.2581976825,0.4993388037,-0.0399753759
SRX7656041,-0.8416071043000001,-0.2069615058,-0.13705678270000002
SRX7656042,-3.0473549192,-0.5723079363,-0.1127327288
SRX7656043,-3.2574960468,-0.4356435777,-0.17752035100000002
SRX7656044,-1.3519835953000001,0.0196245647,0.1829668894
SRX7656045,-3.7811550406,-0.6306672863,-0.1675777258
SRX7656046,-3.0470311811,-0.1463415145,-0.372496469
SRX7656047,-2.3839906686,-0.0352799055,-0.024207705200000002
SRX7656048,-3.0818104146,-0.9227750255,-0.0749209286
SRX7656049,-2.7862806495,-0.3239132963,-0.0498849727
SRX7656050,-2.5322074692000003,0.5278502737,0.1216809932
SRX7656051,-0.6524380098,-0.3966191853,-0.074803646
SRX7656052,-2.5063091822,-0.7376557934,0.1467548545
SRX7656053,-2.7937244925,0.1911802541,-0.4608842647
SRX7656054,1.0305419466,0.781047017,-0.2737001244
SRX7656055,0.0128518247,1.5126925352,-0.40037234120000004
SRX7656056,1.0492239932,1.074843896,-0.5103614229
SRX7656057,0.7759305763000001,0.9967386501000001,-0.2530793812
SRX7656058,-0.2340188235,1.2456083698,-0.6247162815
SRX7656059,0.7295237647,1.2908478447,-0.06266424870000001
SRX7656060,1.041489928,0.9239431012,-1.070742021
SRX7656061,-0.560263276,1.1287554329,-0.2320308552
SRX7656062,0.6332077883,0.6355723134,-1.1379867404
SRX7656063,0.6100981761000001,1.5218580561000001,-0.6803224302
SRX7656064,1.2367670768,1.4123795907,-0.6242204463000001
SRX7656065,0.48343466100000004,1.7304062046,-1.2354147287
SRX7656066,4.3396495569,2.5309266065,-0.673266942
SRX7656067,4.4859689777,2.4471419488,-0.25407564390000004
SRX7656068,5.4831039559,2.4722239445,-0.1043415204
SRX7656069,3.3848625846,1.9915742393,-0.0489783691
SRX7656070,3.1206423101,2.4376308681,-0.2846315761
SRX7656071,2.2252590401,2.5280152518,-0.3102844269
SRX7656072,3.8938604279,2.2975110409,-1.3123408416
SRX7656073,3.8996718959,2.0966154912,-0.6126305799
SRX7656074,1.7040734216,2.3222814899,-0.6012533065
SRX7656075,3.235200824,1.3097546908,-0.9044553626
SRX7656076,1.1973962421,1.5674502758000002,-1.0313086927
SRX7656077,1.9328621436,1.2814527342,-1.0591037295
SRX7656078,-3.1026508031,-0.3506832064,0.24735540590000002
SRX7656079,-2.5413642781,-1.0363472642,0.23403409900000002
SRX7656080,-3.7413002856,0.11868970770000001,0.1986199246
SRX7656081,-2.5023021155,-0.7836082478,0.3181546269
SRX7656082,-4.037330581,0.2616098401,0.0801747591
SRX7656083,-2.4491130218,-1.1611733768999999,0.3722988598
SRX7656084,-3.2394151807,-0.8132821323,0.1531078529
SRX7656085,-3.337645551,-0.08559753390000001,0.1616919281
SRX7656086,-4.3891698871,1.0823837557,0.2330778296
SRX7656087,-0.48307929600000005,-0.6154729474,-0.18665445020000002
SRX7656088,-0.1351867245,-0.35667870030000004,-0.28238213830000003
SRX7656089,-0.1803234618,-0.8728334815000001,-0.1079892533
SRX7656090,0.4757589427,0.7949477152000001,0.2543907398
SRX7656091,0.6396998489,0.6152636128,-0.17114525700000002
SRX7656092,0.1909349849,0.0778099136,-0.3543453272
SRX7656093,0.1683552374,0.4333807096,-0.7699430129
SRX7656094,0.3228803061,0.6693287739,-0.5210136653
SRX7656095,0.0703644662,0.3656388508,-0.7385620809
SRX7656096,0.5039821258,0.4368756821,-0.7388787854000001
SRX7656097,-0.1015232073,0.5909160597,-0.1756176385
SRX7656098,0.6884955389,-0.0742528994,-0.000764846
SRX7656099,1.260033033,1.342302096,-0.2228014049
SRX7656100,0.6739576778,1.3333333274,-0.2690442373
SRX7656101,1.8882138109,0.810815351,-0.44786443130000003
SRX7656102,-1.2976262766,0.6413455386,0.3404735553
SRX7656103,0.16392344080000001,0.5194019816000001,0.2313211896
SRX7656104,-1.0000546736,0.8155933989,0.0649113479
SRX7656105,1.042674033,0.8570971422,-0.33904164940000003
SRX7656106,1.4653570058,1.0925690711,-0.7772768061
SRX7656107,2.7399972389,0.6407145755,-1.4940509868
SRX7656108,-0.8097078090000001,1.5480883385,0.21392975
SRX7656109,1.3438527799,1.7556578259000002,0.1967282254
SRX7656110,0.9809948511000001,1.1992073866,0.3821688183
SRX7656111,3.2764002296,1.5061819726999999,0.23676730710000002
SRX7656112,3.7682657051,1.9604353865,0.0119384177
SRX7656113,1.1509617282,1.1981394556,0.2312758952
SRX7656114,-0.5645374758,1.0031620752,0.1665159571
SRX7656115,0.3492501718,1.0225452339,0.1436560422
SRX7656116,-1.5089342508999999,0.8491459126,-0.1636048478
SRX7656117,2.1438248673,1.2310717002,-0.090299977
SRX7656118,-1.2337338861,1.3161129383999999,-0.25948931140000003
SRX7656119,1.1432518452,1.2871584226000001,-0.29685744210000004
SRX7656120,2.7217178332,1.2113614065,0.1596778114
SRX7656121,2.0800711527,0.3835305176,0.14756591200000002
SRX7656122,1.1523266918,0.28276973580000003,0.3052054737
SRX7656123,-0.6124574843,0.4070871368,0.1570420959
SRX7656124,0.2353659059,0.6170457890000001,0.1075722155
SRX7656125,0.0361826129,0.6605627145,0.2105058765
SRX7656126,1.2421404543,0.07547295650000001,-0.46911920690000003
SRX7656127,0.6705673782,-0.0838714498,-0.4125358994
SRX7656128,0.2857504261,-0.1515610155,-0.3041953099
SRX7656129,0.9202207971,1.1509303774,-0.450821556
SRX7656130,1.5120716945,1.2512276131,-0.4804978401
SRX7656131,1.0753194967,1.1243292772,-0.4736858554
SRX7656132,0.33688090130000004,1.6066585195,-0.9601267897
SRX7656133,0.5456760802,1.4815330201,-0.9322962134
SRX7656134,1.3105186421,1.6405367817,-1.1139241966
SRX7656135,-3.1054473649,0.25513967730000003,-0.043924467700000004
SRX7656136,-0.7398783663,0.2564814193,-0.496762352
SRX7656137,-1.0893128417,0.3189121307,-0.4486518377
SRX7656138,-1.6862801459,0.4152532887,-0.2103033625
SRX7656139,-1.3072124066,-0.3299195533,-0.2100923609
SRX7656140,-1.2351550927,0.6445688346,-0.5943970872000001
SRX7656141,-1.8085403355,-0.1223785066,-0.6255079347
SRX7656142,-1.1507849081,-0.35811803670000003,-0.5129167171
SRX7656143,-1.5178341607,0.2732510311,-0.7829523933
SRX7656144,0.6612843327,1.5330712521,-1.0846355863000001
SRX7656145,-0.06560803030000001,1.3144564588,-1.216796596
SRX7656146,0.3047006821,1.5707422980999999,-0.7026710546
SRX5388319,0.3417751104,-0.0068567045000000005,-0.053501603700000004
SRX5388320,0.30863596460000003,0.2858408774,0.0596249852
SRX5388321,-0.6504110750000001,-0.2789841729,-0.0061233814
SRX5388322,1.0812975625,0.5330727684000001,0.5722430190000001
SRX5388323,-0.0963113256,-0.3676255695,0.20027159220000001
SRX5388324,-0.5226978925,-0.0651277317,0.22803644320000002
SRX5388325,0.8569117108000001,0.6681507318000001,0.41681538160000003
SRX5388326,-0.3309759557,-0.09865803620000001,0.49456849410000003
SRX5388327,-0.7626072595000001,-0.0615856111,0.5766055833
SRX8708326,1.0512297864,0.7502838482,1.7027171876
SRX8708328,1.620046547,-0.4012950098,1.299600531
SRX8708335,-0.2342496907,-0.036736996200000004,-0.4200470764
SRX8708336,-0.7055798892,0.2516890189,-0.41874919990000004
SRX8708337,-0.6802169671,0.1863429871,-0.4608042546
SRX8708338,-0.7451943241,0.4836453483,-0.6612409545
SRX8708339,-0.5514558422,0.1399236757,-0.629823428
SRX8708340,-0.6986593566,0.1956116471,-0.5918191418000001
SRX8708365,1.5441170944,2.110107083,-0.1967761666
SRX8708366,1.7747380301,2.320856646,-0.2460703762
SRX8708368,1.7148383647,2.3323577678,-0.2130162808
SRX8708369,-0.4935385816,0.1351924195,-0.31210445800000003
SRX8708370,-0.6915370468,0.3356374379,-0.22566028770000002
SRX8708371,-0.2362100034,0.0964096074,-0.3897800295
SRX4166001,-0.6143312675,-0.0531794141,-0.1882099764
SRX4166002,1.2204538824,-0.2595377895,0.10253841450000001
SRX4166003,-0.6061226149,0.3127172036,0.0856715619
SRX4166004,0.4176857251,1.6839941618,-0.0223748597
SRX4166005,0.5306354835,1.5889220473,-0.2374573526
SRX4166006,0.946588615,1.0972174169,-0.0910397033
SRX4166007,0.7991756187,0.7061865289,0.0083602461
SRX4166008,-0.43729783790000004,0.3469565901,-0.0734285838
SRX4166009,0.871239194,0.3980144666,0.025717815800000002
SRX4166010,1.0750713816,-0.09892183060000001,-0.5553972686
SRX4166011,0.750241754,0.0418912225,-0.2051217241
SRX4166012,1.9341815373000002,0.25577899400000004,-0.5671369567
SRX5000481,0.3753327373,-0.170642637,0.2635345711
SRX5000482,0.0639274351,-0.0737194073,-0.1548439368
SRX5000483,-1.5591913503,0.6785817277,0.6035908065000001
SRX5000484,-0.7134955368,0.0309612618,0.3849516318
SRX5000485,-0.8743598384,0.5637877349,0.7377830038000001
SRX5000486,-0.8475675474000001,1.0730956105,0.816548512
SRX5000487,-0.1250211545,0.7900615341,0.423904043
SRX5000488,0.0431974262,0.3108747787,0.0915417102
SRX5000489,-0.32122953190000003,-0.18281090600000002,0.2905690998
SRX5000490,-0.2628985696,0.0001491555,0.32116900400000004
SRX5000491,0.49895053850000004,0.5068463519,0.23219207050000001
SRX5000492,-0.345455463,1.9649712249,0.8384159612000001
SRX5000493,-0.7436025558,0.9036601175000001,0.4645707851
SRX5000494,-1.1729467971,0.4136666345,0.5425807868
SRX5000495,-0.1594636719,1.6283633992,0.7128758461
SRX5000496,0.6161425344,2.033214508,0.8226589566
SRX5000497,0.2629281222,-0.3712246489,0.009803290400000001
SRX5000498,0.1095650026,0.29713434650000004,-0.0702603026
SRX5000499,-1.1146014464,0.7371177464,0.4425660292
SRX5000500,-0.3724931248,0.0740903024,0.0604570122
SRX5000501,-0.2939190405,0.2061313828,0.2831777612
SRX5000502,0.0793636127,0.4887485112,0.3946825948
SRX5000503,0.1327055799,0.5706695207,0.3312950845
SRX5000504,-0.6574207091000001,0.0295845756,-0.1588747517
SRX5000505,-0.3480299579,-0.1844559741,-0.0592506485
SRX5000506,0.1911590899,0.0344897554,-0.0673111416
SRX5000507,0.1691554469,0.8398604621,0.6997843721
SRX5000508,0.44766848670000003,0.057944215,0.0631073462
SRX5000509,0.3845675906,-0.1856128404,-0.2650247325
SRX5000510,0.19207131800000002,0.0131504727,-0.2070048464
SRX5000511,0.2846850248,0.19324754600000002,-0.157183272
SRX5000512,-0.12031878130000001,0.2615114267,0.19358434500000002
SRX5000513,0.24928690010000001,0.6774406219,0.3090534747
SRX5000514,-0.10357830900000001,0.2962630893,0.3108777017
SRX5000515,0.3673869846,0.530471016,0.32883247260000004
SRX5000516,-0.1269375173,0.5702493391,0.3671767443
SRX4124772,-1.1656950214,0.17091292630000002,0.1648380756
SRX4124773,-0.6711073511,0.22602187370000001,0.1402894271
SRX4124774,0.2529200104,0.465765827,-0.062029682700000005
SRX4124775,-0.2529200104,-0.465765827,0.062029682700000005
SRX5323946,0.5267497634,0.2659303658,-0.0676897412
SRX5323947,-0.5267497634,-0.2659303658,0.0676897412
SRX5323948,-0.0915850208,0.5775848302000001,0.0058610623
SRX5323949,-1.5247403051,-0.1522243222,0.10185994030000001
SRX5323950,1.1361436786999999,0.4058207078,0.0295967144
SRX5323951,0.08739811160000001,0.24875015090000002,-0.22990848930000002
SRX5323952,0.4110960449,-0.1509069053,-0.2795002008
SRX5323953,-0.0105919345,-0.6007815132000001,-0.04626316
SRX5323954,0.9055849074000001,-0.283815908,0.0266440145
SRX5323955,0.7543289937000001,0.0685811165,0.0795420342
DRX093856,-0.2724458231,-0.3424110608,-0.42802618010000004
DRX093857,8.844548008,3.2999285162,-0.0343872183
DRX093858,7.3907863763,3.6504637529,-0.20062464430000002
DRX093859,4.7344052387,2.2488815559,-0.4582682507
DRX093860,-0.3700943054,-1.1179994058,-0.45239976120000003
DRX093861,0.014101781,0.40113811400000005,0.1907532861
DRX093862,8.0193331158,3.586190275,-0.5248271375
DRX093863,7.2799213141,3.8071541514,-0.1356746194
DRX093864,5.2187861415,2.5405990145,0.1504471132
DRX093865,-0.764165576,-0.2892460486,-0.7797064414
DRX093866,0.2583440421,-0.058727053200000004,0.237272894
DRX093867,7.9047636661,3.6962141979,-0.1341999708
DRX093868,6.0712846068,3.4185114932,-0.7023510171
DRX093869,4.2211120566,2.0644326579,-0.39571037410000004
DRX093870,-0.6605191321,0.38362891260000004,-0.5805126694
SRX6366242,-2.0114381245,0.3483649038,-0.40779694920000004
SRX6366243,-2.0670358024,0.4633644069,-0.3172827126
SRX6366244,-3.5130876238,-1.6115910406,-0.482759337
SRX6366245,-1.5109476414,-0.1386188187,-0.1308288671
SRX6366246,0.1519410814,0.2537811861,-0.062079645700000005
SRX6366247,-6.1740960878,-1.2905978159,-0.262429648
SRX6366248,-1.8240242699,0.1369438433,-0.1462215287
SRX6366249,-2.0903332058,-0.0979356876,-0.3628844094
SRX6366250,-0.5240205272,0.0242024079,-0.31585670200000004
SRX6366251,0.3361803216,0.1457550575,-0.35843063140000003
SRX6366252,-0.0571767345,-0.2226898527,0.0548440076
SRX6366253,0.0571767345,0.2226898527,-0.0548440076
SRX254739,-3.4531068609,-3.6979637984,-0.45122262420000003
SRX254740,-3.6367828393,-3.8378897095,-0.3962425048
SRX254741,-3.2568057207,-3.8055606454,-0.2844623287
SRX254742,-3.2439153843,-3.5253578336,-0.2394462218
SRX254743,-3.4277655224,-3.9449733622,-0.3183102276
SRX254744,-3.490320838,-3.9799101053,-0.2716318091
SRX254745,-4.7229947118,-3.4612195977,-0.3573323518
SRX254746,-4.2267791194,-2.6112497,0.45196967870000004
SRX254747,-4.6713177122000005,-2.7807789265,-0.49643729890000005
SRX254748,-3.6252237322000003,-2.2653617737,-0.8969223690000001
SRX254749,-4.7857724862,-2.6975154584,-0.32686962410000003
SRX254750,-4.407671717,-2.1550007089,-0.1374703876
SRX254751,-3.7837277979,-1.1455570428,-0.0593696183
SRX254752,-3.8912319708,-0.4938422998,0.3187820064
SRX254753,-3.4160399824,-1.256678254,0.1053390444
SRX254754,-3.1701517488,-1.8409499581,-0.036328431
SRX254755,-5.517093788,-2.2865064006,-0.7600880188
SRX254756,-8.804106674,-2.6844033876,-0.7416072773
SRX254757,-3.879507041,-4.3904354887,-0.8119838173
SRX254758,-3.8148951872,-4.6100117509,-0.4293165474
SRX254759,-4.8380728226,-3.2097168864,-0.6400487442
SRX254760,-4.8818624071,-2.0264585362,-0.5511475438
SRX254761,-3.101334669,-2.1434707149,0.1305372532
SRX254762,-3.3381205607,-1.1561046472,-0.0708009819
SRX254763,-3.0924518367,-2.2832091772,0.0868151647
SRX254764,-3.7995329505,-4.0513561506,-0.6062677298
SRX254765,-5.7995938059,-2.0169627545,-0.4630841336
SRX254766,-3.5247486185,-3.3264924969,-0.4772531835
SRX254767,-3.2102375291,-3.438245782,-0.3208510263
SRX254768,-3.0843875859,-3.4087435847,-0.32777419820000003
SRX254772,6.1601245444,1.2689666746000001,0.3450575598
SRX254773,6.0039955327,2.6044613769,1.1255687247
SRX254774,8.5119908147,1.8980046171,0.1505269974
SRX254775,-0.5181135371,0.49128295310000003,0.3081815196
SRX254776,2.3379142784,0.49828408820000003,0.3096972465
SRX254777,-0.5257217096,0.9231908735000001,-0.1387309298
SRX254778,3.4536666881,2.011560499,0.8309208452
SRX254779,6.0976733277,1.6165754354000001,0.4388132436
SRX254780,7.2258240457,2.0332025972,0.6069069864000001
SRX254781,2.6478139445,1.7089392458,0.1154797952
SRX254782,4.7215644021,2.1319351335,0.6197264819
SRX254783,1.4963969281,1.3471774760000002,0.0224041261
SRX254784,-0.2937014653,1.1268721825,-0.3619226571
SRX254785,-0.0463336071,1.102463673,-0.0193238632
SRX254786,-0.00044550060000000003,0.8433362382,0.2703666889
SRX7136401,-0.7807969846,-0.27827137690000003,0.13892209490000001
SRX7136403,0.2862442932,0.1454154919,-0.07312157400000001
SRX7136405,2.0922708495,-0.2889166865,0.38851991480000003
SRX7136407,-1.9133161372,-0.1351829924,0.0325764582
SRX7136409,-1.7088769244000002,-0.3156082248,0.3422397721
SRX7136411,0.4945526913,0.132855885,-0.065800521
SRX3754949,0.329116777,0.0026132745000000002,-0.0053124697
SRX3754950,-0.053365237600000004,0.022800833200000002,0.028797802
SRX3754951,-0.2757515394,-0.0254141077,-0.0234853323
SRX3754952,0.3051953746,0.073495894,0.14255002790000001
SRX3754953,0.6133316896000001,0.1446413037,0.1221430161
SRX3754954,-0.4941328539,0.1508995111,0.10979490900000001
SRX3754955,-3.3411228349,-2.5593437797,-1.4871100003
SRX3754956,-3.2629247479,-2.6160598758,-1.4775579865
SRX3754957,-2.7872241986,-2.7480307033,-1.4455735082
SRX3754966,0.3058086661,0.059606184000000006,-0.14544280810000002
SRX3754967,0.28752111620000004,-0.0838922321,-0.16939689230000002
SRX3754969,0.6130537389,0.13652387430000001,-0.1871961499
SRX1424798,0.3763849003,0.2954991952,0.07027853490000001
SRX1424799,-0.3763849003,-0.2954991952,-0.07027853490000001
SRX1424800,-0.9845461125,0.0148007951,-0.1453422906
SRX1424801,-0.5513955938,-0.0450435984,-0.12647977430000001
SRX1424802,-1.7644833843,-0.2231756006,-0.0893242254
SRX1424803,-1.4120691977,-0.46858670150000004,-0.27368137200000003
SRX1424804,-0.0630825401,2.0143366649,0.08678077640000001
SRX1424805,-0.4978587517,1.782678443,-0.026758811100000002
SRX1424806,-6.9132260754,-2.6311454083,0.1058890106
SRX1424807,-6.8495758092,-2.6557455544,0.20110737720000002
SRX1424808,4.6775852787000005,1.256247795,0.5409285601
SRX1424809,4.0609787361,1.150940461,0.4929110461
SRX1424816,-2.8583840506,-1.9637415339,0.6278545101
SRX1424817,-4.0185860813,-1.0429265464,0.5512824241000001
SRX1424818,6.7767449995,0.6902298589,-1.4479606266
SRX1424819,7.9190532373,0.9437274851,-1.0423136641
SRX1424824,3.7033530791000002,1.8104112316,-2.0663101786
SRX1424825,4.1358237964,1.9818601121000001,-2.3483548617
SRX1424826,-2.8954351545,-0.8891970998000001,-0.9730563008
SRX1424827,-3.4013407685,-1.0033892786,-0.8899336287
SRX1424828,8.3913309181,1.5291200499,-1.9556027041
SRX1424829,8.4581102067,1.4088197459,-1.749997192
SRX1424830,6.5861087349,1.018342129,-1.7818644482
SRX1424831,7.4912431996,0.9723140389,-1.8167012545
SRX1424834,6.6717137079,0.9982371385000001,-1.3375658638
SRX1424835,5.8690802175000005,1.2075807614,-1.4039098901
SRX1424840,5.971367174,1.3294966469,-2.6071562452
SRX1424841,5.7875511515,1.8569580474,-2.4446022325
SRX1424842,4.2670720622000005,-0.033505749700000004,-2.1474167601
SRX1424843,5.4056293204,0.3762401032,-2.6021409077
SRX1424844,-0.0006351664,0.1222324303,-3.4270032214
SRX1424845,1.1630528522,-0.1059917345,-3.59009401
SRX1424846,-1.5158147004,-0.1230355231,-2.8761462953
SRX1424847,-1.8116066172,-0.08681009120000001,-3.2438854281
SRX5060277,2.2373621177,1.5000649035,-0.0070068959
SRX5060279,14.929527542,3.3733746499,-1.0781242135
SRX5060281,-2.2373621177,-1.5000649035,0.0070068959
SRX5060283,13.8773824424,2.8025849154999998,-0.9928342351
SRX5936089,0.5123441088,0.1514936561,0.130073174
SRX5936090,0.2988719928,-0.1542388379,0.0852285381
SRX5936091,0.8005865218,-0.130558624,0.0747835199
SRX5936092,-1.6118026234,0.1333038058,-0.290085232
SRX5936093,0.9306269231000001,0.7039237283,0.7776001299
SRX5936094,1.9411956096,-0.37080094690000004,0.9418395263
SRX5936095,2.8573082728,1.0494964127,0.44048090910000004
SRX5936096,1.6758383786,1.0998742143,0.3779006475
SRX5936097,4.7755131588,2.5248332679,1.1389956479
SRX5936098,4.8828799629,2.6098765452,1.0955846249
SRX5936099,5.7434052404,2.7896237143000002,1.6448823004
SRX5936100,5.9892157173000005,2.513660683,1.3083669074
SRX5936101,7.44163156,2.7099027244,1.7327014796
SRX5936102,7.2511013371,2.3616410346,1.8361951859
SRX5936103,7.816848836,2.4556500861,1.7567934072
SRX5936104,6.6911871274,2.3828262684,1.6045178371
SRX5936105,6.5634512918,2.0180482921,1.7628204375
SRX5936106,7.4713088497,1.9182130558,1.6306403561
SRX5936107,6.2693244523,1.7038681623,1.6158267568
SRX5936108,6.8774607116,1.6770754612,1.5574189461999999
SRX5936109,6.1324620472,1.1606842565,1.4331370767
SRX5936110,5.641977428,1.1013787145,1.440895853
SRX5936111,5.3475267769,1.0690413569,1.5755270809000002
SRX5936112,5.365458574,0.8336931514,1.6559864905000001
SRX5936113,4.4647069774,0.4547052458,1.4248864183
SRX5936114,4.1588139968,0.49257835850000004,1.4023298434
SRX5936115,3.5277019673,0.1426392702,1.3256542033
SRX5936116,3.5717160366,0.0290412872,1.1130776482
SRX5936118,2.6857014271,-0.1601936438,1.0070330136
SRX5936119,2.764110078,-0.3603763414,1.0630847958
SRX5936121,4.1630650055,-0.16046334240000001,0.5722296952
SRX5936122,3.4643250368,-0.1201104317,0.4679238672
SRX5936123,5.8811882586,0.0094228444,0.2773420558
SRX5936124,5.9294456307,-0.0601551551,0.0029690104
SRX5936125,6.2407901746,-0.07139973990000001,0.26314228170000004
SRX5936126,5.8261877102,0.0658577467,0.1436205173
SRX5936128,0.6298982063,-0.9124796134000001,-0.545937537
SRX5936129,1.0213611947,-1.3628560128,-0.6156009876
SRX5936130,-0.637614203,-2.347226877,-1.2884045693
SRX5936131,-0.8484604218,-1.6791158085,-1.6869122060000001
SRX5936132,-1.2317541011,-0.5973278261,-1.0959874413
SRX5936133,-2.8678390588,-0.9717355158000001,-1.5743677175
SRX5936134,0.5060280690000001,-0.1051854447,-1.4499725975
SRX5936135,1.0374696622,0.2651849777,-1.3618375571
SRX5936137,2.6093380455,-0.6232961530000001,-1.7155682195000002
SRX5936138,2.0975167563,-0.8198434129000001,-1.961571635
SRX5936139,1.2716147106,-1.9507996034000001,-1.2218388387
SRX5936140,0.5966386333,-1.8393625788999999,-1.4413575619
SRX5936141,0.042718120400000004,-1.3570148901999999,-0.9034258295
SRX5936142,-0.17310794770000001,-2.2008147344,-0.8931717221000001
SRX5936143,-0.41247119,-0.2871884156,0.243063471
SRX5936144,-0.7181355359,-0.24121828150000002,0.0430206501
SRX8557650,-0.1862660972,0.0370730442,-0.013692248300000001
SRX8557651,0.292559271,-0.0063358259000000005,0.0289615702
SRX8557652,-0.10629317370000001,-0.0307372183,-0.0152693219
SRX8557653,9.19649776,0.4788186324,-1.7558910277000002
SRX8557654,9.570216516,0.5799857865,-1.8101068135
SRX8557655,9.3801180573,-0.2228098236,-1.8818279361
SRX8557656,4.9761052703,1.4935843729,-2.6749391487
SRX8557657,5.0377615782,0.9756093746000001,-2.4702574041
SRX8557658,5.6892795533000005,1.0955112381,-2.6249560472
SRX8557659,1.3956453876000001,1.7289365446,-3.5680641045
SRX8557660,4.5047503351,1.4871055906000001,-3.3701157128
SRX8557661,4.2079528693,1.2154389552,-3.3721921298
SRX8557662,4.975577534,1.4769671594,-1.6240039516
SRX8557663,7.1850910911,1.6977607294000001,-2.2079998489
SRX8557664,8.4054368849,1.8519996021,-2.587217396
SRX8557665,7.8948391664,1.6407643105,-2.5318668578
SRX8557666,5.0945395798,0.9498580966,-1.8929038369
SRX8557667,9.179735398,1.9849384320999999,-2.819785152
SRX3405147,0.9611437505,-0.2593567519,-0.2796981002
SRX3405148,1.0250692432,-0.1501284361,0.0073243268
SRX3405149,-1.9862129937000002,0.409485188,0.2723737734
SRX3405150,-0.35916071790000004,-1.0375533625,0.3660981941
SRX3405151,-3.1854155138999998,-0.6016577484,1.0892423496
SRX3405152,-3.4302838181,-0.8815298382000001,0.6053930924
SRX3405153,-3.0675731153,-1.6944448279,0.05497837
SRX3405154,-4.291785235,-1.0204846765,0.4357913479
SRX3405155,-4.5177887467,-1.611361003,0.4831561394
SRX3405156,-5.3694677202,-1.6874779326,0.686681803
SRX3405157,-4.4246233489,-0.4689764408,0.6711238184
SRX312063,0.3498098452,0.7298781928,0.1246706251
SRX312064,0.3436803238,0.9495848134,0.1167259551
SRX312065,-0.3433883212,0.7374757569,0.2611991924
SRX312066,2.9357706802,1.5677116423,0.766550442
SRX312067,3.157423938,1.3091420023,0.7863018401
SRX312068,3.4066309094,2.2798224278,1.2202947823
SRX312069,3.4174507051000003,2.2766745544,1.2162892601
SRX312070,-0.1563857945,-0.0864332792,-0.016181757800000002
SRX312071,0.1563857945,0.0864332792,0.016181757800000002
SRX312072,4.2408589834,1.4322826202,0.6608799898000001
SRX312073,4.0392556585,1.1149932759,0.6534631985
SRX312074,4.2151820428,0.6160130969000001,-1.1036662618
SRX312075,4.8631158591,0.4577810223,-1.002241111
SRX312076,5.508360487,-0.6428033665,-2.6019324655
ecoli_00001,0.48270127220000003,0.06823373,0.11716061
ecoli_00002,-0.48270127220000003,-0.06823373,-0.11716061
ecoli_00003,9.8090096907,1.661640849,-0.21220296
