locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b1796,0.6254458331,yoaG,DUF1869 domain-containing protein YoaG,Function unknown,yeaR-yoaG,"RpoD,NarP,NsrR,NarL,Fis",https://ecocyc.org/gene?orgid=ECOLI&id=G6982
b1797,0.15355617530000001,yeaR,DUF1971 domain-containing protein YeaR,Inorganic ion transport and metabolism,yeaR-yoaG,"RpoD,NarP,NsrR,NarL,Fis",https://ecocyc.org/gene?orgid=ECOLI&id=G6983
