,PSPTO_RS24190
SRX1828913,0.1206185496
SRX1828914,0.8896624292
SRX1828915,-0.08866005190000001
SRX1828916,0.49089502490000003
SRX1828917,-0.0319584977
SRX1828918,0.4181361543
SRX3983989,0.5059071179
SRX3983990,0.1489466358
SRX3983993,0.8414190722
SRX3983994,0.9751760949
SRX3983995,-0.0925229733
SRX3983996,1.5694258769
SRX3983997,1.0045974512
SRX3983998,-0.0705551105
SRX3983999,0.0147728826
SRX3984000,-0.3282569094
SRX3984001,1.1248530616
SRX3984002,1.141644593
SRX3984003,0.6540850999000001
SRX3984004,-0.7911053331
SRX3984005,0.1804161447
SRX3984006,1.1309982869
SRX3984007,0.6336241610000001
SRX3984008,-0.533558614
SRX3984009,-0.771281522
SRX3984010,2.1589274569
SRX3984011,-0.20182780900000002
SRX3984012,-0.3981762782
SRX3984013,-0.7993772405
SRX3984014,-0.3280824892
SRX3984015,0.5025649271
SRX3984016,-0.38137255680000004
SRX3984017,2.3086252909000002
SRX3984019,0.24277454480000002
SRX3984020,1.4763972207
SRX3984021,2.0438607254
SRX3984022,2.3646380105
SRX3984023,0.1977440413
SRX3984024,-0.24870974110000002
SRX3984025,0.0807957237
SRX3984026,-0.16650772060000002
SRX3984027,-0.1165539324
SRX3984028,0.12084644530000001
SRX3984029,-0.2835521572
SRX3984031,1.2899204757
SRX3984032,1.4691242832
SRX3984034,0.034028547
SRX3984035,-0.4170506074
SRX3984036,1.8403104074
SRX3984037,2.0098149228
SRX3984038,0.7747149763000001
SRX3984039,1.8522818198
SRX3984040,-0.09197384630000001
SRX3984041,1.5030262173
SRX3984042,1.0014161218
SRX3984043,0.3204050303
SRX3984045,-0.3895805841
SRX3984046,-0.0574318964
SRX3984047,1.7085677638
SRX3984048,0.9394922964
SRX3984049,0.7757362457
SRX3984050,0.3518645076
SRX3984051,2.054245693
SRX3984052,-0.5421004864
SRX3984056,1.1287425599
SRX3984057,1.579616739
SRX3984058,1.326588625
SRX3984059,-0.46760167080000004
SRX3984061,-0.3180912261
SRX3984062,-0.1631038452
SRX3984063,-0.2862763226
SRX3984064,-0.49019603310000004
SRX3984065,-0.1406435348
SRX3984066,0.07214210780000001
SRX3984067,-0.3803050979
SRX3984068,-0.2836306293
SRX3984069,0.2775431538
SRX3984070,1.3086022087
SRX3984071,1.0876955366
SRX3984073,0.1476054196
SRX3984074,0.1640209024
SRX3984077,-0.1571134872
SRX3984078,0.0018538764
SRX3984079,1.8342510489000001
SRX3984080,-0.1743406919
SRX3984082,0.1119671562
SRX3984084,0.9666849988
SRX6997963,0.7506244191
SRX6997964,0.3750834324
SRX6997965,-0.6507418612
SRX6997967,1.0506948519
SRX6997968,-1.8013192709
SRX6997969,0.4471827976
SRX6997971,-1.8013192709
SRX6997972,2.0605786522
SRX6997973,1.0031864759
SRX3159100,-0.5592463727
SRX3159101,0.38630035100000004
SRX3159102,0.29929825990000003
SRX3159103,-0.1263522382
SRX3159000,-0.3481138917
SRX3159001,1.9511770724000002
SRX3159002,-0.3481138917
SRX3159003,-0.3481138917
SRX3159004,-0.3481138917
SRX3159005,1.9007656335
SRX3159006,-0.3481138917
SRX3159007,-0.3481138917
SRX3159008,-0.3481138917
SRX3159009,1.6459132617
SRX3159010,-0.3481138917
SRX3159012,-0.3481138917
SRX3159013,-0.3481138917
SRX3159014,-0.3481138917
SRX3159015,-0.3481138917
SRX3159016,-0.3481138917
SRX3159017,-0.3481138917
SRX3159018,-0.3481138917
SRX3159019,-0.3481138917
SRX3159020,-0.3481138917
SRX3159021,-0.3481138917
SRX3159022,-0.3481138917
SRX3159023,1.7864607696
SRX3159024,-0.3481138917
SRX3159025,-0.3481138917
SRX3159026,-0.3481138917
SRX3159027,-0.3481138917
SRX3159028,0.8879845059
SRX3159029,-0.3481138917
SRX3159030,-0.3481138917
SRX3159034,-0.3481138917
SRX3159036,-0.3481138917
SRX3159037,-0.3481138917
SRX3159041,-0.3481138917
SRX3159042,-0.3481138917
SRX3159043,-0.3481138917
SRX3159045,-0.3481138917
SRX3159047,-0.3481138917
SRX3159048,2.863711232
SRX3159049,-0.3481138917
SRX3159050,0.9166757147000001
SRX3159051,-0.3481138917
SRX3159052,-0.3481138917
SRX3159053,-0.3481138917
SRX3159054,1.0748213562
SRX3159055,-0.3481138917
SRX3159056,-0.3481138917
SRX3159057,-0.3481138917
SRX3159058,-0.3481138917
SRX3159060,-0.3481138917
SRX3159061,-0.3481138917
SRX3159062,2.7868954718000003
SRX3159063,-0.3481138917
SRX3159066,2.3811788977
SRX3159069,-0.3481138917
SRX3159070,-0.3481138917
SRX3159071,2.8643714284
SRX3159073,2.8084924443
SRX3159074,-0.3481138917
SRX3159075,-0.3481138917
SRX3159076,-0.3481138917
SRX3159080,-0.3481138917
SRX3159082,0.6174276852
SRX3159083,1.2273101205999999
SRX3159086,-0.3481138917
SRX3159087,2.7341054142
SRX3159088,2.0393342964
SRX3159089,-0.3481138917
SRX3159090,-0.3481138917
SRX3159091,1.4813138276
SRX3159092,-0.3481138917
SRX3159093,-0.3481138917
SRX3159094,-0.3481138917
SRX3159095,-0.3481138917
SRX3159096,-0.3481138917
SRX3159097,2.935745615
SRX3159098,-0.3481138917
SRX3159099,1.9046160763
SRX3158988,1.437137994
SRX3158989,-2.2266709871
SRX3158990,-2.2266709871
SRX3158991,0.4126995503
SRX3158992,-0.9831915647
SRX3158996,-0.4539464292
SRX3644656,-0.0768130351
SRX3644657,-0.046489491200000004
SRX3644658,0.1233025263
SRX3644659,-0.2660683191
SRX3644660,-0.3599658753
SRX3644661,0.08529616520000001
SRX3644662,0.4744330135
SRX3644663,-0.4153529722
SRX3644664,0.9683083438000001
SRX3644665,0.0812868046
SRX3644666,-0.2552275757
SRX3644667,0.1963108677
SRX3644668,0.3525293682
SRX3644669,0.3821215435
SRX3644670,0.6993230607
SRX3644671,0.06315185970000001
SRX3644672,-0.1632603022
SRX3644673,-0.6223681505
