,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,3.700743415417188e-17,0.48457906639031384,3.0,0.0,-0.2900171713,1.0,-0.2693999107,2.0,0.5594170820000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,1.9570872894666664,0.6359544221237393,3.0,3.0,2.5288268253,4.0,2.0703083062,5.0,1.2721267369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,3.018382989033334,0.714117365124319,3.0,6.0,2.5516517347,7.0,3.8404633717000003,8.0,2.6630338607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,9.523768017602594e-12,1.030337469801764,21.0,9.0,-0.6374335633,10.0,-1.3184965825,11.0,-0.40033089120000004,12.0,-0.43575341100000003,13.0,-0.3909451587,14.0,0.5467786763,15.0,-1.2504182712,16.0,-0.5112101825,17.0,0.5909321459,18.0,-0.18457444990000002,19.0,-0.4371405486,20.0,-0.5941367857000001,21.0,-0.3353434093,22.0,0.5322678841,23.0,-0.6102240419,24.0,-0.1980103172,25.0,0.17364775540000002,26.0,-0.8359359585,27.0,2.2073808642,28.0,2.6626965943,29.0,1.4262496515
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,1.618230363752381,1.5667938578544052,21.0,30.0,3.9472654094,31.0,0.8106019130000001,32.0,1.8428305841000001,33.0,2.5746639538,34.0,-0.1915379327,35.0,2.3499213326,36.0,0.0466303639,37.0,1.9779954281,38.0,1.9408824875000001,39.0,0.7306241279,40.0,0.37406444720000004,41.0,0.0333056785,42.0,-1.6721849259,43.0,1.4244304541,44.0,1.4531266763000001,45.0,0.9812161356,46.0,1.9633156899,47.0,1.3903662175,48.0,4.3634721607,49.0,4.8170649375,50.0,2.8247824998
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.6847192952444451,3.0,51.0,-0.2711183877,52.0,-0.5076449947,53.0,0.7787633824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,0.1294142828,1.085191205308778,4.0,54.0,1.3922543393,55.0,-0.3020468801,56.0,-1.1248455786,57.0,0.5522952506000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,2.5000002068509275e-11,0.7860590265569822,4.0,58.0,-0.2919605634,59.0,1.1668544821,60.0,-0.3275462261,61.0,-0.5473476925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,0.20725278877500003,1.1449375881300052,4.0,62.0,-0.7790331955,63.0,-0.6929192443000001,64.0,0.7202408274000001,65.0,1.5807227675000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-1.0252240273250002,1.8808584166924163,4.0,66.0,0.912714789,67.0,-3.2432084417,68.0,0.0891217839,69.0,-1.8595242404999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
