,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.38773232535,0.805139865536642,4.0,70.0,0.7987987882,71.0,-0.8312852382,72.0,-0.938312235,73.0,-0.5801306164000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,1.6666705053107005e-11,0.8744937172309747,6.0,74.0,0.0131780096,75.0,0.2117497724,76.0,0.1361268868,86.0,-0.2104015092,88.0,-1.4363073235,90.0,1.285654164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,0.3642262668833333,0.688667367986326,6.0,77.0,0.5158843425,78.0,0.5230091366,79.0,1.0748722455,87.0,0.6821555935,89.0,0.33523454410000003,91.0,-0.9457982609000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.34863251896666664,0.5410361281645889,3.0,80.0,-0.030933645500000002,82.0,-0.0416271915,84.0,-0.9733367199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,1.2775668997,1.4302075205538092,3.0,81.0,2.5053769188,83.0,1.6201426634,85.0,-0.29281888310000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,0.7385115757001971,3.0,92.0,-0.6364565035,93.0,-0.17329152080000002,94.0,0.8097480243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,0.19319791063333336,0.43487679912910576,3.0,95.0,0.0935314538,96.0,-0.18319389360000002,97.0,0.6692561717000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,0.12820159256666666,0.335865466241531,3.0,98.0,-0.1282587402,99.0,0.5083775561,100.0,0.0044859618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,0.2698818766666667,0.28666080322817,3.0,101.0,0.1515657718,102.0,0.061317329000000004,103.0,0.5967625292000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,1.1702814594666666,0.6756629207018443,3.0,104.0,0.3947805353,105.0,1.4840784235,106.0,1.6319854195999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,0.9453374219,0.9138752433401325,3.0,107.0,0.5460608745000001,108.0,0.2990432873,109.0,1.9909081039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,1.2006022266666667,0.1020191400298051,3.0,110.0,1.2773116667,111.0,1.2396726401,112.0,1.0848223732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,0.8600587461333333,0.980208544915974,3.0,113.0,0.1439851105,114.0,1.9771987867,115.0,0.45899234120000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
