,-0.13710301532325878,-0.11425251276938231,-0.09140201021550584,-0.06855150766162937,-0.04570100510775291,-0.02285050255387644,2.7755575615628914e-17,0.022850502553876495,0.04570100510775296,0.06855150766162943,0.0914020102155059,0.11425251276938239,0.13710301532325883,0.15995351787713527,0.18280402043101177,0.20565452298488826,0.2285050255387647,0.25135552809264117,0.2742060306465176,0.29705653320039416
thresh,-0.148528266600197,0.148528266600197,2,,,,,,,,,,,,,,,,,
unreg,1,0,0,4,31,647,4231,603,33,4,3,0,1,1,0,0,0,0,0,0
FruR,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['PP_3443'],[],[],[],[],[],[]
FruR_genes,[],[],[],[],[],[],[],['fruR' 'yjjV'],[],[],[],[],[],[],[],[],['fruB'],['fruA' 'fruK'],[],[]
