,A,FruR
R2,,0.3157491006427615
xmin,,-1.6336996105
xmid,,0.15086237625906176
xmax,,2.344910377333333
ystart,,-0.03069488606758075
yend,,11.61804652447355
ALE:GalactoseA5:1.0,-3.198036380106679,-0.3117555339999995
ALE:GalactoseA5:2.0,-3.1063293330403705,-0.4996471939999996
ALE:GalactoseA6:1.0,-2.451096534852091,-0.194051537
ALE:GalactoseA6:2.0,-3.0505330021045785,0.0864906130000005
ALE:GalactoseA8:1.0,-2.3697916425591923,-0.3317471629999993
ALE:GalactoseA8:2.0,-3.253552365858808,-0.4562870639999996
ALE:IL_Control:1.0,0.3737662327613618,-0.2153237139999992
ALE:IL_Control:2.0,0.2573612209580305,-0.2737767769999992
ALE:IL_Control:3.0,0.1428263839553142,0.3847400200000006
ALE:IL_Control:4.0,-0.7739538383174741,0.1043604710000005
ALE:IL_TEOH_OAc:1.0,-0.3646623574739181,-0.2161217479999999
ALE:IL_TEOH_OAc:2.0,-0.6998240896534352,0.5346453750000002
ALE:IL_TEA_HS:1.0,1.982230654462222,0.6556561750000007
ALE:IL_TEA_HS:2.0,-0.1671667214357689,0.2012856850000002
ALE:IL_Mixed:1.0,-0.0600444741397121,0.9290345680000004
ALE:IL_Mixed:2.0,-0.3197934952557503,0.5462899510000003
ALE:IL_PP5350:1.0,-3.879679328440927,0.1558726780000006
ALE:IL_PP5350:2.0,-4.852218356925466,0.3074503060000007
ALE:IL_T8:1.0,-4.696068131181972,-0.5664794399999993
ALE:IL_T8:2.0,-4.178633709382004,-0.0083754759999994
ALE:IL_T9:1.0,-3.118001679173413,-0.4400683009999993
ALE:IL_T9:2.0,-3.727352474738318,-0.6122305739999998
ALE:IL_Control2:1.0,-1.0927393315553169,0.0851104120000005
ALE:IL_Control2:2.0,-0.5722032088112912,0.2334757900000008
ALE:IL_Glc+Ace:1.0,-0.9736188270190608,0.3389097620000001
ALE:IL_Glc+Ace:2.0,-0.5652041688274079,0.3531858980000004
ALE:XyloseA1:1.0,-2.517992445375832,-0.219493108
ALE:XyloseA1:2.0,-1.8148773758508685,0.0162748250000008
ALE:XyloseA2:1.0,-3.712140910565177,-0.1172793809999994
ALE:XyloseA2:2.0,-3.9168778217276734,0.1690465010000004
ALE:XyloseA3:1.0,-3.394299841515261,0.0957426870000004
ALE:XyloseA3:2.0,-2.875721441748978,0.02978885
ALE:XyloseA4:1.0,-2.432053124760144,0.2093273560000002
ALE:XyloseA4:2.0,-3.2127650231848204,0.074565175
Aromatic:Coumarate:1.0,-0.3726742787665706,0.3187587870000006
Aromatic:Coumarate:2.0,-2.0802133104569287,0.4220319190000006
Aromatic:Coumarate:3.0,-2.086784847503388,0.7184719320000004
Aromatic:Coumarate+ferulate:1.0,-2.675991361483901,0.357810417
Aromatic:Coumarate+ferulate:2.0,-2.567557548710902,0.5017882469999999
Aromatic:Coumarate+ferulate:3.0,-2.724742352905496,0.3917636870000005
Aromatic:Ferulate:1.0,-0.0453890538121557,0.5299536489999999
Aromatic:Ferulate:2.0,-0.4012185790855894,0.351093675
Aromatic:Ferulate:3.0,-0.6120470742953731,0.4057239850000003
Aromatic:Glucose:1.0,-0.3012277054255747,-0.0386969139999999
Aromatic:Glucose:2.0,0.2416715237827665,-0.1356165489999998
Aromatic:Glucose:3.0,0.0595561818624472,0.1743134630000002
Bioreactor1:24h:1.0,0.5484657957643949,-0.1105787310000003
Bioreactor1:24h:2.0,-0.5484657960055819,0.1105787310000003
Bioreactor2:S_0min:1.0,-0.4791839028619458,-0.1132250126666667
Bioreactor2:S_15min:1.0,0.8259694462379096,0.1238602703333331
Bioreactor2:P1_15min:1.0,1.066073299774819,-0.057670198666667
Bioreactor2:P3_15min:1.0,0.2978542183697836,0.3898071203333333
Bioreactor2:P5_15min:1.0,0.9235724331517472,-0.2545783036666669
Bioreactor2:S_1h:1.0,0.8087756418960618,0.0929899363333333
Bioreactor2:S_3h:1.0,0.6119344986941087,-0.0980013876666667
Bioreactor2:S_9h:1.0,-0.3169742012281217,0.5427934223333328
Bioreactor2:S_25h:1.0,0.3076620020568406,0.1876075443333333
Bioreactor2:P1_25h:1.0,-0.4036525717646391,0.3088330103333332
Bioreactor2:P3_25h:1.0,1.1002706254665673,0.187763164333333
Bioreactor2:P5_25h:1.0,1.2310163479179448,-0.0290091066666668
Bioreactor2:S_0min:2.0,1.4889069848404306,0.2551529203333333
Bioreactor2:S_15min:2.0,1.1910941219306026,0.0083449483333333
Bioreactor2:P1_15min:2.0,0.0758514700623706,0.3571126383333332
Bioreactor2:P3_15min:2.0,1.2262099091699517,0.3974665203333329
