,A,Rok
R2,,0.09915385744569194
xmin,,-2.878546016775527
xmid,,0.2573118239058322
xmax,,2.0638537503741734
ystart,,-0.2937338672356924
yend,,-10.874146264261658
amb:ctrl:1,0.2892451107045181,-0.18918617277449634
amb:ctrl:2,-0.7901341283563753,-0.026169412858763508
amb:ctrl:3,0.5008890176518894,0.21535558563325985
amb:amb:1,0.8857832867299121,-0.3852780313398228
amb:amb:2,0.10548062341689483,0.1996480886546053
amb:amb:3,2.313936938073668,0.3470055602088671
ave1:ctrl_5m:1,0.3865706115938095,-0.002537485620868196
ave1:vdave1_5m:1,0.009755268029241593,0.09666013655399476
ave1:ctrl_20m:1,-2.0154042661423275,0.022124735884352376
ave1:vdave1_20m:1,-1.558492173235776,-0.13084359382655464
ave1:supernatant_5m:1,-0.28592081173825545,0.11299540319799385
ave1:vnave1_20m:1,-0.9364332918782836,-0.16915803044097544
ave1:supernatant_20m:1,-1.3837291398724605,-0.08176949567790359
ave1:ctrl_5m:2,-0.3865706115937904,0.002537485620868196
ave1:vdave1_5m:2,-0.8484305318334052,0.05405420530990135
ave1:ctrl_20m:2,-0.27022570054986217,-0.008437304525255485
ave1:vdave1_20m:2,-1.5985245176799627,-0.1970837254597857
ave1:supernatant_5m:2,-3.416581130200637,-0.06464302922380583
ave1:vnave1_20m:2,-1.1384818919974415,-0.031608079634773745
ave1:supernatant_20m:2,0.5413299618498773,0.22110792269770485
biofilm_time:8h:1,-0.7099065048313461,0.052621520797965005
biofilm_time:8h:2,0.4667547694270191,-0.08724803891014865
biofilm_time:8h:3,0.9274622076192752,-0.005324971729075756
biofilm_time:8h:4,-0.6843104722149319,0.03995148984126118
biofilm_time:12h:1,0.3772656981827172,0.25725626007060143
biofilm_time:12h:2,1.2711862211870713,-0.1715239304268419
biofilm_time:12h:3,1.0599735785618831,-0.02767356426599044
biofilm_time:12h:4,1.2213416339479308,-0.1026337945814042
biofilm_time:16h:1,1.4069462788596596,-0.6454724945648049
biofilm_time:16h:2,1.8415853390140893,-0.6370402671471833
biofilm_time:16h:3,-2.0014704541926,-0.7351523342529571
biofilm_time:16h:4,-2.0609040537364147,-0.8686584217982478
biofilm_time:20h:1,-1.5929183004572975,-0.4693364085530227
biofilm_time:20h:2,4.051604168290032,-0.3298400250809266
