,A,SigB
R2,,0.5444977626047612
xmin,,-2.8598208058964625
xmid,,
xmax,,5.802569271928011
ystart,,-12.626405664251703
yend,,28.41184147403999
SRX8138083,0.2489874273712049,0.06536879090160319
SRX8138084,-1.913581377532911,-0.40481918822560026
SRX8138085,1.664593950161695,0.3394503973240006
SRX8138086,-1.3407370278618194,0.029996455357212067
SRX8138087,-2.988745778951408,-0.4889207374303854
SRX8138088,0.22616083165585066,0.3149256050264384
ERX4111143,5.7443541632717325,0.9266469343412816
ERX4111144,-0.6038513719680966,-0.3067443513552508
ERX4111145,-8.889651282286883,-1.3590880151339215
ERX4111146,-7.370782741543107,-1.243990642625849
ERX4111148,-5.413050359287635,-0.7015302727265187
ERX4111149,-8.2849624563959,-1.3481251003330763
ERX4111150,-9.193535654136566,-1.5015233731885775
ERX4111151,-5.744354163271775,-0.9266469343412816
ERX4111152,-5.416186899260914,-1.146887457702511
ERX4111153,-8.908087719414496,-1.4278148605473149
ERX4111154,-7.446524334375728,-1.2217640647911951
ERX4111156,3.6998794214138098,0.6153476079402953
ERX4111157,-7.992867479466693,-1.2646988289557122
ERX4111158,-8.664031198711484,-1.4880310301276982
SRX5577041,-1.3566808547827487,-0.25520643458095194
SRX5577042,0.4352075757791262,0.1612260986061642
SRX5577043,0.7542631565125146,0.0780375281440211
SRX5577044,0.16721012249109102,0.01594280783076485
SRX5577045,7.775565308569885,0.7129583802654977
SRX5577046,4.340983232118825,0.7292543248314125
SRX5577047,2.575586779347593,0.6734525014217301
SRX5577048,2.0814876146939474,0.6153357427929311
SRX5577049,-3.5675262762327478,0.15326942367669186
SRX5577050,-3.261149501256329,-0.18277871037401106
SRX5577051,-1.7412806589488183,0.4000585433832686
SRX5577052,-2.064211266015262,0.34083230148044663
SRX5577053,-7.566663987857357,-1.8224118985254296
SRX5577054,-13.300997025835795,-2.062321209839628
SRX5577055,-6.406161345304634,-1.8154006012983055
SRX5577056,-11.478160022979848,-1.7018268591604515
SRX5577057,-8.926940144330858,-2.2855104910638
SRX5577058,-11.55992364048063,-1.5035813474588233
SRX5577059,-12.052014076644475,-2.0093475733158206
SRX5577060,-12.339273462733052,-1.8440801345075477
SRX5577061,-1.9383066711124552,-1.8410000979243133
SRX5577062,-6.224275429993929,-0.4387503957943704
SRX5577063,-11.360885568006315,-1.400191059641072
SRX5577064,-5.512652691801354,-1.909910685183327
SRX5577065,-10.537777848577413,-1.4626177482348215
SRX5577066,-3.9907692081862285,-1.2781852526685302
SRX5577067,-3.1541345152362386,-1.4856369383192425
SRX5577068,-5.285209072982638,-1.2670534855366269
SRX533166,0.14391509948356296,0.13549950993882476
SRX533171,-0.14391509948353154,-0.13549950993882476
SRX533786,-0.587220483961805,0.42318428066565694
SRX533787,-2.5358958084289944,-0.10686421172076432
SRX533789,0.3994398826622764,0.2757249814572287
SRX533791,-1.8420833618132257,0.02798447549425553
SRX533792,0.6885244995779525,0.3037322380161029
SRX533793,-1.8168669704492166,-0.19621636772950699
SRX533794,-1.1619532455019494,-0.26560552789068304
SRX533795,-0.2706205539096522,0.09941904339657626
SRX4703435,1.8187432843861069,0.11304475223492184
SRX4703436,-1.1743999579955016,0.09761618540754567
SRX4703437,-0.6443433263906059,-0.21066093764246752
SRX4703438,9.532184074434532,1.2993447498187845
SRX4703439,7.782485838342353,1.0076792463246471
SRX4703440,9.708320944362887,1.2848920268855863
SRX6902408,-6.010764609514526,-0.8322194451272313
SRX6902409,-10.75660303841448,-1.6915777019336409
SRX6902410,-6.426867724977754,-1.0376261812320742
SRX6902411,-11.97345294873542,-2.1847977973355075
SRX6902412,-14.980617403368461,-2.7654592238587767
SRX6902413,-13.373432437255072,-2.0826187593673264
SRX6902414,-0.2154323750362956,0.04243930702277332
SRX6902415,0.21543237503628412,-0.0424393070227751
SRX5278698,3.0761342414173987,0.14353824145598806
SRX5278699,0.9558463060420184,0.43991078448183
SRX5278700,-4.031980547459421,-0.5834490259378189
SRX5278701,-1.3332268260100433,0.05399280570973808
SRX5278702,-2.168894393376661,0.2624513461162001
SRX5278703,-2.9471692568026024,0.42821761119219737
SRX5278704,13.837943980103974,2.041367175146571
SRX5278705,14.90774884018582,1.7367946773884515
SRX5278707,9.943317533829305,1.5619286525643767
SRX5278708,11.799681528970137,1.9928613729308384
SRX5278709,11.649267604261551,2.4426771491189934
SRX5278710,-3.528514084452372,-0.2533796294444235
SRX5278711,-0.4892755617906354,0.3553599391884523
SRX5278713,-2.342802601121163,0.6608322972623437
SRX5278714,8.858380845353238,2.326769708455772
SRX5278715,15.758499167025454,1.7871859400520291
SRX5278716,-2.3456085014582326,-0.0010715012964670476
SRX5278717,-0.07581184966175235,-0.1592714033099547
SRX5278718,-2.2147908601209347,-0.4611563316707698
SRX5278719,0.1749671722441327,1.2419532790913663
SRX5278720,2.5039443851822796,0.5771343374638711
SRX5278721,0.22458392641240127,0.5894367832292113
SRX1254783,28.21421404226518,3.343429420647442
SRX1254784,37.48798528431942,4.349088658923485
SRX1254785,32.29660558355589,3.976282749111686
SRX1254786,37.01847007485737,4.154188619823284
SRX1473807,0.9978216050698056,0.3057361601170783
SRX1473808,-2.232776057231396,-0.6801123843985408
SRX1473809,1.2349544521616134,0.37437622428146256
SRX7520944,-0.18490776435577888,0.03763076724771608
SRX7520945,-0.1101317942440464,0.05862964123055825
SRX7520946,0.22491066527135614,-0.08275030451873455
SRX7520947,0.0701288933284955,-0.013510103959539776
SRX7520948,-16.56208514798133,-1.4817854500206131
SRX7520949,-16.760134876328436,-1.6235514388025718
SRX7520950,-5.661791999295871,-0.39770213501563134
SRX7520951,-5.604722409445679,-0.4777862537443287
SRX959206,-1.3091006573354957,-0.047009298303167135
SRX959207,-0.26521549715483395,0.06430802925133783
SRX959208,-0.5474609842343541,0.04766326856397285
SRX959209,-1.2527227201175306,-0.19859340676978832
SRX959210,-3.3203071353702227,-0.11066038094284814
SRX959211,-2.2232743581323056,0.12262129346758233
SRX959212,-0.17885623412397106,0.04063111175704215
SRX959213,1.2273241762597564,0.00812501097983187
SRX959214,-0.5517365472452311,0.015655366530401338
SRX959215,0.008208769686080225,-0.17033263008304902
SRX959216,-0.684192308956333,-0.11428390406527188
SRX959217,0.17925214437966094,0.2202050448810509
SRX3269802,1.0383931847048988,0.2993308234552297
SRX3269803,-1.0383931847049066,-0.2993308234552288
SRX3269804,-1.7953479157047338,-2.0325265339731966
SRX3269805,-0.6753006912267531,-0.7219328851706015
SRX3269806,-1.1472496345895422,-1.014230815400575
SRX3269807,-3.838218451934604,0.9096113872205908
SRX3269808,-0.7806867713551029,0.7256843902892083
SRX3269809,-0.2532408416032766,1.034673338237802
SRX3269810,-0.285008627185826,0.8717761417013827
SRX3269811,0.2175322606727676,1.0098890190233458
SRX2529102,0.17569489711866945,0.3480415446391341
SRX2529103,-0.17569489711866104,-0.3480415446391341
SRX2529104,-0.8170660005017639,1.3464059249111742
SRX2529105,0.25000767323052114,0.7835838899435901
ERX1981712,3.100263314076269,-0.7355430905119311
ERX1981713,1.9170505476425164,-1.4419618474117373
ERX1981714,1.2071695811528396,-1.3966808995418925
ERX1981715,-0.5042831527948819,0.3198320937772827
ERX1981716,-0.41832919736628105,-0.23408592728100966
