,-0.06290651456323716,-0.05322858924581606,-0.04355066392839496,-0.03387273861097386,-0.02419481329355276,-0.01451688797613166,-0.0048389626587105605,0.004838962658710547,0.01451688797613164,0.024194813293552733,0.03387273861097384,0.04355066392839495,0.05322858924581604,0.06290651456323713,0.07258443988065826,0.08226236519807935,0.09194029051550044,0.10161821583292154,0.11129614115034263,0.12097406646776375
thresh,-0.04838962658710551,0.04838962658710551,2,,,,,,,,,,,,,,,,,
unreg,1,1,3,24,146,668,1589,1139,390,88,24,12,8,4,2,3,1,1,0,0
SigB,1,0,1,2,3,12,26,27,22,25,18,23,24,16,9,9,0,3,0,0
unreg_genes,['efp'],['BSU_36739'],[],[],[],[],[],[],[],[],[],[],['sspN' 'ykzE' 'kbfO' 'yopB' 'yqgC' 'bsdA' 'pelA' 'rsoA'],['yorA' 'maeS' 'BSU_04745' 'cypD'],['yxxB' 'yqjF'],['ydjJ' 'yjlB' 'BSU_02585'],['mstX'],['cdaS'],[],[]
SigB_genes,['gsiB'],[],['ybyB'],['mgsR' 'yhxD'],['ywjC' 'akrN' 'yyzG'],"['ydzE' 'cypE' 'yqjL' 'galM' 'ywzA' 'ppuG' 'rsbS' 'rsbU' 'ohrB' 'glxK'
 'mapB' 'guaN']","['ydaS' 'gabD' 'csbD' 'rsbRA' 'ydeC' 'gspA' 'rsbT' 'yuzA' 'dctB' 'yceH'
 'dacC' 'recO' 'secG' 'ytfP' 'cdd' 'ypuB' 'katX' 'rimP' 'yydC' 'ytkK'
 'luxS' 'sufL' 'yceF' 'rulQ' 'rulR' 'yceG']","['yceC' 'nusA' 'era' 'yceD' 'ywmE' 'yceE' 'plsC' 'yflH' 'ypuC' 'yflT'
 'yxjI' 'ytiB' 'ycbP' 'sufLB' 'yczO' 'ysnF' 'pgoN' 'phoP' 'infB' 'phoR'
 'yqzL' 'ymaE' 'nhaX' 'disA' 'trxA' 'ylxP' 'ykzI']","['yjgD' 'yfhK' 'ydaF' 'ytkL' 'ispF' 'opuD' 'ywjB' 'yxzF' 'ydfP' 'menE'
 'sodA' 'ywsB' 'pgl' 'clpP' 'yyzH' 'yflI' 'smpB' 'radA' 'hpf' 'dps' 'nadE'
 'menC']","['yfkT' 'farP' 'ypuC' 'yfkQ' 'ymzB' 'ytkC' 'rbfA' 'yvgO' 'yoxC' 'yqhP'
 'ydfO' 'csbC' 'clsC' 'yxbG' 'ywmF' 'spxA' 'clpC' 'ydbD' 'yocB' 'ispD'
 'yfkR' 'ywsA' 'ydaN' 'ipi' 'katE']","['yycD' 'yhcM' 'ydaD' 'rsbRD' 'bmrR' 'yebG' 'ysdB' 'poxB' 'yqhQ' 'brxJ'
 'ydaM' 'ydaL' 'lyxE' 'yfkS' 'nnrA' 'ykzN' 'yfhD' 'rnr']","['yflD' 'yjbC' 'ytxH' 'ykzC' 'yvzE' 'aag' 'ctc' 'estA' 'epsK' 'ycdF' 'fin'
 'yjgC' 'yacL' 'yitT' 'ywjA' 'yxaB' 'yflB' 'ycdG' 'iolW' 'yjzE' 'gtaB'
 'rpmEB' 'ywlB']","['yjgB' 'yxjJ' 'yugU' 'pth' 'yvbG' 'mcsB' 'ydaT' 'yfhO' 'csbX' 'bmrU'
 'yuzH' 'yhdF' 'spo0E' 'ygxB' 'sleL' 'ytxG' 'suhB' 'ydhK' 'cypC' 'bmr'
 'yxnA' 'ypuD' 'yvrE' 'yfkJ']","['aldY' 'bofC' 'yoaA' 'mcsA' 'ydaG' 'ephM' 'epsJ' 'ddaH' 'yxiS' 'csbA'
 'yaaI' 'rbn' 'rsbV' 'ctsR' 'yqhB' 'ywtG']",['mscT' 'ydaC' 'chaA' 'yflA' 'csbB' 'yfhE' 'yerD' 'spdL' 'yfkI'],['yocK' 'yybO' 'ytaB' 'rsbW' 'yebE' 'sigB' 'yfhF' 'yfkD' 'rsbX'],[],['yoxB' 'yqxL' 'opuE'],[],[]
