,-0.09435978967011827,0.0,0.09435978967011827,0.18871957934023653,0.2830793690103548,0.37743915868047306,0.47179894835059133,0.5661587380207096,0.6605185276908279,0.7548783173609461,0.8492381070310644,0.9435978967011827,1.037957686371301,1.1323174760414192,1.2266772657115375,1.3210370553816557,1.415396845051774,1.5097566347218923,1.6041164243920105,1.6984762140621288
thresh,-0.04717989483505913,0.04717989483505913,2,,,,,,,,,,,,,,,,,
unreg,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TorR,1,7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
TorR_genes,['torR'],['tnaB' 'gadX' 'hdeB' 'tnaA' 'hdeA' 'yhiD' 'gadA'],[],[],[],[],['torD'],['torA'],['torC'],[],[],[],[],[],[],[],[],[],[],[]
