,b4496_2
control__wt_glc__1,3.3787710534
control__wt_glc__2,3.7663041394
fur__wt_dpd__1,3.6036619125
fur__wt_dpd__2,3.78899197
fur__wt_fe__1,2.7902590892
fur__wt_fe__2,2.8596141676
fur__delfur_dpd__1,4.0724077626
fur__delfur_dpd__2,3.8354841461999998
fur__delfur_fe2__1,2.8785101935
fur__delfur_fe2__2,3.5282495055
acid__wt_ph5__1,3.4621031193
acid__wt_ph5__2,3.4316602532
acid__delgadx_ph5__1,2.8479841475
acid__delgadx_ph5__2,3.3459245015
acid__delgadw_ph5__1,3.3560190075
acid__delgadw_ph5__2,3.3209242372
acid__delgade_ph5__1,3.4973807882
acid__delgade_ph5__2,3.1546352501
oxidative__wt_pq__1,3.616180314
oxidative__wt_pq__2,3.6540064883000003
oxidative__deloxyr_pq__1,3.4560738817
oxidative__deloxyr_pq__2,3.4462661613
oxidative__delsoxr_pq__1,3.7615588232
oxidative__delsoxr_pq__2,3.5619986698
oxidative__delsoxs_pq__1,4.4432933871
oxidative__delsoxs_pq__2,4.2234669699
nac_ntrc__wt_csn__1,4.2051851332
nac_ntrc__wt_csn__2,4.0905999445
nac_ntrc__wt_cytd__1,3.5467877286
nac_ntrc__wt_cytd__2,4.2892204821
nac_ntrc__wt_gln__1,4.5938595015
nac_ntrc__wt_gln__2,4.1236766632
nac_ntrc__bw_delnac_csn__1,3.3969331724
nac_ntrc__bw_delnac_csn__2,3.8339322163
nac_ntrc__bw_delnac_cytd__1,2.9153779052
nac_ntrc__bw_delnac_cytd__2,2.7363250996
nac_ntrc__bw_delnac_gln__1,3.7113136197000003
nac_ntrc__bw_delnac_gln__2,3.0883722596
nac_ntrc__bw_delnac_nh4__1,2.6597740041
nac_ntrc__bw_delnac_nh4__2,3.1634262066
misc__wt_no_te__1,3.4979512241
misc__wt_no_te__2,3.5624115805
misc__bw_delcbl__1,2.8333280242
misc__bw_delcbl__2,2.6917896188
misc__bw_delfabr__1,1.781122371
misc__bw_delfabr__2,2.1419710566
misc__bw_delfadr__1,3.0869972214
misc__bw_delfadr__2,2.824988628
misc__nitr_031__1,3.9482111004
omics__wt_glu__1,3.4532452788
omics__wt_glu__2,3.0652395334
omics__wt_gly__1,2.9601099373
omics__wt_gly__2,2.8948236007
omics__wt_thr__1,4.1622936131
omics__wt_thr__2,4.1278654681
omics__bw_ac__1,4.0947811034
omics__bw_ac__2,4.6795630376
omics__bw_fum__1,3.9726600259
omics__bw_fum__2,4.1398517103
omics__bw_glc__1,4.0548947457
omics__bw_glc__2,4.2238032018
omics__bw_pyr__1,3.5155040014
omics__bw_pyr__2,3.9703418285
ompr__wt_nacl__1,3.8802089780999998
ompr__wt_nacl__2,4.1673632552
ompr__bw_delompr_nacl__1,4.0034266911
ompr__bw_delompr_nacl__2,3.9766951156
minspan__wt_ade__1,4.5107407845
minspan__wt_glc__1,3.7486705213000002
minspan__wt_glc__2,3.9941033424
minspan__wt_glc__3,4.3018387106
minspan__wt_glc__4,4.2325099528
minspan__wt_glc_anaero__1,3.8677684263
minspan__wt_glc_anaero__2,5.0852177693
minspan__wt_trp__1,4.0173558382
minspan__bw_delcra_glc__1,4.1597779758
minspan__bw_delcra_glc__2,4.101671933
minspan__bw_delcra_trp__1,4.4735143533
minspan__bw_delmntr__1,3.0395680596
minspan__bw_delnac_ade__1,4.0679076355
minspan__bw_delnac_glc__1,4.0071415406
cra_crp__wt_ac__1,3.8417191578
cra_crp__wt_ac__2,4.0452634708
cra_crp__wt_fru__1,3.2556093086
cra_crp__wt_fru__2,3.6853791897
cra_crp__delcra_ac__1,3.8364821788
cra_crp__delcra_ac__2,3.6462119043
cra_crp__delcra_fru__1,3.2601561104
cra_crp__delcra_fru__2,3.7152966719
cra_crp__delcra_glc__1,3.1117210424
cra_crp__delcra_glc__2,2.5775976991
rpoB__wt_031__1,4.2757214625
rpoB__wt_044__1,3.9122892837
rpoB__wt_lb__1,2.6566406767
rpoB__wt_lb__2,3.4771983683
rpoB__rpoBE546V_031__1,4.372107891
rpoB__rpoBE546V_044__1,3.2746888357
rpoB__rpoBE546V_lb__1,3.6431425357
rpoB__rpoBE546V_lb__2,3.5229685259
rpoB__rpoBE546V_glc__1,3.4536309333
rpoB__rpoBE672K_glc__1,2.0681999508
rpoB__rpoBE672K_glc__2,2.1752263642
rpoB__rpoBE672K_lb__1,1.8215876431
rpoB__rpoBE672K_lb__2,2.573346934
crp__wt_fru__1,3.6454071064
crp__wt_glyc__1,3.4252822907000002
crp__wt_glyc__2,2.6869238451
crp__delar1_glyc__1,2.703065771
crp__delar1_glyc__2,3.8735882975
crp__delar1ar2_glyc__1,3.6580715548000002
crp__delar1ar2_glyc__2,3.4891729619
crp__delar1ar2_glyc__3,3.5690827805
crp__delar2_glyc__1,3.9345457133
crp__delar2_glyc__2,3.9230140781
crp__delar2_glyc__3,4.3331675355
crp__delcrp_fru__1,3.5922493332
crp__delcrp_fru__2,3.5051857175
crp__delcrp_fru__3,3.3998627855
crp__delcrp_glc__1,2.4849877156
crp__delcrp_glc__2,3.0691795168000002
crp__delcrp_glc__3,3.3221064776
crp__delcrp_glyc__1,2.9224364352
crp__delcrp_glyc__2,2.398244133
crp__delcrp_glyc__3,3.0744652402
glu__glu_ale3__1,3.3349316115
glu__glu_ale4__1,2.9515061157
glu__glu_ale5__1,1.641086433
glu__glu_ale6__1,2.2576519299
glu__glu_ale8__1,2.7093637525
glu__glu_ale9__1,3.28948735
glu__glu_ale10__1,3.1597940664
42c__wt_42c__1,2.9752647062
42c__42c_ale1__1,2.8844002940999998
42c__42c_ale2__1,2.1323173576
42c__42c_ale3__1,2.1366449623
42c__42c_ale4__1,3.0526139483
42c__42c_ale5__1,2.8584172439
42c__42c_ale6__1,2.2748169184
42c__42c_ale8__1,3.1281593449
42c__42c_ale9__1,2.5836185439
42c__42c_ale10__1,3.2346652106000002
ssw__wt_ac__1,4.2733807397
ssw__wt_glc__1,3.9696931062000003
ssw__wt_glyc__1,3.9890390841
ssw__wt_xyl__1,3.7975660523
ssw__glc_ale1__1,3.7994375495
ssw__glc_ale2__1,3.5101860301
ssw__glc_ale3__1,3.6177400474
ssw__glyc_ale1__1,3.1150534494
ssw__glyc_ale2__1,3.6065079335
ssw__xyl_ale1__1,3.3434551719
ssw__xyl_ale2__1,3.7319021903
ssw__xyl_ale3__1,2.8084308321
ssw__glc_ac_ac2__1,3.7298059764
ssw__glc_ac_glc1__1,3.2538841352
ssw__glc_ac_glc2__1,2.941810639
ssw__glc_glyc_glc__1,3.6762933935
ssw__glc_glyc_glyc__1,3.8856915556000002
ssw__glc_xyl_glc__1,3.2389234243000002
ssw__glc_xyl_xyl__1,3.8582385483
pgi__glu4_delpgi__1,3.0475369958
pgi__pgi_ale1__1,3.4313535868000002
pgi__pgi_ale2__1,3.8975093387
pgi__pgi_ale3__1,2.9788238472
pgi__pgi_ale5__1,3.2302082031
pgi__pgi_ale6__1,3.6026532371
pgi__pgi_ale7__1,3.3642125776
pgi__pgi_ale8__1,3.2732867488
ica__wt_glc__1,2.6700849519
ica__wt_glc__2,2.723190091
ica__wt_glc__3,3.4630918427
ica__wt_glc__4,3.410797583
ica__arg_sbt__1,3.2893070333
ica__arg_sbt__2,2.6911607573
ica__cytd_rib__1,4.4250200353
ica__cytd_rib__2,4.2775326129
ica__gth__1,6.0410057847
ica__gth__2,6.0195130346
ica__leu_glcr__1,3.754921953
ica__leu_glcr__2,3.3668306341
ica__met_glc__1,2.867614
ica__met_glc__2,2.6385361346
ica__no3_anaero__1,3.4977163899
ica__no3_anaero__2,3.0047450508
ica__phe_acgam__1,2.6828848099
ica__phe_acgam__2,2.4665048806
ica__thm_gal__1,3.6975284726
ica__thm_gal__2,3.4985004373
ica__tyr_glcn__1,3.1558287479000002
ica__tyr_glcn__2,3.0340858815
ica__ura_pyr__1,3.6548913078
ica__ura_pyr__2,3.9001319435
ica__wt_glc__5,2.9824531153000002
ica__wt_glc__6,2.8872907473
ica__bw_delpurR_cytd__1,3.0714349118
ica__bw_delpurR_cytd__2,2.4084207109
ica__ade_glc__1,3.7563022906
ica__ade_glc__2,4.0718174039
ytf__wt_glc__1,4.2896612664
ytf__wt_glc__2,3.9371304068
ytf__delyafC__1,4.1660167396
ytf__delyafC__2,4.3131799282
ytf__delyeiE__1,3.8993972794
ytf__delyeiE__2,3.3830636963
ytf__delyiaJ__1,3.9530741261999998
ytf__delyiaJ__2,4.6362956494
ytf__delyieP__1,4.6884941056
ytf__delyieP__2,4.2453170595
ytf__wt_ph5__1,3.910093075
ytf__wt_ph5__2,3.7433189485
ytf__wt_ph8__1,3.2264938528
ytf__wt_ph8__2,3.4939121632
ytf__delybaO__1,3.9105338263
ytf__delybaO__2,4.1336625398
ytf__delybaQ__1,3.6824913837
ytf__delybaQ__2,3.7144163666
ytf__delybiH__1,3.721078838
ytf__delybiH__2,3.8246879954
ytf__delydcI_ph5__1,3.1267432036
ytf__delydcI_ph5__2,3.4968201812
ytf__delydcI_ph8__1,3.4990714799
ytf__delydcI_ph8__2,2.4133300761
ytf__delyddM__1,3.8382470214
ytf__delyddM__2,4.0801768224
ytf__delyheO__1,4.2129756127
ytf__delyheO__2,3.9679830407
fps__bw_glc__1,3.9593946801
fps__bw_glc__2,3.7689028369
fps__fps_thrA_ale1__1,4.3098584361
fps__fps_thrA_ale1__2,3.8161533055
fps__fps_thrA_ale2__1,4.0401182216
fps__fps_thrA_ale2__2,3.9214589732
fps__fps_serB_ale1__1,3.7387792614
fps__fps_serB_ale1__2,4.1800014109
fps__fps_serB_ale4__1,4.5632142762
fps__fps_serB_ale4__2,3.9922403619
fps__fps_ptsI_ale1__1,4.8686909872
fps__fps_ptsI_ale1__2,4.5970075261000005
fps__fps_ptsI_ale3__1,4.1898203571
fps__fps_ptsI_ale3__2,4.1687162788
pal__lyx_ale2_f6__1,4.8369212352
pal__lyx_ale2__1,3.7205399601
pal__lyx_ale2__2,2.9203818175
pal__lyx_ale4__1,3.7205399601
pal__lyx_ale4__2,2.9203818175
pal__5drib_ale10_f18__1,4.1578182157
pal__5drib_ale10_f18__2,4.6669455445
pal__5drib_ale10__1,4.6989205589
pal__arab_ale14_f9__1,3.4266589315
pal__arab_ale14_f9__2,4.0799255017
pal__arab_ale14__1,2.6009332967
pal__arab_ale14__2,1.3807447558
pal__arab_ale16__1,3.7570867539
pal__arab_ale16__2,4.5414851301
pal__tartr_ale26_f10__1,4.8133178315
pal__tartr_ale26_f10__2,4.3277574651
pal__tartr_ale26__1,3.8784731702
pal__tartr_ale26__2,3.6783122876
pal__tartr_ale28_f10__1,4.4871751584
pal__tartr_ale28_f10__2,4.5991689158
pal__tartr_ale28__1,3.3021673799
pal__tartr_ale28__2,3.1238929203
efeU__delmenFentC_citr__1,3.2226123734
efeU__delmenFentC_citr__2,3.4878655684
efeU__delmenFentC__1,4.1345499291
efeU__delmenFentC__2,3.9200472423
efeU__menFentC_ale39__1,3.535127744
efeU__menFentC_ale39__2,3.5417501629
efeU__menFentC_ale29__1,4.010676938
efeU__menFentC_ale29__2,2.9856402449
efeU__menFentC_ale30__1,3.2517744972
efeU__menFentC_ale30__2,2.5843642444
efeU__menFentCubiC_ale36__1,3.1450790267
efeU__menFentCubiC_ale36__2,3.8584185307
efeU__menFentCubiC_ale37__1,4.1068174573
efeU__menFentCubiC_ale37__2,3.4826429991
efeU__menFentCubiC_ale38__1,3.68255648
efeU__menFentCubiC_ale38__2,3.6023442851
