sample,new_574025_574105_c
LBexp_1,9.8917
LBexp_2,10.0356
LBexp_3,9.6753
LBtran_1,10.5209
LBtran_2,10.3437
LBtran_3,10.4901
LBstat_1,9.8549
LBstat_2,9.698
LBstat_3,9.3354
LBGexp_1,9.1711
LBGexp_2,9.851
LBGexp_3,9.9259
LBGtran_2,9.6745
LBGtran_3,10.2537
LBGstat_1,8.6553
LBGstat_2,8.3601
LBGstat_3,9.27
S0_1,9.8927
S0_2,9.6419
S0_3,9.6824
S1_1,10.6025
S1_2,11.0247
S1_3,10.8562
S2_1,10.4924
S2_2,10.3454
S2_3,10.016
S3_1,10.2138
S3_2,10.2045
S4_1,9.8581
S4_2,9.6974
S4_3,9.2789
S5_1,9.3899
S5_2,9.5714
S5_3,9.6348
S6_1,9.0345
S6_2,8.3055
S6_3,9.3295
S6/t_1,9.4543
S6/t_2,8.0607
S6_4,8.919
S6_5,9.2592
S6_6,9.3123
S7_4,9.6611
S7_5,9.7064
S7_6,9.8092
S8_4,9.4677
S8_5,9.6941
G135_1,9.3796
G135_3,8.4041
G150_1,9.4794
G150_2,9.7461
G150_3,9.7583
G180_1,9.1172
G180_2,9.3887
G180_3,8.885
C30_1,9.5545
C30_2,9.6544
C90_1,10.0257
C90_2,9.995
BI_1,9.7871
BI_2,10.1327
BC_2,10.4861
BC/t_1,10.089
BC/t_2,10.4113
BC_1,10.125
Sw_1,10.1156
Sw_2,10.6305
BT_1,9.6125
BT_2,8.8762
B36_1,9.439
B36_2,9.433
B60_1,9.8285
B60_2,10.1039
M9exp_1,10.6295
M9exp_2,10.1439
M9exp_3,9.9885
M9tran_1,9.9317
M9tran_2,10.1374
M9tran_3,9.9921
M9stat_1,9.0609
M9stat_2,8.9631
M9stat_3,8.888
M+G_1,10.3061
M+G_2,9.9117
M+G_3,10.156
Glu_1,10.2204
Glu_2,10.2477
Glu_3,10.3988
Fru_1,10.4444
Fru_2,10.4536
Fru_3,10.0657
Mal_1,9.4801
Mal_2,9.9824
Mal_3,10.1781
G+S_2,9.7929
G+S_3,9.7023
Pyr_1,9.6052
Pyr_2,9.846
Pyr_3,9.734
Gly_1,9.744
Gly_2,10.3854
Gly_3,9.0814
Glucon_1,9.7114
Glucon_2,9.9565
Glucon_3,9.2632
aero_1,9.9311
aero_2,9.6093
aero_3,10.0158
nit_1,9.4687
nit_2,10.065
nit_3,9.3963
ferm_1,9.6063
ferm_2,8.9635
ferm_3,9.3243
T-5.40H_1,10.7023
T-4.40H_1,10.2856
T-3.40H_1,10.4518
T-2.40H_1,10.0445
T-1.40H_1,10.1502
T-1.10H_1,10.4794
T-0.40H_1,10.336
T0.0H_1,10.2164
T0.30H_1,9.637
T1.0H_1,9.3714
T1.30H_1,9.3744
T2.0H_1,9.4634
T2.30H_1,10.2702
T3.0H_1,10.0311
T3.30H_1,10.3695
T4.0H_1,10.5342
T5.0H_1,10.025
HPh_1,10.2347
HPh_2,9.6826
HPh_3,10.1097
LPh_1,9.9523
