,-0.10738033844578014,-0.08948361537148344,-0.07158689229718675,-0.05369016922289005,-0.03579344614859335,-0.017896723074296655,4.163336342344337e-17,0.017896723074296753,0.035793446148593436,0.05369016922289012,0.07158689229718683,0.08948361537148354,0.10738033844578022,0.1252770615200769,0.14317378459437363,0.16107050766867032,0.178967230742967,0.19686395381726368,0.21476067689156036,0.2326573999658571
thresh,-0.0805352538343351,0.0805352538343351,2,,,,,,,,,,,,,,,,,
unreg,1,1,0,5,66,783,2700,598,56,14,2,5,6,2,1,0,0,1,0,0
DegU,0,0,0,0,2,7,33,25,5,2,0,3,5,1,0,0,1,0,0,0
unreg_genes,['rsh'],['efp'],[],[],[],[],[],[],[],[],[],['yfjD' 'rtbD' 'rttN' 'yfjC' 'yczC'],['yxiC' 'yhdX' 'yjhB' 'ywqI' 'ywqH' 'yfjB'],['yjhA' 'yxiB'],['yfjA'],[],[],['BSU_02785'],[],[]
DegU_genes,[],[],[],[],['yxjJ' 'comFB'],['yvyF' 'flgB' 'comFC' 'yxjI' 'sigD' 'sipT' 'swrAAn'],"['minJ' 'swrB' 'flgC' 'fbnA' 'comK' 'cheD' 'comFA' 'fliR' 'swrD' 'aprE'
 'aspP' 'flgN' 'flhB' 'cheC' 'fliE' 'flgM' 'flgK' 'flgL' 'flhF' 'degS'
 'fliL' 'cheB' 'flhG' 'fliM' 'yviE' 'cheA' 'fliP' 'swrAAc' 'fliY' 'fliZ'
 'fliF' 'bpr' 'fliQ']","['levB' 'flhA' 'cheW' 'cheY' 'flgD' 'capA' 'fliG' 'wapI' 'wapA' 'fliK'
 'tkmA' 'epr' 'ptkA' 'fliI' 'ptpZ' 'csrA' 'fliW' 'fliH' 'sacB' 'uglF'
 'ylxF' 'flgE' 'degU' 'fliJ' 'edmS']",['sacY' 'capC' 'sacX' 'capB' 'bznD'],['bslA' 'degQ'],[],['yukE' 'yueC' 'yukD'],['yueB' 'yukAB' 'yvcB' 'yvzA' 'yukC'],['yvcA'],[],[],['ycdA'],[],[],[]
