,A,DegU
R2,,0.41710790170381096
xmin,,-2.8119355942867568
xmid,,0.15647164098276517
xmax,,2.159423930283745
ystart,,-0.039277109785515574
yend,,19.98819723067181
SRX8138083,1.5294710699372838,0.015289314218542847
SRX8138084,-0.9243457566929592,-0.11227479918272733
SRX8138085,-0.6051253132443157,0.09698548496418713
SRX8138086,-0.3320454121602001,-0.02027907136020257
SRX8138087,-1.0931163184251806,-0.11939798558353855
SRX8138088,-1.1652218115597262,0.16090329491056554
ERX4111143,-0.16682360055746998,-0.015460456802973256
ERX4111144,2.333169668793696,-0.12786071848157032
ERX4111145,1.0420788719705385,0.14153017382174227
ERX4111146,-0.9836942697762776,-0.13120447857530682
ERX4111148,-0.13933994699720334,0.13091725972907398
ERX4111149,0.4803434164744299,-0.06501649648956942
ERX4111150,0.7902227734626509,0.05547541837961667
ERX4111151,0.1668236005574508,0.015460456802973256
ERX4111152,2.6283079315880395,-0.05266154367727083
ERX4111153,1.3538028817687349,0.10452031526203777
ERX4111154,-0.5674842090193102,-0.1123526565116162
ERX4111156,-1.738371700715828,0.0042436317229785905
ERX4111157,0.523579549168164,-0.038157337506306455
ERX4111158,0.8860553373904521,0.07974786912916798
SRX5577041,0.4880864407623949,-0.026017530342270945
SRX5577042,-0.2134946673616856,0.02105077338428529
SRX5577043,-0.05346503899378777,-0.000917682575742873
SRX5577044,-0.22112673440692288,0.0058844395337320785
SRX5577045,-2.028669210569676,0.2736770327117579
SRX5577046,-2.0406468461086105,0.6890799285738325
SRX5577047,-2.1346222945014617,0.8069757935778608
SRX5577048,-2.2241433411537783,0.7986993938941271
SRX5577049,-5.095556020072517,-0.14745763064062345
SRX5577050,-4.52908020841266,-0.2430732388972085
SRX5577051,-5.4305272753475515,-0.19421139346827052
SRX5577052,-5.648857173451447,-0.26350081667947123
SRX5577053,-5.738138572231353,-0.022618552784674503
SRX5577054,-3.9381679408531203,0.04206559260114595
SRX5577055,-6.0785011107741775,-0.128381578752764
SRX5577056,-4.171162952362953,0.07376705707893905
SRX5577057,-3.230578323130266,0.0012400215041079574
SRX5577058,-3.7143221163003366,0.20602177780309286
SRX5577059,-1.76739214107463,0.19155679428442876
SRX5577060,-1.8236316104000683,0.22270525098678284
SRX5577061,-4.725657459868327,0.10227484398679644
SRX5577062,-2.6357665376868455,0.5853681537096111
SRX5577063,-2.0402193589936246,0.6396749445051579
SRX5577064,-5.339593988048692,0.08813391571876927
SRX5577065,-1.5125355310438788,0.3189840684381178
SRX5577066,-3.972129943767349,0.16762182151253313
SRX5577067,-4.409285161207566,0.20462674922048046
SRX5577068,-3.6043384713774103,0.3276241219873679
SRX533166,-1.1903394580169488,0.1542260828765727
SRX533171,1.1903394580169584,-0.1542260828765727
SRX533786,-2.273962766999234,0.011278236412406885
SRX533787,1.0200935980841332,-0.19174035705710324
SRX533789,-1.6497503571422687,-0.1550141452464615
SRX533791,0.4756592892522822,-0.21038461531452946
SRX533792,-2.3310361769908035,-0.1812654100038973
SRX533793,1.3351064453082435,-0.37056030597864975
SRX533794,0.7402354343024621,-0.21531296112916287
SRX533795,1.0196600404688545,-0.37761636869076654
SRX4703435,0.214348677791434,0.0746400396104221
SRX4703436,0.353117602962043,-0.011150579719035214
SRX4703437,-0.5674662807534965,-0.06348945989138688
SRX4703438,0.02630290518682315,-0.3538226510434468
SRX4703439,1.1099105019733808,-0.37853829615597423
SRX4703440,-0.04669569713694793,-0.1503006962491309
SRX6902408,-2.9754790565687625,-0.20244619932228505
SRX6902409,-2.947312390728304,-0.2289711000833829
SRX6902410,-3.1852792244866834,-0.10998098396031077
SRX6902411,-1.9348384979526825,-0.08594758216477416
SRX6902412,2.0495927631313835,0.11483906431751124
SRX6902413,0.7333520950345219,-0.21295090279867068
SRX6902414,0.2453210439371487,0.048951047685728
SRX6902415,-0.2453210439371408,-0.048951047685729776
SRX5278698,-1.0932640371666342,0.21115058597834668
SRX5278699,-1.0912500148454791,0.06726795550632403
SRX5278700,2.1845140520121125,-0.2784185414846689
SRX5278701,1.4666210860280038,0.4806858575258683
SRX5278702,2.798728152027559,0.4978907282515497
SRX5278703,3.483973055197961,0.5048533792544756
SRX5278704,0.3743011610941911,-0.6958063586318817
SRX5278705,0.03766193464608432,-0.8450925854243979
SRX5278707,0.30028512491103737,0.15229032996141711
SRX5278708,-1.105058585614652,0.6689583937798211
SRX5278709,-2.4060618878662727,0.7419595770892418
SRX5278710,0.408627328190273,0.5359896800066704
SRX5278711,-1.3909877380197075,0.8201748200274928
SRX5278713,6.837804947746738,1.1857720805779015
SRX5278714,4.928642424574163,1.2225918145694568
SRX5278715,4.536243213911066,1.1283471889025891
SRX5278716,13.33587307085687,0.9441448236595776
SRX5278717,9.823441615749696,0.7660603504840324
SRX5278718,17.88373712293829,0.6213541775517228
SRX5278719,14.450233284144574,1.3388548726709466
SRX5278720,10.845482212414447,1.350429627024489
SRX5278721,14.785299053468973,1.161416079579876
SRX1254783,-5.488200206942955,0.02706125651848001
SRX1254784,-4.076021930331832,0.8234811190843283
SRX1254785,-0.6694181555302986,1.7992448244010673
SRX1254786,-4.227156703871644,0.7634871267768704
SRX1473807,0.1725628419508624,0.035580634541913625
SRX1473808,-0.7095108240647218,-0.06100903087425635
SRX1473809,0.5369479821138362,0.025428396332343617
SRX7520944,0.8084139712915929,-0.16263153759804094
SRX7520945,1.8263068392178352,-0.14305958412975972
SRX7520946,-1.5373223176009143,0.16184359900131895
SRX7520947,-1.0973984929085052,0.14384752272647994
SRX7520948,14.543300399712207,1.367296131012325
SRX7520949,15.078906724353708,1.3747063771680326
SRX7520950,10.503247303978863,2.159423930283745
SRX7520951,11.250406332058372,2.1455462415342046
SRX959206,5.54644636704079,0.3881685646408917
SRX959207,4.1774508819841545,0.42097569355223374
SRX959208,5.727317632986968,0.638656028287282
SRX959209,5.702122648616848,0.4127418842303881
SRX959210,5.339905393647762,0.22391089939233133
SRX959211,6.940346557964822,0.3783576262653048
SRX959212,-0.025428780393576343,-0.01624862605456023
SRX959213,-0.05760008155961997,0.0980511018537813
SRX959214,-0.8037728359337655,0.029851464037474074
SRX959215,-0.413439882575635,0.05638180352658484
SRX959216,0.6381309086682593,-0.0652580831208196
SRX959217,0.6621106717943347,-0.10277766024245948
SRX3269802,0.012280889713731164,-0.0447989269986202
SRX3269803,-0.012280889713742131,0.044798926998618434
SRX3269804,1.3041841415707285,-0.468887479229057
SRX3269805,1.6377585057432154,-0.24696608728863545
SRX3269806,-0.644691722378398,-0.13541043223396446
SRX3269807,13.116802824128992,1.4616206863788648
SRX3269808,15.790784114324856,1.0487987233331209
SRX3269809,15.752430615593633,1.178561750604327
SRX3269810,15.813690375761395,1.179971431298302
SRX3269811,16.637792207081525,0.7965947837533864
SRX2529102,-1.72856506786861,-0.10897031843853178
SRX2529103,1.7285650678686162,0.10897031843853178
SRX2529104,-2.378745062900298,0.3340836858596168
SRX2529105,-2.3884903515878357,0.3323527939585125
ERX1981712,6.389931850327574,-0.2311409487815093
ERX1981713,6.414378031670825,0.5213035756053719
ERX1981714,8.197110063989726,0.7334729619174256
ERX1981715,1.5995906211807909,-0.18133315401370356
ERX1981716,-0.7637393410354579,-0.04971339574117728
ERX1981717,-0.8358512801453247,0.2310465497548835
ERX2274784,0.6696968067388721,-0.06463097573176846
ERX2274785,-2.2445620291166355,0.6107287709085999
ERX2274786,-0.5972741050846615,-0.0014075712537096052
ERX2274787,19.863352231378396,1.302676835393238
ERX2274788,20.43473315820121,1.161609689807093
ERX2274789,14.854715033950304,0.7234537307659963
ERX2274790,1.3271725824914886,0.18089496659777812
ERX2274791,-2.5906667856273558,0.6371924986484707
ERX2274792,-0.6861050738552871,-0.17999305377590513
ERX2274793,16.647577194764448,1.356485164837392
ERX2274794,13.492606884879784,1.2942280296319657
ERX2274795,17.946135526657578,1.1293314709297195
ERX2274796,-0.8363602827789811,-0.2469045242041901
ERX2274797,3.931255387537971,0.09137814802410027
ERX2274798,-3.0948951047589786,0.1555263761800898
ERX2274799,19.248919723259093,1.1260161791126206
ERX2274800,14.968136578939927,1.0576405589844926
ERX2274801,19.17564204813002,1.6710760353572924
ERX1819430,1.1488732996714652,-0.1328829217882932
ERX1819431,1.1155535528239502,-0.11960201635953906
ERX1819432,1.1618085130967113,-0.19661054090410526
ERX1819433,0.9224249128764253,-0.16060643977428324
ERX1819434,-2.836424851012472,-0.2791205690777643
ERX1819435,-1.2215028241581325,0.10428689188480432
ERX1819436,-1.8730703743561503,-0.2628049629677456
ERX1819437,0.045474789050665015,0.19598978500820508
ERX1819438,1.2363565766750342,0.0007215599645995496
ERX1819439,-0.6672417584150122,-0.11298877159281152
ERX1819440,2.473078647336791,0.00992853097664348
ERX1819441,-0.8774282508281125,-0.14148283465451605
ERX1819442,1.6000682743374446,0.2783990091131656
ERX1819443,0.8796381115048607,-0.09121787702749007
ERX1819444,1.9122119295151825,0.30906636249259023
ERX1819445,1.765762881008318,-0.05456313849715588
ERX3440914,-0.6608639064722358,-0.2646327263052095
ERX3440915,-0.6358741754394792,-0.15002806062213025
ERX3440916,0.9471026372396696,-0.10502339712182884
ERX3440917,-2.691943061613722,-0.3274126073090686
ERX3440918,3.4773785969467563,0.8050657375955952
ERX3440919,4.404132716465722,0.9053175632838936
ERX3440920,3.566229728294532,0.7819552932867184
ERX3440921,1.5215720628618126,-2.0210862441486794
ERX3440922,2.5651937174613657,-2.040467161429929
ERX3440923,4.569652863917205,-2.1900018827193346
ERX3440924,3.088512683031852,-1.6581815861894578
ERX3440925,-0.3720499196849062,0.025365886445527508
ERX3440926,3.968499132949923,-1.5334604427708207
ERX3440927,4.30836595680569,-1.5316424259812749
ERX3440928,5.684324838295328,-1.9881336996226888
ERX3440929,8.465519685340402,-2.8119355942867568
ERX3440930,7.9629382848873504,-2.087661081918812
ERX3440931,-0.13352341793204725,-2.1367885546848786
ERX3440932,3.4667012168487745,-2.1308628600061104
ERX3440933,1.7672227752134813,-1.8951888281040403
ERX3440934,2.972442050166148,-1.5907012730358696
ERX3440935,2.5592910303808303,-1.7277253037130995
ERX3440936,1.032913826157149,0.23926683985968203
ERX3440937,2.7772883718072245,-1.7501435612589704
ERX3440938,4.1631995222994105,-0.06045444806666377
ERX3440939,2.168195956050928,0.0002075369867018395
ERX3440940,1.1019782291051383,0.08376996994075814
ERX3440941,-0.8889404409212105,-0.09455108114076972
ERX3440942,-2.5547930349489176,-0.02313508588096358
ERX3440943,-0.52514248669843,0.17298361986444366
SRX5347612,1.844956426595972,0.14045855874006374
SRX5347613,-2.6558923296767785,-0.06861192913141599
SRX5347614,0.8109359030808012,-0.07184662960864685
SRX5347615,17.122960288940796,0.7512822859713557
SRX5347616,16.076207528975342,0.6377436885498815
SRX5347617,18.458006763155613,0.6159309402129169
SRX5347618,14.850899453889765,0.6282936678629918
SRX5347619,9.967441246987363,0.4062885646631171
SRX5347620,12.795260716836404,0.4874509304914634
SRX5347621,10.171897626376923,0.10375607051853386
SRX5347622,7.274498780264741,0.11294384449662775
SRX5347623,9.33954549941216,0.0041523503787317395
SRX8170783,1.5295356226260608,0.015289407761896356
SRX8170784,-0.9243038986871124,-0.11227479833600372
SRX8170785,-0.6052317239389435,0.09698539057411004
SRX8170786,-1.9267866325865493,0.32922522136260124
SRX8170787,-1.819616761015965,0.08080310488437359
SRX8170788,-1.547608677107614,0.1663863750501582
SRX5177009,-4.76645243002597,-1.2795222377817028
SRX5177010,-5.528305259735181,-0.8220280777305781
SRX5177011,-4.858795408258704,-0.7969936327856875
SRX5177012,-9.162974727124675,-1.225306544849852
SRX7354731,0.17787141561044276,0.06536209192841548
SRX7354732,-0.17787141561044628,-0.06536209192841548
SRX7354733,-7.941869396363344,-1.2947053267255164
SRX7354734,-9.920880180455496,-1.0188079670500372
SRX7354735,-6.112653472016808,-0.4341972685398439
SRX7354736,-7.135149752072638,-0.5648550506306229
SRX7354737,-6.694683230514923,-0.3526351683723963
SRX7354738,-5.933684574005557,-0.2579902853265956
SRX2508581,-0.28110904222853056,0.056291913622396265
SRX2508582,2.3686533696233725,-0.07890126439572764
SRX2508583,4.95299896935388,-0.15724554359968934
SRX2508584,4.4232137934251785,0.0318336736719127
SRX2508585,0.11106944464178647,-0.009395636781471595
SRX2508586,2.323705014864206,0.023515706429431127
SRX2508587,4.241457585123747,-0.06329942972367243
SRX2508588,3.665655750628085,-0.07203533180528332
SRX2508589,0.17003959758673834,-0.04689627684092201
SRX2508590,1.8532557663712368,-0.04989108256241348
SRX2508591,3.0900879718758887,-0.2217741111159448
SRX2508592,3.103719500198036,-0.005802472530865188
SRX1736086,0.9722147211528284,0.1122426752018173
SRX1736087,-1.927901230318764,-0.16161173016501262
SRX1736088,0.9556865091659442,0.04936905496319355
SRX1736089,-1.0622512348466666,-1.384437985397054
SRX1736090,-1.1638639899598653,-0.9305400157948718
SRX1736091,-1.2355861793675895,-1.4115451910945005
SRX1736092,0.7331058473305242,0.4518402422972043
SRX1736093,-0.2981989745531666,0.32719813758738514
SRX1736094,0.26320351560200683,0.41520740655480015
SRX1736095,0.35895483977347115,0.00971200666004357
SRX1736096,-1.1772271913946153,-0.29874280461832203
SRX1736097,2.5427150998580657,-0.2734675140589813
SRX7176371,-0.4501556557774918,0.023332561228762042
SRX7176372,0.9029669872225641,0.05938061530709415
SRX7176373,-0.4528113314450765,-0.0827131765358553
SRX7176374,0.04046497013737678,0.11364203043590315
SRX7176375,0.23682723083251656,-0.04242271518961527
SRX7176376,-1.0393347913530433,0.02793183856172909
