,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,-1.1450042303184915e-14,0.013676704349901283,2.0,0.0,0.0096708903900873,1.0,-0.0096708903901102,,,,,,,,
1,fur__wt_dpd,3.7495840239342657,0.6221152772459374,2.0,2.0,3.3096820927139143,3.0,4.189485955154617,,,,,,,,
2,fur__wt_fe,0.26666105328539946,0.008316301272632423,2.0,4.0,0.2607805402611308,5.0,0.2725415663096682,,,,,,,,
3,fur__delfur_dpd,2.7658862894109433,0.41894634338360126,2.0,6.0,3.062126089770796,7.0,2.469646489051091,,,,,,,,
4,fur__delfur_fe2,0.5725289734893453,0.11529197803040515,2.0,8.0,0.4910052340076353,9.0,0.6540527129710552,,,,,,,,
5,acid__wt_ph5,0.8306375729204736,0.37034093349204805,2.0,10.0,0.5687669874972902,11.0,1.0925081583436569,,,,,,,,
6,acid__delgadx_ph5,1.0179252651564272,,1.0,12.0,1.0179252651564272,,,,,,,,,,
7,acid__delgadw_ph5,0.8500215939472568,0.08786695986244221,2.0,13.0,0.912152917108236,14.0,0.7878902707862778,,,,,,,,
8,acid__delgade_ph5,0.9941757340904175,0.07811984576052372,2.0,15.0,1.049414806772931,16.0,0.938936661407904,,,,,,,,
9,oxidative__wt_pq,4.770963169557548,0.1723756901848809,2.0,17.0,4.649075150116107,18.0,4.892851188998988,,,,,,,,
10,oxidative__deloxyr_pq,3.490224143212051,0.2755428241907627,2.0,19.0,3.685062342704632,20.0,3.29538594371947,,,,,,,,
11,oxidative__delsoxr_pq,3.0185220900143346,0.24504213679034909,2.0,21.0,2.8452511334134374,22.0,3.191793046615232,,,,,,,,
12,oxidative__delsoxs_pq,3.964154284101009,0.0724491668170266,2.0,23.0,3.912924986953374,24.0,4.015383581248644,,,,,,,,
13,nac_ntrc__wt_csn,4.303514516854431,0.17072190220941438,2.0,25.0,4.182795902105088,26.0,4.424233131603775,,,,,,,,
14,nac_ntrc__wt_cytd,2.6657733439292706,0.21772505129283085,2.0,27.0,2.81972820413262,28.0,2.511818483725921,,,,,,,,
15,nac_ntrc__wt_gln,3.4131252618648107,0.31711706633688913,2.0,29.0,3.6373608899016094,30.0,3.1888896338280124,,,,,,,,
16,nac_ntrc__bw_delnac_csn,7.36876406354164,0.01595919125447866,2.0,31.0,7.357479211183345,32.0,7.380048915899935,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,2.4776893515190133,0.5218897044803007,2.0,33.0,2.1086576024495494,34.0,2.846721100588477,,,,,,,,
18,nac_ntrc__bw_delnac_gln,2.9769213044387346,0.1724034073202688,2.0,35.0,3.098828922854563,36.0,2.855013686022906,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,-1.436986100634786,0.12185417090178624,2.0,37.0,-1.5231500111953034,38.0,-1.3508221900742683,,,,,,,,
20,misc__wt_no_te,1.3298426730346797,0.27288690259055093,2.0,39.0,1.5228028523534511,40.0,1.1368824937159083,,,,,,,,
21,misc__bw_delcbl,0.35674640135182284,0.06789832728522821,2.0,41.0,0.4047577690064313,42.0,0.3087350336972144,,,,,,,,
22,misc__bw_delfabr,-0.01969868428518476,0.4288230731759217,2.0,43.0,0.2835250186867646,44.0,-0.3229223872571341,,,,,,,,
23,misc__bw_delfadr,1.1619230900405024,0.17628918206590316,2.0,45.0,1.2865783661291326,46.0,1.0372678139518725,,,,,,,,
24,misc__nitr_031,3.667155905186868,,1.0,47.0,3.667155905186868,,,,,,,,,,
25,omics__wt_glu,2.7006505788526205,0.14864158250647058,2.0,48.0,2.5955451078959952,49.0,2.8057560498092453,,,,,,,,
26,omics__wt_gly,2.688547928745628,0.012899978378836672,2.0,50.0,2.679426266556793,51.0,2.6976695909344635,,,,,,,,
27,omics__wt_thr,7.423128418875105,0.8781685521722863,2.0,52.0,8.044087357140901,53.0,6.802169480609309,,,,,,,,
28,omics__bw_ac,3.5322866524258076,0.07350207969090168,2.0,54.0,3.480312833445057,55.0,3.5842604714065582,,,,,,,,
29,omics__bw_fum,1.3681657639451532,0.34932841734278547,2.0,56.0,1.615178256709401,57.0,1.1211532711809051,,,,,,,,
30,omics__bw_glc,0.7072732816238164,0.2180526337619421,2.0,58.0,0.8614597776124724,59.0,0.5530867856351604,,,,,,,,
31,omics__bw_pyr,1.605220142954308,0.12966373803838538,2.0,60.0,1.5135340345133697,61.0,1.6969062513952464,,,,,,,,
32,ompr__wt_nacl,4.961241328882204,0.2427389720109601,2.0,62.0,4.789598955715003,63.0,5.132883702049406,,,,,,,,
33,ompr__bw_delompr_nacl,5.232365935549179,0.06814820374318381,2.0,64.0,5.184177878556691,65.0,5.280553992541667,,,,,,,,
34,minspan__wt_ade,4.005414714014743,,1.0,66.0,4.005414714014743,,,,,,,,,,
35,minspan__wt_glc,1.4721279226948567,0.23207630606271268,3.0,67.0,1.3207034912469626,68.0,1.3563658764245987,69.0,1.7393144004130086,,,,,,
36,minspan__wt_glc_anaero,1.4336956058550805,0.9801988105959882,2.0,70.0,0.7405903799716689,71.0,2.126800831738492,,,,,,,,
37,minspan__wt_trp,2.698108542502092,,1.0,72.0,2.698108542502092,,,,,,,,,,
38,minspan__bw_delcra_glc,1.6412320257680395,,1.0,73.0,1.6412320257680395,,,,,,,,,,
39,minspan__bw_delcra_trp,1.918371299155572,,1.0,74.0,1.918371299155572,,,,,,,,,,
40,minspan__bw_delmntr,3.6218961055869694,,1.0,75.0,3.6218961055869694,,,,,,,,,,
41,minspan__bw_delnac_ade,2.3848375396571133,,1.0,76.0,2.3848375396571133,,,,,,,,,,
42,minspan__bw_delnac_glc,1.9214473771937823,,1.0,77.0,1.9214473771937823,,,,,,,,,,
