,ABUW_1842
SRX3737100,-4.0329084322
SRX3737101,-3.9688709275000003
SRX3737103,-4.6610150783
SRX3737104,0.0143362989
SRX3737105,0.0105776043
SRX3737106,-0.0337691317
SRX3737107,0.008855228500000001
SRX3737108,0.2086874638
SRX3737109,0.2978123915
SRX3737110,0.1708590885
SRX3737111,0.2643128904
Abaum_0017,0.03099741
Abaum_0018,-0.20835429330000002
Abaum_0019,-0.0458998231
Abaum_0020,-0.0315497092
Abaum_0021,1.3565528639
Abaum_0022,0.13790856440000002
Abaum_0023,-0.03099741
Abaum_0024,-0.9561468825
Abaum_0025,1.1863641054
Abaum_0026,0.105968349
SRX3141471,0.3123016598
SRX3141472,-0.3291156307
SRX3141473,-0.30407995590000003
SRX3141474,0.6331955866
SRX3141475,0.2176973526
SRX3141476,0.1419393059
SRX3141477,0.0503337122
SRX3141478,0.194035128
SRX3141479,0.0027126559
SRX8944518,0.18073833820000001
SRX8944519,-0.0860416467
SRX8944520,-0.0500322403
SRX8944521,0.0379402415
SRX8944522,-0.1307060979
SRX8944523,-0.13530566330000002
SRX5930997,-0.1128238106
SRX5930998,-0.0410618953
SRX5930999,0.1538857059
SRX5931001,1.5472755199
SRX5931002,1.7364357086000002
SRX4488546,2.0848871857
SRX4488547,-0.6304310782
SRX4488548,1.2361023883
SRX4488549,-1.4544561075
SRX4488550,2.1570175445
SRX4488551,2.1473356316
SRX4488552,2.9728888139
SRX4488553,1.8349190211000002
SRX4488554,0.5828749239000001
SRX4488555,2.3992630426
SRX4488556,0.3910294264
SRX4488557,1.415246137
SRX2568047,-2.4910984027
SRX2568048,-2.9486656614
SRX2568049,-0.0685051514
SRX2568050,-3.2461629585
SRX2568051,-3.3128011674
SRX2568052,-3.0864493108
SRX2568053,0.3270583012
SRX2568054,-3.3295213783
SRX2568055,-2.8673419113
SRX2568056,-3.1748854164
SRX2568057,-3.0068509291
SRX2568058,-3.1630899826
SRX2568059,-0.0157064033
SRX2568060,-0.6193625736
SRX2568061,-0.2172046487
SRX2568062,0.5014014846
SRX2568063,0.5571295820000001
SRX2568064,-1.0585310667
Abaum_0001,0.47119430240000004
Abaum_0002,0.6197026129000001
Abaum_0003,0.7869923246
Abaum_0004,1.6156019766
Abaum_0005,2.4390926174
Abaum_0006,1.7581380554
Abaum_0007,1.0290816674
Abaum_0008,1.1353914483
Abaum_0009,0.2068373551
Abaum_0010,0.1457835137
Abaum_0011,0.0316348471
Abaum_0012,-0.0316348471
Abaum_0013,0.43102836050000004
Abaum_0014,0.5095185464
Abaum_0015,0.2053300156
Abaum_0016,0.5025226606000001
ERX1221046,-0.28434054670000003
ERX1221048,-0.3174836441
ERX1221049,0.6018241907
ERX1221050,0.006435284800000001
ERX1221052,0.4154156952
ERX1221053,0.5662183254
ABNM035,-0.5944194655
ABNM036,0.5944194655
ABNM037,-0.1923303345
ABNM038,-2.3695337375
ABNM041,0.4773105405
ABNM042,-0.1224757005
ABNM019,0.1267814153
ABNM020,-0.1267814153
ABNM021,0.2091159242
ABNM022,-0.3605941775
ABNM023,-1.419653654
ABNM024,-1.695733774
ABNM025,-0.06838086360000001
ABNM026,-0.4603111113
ABNM027,0.4249116616
ABNM028,-0.4249116616
ABNM029,0.031220010500000003
ABNM030,-0.8857441535
ABNM031,-0.2717939552
ABNM032,-0.288166397
ABNM033,-0.2330459896
ABNM034,-0.2824988691
ABNM001,0.19927148290000002
ABNM002,-0.19927148290000002
ABNM003,0.617401647
ABNM004,1.2757787014
ABNM005,-0.249351068
ABNM006,0.4196734707
ABNM007,0.4053699642
ABNM008,0.7742144604000001
ABNM009,2.0670180117
ABNM010,0.6732949324
ABNM043,0.2842398055
ABNM044,-0.2842398055
ABNM045,0.32751590950000004
ABNM046,0.4711236925
ABNM047,-0.033341326500000004
ABNM048,0.0571824945
ABNM011,0.0699459444
ABNM012,-0.0699459444
ABNM013,-0.028724343700000002
ABNM014,-0.3590950524
ABNM015,-0.7088831774000001
ABNM016,-0.5367252733
ABNM017,-0.5976000713
ABNM018,-0.32159840640000004
