,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X
0,algU_regulon__empty_vector,-3.333333146541643e-11,0.24755840629823933,3.0,0.0,0.1815145588,2.0,-0.2820019218,4.0,0.1004873629,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-0.33340264813333337,0.47776722186601017,3.0,1.0,-0.14340892560000001,3.0,-0.8769397053,5.0,0.0201406865,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,0.086166256425,0.1732020251300298,4.0,6.0,-0.1207906743,20.0,0.106913794,40.0,0.3005108474,63.0,0.058031058600000004,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,0.073658719525,0.06117576313206954,4.0,7.0,0.0471414167,33.0,0.16100085390000002,81.0,0.0203795579,82.0,0.0661130496,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-0.06574906705,0.5560866151356253,4.0,8.0,0.24695649560000002,51.0,-0.7385764424,65.0,0.5095153721,76.0,-0.2808916935,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-0.3283117015333334,0.5214559125685448,3.0,9.0,0.13033168850000001,22.0,-0.2197710735,49.0,-0.8954957196000001,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,-0.00887546924999999,0.22301604163006453,2.0,10.0,-0.1665716246,26.0,0.14882068610000002,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-0.29176277073333334,0.11621256807815232,3.0,11.0,-0.160119858,54.0,-0.3801223864,83.0,-0.3350460678,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,0.010634521925000008,0.38577448747730314,4.0,12.0,0.33564628490000004,48.0,-0.4869952037,64.0,0.2948063284,78.0,-0.1009193219,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,-0.021302185350000002,0.09667387389102475,4.0,13.0,0.0751526361,38.0,0.045060538500000004,67.0,-0.1258970902,72.0,-0.0795248258,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,-0.10952288750000001,0.16547957868734783,3.0,14.0,-0.0771849767,41.0,0.0374007247,85.0,-0.28878441050000003,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,-0.063136427725,0.12039294468576577,4.0,15.0,0.0348617767,52.0,0.0387070286,71.0,-0.2051244724,80.0,-0.1209900438,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-0.1205044456,0.5263486345244878,3.0,16.0,0.4086362322,53.0,-0.6440158828,77.0,-0.1261336862,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,-0.020231141599999974,0.4930221340993412,3.0,17.0,0.36332465080000004,50.0,-0.5763365557,66.0,0.15231848010000001,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,-0.6126571305666667,0.1783349667024,3.0,18.0,-0.4078306897,25.0,-0.7334539630000001,62.0,-0.696686739,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,0.006652869725000003,0.18746393598980168,4.0,19.0,-0.1400649655,28.0,0.2209904244,56.0,0.10640059710000001,73.0,-0.1607145771,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,-0.480682506375,0.33316102714389995,4.0,21.0,-0.7090622797,34.0,-0.6182742456,45.0,0.0144990446,58.0,-0.6098925448,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,-0.23764254672500001,0.2579012441440276,4.0,23.0,0.019316494400000002,42.0,-0.07689369780000001,70.0,-0.5475684296000001,79.0,-0.3454245539,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,0.143730643675,0.24382209345102623,4.0,24.0,0.24788446050000001,29.0,-0.0256256425,68.0,-0.0850991733,74.0,0.43776293,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,-0.06494908895000001,0.11702687711545963,4.0,27.0,0.10876152780000001,31.0,-0.14076982100000002,69.0,-0.1002834957,75.0,-0.1275045669,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,-0.41969608045000006,0.30018420649879185,4.0,30.0,-0.4636291095,32.0,-0.5214145183000001,59.0,-0.6986143924,86.0,0.0048736984,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,-0.3686010771,,1.0,35.0,-0.3686010771,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,-0.35657555765000004,0.21324430462316823,4.0,36.0,-0.39387352940000003,44.0,-0.0523245825,60.0,-0.5484800183,61.0,-0.4316241004,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,0.0,0.07860586138486765,4.0,37.0,0.0291886749,46.0,-0.0861982067,57.0,-0.037181958,84.0,0.0941914898,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,0.4333495432,0.21527291909797336,2.0,39.0,0.5855704841,43.0,0.28112860230000003,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,-0.41772082835,0.06976706738297442,2.0,47.0,-0.4670535948,55.0,-0.3683880619,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,4.625929269271485e-18,0.16851627556090593,3.0,87.0,0.1772385723,90.0,-0.1581721545,93.0,-0.0190664178,,,,,,,,,,,,,,,,,,,,,,
27,immunity_2__WT_pad4,0.144869567,0.11543380119636137,3.0,88.0,0.115659591,91.0,0.272102462,94.0,0.046846648000000005,,,,,,,,,,,,,,,,,,,,,,
28,immunity_2__WT_PS,0.35052027096666666,0.039583805356751336,3.0,89.0,0.3158723432,92.0,0.3936612539,95.0,0.3420272158,,,,,,,,,,,,,,,,,,,,,,
29,immunity_in_vitro__WT_MM,-3.469446951953614e-18,0.1655700750298628,4.0,96.0,0.2430227673,97.0,-0.0375671864,98.0,-0.0845207526,99.0,-0.1209348283,,,,,,,,,,,,,,,,,,,,
30,immunity_isolated__WT_DE,0.18023448205,0.23429316626266833,2.0,100.0,0.34590476870000003,104.0,0.0145641954,,,,,,,,,,,,,,,,,,,,,,,,
31,immunity_isolated__WT_DEPS,0.39259094704999997,0.06742028321380629,2.0,101.0,0.4402642865,105.0,0.3449176076,,,,,,,,,,,,,,,,,,,,,,,,
32,immunity_isolated__WT_WT,-8.333334022836425e-12,0.37412712074634863,12.0,102.0,0.1985724431,110.0,0.5013737459000001,117.0,-0.10954288920000001,125.0,0.5089480157,131.0,0.0352234572,134.0,-0.0254547658,138.0,0.29330508510000003,159.0,-0.15992690910000001,162.0,-0.3276057191,164.0,0.2592463296,170.0,-0.5709525465,174.0,-0.603186247,,,,
33,immunity_isolated__WT_npr1,0.12654142045,0.23465736698432998,2.0,103.0,-0.039386395000000005,126.0,0.2924692359,,,,,,,,,,,,,,,,,,,,,,,,
34,immunity_isolated__AvrRpt2_WT,-0.07223601389285715,0.4759472658613101,14.0,106.0,0.014207075500000001,113.0,0.37464863400000004,121.0,0.3300306216,127.0,0.4069521048,136.0,-0.2809452974,142.0,0.2931216862,145.0,-0.16106785310000002,150.0,-0.7646708082,160.0,0.47833148300000006,161.0,0.1786254836,163.0,-0.0122905394,167.0,-0.1164153777,172.0,-0.7799700791,176.0,-0.9718613283
35,immunity_isolated__AvrRpt2_npr1,0.15614621046666666,0.21880826229673594,3.0,107.0,0.0775016702,128.0,0.4034067716,146.0,-0.0124698104,,,,,,,,,,,,,,,,,,,,,,
36,immunity_isolated__AvrRpt2_DE,0.07626364376666667,0.12540422378090654,3.0,108.0,0.10096124520000001,129.0,0.187481589,147.0,-0.059651902900000005,,,,,,,,,,,,,,,,,,,,,,
37,immunity_isolated__AvrRpt2_DEPS,-0.17931209069999998,0.0418427149720607,2.0,109.0,-0.1497248232,148.0,-0.2088993582,,,,,,,,,,,,,,,,,,,,,,,,
38,immunity_isolated__WT_pad4,0.194164772625,0.42785196213150556,4.0,111.0,0.81768977,119.0,0.0756914003,140.0,0.0386285735,165.0,-0.1553506533,,,,,,,,,,,,,,,,,,,,
39,immunity_isolated__WT_PS,0.053761315125,0.594414419512915,4.0,112.0,0.9025949786,120.0,0.013569619000000002,141.0,-0.2767334198,166.0,-0.4243859173,,,,,,,,,,,,,,,,,,,,
40,immunity_isolated__AvrRpt2_sid2,0.6140106117,0.10890541317725232,3.0,114.0,0.7033549235000001,122.0,0.4926991416,143.0,0.64597777,,,,,,,,,,,,,,,,,,,,,,
41,immunity_isolated__AvrRpt2_pad4,0.29505604329999996,0.15163398035849052,4.0,115.0,0.4489911917,123.0,0.2682361561,144.0,0.36656156630000003,168.0,0.0964352591,,,,,,,,,,,,,,,,,,,,
42,immunity_isolated__AvrRpt2_PS,0.2100169988,0.27110497461604693,3.0,116.0,0.5061294104,124.0,0.149915253,169.0,-0.025993667,,,,,,,,,,,,,,,,,,,,,,
43,immunity_isolated__WT_sid2,0.0748749452,0.08957982865573609,2.0,118.0,0.1382174495,139.0,0.0115324409,,,,,,,,,,,,,,,,,,,,,,,,
44,immunity_isolated__WT_WT_mock,0.1356270347,0.4326324079757137,3.0,130.0,0.6026424403,152.0,0.055720304000000005,156.0,-0.2514816402,,,,,,,,,,,,,,,,,,,,,,
