,-0.13734417085714284,-0.10300812814285713,-0.06867208542857142,-0.03433604271428571,0.0,0.0343360427142857,0.06867208542857142,0.10300812814285715,0.13734417085714284,0.17168021357142854,0.20601625628571424,0.240352299,0.2746883417142857,0.3090243844285714,0.34336042714285714,0.37769646985714284,0.41203251257142853,0.44636855528571423,0.4807045979999999,0.5150406407142856
thresh,-0.1201761495,0.1201761495,6,,,,,,,,,,,,,,,,,
unreg,0,0,0,173,3673,150,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Cra,1,0,0,3,58,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PrpR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoN,0,0,0,2,121,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cra and RpoN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cra, PrpR, and RpoN",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Cra_genes,['ptsI'],[],[],['tpiA' 'marB' 'betB'],"['gpmM' 'fruB' 'nirC' 'betI' 'fbaA' 'zwf' 'betT' 'cyoC' 'envC' 'ppc' 'glk'
 'pgk' 'sgrT' 'fruK' 'manZ' 'manX' 'eno' 'setA' 'marA' 'manY' 'yibQ'
 'gapA' 'cyoB' 'yeaD' 'marR' 'mpl' 'cyoE' 'cysG' 'cyoA' 'epd' 'betA' 'crp'
 'pfkA' 'eda' 'fbaB' 'fruA' 'cyoD' 'poxB' 'ptsH' 'cydA' 'lpd' 'csgG'
 'cydB' 'edd' 'adhE' 'pykF' 'nirD' 'icd' 'pck' 'aceF' 'csgD' 'csgF' 'nirB'
 'mtlR' 'glcC' 'aroP' 'aceB' 'aceE']","['aceA' 'acnB' 'pdeL' 'acnA' 'pdhR' 'mtlD' 'csgE' 'aceK' 'mtlA' 'ppsA'
 'crr']",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PrpR_genes,[],[],[],['prpR'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoN_genes,[],[],[],['emrD' 'nikB'],"['acrD' 'glnG' 'rutC' 'hycH' 'hycC' 'pspB' 'ibpB' 'rutD' 'hypC' 'hycI'
 'pspD' 'rutA' 'hycG' 'hycB' 'rutF' 'hycD' 'hycF' 'yhjC' 'hyfH' 'zraR'
 'ddpF' 'gnsA' 'glnL' 'yeaG' 'ygfK' 'nac' 'ssnA' 'flhC' 'yeaH' 'aslB'
 'hyfC' 'relA' 'zraS' 'nikC' 'ymjE' 'flhD' 'pspE' 'xdhC' 'potI' 'rpoH'
 'zraP' 'potF' 'hycE' 'hyfG' 'potH' 'nikA' 'ddpC' 'rutE' 'pspC' 'hyfJ'
 'pspA' 'nikE' 'gltI' 'dcuD' 'puuP' 'yaaU' 'ddpX' 'radD' 'rseA' 'hyfI'
 'focB' 'hycA' 'yhdY' 'potG' 'rutB' 'ddpB' 'hyfE' 'pspG' 'hyfD' 'nikD'
 'hydN' 'fdhF' 'yhdZ' 'hypB' 'rutG' 'gltJ' 'hisP' 'gltK' 'hypA' 'gltL'
 'glnA' 'nikR' 'rhaD' 'hyfB' 'hyfR' 'yahE' 'rpoE' 'rseB' 'glnQ' 'norW'
 'htpG' 'hypD' 'glpQ' 'astB' 'rtcA' 'hypE' 'ddpD' 'xdhA' 'rtcR' 'xapB'
 'rseC' 'hyfF' 'rseD' 'xdhB' 'glnP' 'astC' 'atoB' 'patA' 'hisM' 'actP'
 'atoA' 'rtcB' 'yhdX' 'glnK' 'hisQ' 'hisJ' 'ddpA' 'glnH' 'fhlA' 'chaC'
 'astA']",['amtB' 'norV' 'astD' 'hyfA' 'atoD' 'yhdW' 'atoE' 'astE' 'argT'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Cra and RpoN_genes,[],[],[],[],['hypF'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"Cra, PrpR, and RpoN_genes",[],[],[],[],[],[],[],[],[],[],[],[],[],['prpE'],[],['prpD' 'prpC'],['prpB'],[],[],[]
