,A,CcpN,CcpA,SigA
R2,,0.2802571424782282,0.1565616707568912,0.03936351040668096
xmin,,-4.509,-3.3521333333333327,-2.8581666666666656
xmid,,,-1.6672844355234895,
xmax,,1.3575999999999997,0.9955666666666669,1.328733333333334
ystart,,44.444127809617356,20.51406230665375,24.50120144694431
yend,,-3.459993581516998,0.28549130981984394,6.490532569816989
LBexp_1,11.6395625988,0.37299999999999933,0.520666666666667,0.4313333333333347
LBexp_2,9.2627979186,0.45619999999999905,-0.11483333333333334,0.20703333333333518
LBexp_3,8.0978839079,0.29999999999999893,-0.5704333333333338,0.04503333333333437
LBtran_1,40.8756718382,-0.781600000000001,-0.727033333333333,0.09453333333333447
LBtran_2,35.895812333,-0.2566000000000006,-0.9189333333333334,0.2031333333333336
LBtran_3,31.8610251419,0.005399999999999849,-0.9906333333333333,0.1898333333333344
LBstat_1,38.5810139105,-0.4555000000000007,-1.197633333333334,0.25443333333333484
LBstat_2,38.1240101676,-0.9110000000000014,-1.7046333333333337,0.3378333333333341
LBstat_3,38.5006550308,-1.1927000000000003,-1.8910333333333327,0.27213333333333445
LBGexp_1,-6.6558050921,0.5299999999999994,0.08186666666666653,0.6050333333333349
LBGexp_2,-10.2550535205,0.3330999999999982,-0.11013333333333364,0.4716333333333349
LBGexp_3,-4.819878918,0.4173999999999989,0.12036666666666562,0.7866333333333344
LBGtran_2,-2.4683327989,-0.07540000000000013,-0.9345333333333343,0.12973333333333414
LBGtran_3,-7.5513293359,0.5910999999999991,-0.27183333333333337,0.4393333333333338
LBGstat_1,-6.4010971246,-0.8565000000000005,-1.971233333333334,0.4042333333333339
LBGstat_2,-2.8597549038,-0.8236000000000008,-2.5782333333333334,-0.2733666666666661
LBGstat_3,-2.5058112022,-0.829600000000001,-2.0119333333333334,-0.5597666666666647
S0_1,25.7287831757,-0.5096000000000007,-0.6314333333333337,0.30593333333333383
S0_2,28.6957806981,-0.6222000000000012,-0.6736333333333331,0.042033333333334255
S0_3,29.5999617089,-0.6964000000000006,-0.8271333333333342,0.2446333333333346
S1_1,26.9271912804,-0.21140000000000114,-0.02693333333333392,0.641233333333334
S1_2,28.3046291141,-0.35190000000000055,-0.25503333333333345,0.7176333333333336
S1_3,30.3570124952,-0.1468000000000007,-0.23703333333333276,0.5724333333333345
S2_1,27.527395869,-1.2615000000000016,-1.2114333333333338,-1.3588666666666658
S2_2,31.3020047317,-1.1572000000000013,-1.2612333333333332,-1.2832666666666661
S2_3,30.0204482181,-1.5588000000000015,-1.4223333333333343,-1.569166666666666
S3_1,26.5163235465,-1.1266000000000016,-1.2960333333333338,0.2958333333333343
S3_2,28.5021573783,-0.9637000000000011,-1.0328333333333344,-0.5800666666666654
S4_1,29.7409230915,-0.5778000000000016,-0.5587333333333326,-0.17416666666666636
S4_2,30.6785163785,-1.1728000000000005,-1.125633333333333,0.13193333333333435
S4_3,30.698051949,-1.3557000000000006,-1.319233333333333,0.047933333333334716
S5_1,29.2603703171,-1.2021000000000015,-0.8862333333333332,0.45683333333333387
S5_2,30.1772909532,-1.001100000000001,-0.5422333333333338,0.6503333333333341
S5_3,29.5286281113,-0.876100000000001,-0.6935333333333329,0.481933333333334
S6_1,31.2671948869,-2.2261000000000006,-1.5846333333333327,0.6142333333333347
S6_2,28.0312682562,-3.921900000000001,-2.3949333333333342,1.3135333333333339
S6_3,30.9472417706,-1.9187000000000012,-1.6672333333333338,0.22923333333333495
S6/t_1,31.089024959,-2.5642000000000014,-1.6994333333333334,0.5664333333333342
S6/t_2,26.4018115703,-4.509,-2.711733333333333,0.6799333333333344
S6_4,27.8184146002,-2.3759000000000015,-1.784933333333333,0.3513333333333346
S6_5,28.4602766724,-1.744200000000001,-1.3250333333333337,0.7257333333333342
S6_6,28.3580109361,-1.7860000000000014,-0.9003333333333341,0.6137333333333341
S7_4,28.1368180347,-1.862400000000001,-1.391633333333333,0.3621333333333343
S7_5,28.1979389053,-2.203100000000001,-1.6520333333333337,0.23643333333333416
S7_6,27.5166337418,-1.8971000000000018,-1.4883333333333333,0.17803333333333526
S8_4,28.291864748,-2.397100000000002,-2.1010333333333335,-0.31886666666666486
S8_5,25.9643243044,-3.0256000000000007,-2.349733333333333,0.25853333333333417
G135_1,-0.8783546135,0.7457999999999991,0.00276666666666614,1.0403333333333347
G135_3,-0.8399721108,-1.104000000000001,-1.5350333333333328,-0.5351666666666652
G150_1,13.0272316337,0.2734999999999985,0.05356666666666676,0.06003333333333494
G150_2,2.2868460041,1.0532999999999983,0.41616666666666724,0.8795333333333346
G150_3,13.7051098948,0.8336999999999986,0.6140666666666661,0.7559333333333349
G180_1,-5.5365395109,0.46199999999999974,-0.024733333333333718,0.8065333333333342
G180_2,-5.0626242744,0.8610999999999986,0.3775666666666666,1.140833333333335
G180_3,-2.7988379094,-0.32030000000000136,-0.6501333333333328,0.016233333333333988
C30_1,3.4605449349,-1.011000000000001,-0.7088333333333328,0.45133333333333425
C30_2,2.9893329003,-0.8302000000000014,-0.47103333333333275,0.4866333333333337
C90_1,-1.8208769948999999,-0.6197000000000017,-0.6564333333333341,0.4576333333333338
C90_2,-3.7373057274,-0.22000000000000064,-0.3997333333333337,0.5262333333333338
BI_1,25.9230999992,-0.883700000000001,0.013466666666666072,0.5050333333333352
BI_2,24.878103265500002,-0.7217000000000002,0.006866666666667243,0.7180333333333344
BC_2,36.3320777811,-1.6658000000000008,-0.6377333333333333,1.096633333333335
BC/t_1,34.3847004824,-2.4511000000000003,-0.9039333333333328,0.9815333333333349
BC/t_2,33.0693985096,-1.7797000000000018,-0.7770333333333337,1.0916333333333341
BC_1,35.5861550983,-2.414300000000001,-1.1451333333333338,0.5115333333333343
Sw_1,32.3818843889,-2.926800000000002,-0.8632333333333335,1.045933333333334
Sw_2,34.6764430196,-2.3110000000000017,-0.5575333333333337,1.047833333333335
BT_1,20.7305554211,-0.8469000000000015,-2.3656333333333333,0.5767333333333351
BT_2,20.9754821895,-1.4712000000000014,-2.698433333333334,-0.033466666666665645
B36_1,13.7520520687,-1.4521000000000015,-2.483033333333333,0.09323333333333395
B36_2,9.490212953,-1.3111000000000015,-2.1281333333333343,-0.2855666666666661
B60_1,28.4191899198,-1.7228000000000012,-2.6098333333333343,-0.8806666666666647
B60_2,23.5331648771,-1.5296000000000003,-2.448033333333333,-1.417866666666665
M9exp_1,-0.3515344006,0.29769999999999897,0.36606666666666676,0.45003333333333373
M9exp_2,-0.0185472967,-0.03790000000000049,-0.07143333333333324,0.04283333333333417
M9exp_3,0.3700816973,-0.25980000000000025,-0.2946333333333335,-0.4928666666666661
M9tran_1,12.6742453173,-0.420300000000001,-0.8617333333333335,-0.5197666666666656
M9tran_2,9.5885225744,-0.5745000000000005,-0.8056333333333328,-0.4929666666666659
M9tran_3,12.0531047409,-0.2002000000000006,-0.5131333333333341,-0.28266666666666573
M9stat_1,37.2016835814,-2.689300000000001,-2.9123333333333328,-2.3677666666666664
M9stat_2,38.7421457992,-2.9902000000000015,-3.078033333333334,-2.5926666666666662
M9stat_3,39.3760935367,-3.0752000000000006,-3.3521333333333327,-2.8581666666666656
M+G_1,5.9611859114,-0.5744000000000007,-0.3309333333333342,-0.26516666666666566
M+G_2,0.566346668,-0.24900000000000055,-0.32613333333333294,-0.06986666666666608
M+G_3,0.16009952300000002,-0.25480000000000125,-0.1932333333333336,0.020233333333335324
Glu_1,6.980640542,0.12159999999999904,-0.004133333333333766,0.03853333333333531
Glu_2,6.8930520131,-0.005400000000001626,-0.26383333333333425,0.14113333333333422
Glu_3,5.291381864,0.15539999999999843,-0.26773333333333404,0.2310333333333343
Fru_1,7.3100231792,-0.12810000000000166,-0.15183333333333415,0.5758333333333336
Fru_2,13.3934641584,0.1385999999999985,-0.14293333333333358,0.6035333333333348
Fru_3,11.663563291700001,-0.4322000000000017,-0.6262333333333334,-0.3261666666666656
Mal_1,25.9574997382,-0.9670000000000005,-0.5104333333333333,-0.0330666666666648
Mal_2,19.9736682806,-0.6086000000000009,-0.10493333333333332,0.14333333333333442
Mal_3,25.4269607127,-0.32120000000000104,-0.03553333333333342,-0.0349666666666657
G+S_2,27.7649237519,-0.7153000000000009,-0.9679333333333329,0.4199333333333346
G+S_3,27.6355729124,-0.4731000000000005,-0.4717333333333329,0.19643333333333501
Pyr_1,23.4953995154,-1.5187000000000008,-1.3967333333333336,-1.0976666666666652
Pyr_2,21.495102514,-0.9603000000000002,-0.8257333333333339,0.054233333333334244
Pyr_3,21.5842997581,-1.0833000000000013,-1.1563333333333343,-0.48926666666666563
Gly_1,17.1525571363,-1.5711000000000013,-2.0904333333333334,-0.9769666666666659
Gly_2,18.3516514261,-0.7532000000000014,-1.3269333333333329,0.18693333333333406
Gly_3,16.3020533222,-2.1700000000000017,-2.818133333333334,-1.3730666666666664
Glucon_1,18.6953597554,-1.1312000000000015,-1.492633333333334,-0.7808666666666664
Glucon_2,19.0130218966,-0.8211000000000013,-0.7711333333333332,-0.4182666666666659
Glucon_3,19.6746775347,-1.6801000000000013,-1.6042333333333332,-1.2729666666666652
aero_1,0.15050956840000002,0.42529999999999824,0.304666666666666,0.621733333333335
aero_2,-0.9478111832,-0.8262000000000018,-1.0207333333333342,-0.41626666666666523
aero_3,0.9760069754,0.2400999999999982,-0.12563333333333304,0.5514333333333337
nit_1,6.3706632674,-0.36490000000000045,-1.071533333333333,0.05373333333333363
nit_2,5.9813503509,-0.15130000000000088,-0.8992333333333331,0.0560333333333336
nit_3,7.2089342794,-0.5274000000000019,-1.1826333333333334,-0.2976666666666663
ferm_1,8.1978701713,-0.5747000000000018,-1.428533333333334,-0.18116666666666603
ferm_2,7.2784103354,-0.5792000000000002,-1.4323333333333341,-0.039966666666666484
ferm_3,8.0073106814,-0.11920000000000108,-1.2167333333333339,0.592433333333334
T-5.40H_1,6.0677877722,0.2076999999999991,-0.09783333333333388,0.28563333333333496
T-4.40H_1,5.0635769325,0.06189999999999962,-0.2399333333333331,0.4948333333333341
T-3.40H_1,6.2849248599,-0.10020000000000095,-0.28263333333333307,0.22873333333333434
T-2.40H_1,8.1365300173,-0.2016000000000009,-0.5501333333333331,0.07293333333333507
T-1.40H_1,9.3010671385,-0.3545000000000016,-0.677033333333334,0.046833333333333727
T-1.10H_1,9.5764465379,-0.23760000000000048,-0.7866333333333344,0.19213333333333438
T-0.40H_1,8.4395364977,-0.5284000000000013,-0.6464333333333343,-0.304666666666666
T0.0H_1,23.1312560971,-0.5457000000000019,-0.683933333333334,-0.3593666666666664
T0.30H_1,36.5971750347,-1.9160000000000004,-1.441233333333333,-1.011966666666666
T1.0H_1,36.1595472121,-1.603200000000001,-1.7343333333333337,-1.1535666666666664
T1.30H_1,37.3036908891,-2.257100000000001,-1.953733333333334,-1.281466666666665
T2.0H_1,35.8401668424,-2.2491000000000003,-2.0762333333333327,-1.3330666666666655
T2.30H_1,37.1704679262,-1.4063000000000017,-1.2276333333333334,-0.7498666666666658
T3.0H_1,35.791125973,-1.8961000000000006,-1.8427333333333333,-1.1512666666666664
T3.30H_1,35.1108848268,-1.6960000000000015,-1.641633333333333,-1.281066666666666
T4.0H_1,33.83279936,-1.5733000000000015,-1.6977333333333338,-1.7384666666666657
T5.0H_1,29.6568511163,-2.1149000000000004,-2.4108333333333327,-2.076466666666665
HPh_1,-3.329894469,-0.05910000000000082,0.22836666666666616,0.5045333333333346
HPh_2,-3.6346757434,-0.2403000000000013,-0.16653333333333364,0.39183333333333437
HPh_3,-3.8324701446000002,-0.48040000000000127,0.052366666666666006,0.49003333333333465
LPh_1,-5.0083777328,0.05289999999999928,0.20756666666666668,0.5711333333333339
LPh_2,-5.5794343805,0.6097999999999981,0.6828666666666656,1.1716333333333342
LPh_3,-5.2740966844,0.14359999999999928,0.1566666666666663,0.6312333333333342
LPhT_1,-0.0071483286,-0.354000000000001,-1.500633333333333,-0.222766666666665
LPhT_2,1.2348469382,-0.4367000000000001,-1.721733333333333,-0.3203666666666649
LPhT_3,1.9310639127,0.1205999999999996,-1.4855333333333327,-0.1312666666666651
SMMPr_1,9.749085582,-0.25180000000000113,-0.7401333333333326,0.5559333333333338
SMMPr_2,11.5821959358,-0.15750000000000064,-0.627933333333333,0.5471333333333348
SMMPr_3,12.16274259,-0.043600000000001415,-0.551733333333333,0.5252333333333343
HiTm_1,14.1162461912,-0.5777000000000019,-0.6587333333333341,0.626733333333334
HiTm_2,12.3636096991,-0.37010000000000076,-0.4431333333333338,-0.18026666666666635
HiTm_3,7.1521500886,-0.15660000000000096,-0.5072333333333336,0.09953333333333525
LoTm_1,5.6735001555,-0.5305000000000017,-1.5815333333333328,-1.1258666666666652
LoTm_2,5.5057387782,-0.6727000000000007,-2.226933333333333,-1.263166666666665
LoTm_3,4.7414606091,-0.5653000000000006,-1.793333333333333,-1.2358666666666647
HiOs_1,8.861528659,-0.668000000000001,-0.9496333333333329,-0.2702666666666662
HiOs_2,7.9972957605,-0.9402000000000008,-1.1100333333333339,-0.3356666666666648
HiOs_3,8.7835462436,-0.6325000000000003,-0.8620333333333328,-0.21426666666666527
BMM_1,-1.8028110361,0.26349999999999874,-0.02863333333333351,-0.04176666666666584
BMM_2,-1.7748061934,0.00429999999999886,-0.28263333333333307,-0.17106666666666648
BMM_3,-1.6193629012000001,-0.08710000000000129,-0.03063333333333418,0.05463333333333509
Heat_1,5.9036107321,0.6321999999999992,0.377066666666666,-0.258166666666666
Heat_2,7.2702527395,0.4103999999999992,-0.11553333333333349,-0.49306666666666565
Heat_3,6.7216026657,0.12769999999999904,-0.44383333333333397,-0.5707666666666658
Cold_1,-0.23951935470000002,-0.8937000000000008,-0.810433333333334,1.328733333333334
Cold_2,0.0585590977,-1.6626000000000012,-1.4657333333333327,0.6937333333333342
Cold_3,1.8938661030000001,-2.1473000000000013,-1.876733333333334,0.26473333333333393
Etha_1,-1.1345602,-1.2240000000000002,-2.922933333333333,-0.6342666666666652
Etha_2,0.7926752031000001,-1.3034000000000017,-3.076133333333333,-0.7672666666666661
Etha_3,-1.9898738375,-1.1281000000000017,-2.692033333333333,-0.5228666666666655
SMM_1,5.7910387175,-0.11300000000000132,-0.5197333333333329,0.013633333333334718
SMM_2,6.3724734594,-0.1980000000000004,-0.5385333333333335,-0.07516666666666616
SMM_3,6.1513206047,-0.09330000000000105,-0.4175333333333331,0.03293333333333415
Salt_1,0.7013809845,-0.8229000000000006,-1.4422333333333341,-0.010366666666666191
Salt_2,-0.0052770105,-1.0276000000000014,-1.6171333333333333,-0.16296666666666582
Salt_3,-0.0976216677,-0.7268000000000008,-1.2852333333333341,0.09823333333333473
Mt0_1,11.5524543818,-0.04550000000000054,0.16506666666666625,0.6742333333333352
Mt0_3,17.0500164968,0.4985999999999997,0.6184666666666665,0.5918333333333337
M0t45_1,8.2952272645,-0.036000000000001364,-0.34883333333333333,0.6627333333333336
M0t45_2,4.908048195,0.48049999999999926,-0.1589333333333336,0.6930333333333341
M0t45_3,9.2168072798,0.4969999999999981,-0.0015333333333327204,0.7735333333333347
M0t90_1,38.1023298493,-1.349400000000001,-1.3395333333333337,-0.8367666666666658
M0t90_2,39.5478813799,0.04699999999999882,-0.38783333333333303,0.2521333333333349
M0t90_3,40.8796210937,-0.30380000000000074,-0.8612333333333329,-0.17586666666666595
M40t45_1,14.8688713178,-0.20920000000000094,-0.5021333333333331,0.15093333333333447
M40t45_2,39.3155999506,-0.2962000000000007,-0.15343333333333398,0.5476333333333336
M40t45_3,7.7437774354,0.6595999999999993,0.13386666666666613,0.6054333333333339
M40t90_1,39.6811934894,-0.9049000000000014,-0.9429333333333343,-0.4538666666666664
