,0
name,CcpA-2 – Low Glucose 2
TF,[CcpA + SigA] / [CcpN]
regulator,"[<a href=""http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/CcpA"" target=""_blank"">CcpA</a> + <a href=""http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/SigA"" target=""_blank"">SigA</a>] / [<a href=""http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/CcpN"" target=""_blank"">CcpN</a>]"
function,"Uptake, utilization, and regulation of alternative carbon sources: TCA intermediates, ribose, maltodextrin, galacto-oligosaccharides, acetoin, gluconate, etc. Suppression of glucose pathways. Stationary phase."
category,Carbon
has_venn,True
scatter,3
exp_var,0.0
precision,0.6117647059
recall,0.20392156860000002
