,A,Zur,ZntR,CueR
R2,,0.029052483373528504,0.015840678412859077,0.0
xmin,,-2.0800388495,-0.851565389,-3.260627732
xmid,,,1.097762918258089,
xmax,,1.9259646275,3.506143859,2.009821649
ystart,,5.1306932164418395,2.9563706846847624,2.6611756864224536
yend,,-0.8252677955862442,-3.023473999874719,2.6611756864224536
ecoli_00001,-0.0838774224,-0.0759388865,-0.20454824200000002,-0.150994226
ecoli_00002,0.0838774224,0.0759388865,0.20454824200000002,0.150994226
ecoli_00003,0.3896470179,-0.8500006155000001,0.939470898,1.445121559
ecoli_00004,0.38300254510000004,-0.3819216515,0.8788845200000001,1.3998325280000001
ecoli_00005,20.934746895700002,-0.5776457515,-0.136308583,-0.148187368
ecoli_00006,21.0528615832,-0.5452247195000001,-0.45202886800000003,-0.088004092
ecoli_00007,1.1187922075,-0.5836634175000001,0.715350978,1.5572242840000001
ecoli_00008,4.9993335236,-0.3671582265,0.6015108720000001,1.533295426
ecoli_00009,4.6229245232,-0.34875393650000003,0.31646561300000003,0.08724907500000001
ecoli_00010,5.4459192519,-0.47505144650000003,0.42106009600000005,-0.104963864
ecoli_00011,0.1484633699,-0.34850001950000004,0.305190344,0.722854949
ecoli_00012,0.5543321267,-0.4473045195,0.237187945,0.876165759
ecoli_00014,-0.373789307,-0.4051564845,0.20480751100000003,0.34847572800000004
ecoli_00015,0.2588488123,-0.45514716850000003,0.09555861800000001,0.7777941970000001
ecoli_00016,0.1547236739,-0.5225926795,0.466421195,0.8136383450000001
ecoli_00017,0.5162482738,-0.2461773945,0.285391526,0.8402734460000001
ecoli_00018,0.5023181851,-0.3601503535,0.22318443100000002,0.8108316950000001
ecoli_00019,19.4945017092,-0.33032075250000004,1.038457321,0.835675869
ecoli_00020,19.5773483752,-0.3312014575,1.093435235,0.936435423
ecoli_00021,0.768804409,0.0099328305,1.227831226,0.6339035120000001
ecoli_00022,0.590409264,0.0189848715,1.033486723,0.727391764
ecoli_00023,20.2593411559,-0.5133273905,1.116908456,0.870896353
ecoli_00024,20.1545165887,-0.4360475285,1.146181816,0.944128752
ecoli_00025,3.9888630044,-0.18318464750000002,1.484218751,1.237764186
ecoli_00026,3.5753488038,-0.1130696385,1.5596221749999999,1.25160717
ecoli_00027,0.0525598851,-0.0554580215,0.7929221120000001,0.910809206
ecoli_00028,0.1254548962,-0.2166431145,0.8699105810000001,0.9243399290000001
ecoli_00029,16.0168627253,-0.48706164550000003,-0.07264118500000001,0.186788106
ecoli_00030,15.9766516539,-0.3533196475,0.045852389,0.171988375
ecoli_00031,-0.23035713770000002,-0.5521471745000001,0.552389408,0.8234752350000001
ecoli_00032,-0.3565466163,-0.36234153950000003,0.837887456,0.862517603
ecoli_00033,-0.2153410902,-0.1912924375,1.054292468,1.544721786
ecoli_00034,-2.3607587208,-0.049008749500000004,1.331016287,2.009821649
ecoli_00035,-0.49316623740000004,-0.4122430165,0.39153912300000004,0.542147531
ecoli_00036,-1.2022740863,-0.6266613365,0.342588756,0.43983589300000003
ecoli_00037,-0.15254054720000002,-0.9360323755000001,0.8053815940000001,1.249270518
ecoli_00038,0.6179659461,-0.8513231665000001,0.6982640680000001,1.442754545
ecoli_00039,0.8828122989,-0.5687745905,0.237490943,-0.186487972
ecoli_00040,-0.0731268846,-0.8484441335,0.45460423200000005,0.095888161
ecoli_00041,20.3111452934,-0.7576039435,0.244275066,0.7692654760000001
ecoli_00042,6.9559724075,-0.4719790855,0.059450772000000006,0.559663349
ecoli_00043,-0.6395708525,-0.4138512995,0.014322029000000002,0.10220061600000001
ecoli_00044,-0.8176082688,-0.3040670915,-0.17381701300000002,0.085074327
ecoli_00045,-0.1649434974,-0.6103355515000001,-0.331996664,-0.026612433
ecoli_00046,-0.9576975924000001,-0.5826943275,-0.067624107,-0.13735696
ecoli_00047,-1.2948652556,-0.3825285765,0.050361750000000004,0.065754505
ecoli_00048,-0.6498112841,-0.5226656665,0.207116199,0.327071665
ecoli_00049,-2.6389478943,-0.5847085485,0.8226935510000001,1.3958187930000001
ecoli_00050,0.8471968422,-0.2587204645,-0.567070987,0.289347471
ecoli_00051,0.3966815228,-0.0485127345,-0.30580174,0.438495334
ecoli_00052,1.0995457949,-0.42410772950000003,-0.25584502800000003,0.10194705100000001
ecoli_00053,1.1245012264,-0.5096178975,-0.566015224,0.16392454
ecoli_00054,17.2572740614,0.9846825225,-0.07603219600000001,1.33363022
ecoli_00055,17.5508745184,0.8670415495,-0.21318868600000002,1.301911925
ecoli_00056,0.2965244922,0.0101493715,0.318549309,0.774324506
ecoli_00057,-0.3802424163,-0.06284466350000001,0.355382017,0.5968365520000001
ecoli_00058,0.4917548571,0.0460536795,0.164756287,0.249939182
ecoli_00059,0.0203340088,0.050031728500000004,-0.009736905,0.276317651
ecoli_00060,0.5879209283,0.0468676045,0.034073108000000005,0.5340646840000001
ecoli_00061,0.5293359314,0.11271779250000001,0.018538726000000002,0.6549762370000001
ecoli_00062,-1.2022698627,0.2486784705,-0.111717569,0.223624971
ecoli_00063,0.6074540906,0.1274380205,0.679658694,0.38376961600000004
ecoli_00064,17.9627855085,-1.0728871955,0.140714383,0.673867756
ecoli_00065,17.75522697,-1.0454478905,0.10703332300000001,0.5293551980000001
ecoli_00066,-0.3377350747,-1.5318652015,0.7149863430000001,-0.008901559
ecoli_00067,-0.7123098288,-1.4709741225,0.8954310430000001,0.125360624
ecoli_00068,2.6848270234,-0.2273418495,1.235517226,-0.7461182890000001
ecoli_00070,11.4353946231,-0.6656290755000001,0.676199741,-0.592706064
ecoli_00071,2.2693676394,-0.5551482775000001,0.7817960780000001,-1.033901883
ecoli_00072,1.4074035126,-0.7013574275000001,0.26084390300000004,-0.721859676
ecoli_00073,-0.7156751546,0.2003755265,0.8585879580000001,-0.004619331
ecoli_00074,-3.8484119953,-0.2988489315,0.737659441,0.151672109
ecoli_00075,6.4795701371,0.2369399895,0.732319657,-1.025367399
ecoli_00077,8.9893342876,0.4308724745,0.495040982,-0.491716313
ecoli_00078,4.9515003759,0.3808315645,0.670063478,-0.6224315930000001
ecoli_00079,0.2516120989,0.0809032075,0.517287923,-0.407212299
ecoli_00080,0.6937848601000001,-0.3090079765,1.320687433,-0.915228166
ecoli_00081,8.9524807778,-0.47842378950000003,0.375400799,-0.821820948
ecoli_00082,-0.548355295,-0.6451809705,-0.851565389,0.724238597
ecoli_00083,-1.9442307704,-0.5085237715,-0.45472355200000003,0.780104679
ecoli_00084,-1.7097684389,-0.5281612565,-0.49278345500000004,0.33365102700000004
ecoli_00085,-1.0120695042,-0.2527422245,-0.7308572360000001,0.25940443
ecoli_00086,-1.1130437438,-0.1003704755,0.401117143,0.736807981
ecoli_00087,-0.2781554866,-0.0721136975,0.6325759950000001,0.713602641
ecoli_00088,-0.6698899464,-0.3488015445,0.44484355200000003,0.818907212
ecoli_00089,-0.7423785152,-0.7016106925000001,0.424122533,0.863182607
ecoli_00090,-0.1849314065,-0.47021906550000003,-0.31600839000000003,0.11578827600000001
ecoli_00091,-0.181905424,-0.5834756655000001,0.005494958,0.07002235400000001
ecoli_00092,18.2371421722,-0.5644937385000001,0.78801376,-0.044631981
ecoli_00093,18.6413352275,-0.5843948185,0.5489348460000001,0.6025369190000001
ecoli_00094,-2.1910745026,-1.3503981815000001,-0.156339327,0.144169381
ecoli_00095,-1.4535144020000001,-1.2407365835,-0.001074807,0.140169773
ecoli_00096,18.5653051587,-0.2734321135,0.734424728,-0.055524210000000004
ecoli_00097,18.9610112968,-0.12638140450000002,0.580162402,0.25804682500000004
ecoli_00098,-1.9129234255,-1.0776680025,-0.098766396,-0.365462995
ecoli_00099,-1.6334191332999999,-1.0520396635,0.33478929300000004,-0.37662010300000004
ecoli_00100,18.238473046,-0.4135708475,0.665183335,-0.40084645
ecoli_00101,14.8342212392,-0.5507997275000001,0.557185852,-1.398428933
ecoli_00102,14.8762756641,-0.7218510785000001,0.63731587,-1.620239296
ecoli_00103,-1.5170263012,-0.8090023295000001,0.199021309,-1.870512835
ecoli_00104,-1.4794935237,-0.8075626605,0.163270871,-1.500760545
ecoli_00105,0.5729771834,-0.1258533055,0.011184915,-0.540752612
ecoli_00106,0.0086291122,-0.3618944135,-0.027717059000000002,-0.624412469
ecoli_00107,-0.2187187182,-0.4390382105,-0.042711624000000004,-0.480499006
ecoli_00108,-1.2071731666,0.9188190285000001,0.83535874,0.102209725
ecoli_00109,-1.0990213626,0.8381003275000001,1.090723033,0.35818377500000004
ecoli_00110,-1.135714631,-0.3996332745,0.222523359,0.13256457600000002
ecoli_00111,-1.0729369355,-0.3848452795,0.22010762,-0.0018041910000000001
ecoli_00112,-1.366381551,-0.31376948450000003,0.077236066,0.127817873
ecoli_00113,-2.3281288594,0.1462020815,0.5341773710000001,0.37387300300000004
ecoli_00114,-1.374521567,0.13270107250000002,0.400042805,0.34282781700000003
ecoli_00115,-1.120932291,0.2035103805,0.224202845,0.412249342
ecoli_00116,-1.3582424702,-0.4779946405,0.9939651060000001,1.130582554
ecoli_00117,-1.9454954406,-0.6058725255,1.073103047,0.9845861410000001
ecoli_00118,-1.2968034357,-0.6414875495,1.142484236,1.022140389
ecoli_00119,-1.7189462523999999,-0.1223583605,0.464721076,0.9908098120000001
ecoli_00120,-2.2063016014,-0.4949096485,0.7470960999999999,1.008965388
ecoli_00121,-1.9653693902,-0.1762175335,0.848095373,1.0655076
ecoli_00122,-3.0979585264,-0.6730769685,0.6533242170000001,0.250895213
ecoli_00123,-2.1833321596,-0.9849810345000001,0.647290777,0.424990666
ecoli_00124,-2.2055593723999998,-0.4894325115,0.7495920970000001,0.48889203000000003
ecoli_00125,17.1408390932,1.0052043605,0.482015532,0.514207641
ecoli_00126,10.2371598736,0.0509313315,0.06813928300000001,-0.272942022
ecoli_00127,11.4166347615,-0.2645540555,-0.14879219500000002,-0.694674354
ecoli_00128,10.7842166002,-1.1242399935,-0.421964995,-1.2932682
ecoli_00129,0.7599909508,0.8724555715000001,0.556513095,0.428235921
ecoli_00130,13.6259715628,1.0339259245,0.414416147,0.09675078200000001
ecoli_00131,17.1077905975,1.1083022565,0.016406568,0.26566699800000004
ecoli_00132,5.5479652115,-0.9355485865000001,0.43148222900000005,-0.114006562
ecoli_00133,-0.8933063228,0.5861118695,0.206356629,0.112236047
ecoli_00134,2.4435485437,0.3053595675,-0.216234583,0.125335628
ecoli_00135,-0.9728896754,-0.45377302350000004,-0.039309115000000006,0.20248016700000002
ecoli_00136,0.7221389657,1.5310206435,1.183369564,0.9641573160000001
ecoli_00137,0.988093517,-0.7137330815,-0.17903822700000002,-0.514371494
ecoli_00138,-1.9475857676000001,1.3091412955,0.7084956450000001,0.9285628300000001
ecoli_00139,0.4776479187,1.7836026315,0.9586829020000001,1.091873401
ecoli_00140,1.4708746504,-0.6615512295,-0.430915408,-0.5366429770000001
ecoli_00141,1.3285045869,1.2444903355,0.655023939,0.8614838290000001
ecoli_00142,0.4764491263,-0.7333832235000001,0.865046422,0.997726757
ecoli_00143,20.8157264147,-0.9241867475000001,-0.078885011,-0.43034901200000003
ecoli_00144,3.6406665081,0.9316784125,1.014938355,0.35550395900000004
ecoli_00145,-0.0102869747,1.3021813905,1.684760762,0.057880774
ecoli_00146,-0.8903408023,-0.2632364665,1.475331699,-0.648226187
ecoli_00147,-1.2720662559,0.4847565025,0.7940970620000001,-0.427774162
ecoli_00148,-0.5469653081,0.5085823865,0.62236493,-0.580108013
ecoli_00149,-2.6587409889,-0.055429279500000005,1.3841819050000002,-0.34508999300000004
ecoli_00150,-1.5070454383,0.7394252905,0.72866624,-0.77080834
ecoli_00151,0.6715426435,0.33105872550000004,0.8763512280000001,-0.095461819
ecoli_00152,0.8445386099000001,0.6484007045,0.7174335190000001,-0.261226713
ecoli_00153,0.2647368302,-0.2726000165,0.942847799,-0.056717997000000006
ecoli_00154,0.7929492096,0.1823298885,0.37018512200000003,-1.004978283
ecoli_00155,0.9537610670000001,0.25920098950000003,0.8256620720000001,-0.318789563
ecoli_00157,1.7342137108,0.7194006335,1.014731317,-0.059174241
ecoli_00158,-0.3299502218,0.8599847035,1.043099161,-0.239483196
ecoli_00159,2.2674903332,0.3672266265,0.68484936,-0.777531904
ecoli_00160,1.4244560053,-0.5916081155,0.448087418,-0.970712776
ecoli_00169,0.5248429217,-1.1592407795,-0.012055996000000001,-1.790935315
ecoli_00170,0.8468289939,-1.3672645305,-0.161286604,-1.716438801
ecoli_00171,-1.193235777,-1.1595264215,0.08997571900000001,-0.75808056
ecoli_00172,0.3570218784,-1.0125074755,-0.022636037,-1.212571497
ecoli_00173,-1.2568881401,-0.48454870650000004,0.470654098,-0.767564684
ecoli_00174,-0.8655080142,-0.4417167775,0.5457840620000001,-1.083080982
ecoli_00175,-0.1176529562,-1.1504756225000001,0.36502443100000004,-0.6868014020000001
ecoli_00176,-0.5634752422,-1.2259896625,0.175684891,-0.738831372
ecoli_00177,-0.07520014900000001,-0.2833233845,2.296672257,0.8687788430000001
ecoli_00178,-0.683869626,-0.24017176850000002,2.424745525,0.928304074
ecoli_00179,0.1816539694,-1.1448124705,0.732928279,-1.3918341650000001
ecoli_00180,0.10950244120000001,-1.2836989505,0.704812631,-1.605488604
ecoli_00181,0.5706937488,-1.4936964975,-0.24413498200000003,-1.900130431
ecoli_00182,0.2799552131,-1.3544498525,-0.06641861,-1.869874672
ecoli_00183,-0.715752842,-0.1954726715,0.60723028,0.06916095900000001
ecoli_00184,-1.4117121612,-0.15359595750000002,0.5705991770000001,0.191238511
ecoli_00185,-0.8272191969,-1.2227539475,-0.115576277,-1.315016073
ecoli_00186,-0.3068659375,-1.3332954095,-0.252563095,-1.4693723380000001
ecoli_00187,-1.3545018473,-0.8710459315,0.537804664,-0.396274304
ecoli_00188,-0.9573792903,-1.0140530485,0.46317516200000003,-0.25110197
ecoli_00189,-0.3385049385,-1.2646181095,-0.161117748,-1.7861310810000002
ecoli_00190,-0.242690859,-1.1400120985,-0.218094838,-1.680885379
ecoli_00191,-0.9357935251,-1.0901010345,0.177298682,-1.213434297
ecoli_00192,-0.5506762322000001,-1.0105897465,0.366033934,-0.997855071
ecoli_00193,1.2720160184,-0.9935873995000001,0.19583840500000002,-1.2270638950000001
ecoli_00194,0.8788265469000001,-1.1789054865,0.05521341900000001,-1.510463411
ecoli_00195,0.286173181,-0.7149185145,-0.161189892,-1.476201488
ecoli_00196,1.5999207873999999,-0.4758987465,0.15129061800000002,-1.185732867
ecoli_00197,1.6454494473999999,-0.6572269335,0.299333552,-1.202549833
ecoli_00198,0.8146530518,-0.8629779765000001,-0.424858554,-1.651241444
ecoli_00199,1.3691301538,-0.14036223750000001,0.43249270300000003,-0.289168472
ecoli_00200,1.4249572339,-0.1072273175,0.7299857080000001,-0.078886157
ecoli_00201,0.014635695,0.0944165435,0.756323732,-0.11830506
ecoli_00202,-0.3160676739,-0.0430277045,0.8378199740000001,-0.029701718000000002
ecoli_00203,-0.8054668038,-0.49427885650000003,0.228378817,-0.263957068
ecoli_00204,-1.6525666380000001,-0.7484538125,0.407660905,-0.376644056
ecoli_00205,-0.24428890190000002,-0.1488929585,0.839135273,-0.11345742800000001
ecoli_00206,-0.760012393,0.0123068575,0.8227036710000001,0.294741421
ecoli_00207,0.0204541463,0.33953306250000004,0.886974923,0.015263212000000002
ecoli_00208,0.9526174538000001,0.2271207265,0.986135901,0.065509127
ecoli_00209,0.6400009399000001,-0.5803117365,0.653023837,-0.16405393000000001
ecoli_00210,0.3017687867,-0.8563641445,0.403336788,-0.095569307
ecoli_00211,0.8460587902000001,-1.2819109945,0.19857317200000002,-0.678478896
ecoli_00212,0.7453031324,-0.9371278525000001,-0.025951112000000002,-0.396950352
ecoli_00213,-0.9508986951,0.057432488500000003,0.583648803,-0.06132558900000001
ecoli_00214,0.3986388634,-0.033844345500000005,0.581872735,-0.077503967
ecoli_00215,0.1351891998,-0.5852998475,-0.011840443,-0.46616264300000004
ecoli_00216,0.2335105419,-0.7957823345,0.050561062000000004,-0.642832179
ecoli_00217,1.6892330787,0.2070479265,0.7891601380000001,0.076020793
ecoli_00218,1.5568336837999999,0.19794759650000002,1.002194471,0.5411938430000001
ecoli_00219,-0.009161749700000001,-0.8429766615000001,0.419573601,-0.408614807
ecoli_00220,0.9237195994,-1.0465200505,0.232516453,-0.511071238
ecoli_00221,0.0350677285,-0.9565513465000001,0.14580405500000002,-0.7179671080000001
ecoli_00222,1.2962770929,-1.1918895005,0.07726645700000001,-0.9645429280000001
ecoli_00223,0.0784545831,-0.6159716365,0.528331518,-0.404364655
ecoli_00224,0.5304060083000001,-0.6087997205,0.42573301,-0.417398256
ecoli_00225,-1.083751588,0.0648009955,0.766838702,-0.28125821900000003
ecoli_00226,0.6431447585,0.1163233225,0.5594287440000001,-0.200783015
ecoli_00227,1.4137207142000001,-0.8588446495000001,0.175399945,-0.663650708
ecoli_00228,0.6413440512,-0.9060102005,0.149333666,-0.7530940530000001
ecoli_00229,0.39266620300000005,-0.8218234855000001,0.344805746,-0.48421144800000004
ecoli_00230,1.0038551257,-0.8918323465,0.5925289730000001,-0.8823575520000001
ecoli_00231,0.9828850083,-1.1296403655,0.450705467,-0.555225806
ecoli_00232,1.1876211236,-1.0301543155,0.44110164300000004,-0.41835987300000005
ecoli_00233,0.5428819994,-0.8860277145000001,0.5189636040000001,-0.566650392
ecoli_00234,0.2098359598,-0.8365474915000001,0.466547007,-0.40012419800000004
ecoli_00235,0.4689134742,-0.2960381885,0.8849106800000001,0.000910607
ecoli_00236,1.0747393432,-0.4304220495,1.300127241,0.39564201800000004
ecoli_00237,1.6374785186,-1.3080411965,0.10334224500000001,-0.7971819840000001
ecoli_00238,1.4458717409,-1.0159806365,0.250974295,-0.903094397
