,A,Zur,ZntR,CueR
ecoli_00239,1.1271317593,-1.0195278675,0.299939518,-1.046413842
ecoli_00240,1.0418287235,-1.0563282385,0.135685092,-0.919555564
ecoli_00241,0.0256878254,-0.6470216935,0.798945404,-0.12899306800000002
ecoli_00242,-0.0174394989,-0.8214018515,0.34541084800000005,-0.448477075
ecoli_00243,0.9256525756,-0.6911165555000001,0.49550821,-0.725716824
ecoli_00244,1.1770786212,-0.9144942075,-0.5841326330000001,-0.8927484130000001
ecoli_00245,0.7608708983,-1.0781173255,-0.336327,-1.002127738
ecoli_00246,-0.0869646498,-0.8243140355,0.866840041,-0.104106477
ecoli_00247,-0.0106224269,-0.8877684045,0.7559262280000001,-0.044978312
ecoli_00248,0.40179962690000004,-0.8438522835000001,0.8802569480000001,0.128543348
ecoli_00249,0.9509755521000001,-0.6488489655,0.576800015,0.069006599
ecoli_00250,0.0172320061,-0.5602395825,0.730484431,-0.14166809400000002
ecoli_00251,0.052559787100000005,-1.1977325505,0.085832263,-0.637616288
ecoli_00252,-0.0059876114000000005,-0.8833316615000001,-0.314780269,-0.675745173
ecoli_00253,-0.9577199598,-0.38120025750000003,0.714927909,-0.203566731
ecoli_00254,-0.0621235092,-0.2804059835,0.8783063090000001,0.050518275
ecoli_00255,14.0272303573,-0.5736642705,0.271605878,-0.129924952
ecoli_00256,9.8670654256,-0.4605293425,0.6005379310000001,-0.046741832000000004
ecoli_00257,15.1917625485,-0.8469607605,0.7663679250000001,-0.27006482600000004
ecoli_00258,15.383369817,-0.7250932875,0.534783671,-0.42636439400000004
ecoli_00259,-0.498452848,-0.7159329915,1.388692575,0.887360754
ecoli_00260,1.9475536129000002,-0.6648997575000001,1.036455803,0.893396548
ecoli_00261,0.9841382445,-0.8173595335,0.44803755,-0.23352882600000002
ecoli_00262,0.3071840864,-0.3386111845,0.33334244300000004,-0.16921881
ecoli_00263,0.3955373467,-0.48120336550000004,0.370853822,-0.42733758200000005
ecoli_00264,0.9702871738000001,-0.0087987785,0.394882271,-0.547638174
ecoli_00265,1.340708505,-0.9789586035000001,0.6823139260000001,0.23024633400000002
ecoli_00266,1.1991886008,-0.8341732625,0.8076257840000001,0.07376792900000001
ecoli_00267,-0.007499246100000001,0.3186496535,0.688793047,-0.7756422070000001
ecoli_00268,0.8415556006,0.1436795085,0.770610621,-0.702882545
ecoli_00269,1.7328448385000002,0.4336531195,0.958822287,-0.487755594
ecoli_00270,0.4182895279,0.3263810935,1.086667267,-0.229630836
ecoli_00271,1.0458338075,-0.9871033905000001,0.20233926100000002,-1.362482363
ecoli_00272,0.8439718369,-1.0548712655,0.07354613,-1.267727738
ecoli_00273,0.0956666322,-0.8307463415,0.144787107,-0.632170187
ecoli_00274,0.43909714910000003,-1.0394235295,0.29859587800000004,-0.5835643340000001
ecoli_00275,0.1414709852,-0.7820111495000001,0.9349699520000001,-0.5231431470000001
ecoli_00276,-0.23062297480000002,-0.6723062385,0.730799473,-0.48845217100000005
ecoli_00277,0.21379518560000002,-0.6900735785000001,0.677307451,-0.649433131
ecoli_00278,0.7032487839,-0.7496044435,0.726371418,-0.681247653
ecoli_00279,1.3798610213,-0.8669875735,1.16571829,0.13693638500000002
ecoli_00280,0.5344135064000001,-0.3061988485,1.383171224,0.7506475810000001
ecoli_00281,-0.0328681979,-0.6857831065000001,-0.094556714,-0.378246307
ecoli_00282,0.5384487239,-1.1997390195,0.00031684,0.06193466400000001
ecoli_00283,0.60817917,-0.9334926235000001,0.30871837500000004,-0.9349608760000001
ecoli_00284,0.07058529670000001,-0.7916889225,0.14710586,-0.886110331
ecoli_00285,1.6393514386999999,-1.1571461725,-0.23369236100000002,-1.45158794
ecoli_00286,1.9691861522,-1.1408631115,-0.238173549,-1.205568963
ecoli_00287,-0.2393031841,-0.7522419405,0.783300909,-0.659538335
ecoli_00288,-0.3293751223,-0.8568532805,0.78883789,-0.6003183990000001
ecoli_00289,-0.2105277349,-0.7598062285,0.293150522,-1.328221786
ecoli_00290,0.1165562143,-1.0146704215,0.30071466,-0.958237188
ecoli_00291,-0.23265440550000002,-0.8032015935,0.5197481780000001,-0.48504234500000004
ecoli_00292,0.3894601205,-0.7688176855000001,0.593514308,-0.6287587060000001
ecoli_00293,0.2851520979,-0.7230108265,0.353411543,-0.522130595
ecoli_00294,-0.1454381783,-0.9324595235,0.22620586,-0.813262997
ecoli_00295,1.3828018357,-1.2643867955,-0.115282085,-1.651990196
ecoli_00296,1.7864406306,-1.6523887285,-0.17566052100000001,-1.5059209980000001
ecoli_00297,0.23588888400000002,-1.1217648025,0.41726757000000003,-0.777126364
ecoli_00298,0.21333167320000002,-0.7910460355000001,0.603365114,-0.40106884600000003
ecoli_00299,0.8440883176,-1.3582256625,-0.08984546800000001,-1.2865816890000001
ecoli_00300,1.1254676856,-1.1710830225,-0.143322512,-1.494094641
ecoli_00301,1.5512415485000002,-1.2877983445,0.36982551300000005,-1.327639621
ecoli_00302,1.4133883752,0.1566292615,0.38228474700000004,-0.7026291880000001
ecoli_00303,-0.1991678977,-0.7701704035,0.36079237200000003,-0.331333154
ecoli_00304,0.9541815004,-0.9852901015000001,0.255762761,-0.642519701
ecoli_00305,0.244867578,0.5846108865,1.167150334,-0.046547846000000004
ecoli_00306,0.1771698573,0.6215925215,0.721669705,-0.42975034300000003
ecoli_00307,0.7936918037,0.5322774205,0.8680656630000001,-0.42837668
ecoli_00308,0.6721163558000001,0.6280972745,0.7772350840000001,-0.451121139
ecoli_00309,0.18886214440000001,0.3309470405,0.576589274,-0.492904129
ecoli_00310,-0.3883954631,0.4511724975,0.8036412740000001,-0.37496477300000003
ecoli_00311,0.3714168215,0.6338122765,0.501581998,-0.5186499640000001
ecoli_00312,0.7863400862000001,0.7895934315,0.548753603,-0.43754635000000003
ecoli_00313,-0.7324112496,-0.7500522945,0.271662202,-0.22744001700000002
ecoli_00314,-0.4451449146,-1.0482918165,0.37608476500000004,-0.238088337
ecoli_00315,-0.6456380810000001,-0.14396864750000002,0.51908097,-0.846029235
ecoli_00316,-0.43762398350000004,-0.20107600050000002,0.43011372200000003,-0.66981092
ecoli_00317,-0.2258875444,-0.0949770555,0.6889247380000001,-0.311997949
ecoli_00318,-1.1152048152,0.042468002500000004,0.5731590360000001,-0.39903802
ecoli_00319,0.5203971047,-1.0130777185,0.39773236100000003,-1.309245952
ecoli_00320,0.0175847532,-1.0053462655,0.307641924,-1.052562968
ecoli_00321,-0.1378362185,0.5955335625,0.8729898610000001,-0.39666596600000004
ecoli_00322,0.20094405510000002,0.6869417605,1.115939014,-0.11109666900000001
ecoli_00323,0.6065690340000001,-0.9114792585,-0.027749395000000003,-1.195778125
ecoli_00324,1.0713976325,-1.0902086755,0.042377008,-1.18326561
ecoli_00325,0.978519318,-0.9519767965,0.057673048000000005,-1.286852597
ecoli_00326,0.5472522593,-0.6969756375,0.314531386,-1.190730456
ecoli_00327,1.4308177805,-0.8313818305,0.567623294,-1.116486758
ecoli_00328,1.2884883531,-0.2182142595,0.7348103840000001,-1.258090303
ecoli_00329,0.9527479219,-0.2225592045,0.922083905,-0.85075249
ecoli_00330,0.6721391969,-0.4516816615,1.214470544,-0.723499956
ecoli_00331,0.2145778606,-0.4203462445,0.85022312,-0.9172790590000001
ecoli_00332,0.130113903,-0.3692460345,0.7567221620000001,-0.787294838
ecoli_00333,0.4562835202,-0.3480443885,0.6172202830000001,-0.8907997390000001
ecoli_00334,0.2812536176,-0.7231174485,0.24922759500000002,-1.032621507
ecoli_00335,1.6709433011,-1.3835845545,-0.16243021200000002,-1.89804573
ecoli_00336,1.3850248868000001,-1.3059973955,-0.41808604400000005,-1.47674418
ecoli_00337,0.6487769949000001,-0.7399090305,0.47727519500000004,-0.970208273
ecoli_00338,0.5632383664,-0.7265589895,0.454645952,-1.017919212
ecoli_00339,1.5706215068,-1.2181352125,-0.32679899900000003,-1.403314443
ecoli_00340,1.6899564701,-0.9901032925000001,-0.24325263600000002,-1.465252435
ecoli_00341,1.9072571611,-1.0102719495,-0.33402079300000004,-1.830463238
ecoli_00342,1.3328914698,-1.2128181445,-0.5587905360000001,-1.80452034
ecoli_00343,-0.2214904916,-0.7186530415,0.58981229,-0.7244771160000001
ecoli_00344,-0.9225096205000001,-1.0289153495,0.882782748,-0.8538696680000001
ecoli_00345,0.2879037975,-0.6262074735000001,0.438445613,-0.854953692
ecoli_00346,0.0978513909,-0.5503981455,0.46718678500000005,-0.807868789
ecoli_00347,0.26173677830000003,-0.8170166535000001,0.5496813220000001,-0.9964723470000001
ecoli_00348,0.9322902710000001,-0.7678912815000001,0.48636011700000004,-0.942298999
ecoli_00349,0.7708417494,-0.7872650105000001,0.633291656,-1.3580025230000001
ecoli_00350,1.2653275835,-0.7237136975,0.719675049,-1.222269734
ecoli_00351,1.3165357745000001,-0.5903785325,0.5246307210000001,-1.020251618
ecoli_00352,1.792933396,-0.8770924695000001,0.6021671780000001,-1.467533797
ecoli_00353,0.7507589503000001,-0.8496973205,0.675048673,-1.385988193
ecoli_00354,1.5394391956,-0.6633276705000001,0.673713475,-1.288040611
ecoli_00355,0.9596606874,-0.34070180850000004,0.751437998,-0.904671522
ecoli_00356,0.8255073435,-0.3881630795,0.761103724,-0.851116548
ecoli_00357,1.3751852053,-0.4077736075,1.087658918,-1.013967788
ecoli_00358,1.1427382595,-0.38491775850000004,1.169810233,-1.035712886
ecoli_00359,0.21220761700000002,-0.4193670055,0.711464753,-0.83700148
ecoli_00360,0.6125208565,-0.5245378335,0.555848876,-0.917530465
ecoli_00361,0.8105360839,-0.5739907875,0.7913861440000001,-1.024027587
ecoli_00362,0.5025008353,-0.2128589415,0.455455382,-1.0748490450000001
ecoli_00363,1.8498271049000001,-0.0949168195,0.183952532,-0.46051636
ecoli_00364,1.1819417066,-0.5223055765,0.295011605,-0.363949462
ecoli_00365,1.4745228147,0.1621655405,0.20925774300000002,-2.202372651
ecoli_00366,0.5377344634,0.1629767355,0.620966978,-2.136442724
ecoli_00367,1.6723019878,-0.9620963895,-0.449188374,-2.932467104
