,A,NtrC,RpoN
R2,,0.5944499304728548,0.008791852034500836
xmin,,-5.0016790975,-2.3873792415000006
xmid,,0.4132141453436709,
xmax,,2.3228636584999998,1.3623595312507586
ystart,,-0.6484128200152126,-2.0123107564763165
yend,,30.518706202509392,1.1629585988495692
control__wt_glc__1,-0.2146684763297598,-0.06631495149999989,-0.0046102245000003705
control__wt_glc__2,0.2146684763297529,0.06631495149999989,0.004610224499998594
fur__wt_dpd__1,1.728617855360134,-0.9027221265000004,0.7030172054999984
fur__wt_dpd__2,1.416281660182861,-0.8100453285000002,0.8161369584999996
fur__wt_fe__1,1.312855770460685,0.3333157334999992,-0.09844324150000183
fur__wt_fe__2,1.2263576819762831,0.1918387794999994,-0.014624519500001654
fur__delfur_dpd__1,0.7985880775019477,-0.9745198565000006,0.5910067834999992
fur__delfur_dpd__2,0.4740368597448474,-0.9791649365000009,0.7714851734999986
fur__delfur_fe2__1,0.2740629683465936,-0.5153295755,0.15829583549999882
fur__delfur_fe2__2,-0.1270236320403506,-0.6166971005000006,0.09519432949999818
acid__wt_ph5__1,0.6611526751968475,-0.03020150050000048,0.15184900549999902
acid__wt_ph5__2,0.5891222270032633,-0.04181230749999987,0.2254091014999986
acid__delgadx_ph5__2,0.7508559522722069,0.09079596750000007,0.21891853049999987
acid__delgadw_ph5__1,-0.086106238621855,-0.1128848324999998,0.18450770449999965
acid__delgadw_ph5__2,0.7702523690489784,-0.15206082050000005,0.14576261749999908
acid__delgade_ph5__1,0.6987932440477286,0.00964439349999946,0.1606162704999985
acid__delgade_ph5__2,1.2925826255043784,0.0527451275000006,0.23216701249999794
oxidative__wt_pq__1,2.0459669187976286,-0.3496920405000008,0.4468107434999986
oxidative__wt_pq__2,2.9570109547372,-0.2896351934999988,0.3896680744999994
oxidative__deloxyr_pq__1,1.4169297207635132,-0.4274229505000005,0.3630092974999979
oxidative__deloxyr_pq__2,1.567601590447069,-0.4273335855000005,0.36022816349999864
oxidative__delsoxr_pq__1,1.1997421265272947,-0.4371913215000003,0.4533836634999986
oxidative__delsoxr_pq__2,1.2327860373088415,-0.4368724984999988,0.4385974174999987
oxidative__delsoxs_pq__1,1.4581528300332958,-0.1740475124999996,0.6504048324999978
oxidative__delsoxs_pq__2,2.3441593023727934,-0.08507181550000009,0.6203968144999994
nac_ntrc__wt_csn__1,33.108045741327174,1.0903374364999996,0.3878049414999989
nac_ntrc__wt_csn__2,33.06490381440986,1.1212646784999991,0.3861706294999987
nac_ntrc__wt_cytd__1,31.90190452544851,2.1180870945,0.17801387349999942
nac_ntrc__wt_cytd__2,31.474885245313235,2.1021411325,0.14013047449999938
nac_ntrc__wt_gln__1,27.19433770938895,2.2411077535,0.3875584074999985
nac_ntrc__wt_gln__2,27.36821809202987,2.2415717734999987,0.311200883499998
nac_ntrc__bw_delnac_csn__1,34.68052319269892,1.3996019744999997,0.6216542454999985
nac_ntrc__bw_delnac_csn__2,36.41757305881978,1.7068628634999996,0.8497727804999986
nac_ntrc__bw_delnac_cytd__1,32.9032800537159,2.034409352500001,0.16361194549999958
nac_ntrc__bw_delnac_cytd__2,33.150596386151214,1.9781382805,0.20669714449999965
nac_ntrc__bw_delnac_gln__1,27.610859042452763,2.3228636584999998,0.3080251984999993
nac_ntrc__bw_delnac_gln__2,27.45253239939732,2.2629229235,0.29679560549999984
nac_ntrc__bw_delnac_nh4__1,-0.6151461788525293,-0.3211317545000005,-0.20403797450000027
nac_ntrc__bw_delnac_nh4__2,0.7019849388110098,-0.33999168049999984,-0.2513449025000014
misc__wt_no_te__1,0.7908401440573997,-0.8669320615000009,0.4210455764999992
misc__wt_no_te__2,0.5415894052465375,-0.4844581635000002,0.34090928549999866
misc__bw_delcbl__1,0.8123175764930521,-0.28719265550000017,0.2606270084999984
misc__bw_delcbl__2,0.5432880789363307,-0.4352825115000005,0.32841042449999946
misc__bw_delfabr__1,0.4525220971808892,-0.4336975325000001,0.12483548650000033
misc__bw_delfabr__2,0.5259075728498627,-0.3983526615000006,0.10311443849999867
misc__bw_delfadr__1,-0.0197523458304701,-0.7024347034999998,0.2262561374999983
misc__bw_delfadr__2,0.2587137103075975,-0.7518494535000002,0.2539545304999997
misc__nitr_031__1,21.71043242232429,1.8695830555,0.3646965854999991
omics__wt_glu__1,-0.0247405383907854,-0.4930106595000003,0.2962516994999991
omics__wt_glu__2,0.7905077182336971,-0.4107867365000004,0.4666522204999986
omics__wt_gly__1,4.291139804743469,0.6424083654999997,0.08866842549999987
omics__wt_gly__2,4.610231865792668,0.6454411234999995,0.056832367499998426
omics__wt_thr__1,4.423552077255014,0.4849992675000001,0.7135937784999982
omics__wt_thr__2,3.508006919209165,0.3777853725,0.7710917564999988
omics__bw_ac__1,0.5787311036618007,-1.1329429855000006,0.2626952734999985
omics__bw_ac__2,0.3677867543407915,-0.9975638155000004,0.2125339714999992
omics__bw_fum__1,-0.3833260657690346,-1.1282836224999997,-0.07199432850000065
omics__bw_fum__2,-0.3693742051765395,-1.0086983915000003,-0.13216740750000078
omics__bw_glc__1,0.3928332545823882,-0.21373389750000005,0.08772091650000036
omics__bw_glc__2,0.7432728133478208,-0.19944722450000008,0.08663182049999918
omics__bw_pyr__1,0.533511802682309,-1.3713202664999995,0.13049388650000004
omics__bw_pyr__2,0.9931073103435776,-1.1621855385000002,0.07503947049999837
ompr__wt_nacl__1,-0.4762150037735229,-0.4742487524999994,0.8458476444999992
ompr__wt_nacl__2,0.0995682382841475,-0.36235043050000026,0.7361582904999988
ompr__bw_delompr_nacl__1,-0.4789134575081757,-0.3721031904999999,0.3376980424999978
ompr__bw_delompr_nacl__2,0.6027302275716704,-0.4593646905000002,0.3812324994999994
minspan__wt_ade__1,-1.4882497540400026,-2.1838632055000002,-0.2312180505000008
minspan__wt_glc__2,-0.7420957412809033,-0.9505896595000004,-0.2809332425000015
minspan__wt_glc__3,-0.897458762968687,-0.9092726735000004,-0.29022478250000106
minspan__wt_glc__4,-0.924690547841413,-0.7960748085000002,-0.20542882750000224
minspan__wt_glc_anaero__1,-0.6928435094054435,-1.3021550304999998,0.03892021449999916
minspan__wt_glc_anaero__2,-1.6334898720300073,-1.5035946494999999,0.060990017499998224
minspan__wt_trp__1,-0.5026292842457937,-0.9953353274999994,0.1072953324999979
minspan__bw_delcra_glc__2,-1.6575592756314246,-1.0402592784999998,0.0527145324999978
minspan__bw_delcra_trp__1,0.2654780417300955,0.16517766650000001,0.10897918549999908
minspan__bw_delmntr__1,0.6434936227571284,-0.5728476695000007,0.2383428174999977
minspan__bw_delnac_ade__1,-1.948061575077636,-1.321190606500001,0.0018527365000000628
minspan__bw_delnac_glc__1,0.7109365654621191,-1.0241365895000003,-0.33567946050000064
cra_crp__wt_ac__1,0.991575816579804,-1.2950856365000003,0.19179876049999933
cra_crp__wt_ac__2,1.3891670717583957,-1.2142403274999998,0.15321709349999854
cra_crp__wt_fru__1,0.9042502830247132,-0.9904316025000002,0.26576759049999943
cra_crp__wt_fru__2,0.5343202344203898,-1.1206215635000003,0.3237425104999989
cra_crp__delcra_ac__1,0.6488467774508142,-1.3056248495,-0.023381640500000245
cra_crp__delcra_ac__2,1.2837949582864845,-1.2152266735,-0.1429831305000011
cra_crp__delcra_fru__1,-0.5540222276233943,-0.17993049050000032,0.1073611114999995
cra_crp__delcra_fru__2,0.3907740812319699,-0.1304773895000002,0.12499276149999973
cra_crp__delcra_glc__1,0.3811478423289914,-0.2908591134999998,-0.026159681500001145
cra_crp__delcra_glc__2,0.458127130623832,-0.14171376050000006,-0.10072994250000099
rpoB__wt_031__1,15.61969062002802,1.394999305499999,-0.05696854050000155
rpoB__wt_044__1,14.514783283884595,1.5035136384999994,0.2237648204999996
rpoB__wt_lb__1,-0.8984361703660513,-0.9137006765000004,-0.028158271500000612
rpoB__wt_lb__2,-0.1288454712631258,-0.9558305525000002,0.010328368499997964
rpoB__rpoBE546V_031__1,19.964498559329414,1.2908964935,-0.1267133255000008
rpoB__rpoBE546V_044__1,19.882325734054398,1.2412249894999985,0.023719754499998302
rpoB__rpoBE546V_lb__1,-1.6958042404018852,-1.1203196115000011,-0.01329458850000087
rpoB__rpoBE546V_lb__2,-0.969277555986893,-1.0573056784999997,-0.016251761500001294
rpoB__rpoBE546V_glc__1,0.4066537662507255,-0.2110427684999987,-0.514114525500001
rpoB__rpoBE672K_glc__1,0.2004504267556446,-0.05899533550000057,-0.20276037750000064
rpoB__rpoBE672K_glc__2,0.3122928917190971,-0.030604913500000382,-0.2285063375000007
rpoB__rpoBE672K_lb__1,-1.3104710076153077,-1.6649322175000003,-0.6724268015000012
rpoB__rpoBE672K_lb__2,-1.7857986700019632,-1.4809584065,-0.5883223085000004
crp__wt_fru__1,-1.011041947287775,-0.3250443155000005,-0.26149362750000194
crp__wt_glyc__1,-0.5779316512846505,-0.6119121664999998,-0.4111413085000004
crp__wt_glyc__2,-0.9741102469990612,-0.5592038884999999,-0.3161550525000019
crp__delar1_glyc__1,1.689428917950487,-0.5303713994999999,0.6530569714999999
crp__delar1_glyc__2,2.111128748793523,-0.43894030650000093,0.6094381865000003
crp__delar1ar2_glyc__1,0.99295350706871,-0.7439360155000001,0.4106341614999991
crp__delar1ar2_glyc__2,1.2362829328234797,-0.7689202095000001,0.3926384064999997
crp__delar1ar2_glyc__3,0.908723773689136,-0.8432862454999999,0.3384137364999997
crp__delar2_glyc__1,-0.7201394395245408,-0.4887759914999998,0.2390130574999993
crp__delar2_glyc__2,-0.7202750016996804,-0.7579041665000004,0.3881425054999994
crp__delar2_glyc__3,-1.2177746001447534,-0.6376105734999999,0.5417163864999992
crp__delcrp_fru__1,1.118968904295625,-0.26098109550000004,0.4873410544999999
crp__delcrp_fru__2,0.7664906654768224,-0.2192330834999998,0.6076043144999996
crp__delcrp_fru__3,0.689143598484246,-0.25187832750000005,0.46314233749999895
crp__delcrp_glc__1,0.5607803473181143,-0.8290001094999999,0.6373608284999985
crp__delcrp_glc__2,1.052071446371902,-0.9082314924999996,0.6669930294999986
crp__delcrp_glc__3,-0.0015156140416142,-0.9650134365000004,0.5979555294999983
crp__delcrp_glyc__1,-0.2365614214095824,-0.8602257135000002,0.4546922764999994
crp__delcrp_glyc__2,0.0386222791423655,-0.9548261574999994,0.4769414484999981
crp__delcrp_glyc__3,-0.3306102371852277,-1.0496985455,0.4892179915000003
glu__glu_ale3__1,0.5114844838010586,-1.5916900025,-0.1601779305000015
glu__glu_ale4__1,-0.8454806698292312,-0.5818395404999999,-0.28002795650000145
glu__glu_ale5__1,-0.5185368513545643,-0.4332083674999998,-0.6870798615000009
glu__glu_ale6__1,0.2490862613394041,2.7528499999540657e-05,-0.5723060855000011
glu__glu_ale8__1,0.6464952869430987,-1.6435674565000005,0.16357349049999925
glu__glu_ale9__1,-0.4254309685035398,-0.8641334474999995,0.0031536634999991264
glu__glu_ale10__1,0.3057337708525031,-1.1934246325000002,-0.2871971685000005
42c__wt_42c__1,1.005988318493562,-0.4924464915000009,0.0244120204999998
42c__42c_ale1__1,0.2040097695848942,-1.0464060355000004,0.34912003849999884
42c__42c_ale2__1,-0.6067849464617787,-1.0837548765000005,-0.3153191495000014
42c__42c_ale3__1,0.4828376938723762,-0.5191260215000009,0.09912298549999933
42c__42c_ale4__1,2.040761397833641,-0.5096285155000002,-0.10734334550000037
42c__42c_ale5__1,0.2498411975620908,-0.8832038324999996,-0.2023175995000006
42c__42c_ale6__1,1.1657250140808422,-0.5320815264999998,0.8135905604999998
42c__42c_ale8__1,0.1961658262167096,-0.6995238575,0.3201673924999984
42c__42c_ale9__1,-0.6514107103326171,-0.1569116174999996,-0.0553719955000016
42c__42c_ale10__1,1.0321970018803135,-0.7327512955000008,0.21542995749999785
ssw__wt_ac__1,0.423112405487033,-1.8295548605,-0.21780781650000056
ssw__wt_glc__1,-0.4921527705776596,-0.8193041815000006,-0.22127274850000056
ssw__wt_glyc__1,0.5625601404839028,-0.06203343749999935,-0.2125297985000003
ssw__wt_xyl__1,-0.4600427425661575,-0.3873148295000002,0.4108722804999996
ssw__glc_ale1__1,-0.6046013575470763,-1.5941472934999998,-0.7788251875000016
ssw__glc_ale2__1,-0.4617977717545878,-1.3149935145000002,-0.06379253150000075
ssw__glc_ale3__1,-0.5695009640430716,-0.3067341395000005,0.2370279344999986
ssw__glyc_ale1__1,-1.765735513439523,-0.7266657624999997,-0.3120889155000013
ssw__glyc_ale2__1,-1.3477281588409695,-0.3533501384999997,0.20205476849999826
ssw__xyl_ale1__1,3.342577407501996,-1.5525453985000004,-0.1082888095000012
ssw__xyl_ale2__1,-0.308113893103381,-0.8624242375,-0.14978203550000124
ssw__xyl_ale3__1,3.011194549895778,-0.10362368050000016,-0.3262490615000013
ssw__glc_ac_ac2__1,0.9219141564172628,-0.4949791975000002,-0.0901773505000012
ssw__glc_ac_glc1__1,2.9815410853111053,-0.3927684555000006,-0.2899039005000006
ssw__glc_glyc_glc__1,-1.5901830668373518,-1.0540999095000003,-0.274164401500002
ssw__glc_glyc_glyc__1,0.6931985913774654,-1.3081330935000004,-0.4525024585000006
ssw__glc_xyl_glc__1,-1.2431991113603875,-1.1727561105000008,-1.0410889935000007
ssw__glc_xyl_xyl__1,-0.68921819604378,-1.2587677035000002,-0.8552477355000008
ica__wt_glc__1,-0.304499888717267,-1.0288914735,-0.5082379055000006
ica__wt_glc__2,-0.3274071454865609,-0.9416034705000004,-0.4994340875000018
ica__wt_glc__3,-0.513128743601657,-1.2980526274999995,-0.1040741495000006
