,0
name,NtrC-3
TF,NtrC+RpoN
regulator,"<a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK125257192&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">NtrC</a> and <a href=""http://regulondb.ccg.unam.mx/sigmulon?term=ECK125110295&organism=ECK12&format=jsp&type=sigmulon"" target=""_blank"">RpoN</a>"
function,"Nitrogen assimilation, pyrimidine transport and catabolism"
category,Nitrogen Metabolism
has_venn,True
scatter,2
exp_var,0.002637654175935533
precision,0.7
recall,0.2857142857142857
