,-0.0839611389090909,-0.07346599654545455,-0.06297085418181819,-0.052475711818181836,-0.04198056945454548,-0.031485427090909124,-0.020990284727272768,-0.010495142363636412,-5.551115123125783e-17,0.0104951423636363,0.020990284727272657,0.03148542709090901,0.04198056945454537,0.052475711818181725,0.06297085418181808,0.07346599654545444,0.0839611389090908,0.09445628127272715,0.1049514236363635,0.11544656599999986
thresh,-0.057723283,0.057723283,2,,,,,,,,,,,,,,,,,
unreg,0,2,0,3,11,23,73,608,2127,1057,155,11,0,1,0,0,0,0,0,0
SigB,3,5,7,13,18,28,29,37,57,13,4,4,1,0,2,0,0,0,1,0
unreg_genes,[],['yjlB' 'ydjJ'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
SigB_genes,['ytaB' 'corA' 'yaaI'],['yebE' 'yyzH' 'yfhF' 'csbA' 'ydaC'],['yocK' 'ykgA' 'ykzI' 'yitT' 'bmrU' 'yxbG' 'yugU'],"['yxzF' 'yjgB' 'yvaK' 'yflD' 'yhdF' 'ywmE' 'yqhB' 'yebG' 'ywtG' 'yycD'
 'aag' 'yxjJ' 'yxnA']","['ydaT' 'yuzH' 'yktC' 'nadE' 'ypuD' 'ylxP' 'yjzE' 'yoxC' 'yxaB' 'yfhE'
 'yhcM' 'yaaH' 'yvrE' 'yybO' 'ywlB' 'ywmF' 'yfkJ' 'gtaB']","['yqhQ' 'yyzG' 'yerD' 'ykzC' 'menE' 'aldY' 'csbX' 'spoVC' 'spo0E' 'fin'
 'ywiE' 'ipi' 'ywsA' 'rbfA' 'ymzB' 'yvbG' 'ypuB' 'yczO' 'ywjC' 'yisP'
 'yfhD' 'csbB' 'ycdF' 'yfkI' 'bmr' 'ctsR' 'yuzA' 'yoxB']","['ydaG' 'yxkO' 'ydbD' 'ykuT' 'rpmEB' 'ysdB' 'cypC' 'yjbC' 'rnr' 'opuE'
 'yflB' 'bofC' 'ytkL' 'yfkH' 'opuD' 'menC' 'mcsA' 'yflH' 'ytxG' 'nhaX'
 'ykzN' 'ylxR' 'chaA' 'rsbS' 'ylxS' 'ctc' 'ydaJ' 'yflA' 'mhqO']","['rplGA' 'ydhK' 'dps' 'ytkC' 'ypuC/2' 'yvzE' 'ytiB' 'ykgB' 'yflI' 'ydaD'
 'yocB' 'ypuC/1' 'yqhP' 'yacL' 'ycbP' 'bmrR' 'rsbT' 'yfkM' 'yoaA' 'yydC'
 'nusA' 'ytxH' 'sodA' 'ydaE' 'plsC' 'mcsB' 'cdd' 'rsbV' 'spx' 'yvgO'
 'yxjI' 'yfkD' 'clpC' 'yceE' 'yceG' 'yceF' 'ysnF']","['hpf' 'yfhK' 'yfkS' 'ydaF' 'ywzA' 'yceH' 'ytkK' 'ydaL' 'yflG' 'ispF'
 'ispD' 'yfhL' 'rsbW' 'secG' 'era' 'ywjA' 'clpP' 'infB' 'mhqP' 'yceD'
 'trxA' 'yceC' 'ydaN' 'gabD' 'sigB' 'rsbU' 'disA' 'radA' 'katX' 'ytxJ'
 'ydaK' 'dacC' 'ydzE' 'yfkQ' 'ydeC' 'galM' 'ytfP' 'ydaM' 'ywsB' 'yxaA'
 'yxiS' 'yfkT' 'dctB' 'yqzL' 'yraA' 'smpB' 'luxS' 'yfhM' 'ycdG' 'ydaP'
 'csbC' 'yqjL' 'ssrA' 'recO' 'ymaE' 'rsbX' 'ygxB']","['iolW' 'yfkR' 'yhxD' 'rsbR' 'ydaS' 'ywjB' 'phoP' 'csbD' 'yvgN' 'phoR'
 'guaD' 'yjiB' 'yjgC']",['yfhO' 'yjiC' 'yflT' 'yjgD'],['ohrB' 'rsbRD' 'katE' 'gspA'],['yhdN'],[],['ybyB' 'mgsR'],[],[],[],['gsiB'],[]
