,A,KdpE
tcs__del_btsR_lb__1,-3.7706959027,-0.971516315
tcs__del_btsR_lb__2,-4.0168184093,-0.7648198260000001
tcs__del_btsR_pyruvate__1,3.8211709867,0.9848705
tcs__del_btsR_pyruvate__2,3.2982565087999998,0.69945976
tcs__del_cpxR_etoh__1,-0.9040443439,-0.77149579
tcs__del_cpxR_etoh__2,-0.7422834571,-1.090383263
tcs__del_cpxR_lb__1,0.014717849000000002,-0.776381037
tcs__del_cpxR_lb__2,0.9450588934,-0.363582261
tcs__del_cusR_CuSO4__1,-0.2489497668,-0.758242237
tcs__del_cusR_CuSO4__2,-0.0600975055,-0.81604334
tcs__del_cusR_lb__1,-2.7452687963,-1.371088869
tcs__del_cusR_lb__2,-3.0073085178,-1.55938372
tcs__del_kdpE_01-kcl__1,-0.6614347706,-4.594535039
tcs__del_kdpE_01-kcl__2,-1.0624370651,-4.594535039
tcs__del_kdpE_115-kcl__1,-2.003670069,-4.594535039
tcs__del_kdpE_115-kcl__2,-1.537972286,-4.594535039
tcs__del_phoB_m9__1,-0.3826675707,-0.54313652
tcs__del_phoB_m9__2,-0.4421791531,-0.50932724
tcs__del_phoB_m9p__1,14.8526048438,-1.754571732
tcs__del_phoB_m9p__2,15.0594974924,-1.551179176
tcs__del_rcsB_etoh__1,1.0414376659,-0.6172666450000001
tcs__del_rcsB_etoh__2,0.6557000795,-0.798274774
tcs__del_rcsB_lb__1,0.3855276053,-0.5303750380000001
tcs__del_rcsB_lb__2,0.28279113580000004,-0.740213766
tcs__del_zraR_lb__1,-3.0394110901,-0.9769217320000001
tcs__del_zraR_lb__2,-2.9458493598,-0.9512801270000001
tcs__del_zraR_zncl2__1,1.6629096579,-0.20169687
tcs__del_zraR_zncl2__2,2.053134229,-0.40261926800000003
tcs__wt_01-kcl__1,23.4808427408,4.651902197
tcs__wt_01-kcl__2,23.4041171407,4.519093386
tcs__wt_01xlb__1,3.9967187795,0.767870618
tcs__wt_01xlb__2,3.8982447092,0.9050373780000001
tcs__wt_115-kcl__1,-0.0871368831,-0.37462630100000005
tcs__wt_115-kcl__2,-0.08913406480000001,-0.976834454
tcs__wt_CuSO4__1,-0.9082319481000001,-1.055083922
tcs__wt_CuSO4__2,-0.812971426,-1.145671483
tcs__wt_etoh__1,0.5833576481,-0.629094233
tcs__wt_etoh__2,1.0947830645,-0.147492818
tcs__wt_lb__1,-0.2251976441,-0.9927212980000001
tcs__wt_lb__2,-0.1221026689,-0.6453821790000001
tcs__wt_LiAcet__1,-1.3764688876,-1.095527152
tcs__wt_LiAcet__2,-1.3595057704,-0.909140371
tcs__wt_LiCl__1,-1.469905331,-0.76822831
tcs__wt_LiCl__2,-1.1280175449,-0.9097558010000001
tcs__wt_m9p__1,13.311035220499999,-1.531626162
tcs__wt_m9p__2,12.8363375783,-1.485551122
tcs__wt_pyr__1,4.1953388932,1.002277167
tcs__wt_pyr__2,3.5147964257,0.9720841870000001
tcs__wt_zncl2__1,1.1805513702,-0.900669445
tcs__wt_zncl2__2,1.2341524707,-0.765678101
ros_tale__0_0_0pq__1,-1.4861228523,-0.7575488210000001
ros_tale__0_0_0pq__2,-0.9152465470000001,-0.534942274
ros_tale__0_0_250pq__1,0.3589917398,0.28801132100000004
ros_tale__0_0_250pq__2,0.25406716760000003,0.10988832200000001
ros_tale__1_mid_250pq__1,-1.3716105274000001,-0.6308755960000001
ros_tale__1_mid_250pq__2,-1.3455338384,-0.416613968
ros_tale__1_0_0pq__1,-2.2635767435,-1.849671302
ros_tale__1_0_0pq__2,-2.3308596055,-1.748047132
ros_tale__1_0_0pq__3,-1.166912823,-0.662989691
ros_tale__1_0_0pq__4,-1.5413342071,-0.7285895920000001
ros_tale__1_0_250pq__1,-1.0133597022,-0.8171952720000001
ros_tale__1_0_250pq__2,-0.7354955957,-0.675780665
ros_tale__1_0_750pq__1,-2.1576641675,-1.965360175
ros_tale__1_0_750pq__2,-1.907879056,-2.041353131
ros_tale__1_1_0pq__1,-2.1801803857,-2.4120500270000003
ros_tale__1_1_0pq__2,-1.9627314658000001,-2.182899475
ros_tale__1_1_250pq__1,-2.1563417178,-2.5931510920000003
ros_tale__1_1_250pq__2,-2.0451950593,-2.705370846
ros_tale__1_1_750pq__1,-2.1589499351,-2.73368536
ros_tale__1_1_750pq__2,-2.3673390784,-2.544311606
ros_tale__1_2_0pq__1,-2.7850780276,-2.714687013
ros_tale__1_2_0pq__2,-3.0069455471,-2.759498889
ros_tale__1_2_250pq__1,-2.7823278411,-2.449081418
ros_tale__1_2_250pq__2,-3.0466179467,-2.13315791
ros_tale__1_2_750pq__1,-3.0323254648,-2.149245064
ros_tale__1_2_750pq__2,-2.5371667167,-2.306186657
ros_tale__1_3_0pq__1,-2.1494036362,-2.744622137
ros_tale__1_3_0pq__2,-1.8206679613999999,-2.8357916750000003
ros_tale__1_3_250pq__1,-2.3722986332,-2.211492594
ros_tale__1_3_250pq__2,-2.3859000626,-2.05017485
ros_tale__1_3_250pq__3,-1.7244149774,-1.496031496
ros_tale__1_3_250pq__4,-2.1233209464,-1.342168515
ros_tale__1_3_750pq__1,-3.0158301187,-2.190421759
ros_tale__1_3_750pq__2,-2.8655217279,-2.256316941
ros_tale__1_4_0pq__1,-1.5229399391,-2.256064758
ros_tale__1_4_0pq__2,-1.304154535,-1.883406654
ros_tale__1_4_250pq__1,-1.8964495607,-1.547187385
ros_tale__1_4_250pq__2,-2.3123469722,-1.617874065
ros_tale__1_4_750pq__1,-1.982539279,-1.4534374030000001
ros_tale__1_4_750pq__2,-1.5702080414,-2.073420585
ros_tale__1_4_750pq__3,-1.5268112578,-0.8972713080000001
ros_tale__1_4_750pq__4,-0.46194758300000005,-0.8435044150000001
ros_tale__2_mid_250pq__1,-0.4127368335,-0.41635837800000003
ros_tale__2_mid_250pq__2,-1.3924838903,-0.292375008
ros_tale__2_0_0pq__1,-2.5521172610000002,-2.423324174
ros_tale__2_0_0pq__2,-2.5358066872,-1.680357883
ros_tale__2_0_0pq__3,-0.4908819471,-0.828225285
ros_tale__2_0_0pq__4,-0.0511090523,-0.79330568
ros_tale__2_0_250pq__1,0.1190308972,-0.8228169240000001
ros_tale__2_0_250pq__2,-0.0122955904,-0.851865651
ros_tale__2_0_750pq__1,-1.1024294916,-1.326692282
ros_tale__2_0_750pq__2,-0.921702813,-1.35023099
ros_tale__2_1_0pq__1,-2.254606854,-1.3573946430000001
ros_tale__2_1_0pq__2,-2.0113873217,-1.536377113
ros_tale__2_1_250pq__1,-2.0402953679,-1.36158862
ros_tale__2_1_250pq__2,-1.3276369312,-1.036247727
ros_tale__2_1_750pq__1,-1.7226087527,-1.709281658
ros_tale__2_1_750pq__2,-2.2793224455,-1.697866716
ros_tale__2_1_750pq__3,-2.1135675838,-1.758718713
ros_tale__2_2_0pq__1,-1.6288998253,-1.374974222
ros_tale__2_2_0pq__2,-1.9677982664,-1.309527028
ros_tale__2_2_250pq__1,-1.3890954205,-1.496338018
ros_tale__2_2_250pq__2,-1.9100861933000002,-1.288326035
ros_tale__2_2_750pq__1,-1.6352198146,-1.278843451
ros_tale__2_2_750pq__2,-1.589959863,-0.9691239500000001
ros_tale__2_3_0pq__1,-2.2574691055000002,-1.789600263
ros_tale__2_3_0pq__2,-2.6016307954,-2.225830158
ros_tale__2_3_250pq__1,-2.3048755414,-2.08819504
ros_tale__2_3_250pq__2,-2.2116867709,-2.667183926
ros_tale__2_3_750pq__1,-2.0110931529,-2.143460253
ros_tale__2_3_750pq__2,-1.7800895735000002,-2.415261463
ros_tale__3_0_0pq__1,-2.2309043257,-1.601774689
ros_tale__3_0_0pq__2,-1.3937571747,-1.223775593
ros_tale__3_0_250pq__1,-1.0127254455,-1.428938144
ros_tale__3_0_250pq__2,-1.3217145613,-1.449906156
ros_tale__3_0_750pq__1,1.9999392279000001,-0.5656450310000001
ros_tale__3_0_750pq__2,1.6727944062,-0.9203859
ros_tale__3_1_0pq__1,-1.1534103397,-1.503555749
ros_tale__3_1_0pq__2,-2.0178047948,-1.801644825
ros_tale__3_1_250pq__1,-1.9918236707,-1.368477274
ros_tale__3_1_250pq__2,-1.8757270024000001,-1.6835983140000002
ros_tale__3_1_750pq__1,-1.8021260336,-1.472144375
ros_tale__3_1_750pq__2,-1.7184449097,-1.4175518870000001
ros_tale__3_2_0pq__1,0.36059635560000003,-0.642032712
ros_tale__3_2_0pq__2,0.5069666234,-0.422903373
ros_tale__3_2_0pq__3,-0.23001554840000002,-0.586232144
ros_tale__3_2_0pq__4,-0.4504045507,-0.37089587300000004
ros_tale__3_2_250pq__1,-0.32075180270000003,-2.575683991
ros_tale__3_2_250pq__2,-0.45317142930000004,-1.858020528
ros_tale__3_2_750pq__1,-1.6389339021,-2.228157366
ros_tale__3_2_750pq__2,-0.4296612024,-2.1123215220000002
ros_tale__3_3_0pq__1,-1.8674808699,-1.667289298
ros_tale__3_3_0pq__2,-1.4922060468,-1.345804689
ros_tale__3_3_0pq__3,-1.5112159263,-1.402087713
ros_tale__3_3_0pq__4,-1.3411417153,-1.38252734
ros_tale__3_3_250pq__1,-1.2196950702,-2.111263046
ros_tale__3_3_250pq__2,-0.7594492485000001,-1.399666344
ros_tale__3_3_750pq__1,-1.093685611,-1.7758727310000002
ros_tale__3_3_750pq__2,-1.4043659672,-2.026528135
ros_tale__3_4_0pq__1,2.0050735508,-1.5169569470000002
ros_tale__3_4_0pq__2,1.1402090389,-1.365484369
ros_tale__3_4_250pq__1,1.4887182168,-1.228412672
ros_tale__3_4_250pq__2,1.1658980757,-1.695126082
ros_tale__3_4_750pq__1,1.278833233,-2.042062462
ros_tale__3_4_750pq__2,1.0465135666,-1.40169695
pcoli__atASMT_325G__1,-0.7881163815000001,-0.414171049
pcoli__atASMT_325G__2,-0.47293846920000004,-0.07557869
pcoli__bpTDC__1,-0.8479996983,-0.680009702
pcoli__bpTDC__2,-0.8086209449,-0.580310243
pcoli__BRCA__1,-0.2205784856,-0.331532104
pcoli__BRCA__2,-0.1433010768,-0.36578260500000004
pcoli__BRCActrl__1,-0.7901075218,-0.28722828
pcoli__BRCActrl__2,-0.6132851161,-0.18820011
pcoli__BRCAswap__1,0.0715312224,-0.13175060600000002
pcoli__BRCAswap__2,0.35576878100000003,-0.41101462200000005
pcoli__btAANAT__1,-0.3464248328,-0.174398567
pcoli__btAANAT__2,-0.0264752215,-0.44053169900000005
pcoli__btASMT__1,-0.4303572034,-0.452737999
pcoli__btASMT__2,-0.2895169557,-0.23882804500000002
pcoli__CC1__1,0.6153846927000001,0.085582841
pcoli__CC1__2,0.43938586300000004,-0.20321944500000003
pcoli__ccCOMT__1,-0.6244342278,-0.330814131
pcoli__ccCOMT__2,-0.8511608633000001,-0.354737505
pcoli__ckDDC__1,-0.36591586600000003,-0.5063612160000001
pcoli__ckDDC__2,0.0649710065,0.01226808
pcoli__CNTF_belt__1,0.1918249398,-0.123620382
pcoli__CNTF_belt__2,-0.0313054309,-0.40598469
pcoli__cobPNMT__1,0.6192524188,-0.07629530300000001
pcoli__cobPNMT__2,0.7043276773,-0.10765606900000001
pcoli__cvPhhB__1,-0.5365092959000001,-0.031866077
pcoli__cvPhhB__2,-0.6075025841,-0.22145704100000002
pcoli__ggAANAT__1,-0.5047438203,-0.058390467
pcoli__ggAANAT__2,-0.2601141622,-0.152954941
pcoli__ggTPH__1,-0.06499696370000001,-0.40451806
pcoli__ggTPH__2,-0.17744462660000002,-0.16122419500000001
pcoli__hsAANAT__1,2.1799580547,0.5542179890000001
pcoli__hsAANAT__2,1.3228389424,0.07702143
pcoli__hsASMT__1,-0.5346967359,-0.44667494300000005
pcoli__hsASMT__2,-0.6482783793,-0.36228302300000004
pcoli__hsPNMT_mb__1,-0.2186988924,-0.113643978
pcoli__hsPNMT_mb__2,-0.10751640550000001,-0.325382355
pcoli__hsTPH__1,-0.6392286619,-0.627364228
pcoli__hsTPH__2,-0.298612884,-0.162536137
pcoli__hsTPH_E2K__1,-0.1037496816,-0.260202255
pcoli__hsTPH_E2K__2,0.0178647283,-0.36254165
pcoli__hsTPH_E2K_N91I_P99C__1,-0.1842795211,-0.574050815
pcoli__hsTPH_E2K_N91I_P99C__2,-0.1002152059,-0.22335021500000002
pcoli__hsTPH_N158trunc__1,-0.0111365215,-0.471641158
pcoli__hsTPH_N158trunc__2,-0.0765518045,-0.6323033450000001
pcoli__hsTPH_N174trunc__1,0.7019722283000001,-0.35576018
pcoli__hsTPH_N174trunc__2,-0.1671866236,-0.457512432
pcoli__hsTPH_Ntermtrunc__1,0.4955212064,0.29016363
pcoli__hsTPH_Ntermtrunc__2,0.6354883161,-0.1173375
pcoli__hsTPH1__1,-0.3103705485,-0.28307596700000004
pcoli__hsTPH1__2,0.12030459980000001,-0.228729009
pcoli__MBP__1,0.0255864552,-0.385055837
pcoli__MBP__2,0.09166856520000001,-0.26380731700000004
pcoli__msCOMT__1,-0.060887390300000004,-0.203090502
pcoli__msCOMT__2,-0.43014202300000004,-0.31678906100000004
pcoli__ocAANAT__1,-0.5075949593,-0.5642616180000001
pcoli__ocAANAT__2,-0.1870120389,-0.16206425600000002
pcoli__osTDC_K374H__1,0.522472064,0.16789127
pcoli__osTDC_K374H__2,0.8078336665,0.12485465700000001
pcoli__osTDC_K374L__1,-0.8941838213000001,-0.16862844600000002
pcoli__osTDC_K374L__2,-0.47615872530000003,-0.10553235300000001
pcoli__osTDC_K374Q__1,-0.0322216519,-0.359740086
pcoli__osTDC_K374Q__2,-0.20716445500000003,-0.311232232
pcoli__osTDC_L360V__1,-0.2447833482,-0.489891546
pcoli__osTDC_L360V__2,-0.0229864141,-0.45960379900000004
pcoli__pmTPH__1,-0.4960049741,-0.326413216
pcoli__pmTPH__2,-0.6457301179,-0.38744242100000004
pcoli__RFC__1,-0.0234153136,-0.6278142830000001
pcoli__RFC__2,-0.1069575306,-0.510169233
pcoli__RFCctrl__1,1.737211093,0.17190265600000001
pcoli__RFCctrl__2,1.6970726836,0.228371643
pcoli__RFCnopause__1,1.8211905796,0.293957524
pcoli__RFCnopause__2,2.1654196,0.35887235300000003
pcoli__RFCpluspause__1,1.2031835402,0.42645999500000004
pcoli__RFCpluspause__2,1.6476616294,0.5712187860000001
pcoli__rnCOMT_sol__1,1.3240556093,0.350616009
pcoli__rnCOMT_sol__2,1.2452172995,0.060486675000000004
pcoli__rnPNMT__1,-0.5402902319,-0.355992071
pcoli__rnPNMT__2,-0.6130692332000001,-0.444716198
pcoli__rnTDC__1,-0.37538741210000004,-0.427614082
pcoli__rnTDC__2,-0.2349782145,-0.218925105
pcoli__rnTDC_trunc__1,-0.2518941672,-0.087494953
pcoli__rnTDC_trunc__2,-0.8945466434,-0.085083884
pcoli__saCOMT_T2A__1,-0.5536598081,-0.17547932800000002
pcoli__saCOMT_T2A__2,-0.2715952152,-0.23712919400000002
pcoli__sfCOMT__1,-0.2358692889,-0.59388039
pcoli__sfCOMT__2,-0.2670965845,-0.434063593
pcoli__sgAANAT_D63G__1,-0.1421558135,-0.520811805
pcoli__sgAANAT_D63G__2,-0.33081969240000003,-0.23793282600000001
pcoli__ssDDC__1,-0.09039010380000001,-0.46307265500000006
pcoli__ssDDC__2,-0.3376699278,-0.43354145600000005
pcoli__TP53B__1,-0.1415396931,-0.32596824900000004
pcoli__TP53B__2,-0.1650291711,-0.39815828600000003
pcoli__WT__1,1.0420160151,0.37848752500000005
pcoli__WT__2,0.6944293217,0.44839768
cck__glu_ale4__1,-0.7541039366000001,-0.24138467
cck__glu_ale4__2,-1.1321150662,-0.638369449
cck__cck_ale1__1,-1.369049747,-0.460183371
cck__cck_ale1__2,-0.9593518312,-0.563799375
cck__cck_ale2__1,-0.7888262423,-0.48524661
cck__cck_ale2__2,-1.1873881646,-0.8535731670000001
cck_pgi__gmos_delpgi__1,1.0066060719,0.346858123
cck_pgi__gmos_delpgi__2,1.4625256794000001,0.034659715
cck_pgi__pgi_ale1__1,-0.1634691271,0.155905402
cck_pgi__pgi_ale1__2,-0.9290877612,-0.008280164000000001
cck_pgi__pgi_ale2__2,-0.3136835704,0.319324587
cck_pgi__pgi_ale3__1,-0.3257451429,0.12345718100000001
cck_pgi__pgi_ale3__2,-0.4556596878,-0.065669342
cck_pgi__pgi_ale4__1,-1.1023186791,-0.12555912800000002
cck_pgi__pgi_ale4__2,-1.4911612822,-0.610815477
cck_pgi__pgi_ale4__3,-0.9987591762,-0.5144070150000001
cck_pgi__pgi_ale5__1,0.1883836961,0.07268492
cck_pgi__pgi_ale5__2,-0.4273305764,-0.09903445500000001
cck_pgi__pgi_ale6__1,-0.5072055589,-0.09962142900000001
cck_pgi__pgi_ale6__2,-0.6168025942,-0.244048906
cck_pgi__pgi_ale7__1,-0.6852722707000001,-0.13532406500000002
cck_pgi__pgi_ale7__2,-1.0421765919000001,-0.291344592
cck_pgi__pgi_ale8__1,-1.1582316439,-0.51908722
cck_pgi__pgi_ale8__2,-1.7515605758000001,-0.689181999
cck_sdh__gmos_delsdhCB__1,-1.478263174,-0.013080305
cck_sdh__gmos_delsdhCB__2,-0.7079320208000001,0.054822983000000006
cck_sdh__sdh_ale1__1,0.282273989,-0.057353392
cck_sdh__sdh_ale1__2,-0.7236021486,0.073637878
cck_sdh__sdh_ale2__1,-0.6283220101,-0.09651309500000001
cck_sdh__sdh_ale3__2,-0.8981992523000001,-0.14617870200000002
cck_sdh__sdh_ale3__1,-0.8920788382,-0.031141479000000003
cck_sdh__sdh_ale3__3,-0.16813485790000002,-0.000388186
cck_pts__gmos_delptsHIcrr__2,0.0238346077,-0.48521774900000003
cck_pts__gmos_delptsHIcrr__1,-1.039216255,-0.33449620300000005
cck_pts__pts_ale1__2,3.3418266461,0.096037802
cck_pts__pts_ale1__1,3.3557900897,0.166558233
cck_pts__pts_ale2__2,-1.3181467082,-0.647029541
cck_pts__pts_ale2__1,-1.793340352,-0.765134622
cck_pts__pts_ale3__2,1.5793102285,-0.81091946
cck_pts__pts_ale3__1,2.0805949126,-0.8697340360000001
cck_pts__pts_ale4__2,-1.5342924358999999,-0.693863035
cck_pts__pts_ale4__1,-1.0394734459,-0.703999889
cck_gnd__gmos_delgnd__1,-0.10514791750000001,0.193637417
cck_gnd__gmos_delgnd__2,0.4574193823,0.08438740900000001
cck_gnd__gnd_ale1__1,-1.1329800971,-0.580564407
cck_gnd__gnd_ale1__2,-1.0685145565,-0.7104435370000001
cck_gnd__gnd_ale2__1,-0.32801915740000004,-0.48931203300000004
cck_gnd__gnd_ale2__2,-0.9782443886000001,-0.382836284
cck_gnd__gnd_ale3__1,-0.2714095069,-0.56608042
cck_gnd__gnd_ale3__2,-0.9567370298000001,-0.46762019200000005
cck_tpiA__gmos_deltpiA__1,0.5800085628,0.10126812
cck_tpiA__gmos_deltpiA__2,4.0022528423,0.648462
cck_tpiA__tpiA_ale1__1,-0.45388045250000003,0.20634833900000002
cck_tpiA__tpiA_ale1__2,-0.2173120591,0.21707404800000002
cck_tpiA__tpiA_ale2__1,-0.7014982187000001,0.044422799000000006
cck_tpiA__tpiA_ale2__2,-1.2443181552,-0.5187765510000001
cck_tpiA__tpiA_ale3__1,0.8771901465,0.094568315
cck_tpiA__tpiA_ale3__2,0.2810520668,-0.032688260000000004
cck_tpiA__tpiA_ale4__1,-0.7040193920000001,0.12371390500000001
cck_tpiA__tpiA_ale4__2,-0.1494447389,0.146166958
acid_tale__acid_ale1_pH7__1,-1.1778276978,-0.95153433
acid_tale__acid_ale1_pH7__2,-0.8683394606,-0.6764324650000001
acid_tale__acid_ale1_pH5__1,-1.1691524341,-1.050441694
acid_tale__acid_ale1_pH5__2,-1.3000504743999999,-1.065326069
acid_tale__acid_ale2_pH7__1,-1.7270005282,-0.759404835
acid_tale__acid_ale2_pH7__2,-1.4398841004,-0.6533911130000001
acid_tale__acid_ale2_pH5__1,-1.5024525612000001,-0.686583601
acid_tale__acid_ale2_pH5__2,-1.0954945842,-0.809109563
acid_tale__low_Mg_ale_pH7__1,-0.5310502985000001,-0.34598486500000003
acid_tale__low_Mg_ale_pH7__2,-0.7520570749000001,-0.799546834
acid_tale__low_Mg_ale_pH5__1,-1.0510525923,-0.16253645
acid_tale__low_Mg_ale_pH5__2,-0.29052417610000003,0.036628037
acid_tale__MES_ale_pH7__1,-1.0562867725,-0.572930285
acid_tale__MES_ale_pH7__2,-0.7915170739,-0.658544828
acid_tale__MES_ale_pH5__1,-0.9063163872000001,-0.12548920900000002
acid_tale__MES_ale_pH5__2,-0.3412058825,0.013180257
acid_tale__gmos_pH7__1,-1.2960090035,-0.838522316
acid_tale__gmos_pH7__2,-1.3143919941,-0.6993544620000001
acid_tale__gmos_pH5__1,-0.454960299,-0.212939396
acid_tale__gmos_pH5__2,-0.9696366207,-0.10330252100000001
adnB__wt_adn__1,0.5919640175,-0.655873728
adnB__wt_adn__2,-1.3262859084,-1.638974701
adnB__delydhB_adn__1,0.5508085538,-0.918397372
adnB__delydhB_adn__2,0.2959539449,-0.9277980640000001
ytf2__wt_glc__1,0.6301882073,-0.007800469000000001
ytf2__wt_glc__2,0.3731667215,-0.09036608900000001
ytf2__ybcM_glc__1,0.4518135413,-0.437974947
ytf2__ybcM_glc__2,1.5544520633,-0.33441881500000004
ytf2__ydhB_glc__1,1.8524249474,-0.408893797
ytf2__ydhB_glc__2,1.4420048693,0.086733983
ytf2__yfeC_glc__1,1.0299322129,-0.332977383
ytf2__yfeC_glc__2,1.0685324673,-0.270146165
ytf2__yciT_glc__1,0.350432717,-0.21626905000000002
ytf2__yciT_glc__2,0.1497450611,-0.36144806700000004
ytf2__ydiZ_glc__1,0.1088761106,-0.7020806850000001
ytf2__ydiZ_glc__2,0.052518351000000005,-0.46282412300000003
ytf2__ynfL_glc__1,0.134910647,-0.34210223300000003
ytf2__ynfL_glc__2,0.4541162768,-0.101009915
misc2__dellon_glc__1,1.1580465257,0.180922773
misc2__dellon_glc__2,1.2048763145,0.373420735
ytf3__wt_glc2__1,-0.2028677233,-0.5554308130000001
ytf3__wt_glc2__2,0.22275818,-0.45295392
ytf3__wt_pH7_lactate__1,-0.1750553151,-0.43192929500000005
ytf3__wt_pH7_lactate__2,0.3961700409,-0.559997293
ytf3__wt_pH55_lactate__1,0.4835487056,-0.66421226
ytf3__wt_pH55_lactate__2,0.3705328901,-0.410632757
ytf3__wt_pH55_HCl__1,-0.0318376166,-0.342331899
ytf3__wt_pH55_HCl__2,0.0731233172,-0.493808324
ytf3__dyieP_pH7__1,-0.0630781307,-0.703453506
ytf3__dyieP_pH7__2,-0.0303216636,-0.633870924
ytf3__dyieP_pH55__1,0.0237046056,-0.7312537990000001
ytf3__dyieP_pH55__2,-0.2633195498,-0.913682356
