,273
aat__00m_00s__1,-0.1518861267
aat__00m_30s__1,0.4184884869
aat__01m_00s__1,0.3227592554
aat__02m_00s__1,1.2470582691
aat__05m_00s__1,3.3428789656
aat__10m_00s__1,4.2873283717
aat__00m_00s__2,0.3186432099
aat__00m_30s__2,-0.3431870735
aat__01m_00s__2,0.4909425189
aat__02m_00s__2,1.1055356758000001
aat__05m_00s__2,3.5183067936
aat__10m_00s__2,3.2857989034
aat__00m_00s__3,-0.16675708320000002
aat__00m_30s__3,-0.5041021381
aat__01m_00s__3,0.1631754639
aat__02m_00s__3,0.44010477800000003
aat__05m_00s__3,2.3236833216
aat__10m_00s__3,3.3287840207
abx_mega__dmso-2__1,0.291221659
abx_mega__ery_dmso__1,-1.6372103642
abx_mega__nal_naoh__1,-0.3918287945
abx_mega__dmso-5__1,-0.0357430077
abx_mega__rif_dmso__1,-3.9364253788
abx_mega__novo_h2o__1,4.6912333866
abx_mega__rach_dmso__1,-0.6614502662
abx_mega__metro_dmso__1,-2.7176666413
abx_mega__dmso-6__1,0.06637891330000001
abx_mega__chl_h2o__1,1.0057233394
abx_mega__cst_h2o__1,1.1816051009
abx_mega__tec_h2o__1,-3.2035287904
abx_mega__str_h2o__1,-3.0624681758
abx_mega__ctx_h2o__1,0.1310239823
abx_mega__nal_naoh__2,0.44962395200000005
abx_mega__phos_h2o__1,0.911588747
abx_mega__dmso-5__2,-0.7949501729
abx_mega__polmyx_h2o__1,0.0805786252
abx_mega__h2o-8b__1,1.0655416661000001
abx_mega__h2o-6__1,0.841745756
abx_mega__thio_dmso__1,-0.1844580653
abx_mega__phos_h2o__2,1.1570145562
abx_mega__ctx_h2o__2,-1.023074567
abx_mega__lzd_dmso__1,-1.0795107635
abx_mega__naoh-9__1,2.0082522116
abx_mega__dox_dmso__1,0.7690368867
abx_mega__phos_ethanol__1,1.8985268982
abx_mega__teix_dmso__1,-0.40208089080000003
abx_mega__dmso-10__1,1.5556664127
abx_mega__van_dmso__1,-2.7641199663
abx_mega__ramo_h2o__1,0.4504267779
abx_mega__tec_h2o__2,0.0110476273
abx_mega__h2o-7__1,1.5252300691
abx_mega__cro_h2o__1,-0.2694076003
abx_mega__tric_ethanol__1,2.8492992843
abx_mega__nor_naoh__1,-0.6747326851000001
