,ABUW_2450
SRX3737100,-1.6711765749
SRX3737101,-1.4900772407
SRX3737103,-1.9758369181000002
SRX3737104,0.0841339475
SRX3737105,-0.07495249080000001
SRX3737106,-0.0015737754
SRX3737107,-0.0076076812
SRX3737108,-0.3266780281
SRX3737109,-0.3726215309
SRX3737110,0.1487305623
SRX3737111,-0.0591830474
Abaum_0017,-0.0428949067
Abaum_0018,-2.1165209057
Abaum_0019,-2.2301649702
Abaum_0020,-3.0041742879
Abaum_0021,1.492715616
Abaum_0022,-0.3389801314
Abaum_0023,0.0428949067
Abaum_0024,-3.7136207372000003
Abaum_0025,1.2116284487
Abaum_0026,-0.0053688205000000004
SRX3141471,-1.253270482
SRX3141472,-0.5097929259
SRX3141473,-0.3082636371
SRX3141474,0.8180565630000001
SRX3141475,-1.1313496223
SRX3141476,-0.8769005754
SRX3141477,0.11777184830000001
SRX3141478,-0.8839135325
SRX3141479,-1.2176341307
SRX8944518,0.2279395951
SRX8944519,-0.4625289228
SRX8944520,-0.3028227316
SRX8944521,-1.1318054471
SRX8944522,0.0748831365
SRX8944523,-0.12486123810000001
SRX5930997,-0.2031053429
SRX5930998,0.8413362742
SRX5930999,-0.6382309313
SRX5931001,1.1126269977
SRX5931002,0.6839343571000001
SRX4488546,0.811827355
SRX4488547,-0.16145431300000002
SRX4488548,0.526614644
SRX4488549,-0.6503730419
SRX4488550,0.6003413901
SRX4488551,1.1513700902
SRX4488552,2.3529746021
SRX4488553,1.2725952422
SRX4488554,-0.5357489384
SRX4488555,2.0084788104
SRX4488556,-0.27486513090000003
SRX4488557,0.4452233506
SRX2568047,-0.1720022772
SRX2568048,-0.9165940234000001
SRX2568049,-0.5600337624
SRX2568050,0.2218858038
SRX2568051,0.6359314615
SRX2568052,1.0470994577
SRX2568053,-0.0905143504
SRX2568054,-0.6711046089
SRX2568055,-0.5821259467000001
SRX2568056,0.8551791239000001
SRX2568057,-0.678982021
SRX2568058,0.3096305173
SRX2568059,1.4134975398
SRX2568060,1.3371715217
SRX2568061,1.401939358
SRX2568062,-0.0120081714
SRX2568063,0.6030745784
SRX2568064,-0.5910664071
Abaum_0001,-0.7229157403
Abaum_0002,0.34249125890000004
Abaum_0003,1.0350233272
Abaum_0004,-3.1319055303
Abaum_0005,-3.3222359832
Abaum_0006,-3.536486281
Abaum_0007,-3.8784280108
Abaum_0008,0.5376610152
Abaum_0009,-0.2299483192
Abaum_0010,0.4994393714
Abaum_0011,-0.0581835121
Abaum_0012,0.0581835121
Abaum_0013,-0.7064158449
Abaum_0014,-0.9344129760000001
Abaum_0015,-0.3605894689
Abaum_0016,0.0460026667
ERX1221046,-0.09747821620000001
ERX1221048,0.0495993132
ERX1221049,0.047878903
ERX1221050,1.5313371187
ERX1221052,0.6577292943
ERX1221053,0.9173229139
ABNM035,-0.1358606115
ABNM036,0.1358606115
ABNM037,-0.0252117185
ABNM038,-1.5347178845
ABNM041,-0.6342878345
ABNM042,-0.3025326875
ABNM019,0.0798774164
ABNM020,-0.0798774164
ABNM021,-0.5827882137
ABNM022,-2.6274432047
ABNM023,-2.8996094443000002
ABNM024,-3.4088637427
ABNM025,-2.5979710367
ABNM026,-3.6876217831
ABNM027,1.050455368
ABNM028,-1.050455368
ABNM029,0.4830233164
ABNM030,-0.7215922092
ABNM031,0.11656291340000001
ABNM032,-0.9041861001
ABNM033,0.47201639780000004
ABNM034,-1.4339896622000001
ABNM001,0.1432314911
ABNM002,-0.1432314911
ABNM003,2.7229032273
ABNM004,3.3249692974
ABNM005,0.3078258146
ABNM006,1.6811449059
ABNM007,0.8028240909000001
ABNM008,1.0094782482
ABNM009,1.5646083972
ABNM010,0.6294680541000001
ABNM043,-0.0684635625
ABNM044,0.0684635625
ABNM045,0.08573823850000001
ABNM046,0.3180890685
ABNM047,-0.07781268150000001
ABNM048,-0.19974917250000002
ABNM011,-0.06431076
ABNM012,0.06431076
ABNM013,0.4190536796
ABNM014,0.28799140840000004
ABNM015,-0.9268670979
ABNM016,-0.6071468958
ABNM017,-0.47443476560000003
ABNM018,-0.38053064470000003
