sample,new_4109676_4109842
LBexp_1,8.3823
LBexp_2,8.1336
LBexp_3,7.809
LBtran_1,8.3049
LBtran_2,8.1453
LBtran_3,7.9096
LBstat_1,7.5225
LBstat_2,7.7605
LBstat_3,7.6123
LBGexp_1,8.5066
LBGexp_2,8.8434
LBGexp_3,8.488
LBGtran_2,9.5138
LBGtran_3,8.8517
LBGstat_1,11.807
LBGstat_2,11.2458
LBGstat_3,9.6151
S0_1,6.901
S0_2,7.4942
S0_3,7.6301
S1_1,8.1717
S1_2,7.9738
S1_3,8.1207
S2_1,7.8226
S2_2,7.2345
S2_3,7.2570000000000014
S3_1,7.3299
S3_2,7.0448
S4_1,8.0375
S4_2,7.1798
S4_3,7.2970000000000015
S5_1,7.5011
S5_2,7.699
S5_3,7.8182
S6_1,7.3839
S6_2,7.4828
S6_3,7.3195
S6/t_1,8.109
S6/t_2,7.5551
S6_4,7.6897
S6_5,8.0995
S6_6,7.7881
S7_4,8.7812
S7_5,8.8178
S7_6,9.1078
S8_4,8.5067
S8_5,9.3282
G135_1,9.0663
G135_3,8.1809
G150_1,8.4356
G150_2,9.054
G150_3,8.7568
G180_1,9.036
G180_2,9.1117
G180_3,8.5413
C30_1,9.5512
C30_2,9.4824
C90_1,8.5782
C90_2,7.7925
BI_1,7.5967
BI_2,7.9819
BC_2,7.4031
BC/t_1,8.0237
BC/t_2,9.3105
BC_1,7.4603
Sw_1,8.8912
Sw_2,8.8558
BT_1,7.8262
BT_2,7.2569
B36_1,8.8091
B36_2,8.2799
B60_1,8.1146
B60_2,8.8805
M9exp_1,9.9518
M9exp_2,9.8377
M9exp_3,9.6587
M9tran_1,9.3262
M9tran_2,9.2517
M9tran_3,9.2862
M9stat_1,7.8501
M9stat_2,8.009
M9stat_3,7.7591
M+G_1,9.6216
M+G_2,8.9575
M+G_3,8.8381
Glu_1,9.3882
Glu_2,9.1407
Glu_3,9.42
Fru_1,9.3175
Fru_2,8.9792
Fru_3,8.7054
Mal_1,7.6367
Mal_2,8.3976
Mal_3,8.2316
G+S_2,7.8675
G+S_3,8.4531
Pyr_1,8.0594
Pyr_2,8.2415
Pyr_3,8.3456
Gly_1,8.2224
Gly_2,8.2889
Gly_3,8.6261
Glucon_1,8.7242
Glucon_2,8.4269
Glucon_3,8.4622
aero_1,9.201
aero_2,8.0702
aero_3,8.2974
nit_1,8.2069
nit_2,8.2257
nit_3,8.164
ferm_1,9.2762
ferm_2,8.9635
ferm_3,9.4792
T-5.40H_1,9.3903
T-4.40H_1,9.3069
T-3.40H_1,9.4698
T-2.40H_1,9.3607
T-1.40H_1,9.2978
T-1.10H_1,9.3085
T-0.40H_1,9.1369
T0.0H_1,8.9366
T0.30H_1,8.2632
T1.0H_1,7.9006
T1.30H_1,8.0632
T2.0H_1,8.1075
T2.30H_1,8.3349
T3.0H_1,8.2753
T3.30H_1,8.4547
T4.0H_1,8.2128
T5.0H_1,8.5959
HPh_1,8.8593
HPh_2,8.2687
HPh_3,8.8004
LPh_1,8.6913
LPh_2,8.7364
LPh_3,8.4046
LPhT_1,8.099
LPhT_2,7.6806
LPhT_3,7.9426
SMMPr_1,8.6493
SMMPr_2,8.5956
SMMPr_3,8.7344
HiTm_1,8.3502
HiTm_2,10.4946
HiTm_3,10.4555
LoTm_1,9.3529
LoTm_2,9.1741
LoTm_3,9.1169
HiOs_1,10.1263
HiOs_2,9.6
HiOs_3,10.1525
BMM_1,9.7206
BMM_2,9.5567
BMM_3,9.791
Heat_1,11.4843
Heat_2,11.0114
Heat_3,11.0683
Cold_1,11.3839
Cold_2,10.6825
Cold_3,10.094
Etha_1,9.2681
Etha_2,9.3743
Etha_3,9.1946
SMM_1,9.6082
SMM_2,9.5975
SMM_3,9.6415
Salt_1,10.2368
Salt_2,10.2469
Salt_3,10.1876
Mt0_1,7.9384
Mt0_3,8.1241
M0t45_1,7.925
M0t45_2,8.4792
M0t45_3,8.158999999999999
M0t90_1,7.6738
M0t90_2,7.7843
M0t90_3,7.4671
M40t45_1,8.0457
M40t45_2,8.1971
M40t45_3,8.3826
M40t90_1,7.3971
M40t90_2,7.6868
M40t90_3,7.6254
dia0_1,7.7358
dia0_2,8.1728
dia0_3,8.1198
dia5_1,7.5318
dia5_2,7.8732
dia5_3,7.807
dia15_1,8.6575
dia15_2,8.8377
dia15_3,8.3919
Diami_1,8.173
Diami_2,8.0778
Diami_3,8.4324
Paraq_1,9.0717
Paraq_2,9.5732
Paraq_3,8.3802
H2O2_1,9.5475
H2O2_2,9.8318
H2O2_3,9.7249
Oxctl_1,8.9914
Oxctl_2,9.1288
Oxctl_3,9.3594
GM-0.1_1,9.1212
GM-0.2_1,8.8675
GM+5_1,9.2643
GM+15_1,9.6206
GM+25_1,9.655
GM+45_1,9.8582
GM+60_1,9.5543
GM+90_1,9.7007
GM+120_1,8.5845
GM+150_1,9.6083
GM-0.1_2,9.4094
GM-0.2_2,10.4011
GM+5_2,9.5661
GM+10_2,9.2692
GM+15_2,9.2096
GM+25_2,9.6009
GM+45_2,8.4414
GM+60_2,9.1111
GM+90_2,10.0621
GM+150_2,9.3263
GM-0.1_3,9.3705
GM-0.2_3,9.1846
GM+5_3,9.6713
GM+10_3,8.5916
GM+15_3,9.231
GM+25_3,9.0874
GM+45_3,9.0023
GM+60_3,8.8362
GM+90_3,9.9961
GM+120_3,9.8841
GM+150_3,10.3079
MG-0.1_1,9.4485
MG+5_1,9.33
MG+10_1,9.7294
MG+15_1,9.173
MG+25_1,9.7937
MG+45_1,9.7443
