,A,GlaR,RpoS,Crp,hns,Lrp
SRX5694267,-0.7141124498,-0.44572667530000004,0.17891339180000002,0.0411821817,0.3006681781,0.1920871912
SRX5694268,0.46112762960000003,-0.3532326629,0.8690290136000001,0.0231238538,-0.0815327794,0.0033290340000000002
SRX5694269,-0.0829568187,-0.3726018148,0.1019266675,0.0476350313,0.0328928135,-0.2368879814
SRX5694271,-0.8602604494,0.0339586093,-0.159521414,0.24713669740000002,-0.10642851340000001,-0.2100487493
SRX5694273,-1.8918609466,-0.9597035273000001,-0.7117395496000001,-1.5465123927,0.6464433037,-1.9313953898
SRX5694274,-0.1184517518,-0.3743705002,0.2200444192,0.2066153554,-0.0005954383,-0.2188764248
SRX5694275,-1.6893106385999999,-1.2426411702,-0.24488367700000002,-0.5157335737000001,-0.7840740106,-1.5745697947
SRX5694276,-1.2668333725,0.07741333310000001,-0.6076757834000001,-1.8223907651,0.7946358242,-0.7282929664000001
SRX5694277,0.9435602823,-0.1197987509,0.4192586639,0.36042412560000003,-0.3573271824,0.2102835278
SRX5694278,0.9975750375,-0.23555627710000002,0.3345453216,-1.3002511837,1.536242647,-0.34232132660000003
SRX5694279,-1.7697305033,-0.565859035,0.9291638342,0.3379205155,-0.206662584,-0.0360912475
SRX5694280,2.8985703744,-0.9197535386000001,0.6945469896,-0.6834405493,0.48643795360000003,-0.46139139360000003
SRX5694281,0.3641635193,-0.592574566,0.7728686116,0.1656640608,-0.5867027299,-0.0707081911
SRX5694282,0.3391514365,0.3000653467,1.381880559,-0.9934080376000001,1.5495831874000001,-0.9188570988
SRX5694283,0.9579716658,-0.1951183759,0.8471900986,-0.3443110079,0.5062316505,-0.022524302700000002
SRX5694284,-1.5103262369000001,-1.4626791682,0.9445992575000001,-0.9407234058,0.2590986018,-0.20139311000000001
SRX5694285,-0.9248999583,-1.0980475098,-0.101510944,-0.0040549861000000005,0.0087843152,-0.7064351524
SRX5694286,-0.9026482022000001,-1.1480936425000001,-0.39254390580000004,-0.1478341465,-0.3992162387,-1.1960682364
SRX5694287,2.9732159717,0.9871442709,1.6641543512,-0.1558928562,0.8313039999,0.7780823415
SRX5694288,-1.0771784634000001,-0.6862071574,-0.6444778476,0.2764607147,-0.45174707410000003,-0.4910773156
SRX5694289,1.2216846139,-0.2765805458,-0.28779240840000003,-0.14661147630000002,0.46102281510000004,-0.1605013107
SRX5694290,-2.5485696794,-1.3246713124,-0.6870264622000001,0.2201400917,-0.39522827390000004,-0.4457081766
SRX5694291,-1.3117411696999999,-2.5896449485,-1.3007259393,0.1874058842,-1.3338308134,-0.5657690496000001
SRX5694292,0.7822842776000001,-0.33565471410000003,0.8062681238,0.0513472187,-0.43565160620000004,-0.0129645851
SRX5694293,-1.0826110761,-0.7364147344,-0.4039469799,0.3866879371,0.038069885000000005,-0.2699756884
SRX5694294,-0.4556079344,0.0894399257,-0.38068987460000003,-0.0602559214,-0.24636549170000002,0.139214748
SRX5694295,3.2375946663,-0.6990289548,1.1971556762,-1.4743546362,-1.4046597106,-1.0064182484
SRX5694296,0.17471626710000002,0.10324342310000001,-0.0579672664,-0.13444608700000002,0.0952690145,-0.0378195053
SRX5694297,-0.037474392700000005,1.2393110159,-1.1718080658,-1.621907484,1.1708920348,-0.7699850183
SRX5694298,0.3304685182,-1.4094841666,-0.0579887361,-0.0376343135,-0.15364917820000001,-0.5983222528000001
SRX5694299,-0.0440800443,0.2049458409,-0.0090804595,-0.0810478849,-0.329062373,-0.0788764182
SRX5694300,-0.26590688360000003,-0.042672440400000004,-0.2858089984,0.1296583874,0.6446787887000001,0.1571077622
SRX5694301,1.212206651,-0.8418205697000001,0.7487499111,0.2017965224,-0.499017776,0.0026593751
SRX5694302,-1.6120143414,-0.49773567090000004,-0.2880430808,0.1490464558,-0.4983299264,-0.1895165987
SRX5694303,-0.9196914003000001,-0.7634699862000001,-0.4022624342,0.2623448043,-0.9284528158,-0.0914431154
SRX5694304,0.1036273578,-0.38448619310000004,-0.102787711,-0.22631582460000002,0.4696265652,0.0211183045
SRX5694305,2.0452862604,0.8800672084000001,-0.5464442224,-1.9945889461,0.8807592262,-0.1386738842
SRX5694306,-3.6156364454,0.2419026029,-0.7664779575,-0.303318389,-3.003918591,0.38087032870000004
SRX5694307,-0.6001751125,0.016329596300000002,0.9269590489,-0.9213934478,2.0280958555,-1.0385986195
SRX5694308,-1.9034266553,-1.0870791467,0.0122038535,-0.5542551321,0.1282549919,-0.34293042830000003
SRX5694309,-1.8442727643999999,0.1123098926,-0.9940082433,-2.4371824129,1.4273784088,-1.3940862034000001
SRX5694310,5.6644885132,-0.38635923040000003,2.0411292587,-0.6975730314,0.3338719368,-0.1138610196
SRX5694311,-2.0528655948,0.1152959806,-0.3039589573,-2.788252041,0.5479911068000001,-1.2410966374
SRX5694312,-0.7016459754000001,-0.275959191,-1.2338569192,-0.46271994780000003,-1.8298625141,0.2088463545
SRX5694313,4.1384499869,1.0479176171,1.5108161085,-1.0117169578,-1.2640210537,0.0064241946000000005
SRX5694315,0.46578488430000003,-0.7567441627,0.0882130678,-0.1729404675,-0.21223886720000001,-0.37709018990000004
SRX5694317,0.3963285406,0.3814530383,1.863543381,0.2138522692,0.33937007880000003,0.6017321859
SRX5694319,-1.4195902365,-0.3299579943,-0.7670528724,0.22403181360000002,-0.2648527613,-0.6170299069
SRX5694320,-1.1098614925,-1.0230378909,-1.3988456439,-0.09237995040000001,-1.6065648687,-0.6903743882000001
SRX5694321,2.5740960519,0.5893438953,0.1389480637,-0.38942819040000004,0.7920205793,-0.0542605311
SRX5694322,-2.3379998786,0.38897511690000003,0.6382039402,-1.1362642293,1.4962296247,0.5402471191
SRX5694323,3.519848422,0.6388737457,0.6371311275,-0.41342659340000004,0.8860898538,0.3040365601
SRX5694324,0.0351058416,0.8207225337,0.5891552134,-1.6036324816,1.1582991603,0.5055827363000001
SRX5694325,0.6936155908,-0.2753890111,1.1364192666,-0.5104274184,1.0332693507,-0.0160126656
SRX5694326,-1.2166984915,-0.2488960782,-0.1227754323,-0.1584196907,-0.5443186423,-0.1464043041
SRX5694327,4.8211857691,-0.47592332130000004,1.842083342,-0.6589226995,0.2748227025,0.030627857100000003
SRX5694328,-1.3199535396,-0.1849552465,-0.3056609431,0.1764471632,-0.4196697263,-0.3171028179
SRX5694329,1.3269332298,0.9423744804,-0.36055310500000004,-0.5799739837,0.8093676863,0.0735011207
SRX5694330,0.6011478848,0.6647562859,-0.7452061929,-0.6950204566,-2.2776908039,0.2066967292
SRX5694331,0.20506117540000002,-0.532523798,-0.19376253370000002,0.245553549,0.0793713315,-0.3304220725
SRX5694332,0.057476558100000005,0.6481898638,-0.1069060403,-0.24882076420000002,0.1558267021,-0.0316981053
SRX5694334,-1.0234257821,0.0092109535,0.1476735541,-1.0972302127,-0.16419339230000002,-0.6171215938
SRX5694335,1.6957276649000002,1.563083243,0.2184687528,-2.0210704043,0.3623619817,0.6950883019
SRX5694336,-2.7447739633,0.26873024560000003,-0.3321838082,-1.6584843203,2.0592240575,-0.3530000016
SRX5694337,-0.5274872858,-0.8943064091,1.1410073011,-0.2397944182,0.37091103740000003,0.1148364345
SRX5694338,0.7808787402,-0.2905060726,0.5042714405000001,0.1989831632,-0.6577122203,-0.2500778275
SRX5694339,-1.7946592264999999,-0.7291949297,-0.7028224034,0.10670366340000001,-0.5185215767,-0.4613391028
SRX5694340,1.2052763725,-1.4564882138000002,-0.3897788184,-0.1227589166,-1.0589715228,-1.0513303845
SRX5694341,-1.266503933,0.8683617078,0.6749000182,-1.4531793695,1.8291972353000001,-0.7931882752
SRX5694342,-0.25196379280000003,1.0372460208,-1.0340379245,-1.642695013,1.2003956974,-0.1425223824
SRX5694343,2.0448681517,1.5378723769,-0.5313228746,-0.659556922,-0.08934273300000001,0.006394704
SRX5694344,-0.351525425,0.4751226982,-0.3395083618,-0.5482364304,0.6142965370000001,-0.3398703041
SRX5694345,-0.5457745893,-0.30677581660000003,-0.0744392624,-0.1455592358,0.260286065,-0.47042315490000003
SRX5694346,1.972047193,0.7903348339,-0.17103448070000002,-0.6506498564000001,0.16706967650000001,-0.09956550460000001
SRX5694347,0.1158923716,-0.2236224171,-0.3425261498,-0.0665078507,0.1257857565,-0.2956049244
SRX5694348,1.4997241432,-1.3721940698,0.7875061899,0.0163008612,-0.7342629081000001,-0.1173161499
SRX5694349,2.1200637001000002,-1.4604409555,0.12003723670000001,0.3281616036,-1.0978060964,-0.6826879939
SRX5694350,0.5718314598,0.7549495736,-0.7659405174,-1.3897674496999999,-0.2585618173,0.8572120805000001
SRX5694351,2.7694428862000002,0.36071751500000004,0.7263733076000001,-0.94657928,1.1449067451000001,-0.1312239978
SRX5694352,0.8543818328,-1.6803100554000001,-0.6013224671,-0.11358356480000001,-0.10031158700000001,-0.054202918
SRX5694353,-1.7024339356,-0.9186976303000001,-0.8785134040000001,0.2090437913,-0.7813179918000001,-0.7687571366
SRX5694354,3.2577343921,-0.9287433011,0.7901452873,0.156288703,-0.3833516295,-0.2830325331
SRX5694356,-2.3370844664,-1.133765632,-1.0691180943,0.1914919696,-0.9761935114,-0.7246961160000001
SRX5694357,-2.0834453666,0.6499949299000001,-1.224876475,-1.6521756011000002,0.8141585597000001,-0.3809499105
SRX5694358,0.4224116966,0.13509008390000002,-0.8674783247000001,-0.2527058608,-1.210879706,-0.540200283
SRX5694359,-1.785468029,-1.1220736527,-0.5275191918000001,-0.30657057660000003,-0.4207264389,-1.1092440873
SRX5694360,-2.1374050654,-0.8214502126000001,-0.5277439766,-0.2669976047,-0.1412390832,-0.7686285168
SRX5694361,-0.5200418744,1.827237099,0.5715646187,-1.0307723459,0.1566361058,0.7548364243
SRX5694362,-0.4381254807,-1.3292586328,-0.4801473545,-0.0309958632,-1.6472988531000001,0.3043680612
SRX5694363,-1.0873719235000001,-0.3876571117,-0.2058316979,-0.3804310446,-0.5546784583000001,-0.0052407457000000005
SRX5694364,-2.0760741042,0.619093536,-0.4031858943,-2.3462003852,1.4076440849,-0.7428466618
SRX5694365,-2.5595895929,0.25852268440000004,0.5258567861,-0.6041545277,-0.4974307236,1.0942464863
SRX5694366,-2.8179741989,-1.118678478,-1.0791491496,-0.054980210200000004,-0.6138928318,-0.6480018334000001
SRX5694367,1.1024706585,-0.2334432209,1.1625349641,-0.7076949831,1.2101434685,0.16226913340000002
SRX5694368,-3.2066450949,-1.0318138333,-0.3946522053,0.1102525246,-0.9458503599,-0.0022205892
SRX5694369,-0.0360496396,-0.400856154,0.0892968809,-0.0590977866,-0.0662886848,-0.12551559210000002
SRX5694370,1.6359819023000002,-0.07621917360000001,0.3895898545,-0.22081801820000002,0.368483396,0.3114165841
SRX5694371,-1.6955336595000001,-0.004858172,-0.9798657269000001,-2.3057897995,1.6497301401,-1.3817991191
SRX5694372,-0.1822942529,-1.4957321474,-0.3558929129,-0.3165443482,-0.4935531869,-1.1118241244
SRX5694373,1.1766361132,0.4263406865,-0.3203433341,-1.5399098517,-0.1927104984,0.640189754
SRX5694374,-2.615602849,-1.6562294040999999,-1.8907045999,-0.3411830033,-1.5963441003,-0.7973720779
SRX5694375,1.0385236413,-0.4316035225,0.5235856839,-0.0340696975,-0.5282387860000001,-0.131505318
SRX5694376,-1.9631246021000002,-0.68114163,-0.6960164566,-0.31705369640000003,-0.9920622973000001,-0.029839515100000002
SRX5694377,-1.497995036,-1.7865999279,-1.5270626442,-0.5697764494,-1.6064739720999999,-0.5520812733
SRX5694378,-1.843225026,-1.9677856511,-0.4634139386,-0.31765341210000003,-0.44548403010000004,-1.1904583361
SRX5694379,1.3151894191,-0.9864586149000001,-0.5227460333,-0.25011430100000004,-1.1412490475000001,-1.2247114862
SRX5694380,1.2938711068,0.7771673957,-0.6079369570000001,-0.8373204843000001,-0.2908981184,-0.6554227122
SRX5694381,-1.6597060515000002,0.5056826482,-0.5831907388,-1.2728116676,1.5103860035999999,0.112860213
SRX5694382,1.0224575043,0.6610293527000001,-0.5897015176,-0.025511662,0.3167035141,-0.2555514143
SRX5694383,1.8330256156,-1.0548554592,0.33302975900000004,0.1480773849,-0.6330348309,-0.36691297110000004
SRX5694384,-0.8440796063,-0.3528901842,-0.17128217310000002,0.1439389809,0.07720167730000001,-0.420226284
SRX5694385,0.06682689950000001,0.4905249977,0.6983107852,0.0779751018,0.7627488997,0.7527320062
SRX5694386,0.2324274449,-0.45094003330000004,-0.047770770600000005,-2.8414442095,0.2124759349,-0.9402117607
SRX5694387,-2.0636185205,-0.8506152594,-0.7783978846,0.0426535923,-0.5871436333,-0.5371144676
SRX5694388,-0.1272620901,0.8935882198,0.5795485447000001,-1.6022828696,1.3294801396,0.4701902592
SRX5694389,1.5413144685,-1.1268330083,-0.4604892508,-0.0800003088,-1.4197035738000001,-0.6315143039000001
SRX5694390,1.618865491,-0.5700160552,0.5469985911,0.0001683552,-0.6108595821,-0.2751275436
SRX5694391,1.4537434713000001,0.2569729899,1.9391797668000001,0.1315329539,0.2242706458,0.6643574967
SRX5694392,0.7965737661000001,-0.1824530587,-0.18206983540000002,-0.1486598298,-0.35666103660000004,-0.11426782910000001
SRX5694393,-0.3512381292,-0.0954133062,-0.2625622673,0.232671539,0.0738984884,-0.2327240486
SRX5694394,-0.08752219430000001,-0.4487956758,0.6362886964000001,0.2168248136,-0.433145702,-0.0136205634
SRX5694395,-3.4824740215,-1.0512135882,-0.24292153970000002,-0.3791651303,-0.6412482763,-0.0143279424
SRX5694396,1.3667944856,0.5918333136,0.6048608691,-0.8353134788000001,1.1447981062,-0.4265849803
SRX5694397,4.2265417457,-0.6562689885,0.7306458363,-0.0202364792,-0.6626112262,-0.12238592690000001
SRX5694398,3.0364713824,-0.7486612571,0.47634399800000005,-0.0607073754,-0.8352204546,-0.4323012848
SRX5694399,0.19377455840000002,-0.4972563694,-0.3464694589,-0.2527744328,-0.07028935430000001,-0.1953700162
SRX5694400,-1.4131653778,-1.0056282555,-0.2505482308,-0.1981004934,-0.7804220612,-0.9469480016
SRX5694401,0.45496391680000003,-0.0206833576,0.6124656474,-0.021523506600000002,0.18569160680000002,0.002914251
SRX5694402,0.005622639400000001,-0.20475699730000002,-0.0719270178,-2.6700349591,0.3072247456,-1.1470755588000001
SRX5694403,-0.61113926,-0.1831701174,0.6540059885,-0.9103162108,1.2287761301,0.1187652569
SRX5694404,-0.9593407089,-0.9315760906,0.4711092564,0.0943710534,-1.1055211989,-0.2439474482
SRX5694405,0.1132327664,0.27996807760000003,-0.5450956153000001,-0.1829334597,0.2912144672,0.29047002990000004
SRX5694406,-2.4952042321,-0.9062135018,0.2452439907,-0.3972091841,1.3067637903,0.1364750897
SRX5694407,-1.4029109851000001,-0.8832418396,-0.1035126536,-0.2638287498,-0.2170952891,-0.3048284202
SRX5694408,2.2685912345,0.0461155221,-0.009095269900000001,0.0417388443,-0.3402805357,0.019654539800000002
SRX5694409,-0.9796973123,1.060477269,1.087692968,-2.2693012292,0.3449596163,0.1780957111
SRX5694410,-0.1190248638,0.6511604157,-0.3560818886,-0.1972134109,-0.9369939924,0.3145588501
SRX5694411,8.055832631,0.5440536739,1.7535099344,-0.8663395759,0.3006550652,-0.9276745121000001
SRX5694412,3.2911121167,-1.4840005473,0.5170498195000001,0.1259657223,-0.6110272034,-0.39861814560000003
SRX5694413,3.4344998535,1.9838414148,-1.0193472069,-0.6476176532,-0.9274980556,0.056742547500000004
SRX5694414,-2.8789289125,0.9939034311,-0.523282682,-1.42088019,1.7269776488000002,0.6384176439
SRX5694415,2.1459356358,-0.8140792053,0.43947406520000004,0.007690172800000001,-0.5350652901,-0.37358413220000003
SRX5694416,0.2514871783,-0.1669254698,0.0446724711,0.0575483496,0.09109035780000001,0.0350729692
SRX5694417,-1.2938226549,-0.028406753700000002,-0.2893820741,0.2665585241,0.6757333899,-0.051431211000000004
SRX5694418,-0.599061936,-0.3167898208,-0.2117878394,-1.9463157999,0.7648344667,-1.2166543236
SRX5694419,-1.5403296659999999,-0.0476804622,-0.3179564891,-1.5689931018,1.9739008520999999,-0.3215499277
SRX5694420,-1.984773488,0.1326056328,0.08899595980000001,-0.0638843971,-0.3114816063,0.3299482991
SRX5694421,0.3343803768,0.2639228627,0.028312995400000002,-0.6176702001000001,0.1444757966,-0.28807557030000003
SRX5694422,1.7456536988,0.043109730900000004,1.3392921219,-0.058214080700000004,0.5993323859,0.2692794305
SRX5694423,-2.3233204849,-1.358786463,-0.9200105722,-0.3208467193,-0.6169352458,-0.7486968028000001
SRX5694424,2.1693269202,-0.5062578831,1.5403945842,-0.3043319677,0.4505654565,-0.0210983501
SRX5694425,-0.1227289218,-1.1437462394,0.5704792652,0.2263080572,-0.9056669952,-0.5458369436
SRX5694426,-0.7030919243,0.1452041124,0.1799193872,-0.6604587882,-0.2557922664,-0.3835409524
SRX5694427,1.4504505074,0.2661086956,0.4667043355,0.1652363888,-0.1750304766,0.3506674218
SRX5694428,1.3293057076,-0.77419912,0.20339786340000002,0.073808526,-0.13199657380000002,-0.6297088756
SRX5694429,6.3702792346,0.1516304685,1.7636918297,-1.4421129371,0.6332512447,-1.3265809069
SRX5694430,1.7854323145,0.1008180187,0.3315411609,0.0124821121,-0.08344082400000001,0.1108876813
SRX5694431,-0.384644979,0.38369874330000003,-0.35813353740000003,-0.0624036472,-0.5125373796,0.1697071355
SRX5694432,-2.5440797079,-1.9148901202,-0.36327625890000004,-0.3304413054,-0.7661698545000001,-1.246551192
SRX5694433,3.4998039996,2.1248351364999998,-0.9242360812,-0.8187488844,-1.018450679,-0.34987695900000004
SRX5694434,2.8687489126,1.5456762576,1.1244853324,-0.6212632720000001,1.0728512748,0.0145102877
SRX5694435,-0.1253196044,-0.0162254559,0.2482560155,-2.0377494386,1.9625338574,-0.6059322526
SRX5694436,-0.10708658880000001,0.4245535389,0.6052921899,-2.3919325405,0.9587686390000001,-0.3885027585
SRX5694437,1.8426059997,0.779969961,1.6927350389,-0.2507206522,0.9137308284000001,1.1233531932
SRX5694438,1.3365336031,-0.0031122545000000002,0.4568848408,0.07346573220000001,-0.40211033360000004,-0.2802503778
SRX5694439,-2.7193896557,-1.8462658975,-0.9789359647,0.3143882568,-0.9943194997,-0.023295202600000002
SRX5694440,-0.7866568056000001,-0.3948944433,-0.16993395320000002,0.1617989176,0.0767751608,-0.3604413776
SRX5694441,0.043144923,0.6986128318,-0.30292878300000003,-0.4081937196,0.8459974857,0.0018304158
SRX5694442,-0.7641014097000001,0.9602890651,0.5264198142000001,-1.7002395932,1.2299575267,0.4203566293
SRX5694443,-0.9359015857,-0.133625048,0.2397725474,0.1538530863,0.2648223071,0.2068159725
SRX5694444,1.849998779,-1.059001689,0.5519567652,0.1414549701,-0.8771352847,-0.2592672699
SRX5694445,1.3638253331999999,0.7819597351,-0.2960727922,-1.7943494913,0.7366439447,0.0646919346
SRX5694446,-1.0813117384,-0.2214549961,-0.9535799394000001,0.2193526747,-0.7487939093,-0.5511534317
SRX5694447,2.0716627413,-0.8263707941,0.1879820745,-0.3849941899,-0.42415313460000004,-1.3425010601
SRX5694448,-1.2008935706,-0.5300253641,-0.33462678430000004,-0.732440443,-1.0305155459,-0.1645402147
SRX5694449,0.7013424529000001,-0.3286954791,0.4853458886,0.1017285234,-0.0643301091,0.23373750910000002
SRX5694450,-3.8360118734,-4.2343610569,-1.5466922668,-0.2163555027,-1.923176533,-0.2569550157
SRX5694451,-0.1960788296,-1.0094762121,0.3364849925,-0.1832599433,0.32335372960000003,-0.3884985985
SRX5694452,1.0847846974,0.7010530047,0.5538937326,-0.9702752261,1.0271080185,-0.39132502220000004
SRX5694453,2.5872128533,2.1840023423,-0.9333736147,-0.7029806271,-0.8689705452,-0.1433358172
SRX5694454,-1.2462562078000001,-0.6790192501,-0.43851679990000003,0.2689052974,-0.0143859672,-0.3492613463
SRX5694455,-2.7276520528,0.22524321300000003,-0.6122638961,-1.7485042558,2.0160964001,-0.4805136981
SRX5694456,-0.5558608628,-0.21140568640000001,0.0192414513,0.2638014382,-0.3961870837,-0.0382213312
SRX5694457,-1.6743087918000001,-0.1217659299,-0.4865215724,0.1813226141,-0.3950436946,-0.19062629790000002
SRX5694459,-2.1124266462,-0.8605070623000001,-0.7272492188,-0.0659537084,-1.3104809708,-0.9923129726000001
SRX5694460,-1.0738564319,-0.13651389220000001,-0.1476290305,-2.6935232182,1.9820999957,-1.1978806765
SRX5694461,-0.43322071360000003,-2.4843274113,-0.46360405250000003,-0.24608755940000002,-0.7479972059000001,-1.2296074036
SRX5694462,0.3406717262,-0.3742155495,0.4989539183,-1.4072956342,1.5313356168999999,-0.2609255541
SRX5694463,0.173097716,-0.029459817000000003,0.3705406573,0.13500124700000002,-0.8308938109,0.1382815033
SRX5694464,-0.20575248610000002,-1.0360837725,-0.1438542033,-0.16266356510000002,-0.2876517577,-1.1288095984
SRX5694465,-2.2113463711,-0.9128281929000001,-0.5194117031000001,-0.08100398930000001,-1.1647466356,-0.0968763669
SRX5694466,4.910969003,0.6433638254,2.0305828611,-0.0203257193,1.0126028366,1.3514066959
SRX5694467,-0.9077107662,-0.5111253960000001,-0.4654391383,-0.0864598209,-0.23134393590000002,-0.3001855255
SRX5694468,-1.2047019279,-1.1918680607,-1.4261023225,0.09512308080000001,-1.3235992494,-0.5243987399
SRX5694469,1.8832086613,-0.0551868097,0.3766098639,0.056592892000000006,0.2827389399,-0.1150153483
SRX5694470,-0.6091596891000001,-0.2207437333,-0.1364564022,-0.0203162279,-0.1140011834,-0.07257280540000001
SRX5694471,0.1342632659,-0.6313506792,0.1286029695,0.08127249760000001,0.2780427714,0.1884515094
SRX5694472,-1.2633406099,-0.2287701145,-0.0696890087,-0.42764759150000003,0.0204790629,0.0453331235
SRX5694474,2.1762794575,-0.2208068319,0.9030849996,-0.3318785326,-0.029360761200000002,-0.09842411420000001
SRX5694475,-1.6100405091,-0.33987928640000004,0.38838182590000003,-0.1072682971,0.4395643487,0.24722371440000002
SRX5694476,1.3300125719,-0.806744487,-0.0550770701,0.2832759084,-0.958255505,-0.6113486443
SRX5694477,-1.0471802042,-0.7527265685000001,-0.6307641964,-2.220698214,1.3257530398,-1.8427485194000002
SRX5694478,2.1565231831,-0.8345371042,-0.2597921773,-0.324421403,-0.2786624251,-0.5283278353
SRX5694479,2.2109448772,1.3548420772,-0.1763272148,-2.078741852,0.392395096,0.7334317926
SRX5694480,1.4494944176,1.3278849338,-0.1529290586,-0.8986833081000001,-0.0721274882,0.7004463726
SRX5694481,1.4687691332,-0.8614338627,0.2706568916,-0.39061972300000003,-0.7025263753000001,-1.0151817803
SRX5694482,-1.4244717694,-1.4394277347,-0.8203963424,0.5302146851,-0.1369099266,-0.45126933610000003
SRX5694483,0.669259841,-0.1180291629,0.1585795959,-0.0648156579,-0.2574074658,-0.07345373570000001
SRX5694484,-2.0912954201,0.0402551347,-0.1142251222,-0.2015433442,-0.7252147345000001,-0.9380478321000001
SRX5694485,1.2905181269,0.5246802383,1.8143817081,0.0561230447,0.0455061807,0.5439119556
SRX5694486,-1.2528239097,-0.5683346490000001,-0.4731728442,0.1840419059,0.0256384562,-0.449144341
SRX5694487,-0.6778720801,-0.9740520010000001,0.0620097399,-0.0687134662,0.0973618641,-0.6661382221000001
SRX5694488,2.2155250404,-0.7853157653,0.3949410132,-0.0029101905,-0.8848599586,-0.32197152570000004
SRX5694489,2.5385063508,-0.2692556168,0.3263541776,-0.2414092729,0.5406534275,0.022786968
SRX5694491,-2.6284476850000003,-1.0773986327,-0.7083059624,-1.3992598427,0.2172296353,-1.7524899039
