,Value,list
TF,argR,
reg_genes,122,"['astA' 'atpD' 'phnP' 'artP' 'atpA' 'plsC' 'rpe' 'waaG' 'atpH' 'atpB'
 'hisM' 'atpF' 'pyrB' 'waaQ' 'ycbU' 'phnO' 'atpE' 'rbfA' 'rpsO' 'gltF'
 'pyrI' 'atpI' 'dam' 'puuE' 'potG' 'narL' 'hisF' 'ycbF' 'pnp' 'dps' 'phnN'
 'hisI' 'waaY' 'ubiX' 'puuB' 'mukB' 'yfcC' 'damX' 'folM' 'dacC' 'glmM'
 'waaP' 'mreD' 'ypfN' 'rimP' 'ybjE' 'hisH' 'yffB' 'ftsZ' 'ydeN' 'nusA'
 'yffL' 'hisB' 'gltB' 'hchA' 'yeaJ' 'galS' 'artI' 'ydgI' 'astE' 'eutQ'
 'gltD' 'waaB' 'eutM' 'stpA' 'ykgA' 'atpC' 'hcaT' 'atpG' 'eutT' 'astD'
 'yraQ' 'potH' 'carB' 'hisC' 'yqaE' 'aroK' 'infB' 'argR' 'hisD' 'hisJ'
 'astC' 'gph' 'eutD' 'trpS' 'artQ' 'mreB' 'potI' 'cvpA' 'aroP' 'eutP'
 'hisQ' 'ycbV' 'pyrL' 'artM' 'dapE' 'yaaU' 'mreC' 'mukE' 'pfkB' 'aroB'
 'gltP' 'truB' 'hisA' 'hisG' 'hisP' 'purF' 'yahA' 'potF' 'astB']"
comp_genes,13,['yagI']
both_genes,12,"['dtpD' 'argG' 'argF' 'argI' 'argB' 'artJ' 'argD' 'argE' 'argC' 'carA'
 'argA' 'argH']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
reg_ops,54,
comp_ops,11,
both_ops,10,
