,-0.04826047821230368,-0.03753592749845842,-0.026811376784613157,-0.016086826070767897,-0.005362275356922637,0.005362275356922623,0.016086826070767883,0.026811376784613143,0.0375359274984584,0.04826047821230366,0.05898502892614892,0.06970957963999419,0.08043413035383945,0.09115868106768471,0.10188323178152997,0.11260778249537523,0.12333233320922049,0.13405688392306575,0.144781434636911,0.15550598535075627
thresh,-0.05362275356922631,0.05362275356922631,1,,,,,,,,,,,,,,,,,
unreg,1,12,100,563,1563,1122,301,99,46,25,23,9,9,4,4,1,3,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],"['sopD' 'agp' 'STM3127' 'STM2289' 'yqgB' 'rfbM' 'yccJ' 'fumC' 'yeaQ'
 'oxyR' 'speD' 'ggt' 'ybhE' 'STM0972' 'eda' 'STM1619' 'rpoN' 'guaC'
 'STM1513' 'STM1078' 'luxS' 'himD' 'STM1250']","['STM0307' 'STM1633' 'yaiB' 'yjbN' 'STM2288' 'STM0355' 'slsA' 'yggL'
 'STM1540']",['ymdF' 'cspD' 'STM1810' 'ybhB' 'hupB' 'ahpC' 'potD' 'STM0950' 'yjbE'],['ompA' 'STM1251' 'rfbK' 'rpsV'],['yhbH' 'STM1586' 'gnd' 'adhP'],['ompC'],['STM1485' 'rfbP' 'pagC'],[],['STM1854'],[]
