locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b4593,0.6440118349,ymgI,uncharacterized protein YmgI,No COG annotation,ymgI,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10589
b1171,0.1007976549,ymgD,PF16456 family protein YmgD,Function unknown,ymgGD,,https://ecocyc.org/gene?orgid=ECOLI&id=G6611
b1172,0.0935857971,ymgG,PF13488 family protein YmgG,Function unknown,ymgGD,gcvB,https://ecocyc.org/gene?orgid=ECOLI&id=G6612
