,-0.06044902636666667,6.938893903907228e-18,0.060449026366666686,0.12089805273333336,0.18134707910000003,0.24179610546666674,0.3022451318333334,0.3626941582000001,0.4231431845666668,0.48359221093333343,0.5440412373000001,0.6044902636666668,0.6649392900333334,0.7253883164000001,0.7858373427666668,0.8462863691333334,0.9067353955000002,0.9671844218666669,1.0276334482333336,1.0880824746000004
thresh,-0.09067353955000002,0.09067353955000002,1,,,,,,,,,,,,,,,,,
unreg,42,4117,49,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
unreg_genes,[],[],[],['ymgG' 'ymgD'],[],[],[],[],[],[],[],[],['ymgI'],[],[],[],[],[],[],[]
