,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,0.0,0.13561029783803225,2.0,0.0,-0.0958909612,1.0,0.0958909612,,,,,,,,
1,fur__wt_dpd,-1.7776829784000001,0.04958012924323926,2.0,2.0,-1.7426245328,3.0,-1.812741424,,,,,,,,
2,fur__wt_fe,1.5255600913,0.021309042708819507,2.0,4.0,1.5104923227,5.0,1.5406278599,,,,,,,,
3,fur__delfur_dpd,-1.17980047405,0.8630060279241029,2.0,6.0,-0.5695630595,7.0,-1.7900378886000001,,,,,,,,
4,fur__delfur_fe2,1.6682357303,0.05325572191064202,2.0,8.0,1.6305782482,9.0,1.7058932124,,,,,,,,
5,acid__wt_ph5,-1.0969726078500002,0.8399804478657712,2.0,10.0,-0.5030167371,11.0,-1.6909284786,,,,,,,,
6,acid__delgadx_ph5,-1.2838917035000001,,1.0,12.0,-1.2838917035000001,,,,,,,,,,
7,acid__delgadw_ph5,0.42376938740000003,1.2638265246168476,2.0,13.0,-0.4698909184,14.0,1.3174296932,,,,,,,,
8,acid__delgade_ph5,-0.182496992,0.14387007168746327,2.0,15.0,-0.2842284953,16.0,-0.0807654887,,,,,,,,
9,oxidative__wt_pq,-1.5656008229,0.13865254570954913,2.0,17.0,-1.4675586676,18.0,-1.6636429782,,,,,,,,
10,oxidative__deloxyr_pq,-1.64266532595,0.5347324535843294,2.0,19.0,-1.2645523819,20.0,-2.02077827,,,,,,,,
11,oxidative__delsoxr_pq,-2.4892088275499997,0.18245365450110684,2.0,21.0,-2.3601946112,22.0,-2.6182230439,,,,,,,,
12,oxidative__delsoxs_pq,-1.8104592928,0.2167810703820136,2.0,23.0,-1.9637466577,24.0,-1.6571719279,,,,,,,,
13,nac_ntrc__wt_csn,-1.6233873930500002,1.0953774504188498,2.0,25.0,-2.3979362162,26.0,-0.8488385699000001,,,,,,,,
14,nac_ntrc__wt_cytd,-0.55570660125,0.7056632173894544,2.0,27.0,-0.056727355,28.0,-1.0546858475,,,,,,,,
15,nac_ntrc__wt_gln,-0.83389744385,0.565312769281083,2.0,29.0,-0.43416095120000003,30.0,-1.2336339365,,,,,,,,
16,nac_ntrc__bw_delnac_csn,-2.67744767185,0.03576842087069096,2.0,31.0,-2.7027397648,32.0,-2.6521555789,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,-0.5174115488,0.0494494979122189,2.0,33.0,-0.4824454735,34.0,-0.5523776241,,,,,,,,
18,nac_ntrc__bw_delnac_gln,-1.59301682885,3.312405927177891,2.0,35.0,0.7492078643000001,36.0,-3.935241522,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,1.28632701365,0.25432077860749175,2.0,37.0,1.1064950665,38.0,1.4661589608,,,,,,,,
20,misc__wt_no_te,0.53503057995,0.944270953291634,2.0,39.0,-0.1326698144,40.0,1.2027309743,,,,,,,,
21,misc__bw_delcbl,0.46958219415,0.19291805181261812,2.0,41.0,0.33316853150000003,42.0,0.6059958568,,,,,,,,
22,misc__bw_delfabr,-1.7267689618,1.8040772154092153,2.0,43.0,-3.0024441946,44.0,-0.45109372900000005,,,,,,,,
23,misc__bw_delfadr,0.9711494852,0.33530054075022453,2.0,45.0,1.2082427713000001,46.0,0.7340561991,,,,,,,,
24,misc__nitr_031,-0.2858225142,,1.0,47.0,-0.2858225142,,,,,,,,,,
25,omics__wt_glu,0.38736855495,0.06215396234250699,2.0,48.0,0.4313180432,49.0,0.3434190667,,,,,,,,
26,omics__wt_gly,-0.6674836497000001,0.0474627254227194,2.0,50.0,-0.7010448647,51.0,-0.6339224347,,,,,,,,
