,A,Cbl,CysB
abx_media__rpmi_cef__1,-0.8914086703,-4.3794776585,-0.313654086
abx_media__rpmi_cef__2,-0.7226358443,-4.9071666485000005,-0.15189380500000002
abx_media__camhb_cef__1,-1.5320823966,-4.2264908885,-0.798144394
abx_media__camhb_cef__2,-1.4654437022,-4.4467941155,-0.6368882880000001
abx_media__m9_cipro__1,0.7270084262000001,-1.7678501575,-0.26871174600000003
abx_media__m9_cipro__2,0.5601834519000001,-2.0557180985,-0.16022260700000002
abx_media__rpmi_cipro__1,-0.5217578909,-4.2052262765,-0.581387459
abx_media__rpmi_cipro__2,-0.6726088982,-3.9981673425,-0.415371433
abx_media__camhb_cipro__1,-1.1064415641,-4.6480181995,-1.6294565300000001
abx_media__camhb_cipro__2,-0.7634858938,-4.8763264195,-1.441407856
hot_tale__42c_ale3_30c__1,0.783353509,0.4610001765,0.34990995700000005
hot_tale__42c_ale3_30c__2,1.2351847418,0.5504935385,0.47140362300000005
hot_tale__42c_ale3_37c__1,0.1751252401,0.2268563495,0.15503245100000002
hot_tale__42c_ale3_37c__2,0.3962978143,0.10780431950000001,0.17846688600000002
hot_tale__42c_ale3_44c__1,3.4268164856,2.3479025605,0.478884032
hot_tale__42c_ale3_44c__2,5.150784472,3.0235703375,0.48103687100000003
hot_tale__hot_ale3_mid_30c__1,24.100805609,4.7234573695,1.801982283
hot_tale__hot_ale3_mid_30c__2,22.8233443174,4.4824896795,1.6036691950000002
hot_tale__hot_ale3_mid_37c__1,3.6928922596,1.8798408115,0.529678058
hot_tale__hot_ale3_mid_37c__2,3.7476657863,1.8226655465000001,0.49324463100000004
hot_tale__hot_ale3_mid_44c__1,1.5340590188,1.2222342565,-0.049178513
hot_tale__hot_ale3_mid_44c__2,-0.16167629290000002,0.5678073755,-0.075260776
hot_tale__hot_ale3_30c__1,22.62504403,4.2651000495,1.643105617
hot_tale__hot_ale3_30c__2,23.2538587998,4.1747583185,1.585495527
hot_tale__hot_ale3_37c__1,5.0417287191,1.7036750175000002,0.5612206160000001
hot_tale__hot_ale3_37c__2,5.7368101171,1.7317547725,0.5084833630000001
hot_tale__hot_ale3_44c__1,-0.2759106666,-0.1117535005,0.025769396
hot_tale__hot_ale3_44c__2,-0.4316557553,-0.3201691085,0.09721386200000001
hot_tale__hot_ale4_30c__1,2.3381836225,0.6029159065,0.508081144
hot_tale__hot_ale4_30c__2,2.6938195364,0.7149645655,0.596713905
hot_tale__hot_ale4_37c__1,0.9863147040000001,0.6029876625,0.48663088400000004
hot_tale__hot_ale4_37c__2,1.3009220526,0.6728312195,0.462410955
hot_tale__hot_ale4_44c__1,0.42562577500000004,0.8876329975,0.884990927
hot_tale__hot_ale4_44c__2,-0.5460641504,0.4811076385,0.5159834130000001
hot_tale__hot_ale8_30c__1,1.9574674329000001,0.6299185145,0.45446647300000004
hot_tale__hot_ale8_30c__2,1.36730025,0.5226750545000001,0.460022886
hot_tale__hot_ale8_37c__1,0.5681057284000001,0.13509033950000002,0.247544486
hot_tale__hot_ale8_37c__2,0.35565276090000003,0.0857192915,0.29824694300000004
hot_tale__hot_ale8_44c__1,-0.047512948000000006,0.12744236150000002,0.390349013
hot_tale__hot_ale8_44c__2,-0.0040262306,0.0270283495,0.322780738
hot_tale__hot_ale9_mid_30c__1,0.7864630389,0.16907146950000002,0.30279589900000003
hot_tale__hot_ale9_mid_30c__2,1.5765380194,0.0510718395,0.230743406
hot_tale__hot_ale9_30c__1,1.1499537529000001,0.6132949955,0.239751289
hot_tale__hot_ale9_30c__2,1.0262701631,0.7027469025,0.33236418300000004
hot_tale__hot_ale9_mid_37c__1,0.8506796513,0.11438332650000001,0.320390296
hot_tale__hot_ale9_mid_37c__2,-0.0870049704,0.0526341565,0.28573731
hot_tale__hot_ale9_37c__1,1.0566625385,0.3874864985,0.363404023
hot_tale__hot_ale9_37c__2,0.9910547459000001,0.5238709235,0.40587172400000004
hot_tale__hot_ale9_mid_44c__1,2.0980321661,2.1696358785,0.46464385700000005
hot_tale__hot_ale9_mid_44c__2,3.7999220362,2.4747679175,0.625049449
hot_tale__hot_ale9_44c__1,-0.4489733308,0.9197509565,0.34762178200000005
hot_tale__hot_ale9_44c__2,-0.2206610058,0.4931203625,0.211306248
hot_tale__hot_ale10_30c__1,5.2066665064,2.0719533985,0.8575916130000001
hot_tale__hot_ale10_30c__2,5.8268175916,2.1255933825,0.9013637600000001
hot_tale__hot_ale10_37c__1,2.3183272931,0.6867258645000001,0.424519276
hot_tale__hot_ale10_37c__2,1.9511507813,0.7217224255,0.40396710100000005
hot_tale__hot_ale10_44c__1,0.8007550965,0.1207054085,-0.20483983800000002
hot_tale__hot_ale10_44c__2,1.2858272943,0.0100228895,-0.08802966300000001
hot_tale__hot_ale16_30c__1,-0.1778131597,0.0438037905,0.22414039800000002
hot_tale__hot_ale16_30c__2,-0.4633517253,0.1438219975,0.40304075
hot_tale__hot_ale16_37c__1,-0.6352038789000001,-0.2505152875,0.161411869
hot_tale__hot_ale16_37c__2,-0.131859793,-0.24189303350000002,0.21237060600000002
hot_tale__hot_ale16_44c__1,0.5257994586,1.2315631395,0.36664523
hot_tale__hot_ale16_44c__2,1.7304229042000001,2.2604824325,0.504185556
pdhr_ale__pdhR-13_51__1,-0.5299615296,-0.8902953015,-0.004649839
pdhr_ale__pdhR-13_51__2,-0.1988988404,-0.7505632455,-0.00446098
pdhr_ale__pdhR-14_46__1,-0.1215646571,-1.7665159335,-0.5337238430000001
pdhr_ale__pdhR-14_46__2,0.5905520765,-0.5070125175,-0.23910576700000002
pdhr_ale__pdhR-15_51__1,1.2052636899,0.0478523375,0.143418021
pdhr_ale__pdhR-15_51__2,0.7964124737,-0.14771349250000002,0.079797648
pdhr_ale__pdhR-16_49__1,-0.1716377594,-0.8970798485,-0.283511848
pdhr_ale__pdhR-16_49__2,0.40295868300000004,-1.1808880105,-0.61931241
tcs__del_atoC_LiAcet__1,0.4042142079,-1.6784681205,-0.5032467860000001
tcs__del_atoC_LiAcet__2,0.0633567575,-1.8698602855000002,-0.425699751
tcs__del_atoC_LiCl__1,0.16986052670000001,-2.0964403785,-0.440154396
tcs__del_atoC_LiCl__2,-0.3227895026,-2.1332849815,-0.29699490500000003
tcs__del_atoC_m9__1,-0.4221352874,-2.2089624585,-0.440181339
tcs__del_atoC_m9__2,-0.5045210665000001,-2.4912504575,-0.41434269300000004
tcs__del_baeR_etoh__1,-1.469014809,-4.3549619715,-0.812228122
tcs__del_baeR_etoh__2,-0.7523045129,-4.8037575135,-0.728919035
tcs__del_baeR_lb__1,-1.4720223852,-3.3330813295,-1.052171139
tcs__del_baeR_lb__2,-1.5288135933,-3.5080764885,-1.047433819
tcs__del_btsR_01xlb__1,-0.5961905622,-2.7234951845,-1.150094635
tcs__del_btsR_01xlb__2,-0.1619329831,-2.8577635105,-1.182413889
tcs__del_btsR_lb__1,-2.5165246741000002,-3.6960556485,-0.325275766
tcs__del_btsR_lb__2,-2.3465804627,-4.2832267505,-0.246047384
tcs__del_btsR_pyruvate__1,0.0447550596,-2.7578293835,-1.2476123430000001
tcs__del_btsR_pyruvate__2,-0.4365038202,-2.6524936005,-1.151815947
tcs__del_cpxR_etoh__1,-0.1960957556,-3.9684108475,-0.29611415
tcs__del_cpxR_etoh__2,-1.0981779316,-4.5389165675,-0.39710532200000004
tcs__del_cpxR_lb__1,-1.3167784895,-3.3279785795,-0.876278269
tcs__del_cpxR_lb__2,-1.4198196105,-3.2599508205,-0.776036493
tcs__del_cusR_CuSO4__1,-0.5266014131,-3.6760484705,-1.753862387
tcs__del_cusR_CuSO4__2,-1.1466765221,-3.7908023855,-1.5672849819999999
tcs__del_cusR_lb__1,-1.7447706157,-4.0714020115,0.11765818600000001
tcs__del_cusR_lb__2,-2.0806910618,-3.8873785885,-0.008652689
tcs__del_kdpE_01-kcl__1,0.0378057235,-1.6169521955000001,-0.674975874
tcs__del_kdpE_01-kcl__2,0.0473839439,-1.5905547785,-0.6054170630000001
tcs__del_kdpE_115-kcl__1,-0.483664953,-2.2235198185,-0.5507904290000001
tcs__del_kdpE_115-kcl__2,-0.6832124817,-2.7214976665,-0.604480087
tcs__del_phoB_m9__1,0.6895208853,-0.9467886335000001,-0.044113865
tcs__del_phoB_m9__2,0.0637891772,-1.1182637325,-0.14409544500000002
tcs__del_phoB_m9p__1,4.8109241838,-2.2239498345,-1.396963101
tcs__del_phoB_m9p__2,4.9922302868,-2.2219174425,-1.4972129170000001
tcs__del_rcsB_etoh__1,0.1102865259,-3.9241899585,-0.651036782
tcs__del_rcsB_etoh__2,0.5143268588000001,-4.4943446065,-0.6300615030000001
tcs__del_rcsB_lb__1,-2.4099097296,-3.4593702105,-1.140460141
tcs__del_rcsB_lb__2,-1.3694158037,-4.1198603835,-0.9075233170000001
tcs__del_zraR_lb__1,-1.8901846533,-3.9336788305,-0.308222143
tcs__del_zraR_lb__2,-1.7814209481,-3.7700087135,-0.150301499
tcs__del_zraR_zncl2__1,-0.058314359,-0.1269845725,-0.12960699
tcs__del_zraR_zncl2__2,0.0612418884,-0.23683196250000002,-0.044653001000000005
tcs__wt_01-kcl__1,-0.3867532936,-2.8503051485,-1.222718886
tcs__wt_01-kcl__2,-0.1973714823,-2.5655341605,-1.022651986
tcs__wt_01xlb__1,-0.2391426337,-2.7192289065,-1.11943714
tcs__wt_01xlb__2,-0.1910672425,-2.3170969435,-0.9536378600000001
tcs__wt_115-kcl__1,-0.2437331167,-1.6939354205,-0.302855421
tcs__wt_115-kcl__2,0.1469328739,-1.8343217175,-0.29897776600000003
tcs__wt_CuSO4__1,-1.4583843978,-4.4508746565,-1.261741613
tcs__wt_CuSO4__2,-1.5348512410000001,-4.2410626325,-1.304884449
tcs__wt_etoh__1,-0.9066396922000001,-3.8772299085,-1.148909405
tcs__wt_etoh__2,-0.7070981752000001,-3.7616803985000002,-1.055503133
tcs__wt_lb__1,-2.0790215289,-3.2498417985,-1.125477566
tcs__wt_lb__2,-2.9354241467,-3.1787795975,-0.9007212210000001
tcs__wt_LiAcet__1,0.0547912221,-1.4138609035,-0.27841864
tcs__wt_LiAcet__2,0.158696799,-1.2634841275,-0.496284225
tcs__wt_LiCl__1,0.8627676763000001,-0.9274013065000001,-0.34926799999999997
tcs__wt_LiCl__2,0.8418655976,-1.0219670255,-0.358829579
tcs__wt_m9p__1,2.4495686114,-3.1037334665,-1.291429746
tcs__wt_m9p__2,2.7544273172000002,-2.7740556255,-1.12063748
tcs__wt_pyr__1,-0.0637367427,-2.6816218875,-1.189490682
tcs__wt_pyr__2,0.027549988600000002,-2.6588182715,-1.353315246
tcs__wt_zncl2__1,0.9553901082,-0.1266697715,0.07617686900000001
tcs__wt_zncl2__2,0.998390214,-0.0911734705,0.024607884
ros_tale__1_112_0pq__1,3.3864140462,0.3102938475,1.400239755
ros_tale__1_112_0pq__2,2.7070074322,-0.1652560495,0.78750789
ros_tale__1_112_250pq__1,0.6053205474000001,-1.8437322605,0.38944890400000004
ros_tale__1_112_250pq__2,0.8183730037,-1.4698310955,0.666245842
ros_tale__1_112_750pq__1,0.7962807608,-1.6049221325,0.42225934
ros_tale__1_112_750pq__2,0.5278850208,-1.1718144355,0.575234848
ros_tale__1_112_750pq__3,0.8671564625,-1.3360761155,0.35504169500000005
ros_tale__3_76_0pq__1,2.2873409968000002,-0.1605790225,0.11608388900000001
ros_tale__3_76_0pq__2,2.6876472732,-0.0980919625,0.082927626
ros_tale__3_76_0pq__3,2.5679833622,0.0261842925,0.14235239100000002
ros_tale__3_76_0pq__4,2.7663464674,0.2237566885,0.17358431700000002
ros_tale__3_76_250pq__1,-0.4003211566,-2.3854667215,0.013171114000000001
ros_tale__3_76_250pq__2,2.5535978402,-1.2965429425,0.91870248
ros_tale__3_76_750pq__1,5.2938889077,0.2935830205,1.963133852
ros_tale__3_76_750pq__2,9.0058341822,0.3594944205,1.808219613
ros_tale__7_103_0pq__1,3.5608327914,-0.5586211575,0.533230473
ros_tale__7_103_0pq__2,3.8251355752,-0.8266304195,0.41950935500000003
ros_tale__7_103_0pq__3,3.7375897661,-0.4883182755,0.558805283
ros_tale__7_103_0pq__4,3.4639724095,-0.8414886665,0.443229382
ros_tale__7_103_250pq__1,6.5602339935,-0.20538544450000001,0.36132393100000004
ros_tale__7_103_250pq__2,5.2762610143,-0.2403158535,0.45985336400000004
ros_tale__7_103_750pq__1,6.7807914648,0.2632271645,0.312635152
ros_tale__7_103_750pq__2,6.6472373272,0.1985167175,0.180773394
ros_tale__9_77_0pq__1,-0.4153585309,-1.7305034715,0.251511569
ros_tale__9_77_0pq__2,0.0910661553,-1.6990031165000001,0.340776905
ros_tale__9_77_250pq__1,0.0166282362,-1.1817862635,1.181151272
ros_tale__9_77_250pq__2,0.1167827849,-1.3165910405,1.62812109
ros_tale__9_77_750pq__1,0.1783640304,-1.4803606845,0.565900057
ros_tale__9_77_750pq__2,-0.08848855060000001,-1.1033505365,0.6461271390000001
ros_tale__11_83_0pq__1,-0.0275018091,-1.4275957505,0.7937033370000001
ros_tale__11_83_0pq__2,-0.164432417,-1.3507813315,0.7177039980000001
ros_tale__11_83_250pq__1,0.0220138661,-1.1103705065,0.414365085
ros_tale__11_83_250pq__2,0.1024085613,-1.6670296064999999,0.37216159600000004
ros_tale__11_83_750pq__1,-0.533248852,-1.6431065675,0.311832329
ros_tale__11_83_750pq__2,-0.6053590815000001,-1.2814482995,0.343720703
ros_tale__13_87_0pq__1,0.4690887749,-2.1694618375,-0.282308447
ros_tale__13_87_0pq__2,0.8808651253,-1.9874100685,-0.499928038
ros_tale__13_87_250pq__1,0.38504490690000004,-2.3156042185,-0.47864892900000006
ros_tale__13_87_250pq__2,0.46043012710000003,-2.6830609475,-0.5322050810000001
ros_tale__13_87_750pq__1,0.834630355,-2.4055741855,-0.341712495
ros_tale__13_87_750pq__2,0.4231854785,-2.2899983305,-0.400079885
ros_tale__14_27_0pq__1,3.903602157,-0.7881480145,0.32932708800000005
ros_tale__14_27_0pq__2,3.4037844003,-0.7705108185,0.24763415900000002
ros_tale__14_27_250pq__1,0.9226934196000001,-3.3736524115,-0.49394475
ros_tale__14_27_250pq__2,0.9572657921000001,-2.5373387225,-0.530419317
ros_tale__14_27_750pq__1,-0.7814738830000001,-2.6949403945,-0.839747931
ros_tale__14_27_750pq__2,-0.0871013722,-2.4707384355,-0.5555177520000001
ros_tale__16_28_250pq__1,-2.1597482928,-1.3022975815,0.613882519
ros_tale__16_28_250pq__2,-1.9814434172,-1.3544437345,0.58969169
ros_tale__16_32_0pq__1,5.7604879262,1.0859415335,0.7853580360000001
ros_tale__16_32_0pq__2,5.8062195158000005,1.2132291865,0.7833909280000001
ros_tale__16_32_0pq__3,0.8311370127000001,0.09507681850000001,0.62624609
ros_tale__16_32_0pq__4,0.0140470187,0.0669606875,0.6304750960000001
ros_tale__16_32_250pq__1,0.047272219000000004,0.0337708685,0.38987060100000004
ros_tale__16_32_250pq__2,0.07413048900000001,0.09727303450000001,0.485427009
ros_tale__16_32_750pq__1,0.8068997934000001,-0.3888706965,0.821096614
ros_tale__16_32_750pq__2,1.1672294028,0.0656643645,0.830343465
ros_tale__17_104_0pq__1,-0.2618517171,-2.1588627935,-0.661057117
ros_tale__17_104_0pq__2,-0.2997807142,-2.3799708065000003,-0.6345109520000001
ros_tale__17_104_250pq__1,-0.7321117483,-2.6591944535,-0.935833365
ros_tale__17_104_250pq__2,0.0914171023,-2.5530156355,-0.506339478
ros_tale__17_104_250pq__3,0.1059475585,-2.1981336065,-0.35814090600000004
ros_tale__17_104_250pq__4,-0.4033599961,-2.2117050655,-0.8991178970000001
ros_tale__17_104_750pq__1,-0.2614417328,-2.4663161275,-0.273791972
ros_tale__17_104_750pq__2,-0.8156857022,-2.6017507065,-0.5306471110000001
ros_tale__18_24_250pq__1,-1.0278519774,-0.7920000315,0.6427267560000001
ros_tale__18_24_250pq__2,-1.355011167,-1.2697191895,0.590713006
ros_tale__18_36_0pq__1,1.2698469991999999,-0.7810992105,0.593882262
ros_tale__18_36_0pq__2,1.3299467149,-1.0411543595,0.5550242430000001
ros_tale__18_36_0pq__3,0.8092274804,0.0335512725,0.319280712
ros_tale__18_36_0pq__4,1.4936103503,-0.2674944835,0.43367803400000005
ros_tale__18_36_250pq__1,-0.0756885212,-0.34741469750000004,0.312083885
ros_tale__18_36_250pq__2,0.4712450657,-0.055703076500000004,0.263516246
ros_tale__18_36_750pq__1,-1.1552980176,-1.8444871535,0.031726169
ros_tale__18_36_750pq__2,-1.3637267845,-1.6602589865000001,0.16062832200000002
ros_tale__19_91_0pq__1,0.7467150505,-2.4680792215,-0.9522221070000001
ros_tale__19_91_0pq__2,0.2225218884,-2.5429709255,-0.733351159
ros_tale__19_91_250pq__1,0.3640913737,-2.1190618705,-0.400078869
ros_tale__19_91_250pq__2,0.7326048123000001,-1.7797036005,-0.091249466
ros_tale__19_91_750pq__1,0.8494343195,-2.2655439245,-0.026520127
ros_tale__19_91_750pq__2,0.3063898822,-2.4248469545,-0.244772067
ros_tale__19_91_750pq__3,0.8026513768,-1.8007472355,-0.05917936
ros_tale__19_91_750pq__4,1.6442786817,-2.3215081275,-0.407245656
ros_tale__21_97_0pq__1,6.03266944,-0.8579998325,0.450994412
ros_tale__21_97_0pq__2,2.3723820434,-2.1554288365,-0.20429918100000002
ros_tale__21_97_250pq__1,-0.1764854382,-3.2264150115,-0.5830309450000001
ros_tale__21_97_250pq__2,-0.7504009369,-3.2258016285,-0.69080075
ros_tale__21_97_750pq__1,-0.5362138478,-3.0817004575,-0.38473022900000003
ros_tale__21_97_750pq__2,-0.6825086033000001,-3.2447313505,-0.7878800250000001
ros_tale__25_111_0pq__1,0.1088893606,-0.6723157115,0.36318215400000003
ros_tale__25_111_0pq__2,-0.4132165376,0.6556397665,0.7424982750000001
ros_tale__25_111_250pq__1,-0.05933537,0.24554611650000002,-0.10221912
ros_tale__25_111_250pq__2,-0.802463883,0.5336808345,0.30678498
ros_tale__25_111_750pq__1,-1.1893734274,0.6679241565,0.228492417
ros_tale__25_111_750pq__2,-1.1504671377,1.5249721105,-0.195706756
ros_tale__29_119_0pq__1,-0.6330667008,0.9475695125,0.5701121650000001
ros_tale__29_119_0pq__2,-0.1900295152,-0.4263713415,0.52282834
ros_tale__29_119_250pq__1,0.9674220012,-0.5172596895,0.154378387
ros_tale__29_119_250pq__2,1.211533974,-1.0127121225,0.179980415
ros_tale__29_119_750pq__1,0.2012912729,-0.0956560335,0.44561705700000004
ros_tale__29_119_750pq__2,0.6505510301,-1.2312670175,0.340755276
ros_tale__ALE4_0pq__1,3.2388328289,-0.0329176635,0.49694722
ros_tale__ALE4_0pq__2,3.0379806844,-0.0187885055,0.430260949
ros_tale__ALE4_250pq__1,-1.6069666372,-2.8461111375,-0.21486279300000002
ros_tale__ALE4_250pq__2,-1.375494674,-2.7787849795,-0.227287599
pcoli__atASMT_325G__1,5.8439426790999995,1.4875870735,0.321398032
pcoli__atASMT_325G__2,5.7774476053,1.5717438485000002,0.291623397
pcoli__bpTDC__1,1.0148438835,0.1260563735,1.826039455
pcoli__bpTDC__2,1.2157429059,0.0418567235,1.899614857
pcoli__BRCA__1,0.423807657,0.1444515225,1.800710799
pcoli__BRCA__2,0.5679749809,0.1447958315,1.664245948
pcoli__BRCActrl__1,1.1188793395,0.1779813445,2.39856494
pcoli__BRCActrl__2,1.3435010888,-0.0336222995,2.368542748
pcoli__BRCAswap__1,0.6473512807,0.0662686995,1.121806286
pcoli__BRCAswap__2,0.5818770701,-0.3898842905,0.985726309
pcoli__btAANAT__1,0.5452884680000001,-0.4326445575,0.48242442500000005
pcoli__btAANAT__2,1.7094161386,0.0590457455,0.48178521
pcoli__btASMT__1,0.6381569197,0.2516157725,1.214678796
pcoli__btASMT__2,1.1302307823,0.24524307250000002,1.390273833
pcoli__CC1__1,5.8402156901,1.6611467955,0.261729783
pcoli__CC1__2,6.9411168212,2.0324207615,0.57045717
pcoli__ccCOMT__1,2.1745775333,0.8046364415,0.596176021
pcoli__ccCOMT__2,2.0691766385,0.8775485175000001,0.603478009
pcoli__ckDDC__1,1.2134953329,0.07360130250000001,0.36611659100000005
pcoli__ckDDC__2,1.2265554368,-0.24524660650000002,0.423787487
pcoli__CNTF_belt__1,0.549271478,-0.1426055315,0.725503336
pcoli__CNTF_belt__2,-0.2254473907,-0.2616234375,0.771263539
pcoli__cobPNMT__1,1.9488226712,0.42057898250000003,0.315978924
pcoli__cobPNMT__2,1.7235409697000001,0.37821880150000003,0.26416772
pcoli__cvPhhB__1,0.6858697489000001,0.4516328565,0.362732951
pcoli__cvPhhB__2,0.7441209668000001,0.2902688365,0.42492715000000003
pcoli__ggAANAT__1,0.3788057899,-0.08550730250000001,0.662869919
pcoli__ggAANAT__2,0.8721142386,-0.0798857795,0.527294244
pcoli__ggTPH__1,5.0304289392,1.4258802615000001,0.680269625
pcoli__ggTPH__2,4.0175642274,0.8391284105,0.474086239
pcoli__hsAANAT__1,1.1332425802000001,-1.4144548785,0.067896779
pcoli__hsAANAT__2,0.9673256837,-0.6244330375,0.081701723
pcoli__hsASMT__1,0.6003568607,-0.0763046475,1.624535259
pcoli__hsASMT__2,0.7109567197000001,-0.2534358685,1.657406044
pcoli__hsPNMT_mb__1,1.7153272186000001,0.5555660805,0.21458189
pcoli__hsPNMT_mb__2,1.358783687,0.45013117750000003,0.13009105
pcoli__hsTPH__1,0.16613592630000001,0.3357033205,0.854652492
pcoli__hsTPH__2,0.0772880841,0.1005277905,0.931812682
pcoli__hsTPH_E2K__1,0.1601913777,-0.6117614965,0.6989245030000001
pcoli__hsTPH_E2K__2,0.3486452997,-0.7061179465,0.9612783640000001
pcoli__hsTPH_E2K_N91I_P99C__1,0.0525863949,0.019627230500000002,1.003236851
pcoli__hsTPH_E2K_N91I_P99C__2,0.9365740969,0.041550882500000004,0.9483116770000001
pcoli__hsTPH_N158trunc__1,3.4895386662,0.1801308805,1.1491435779999999
pcoli__hsTPH_N158trunc__2,2.6787882553999998,0.037206642500000005,1.266919271
pcoli__hsTPH_N174trunc__1,0.4112924314,-0.26886584950000003,0.444891421
pcoli__hsTPH_N174trunc__2,0.8460831103,-0.44048134650000004,0.846166422
pcoli__hsTPH_Ntermtrunc__1,0.06995124,-0.5230918405,2.292981043
pcoli__hsTPH_Ntermtrunc__2,-0.3933167079,-0.6447897305,1.389480926
pcoli__hsTPH1__1,1.1853061886,0.12156499450000001,0.417386427
pcoli__hsTPH1__2,1.2350958318,0.1468401735,0.45115933
pcoli__MBP__1,-0.0442909601,-0.9036795275,-0.022442575000000003
pcoli__MBP__2,-0.9006475357,-1.0124801985,0.5266348240000001
pcoli__msCOMT__1,0.8470933366000001,0.6628092355,2.175249179
pcoli__msCOMT__2,0.9137679932,0.8336385645000001,2.3154781140000003
pcoli__ocAANAT__1,0.7985324163,0.1761721025,0.403561433
pcoli__ocAANAT__2,1.1159981264,0.18847052050000002,0.409729718
pcoli__osTDC_K374H__1,-0.666463215,-0.9760136775,0.210442009
pcoli__osTDC_K374H__2,-0.7229487984,-1.1442767535,0.225609726
pcoli__osTDC_K374L__1,1.0499154965,0.5120112075000001,2.337873632
pcoli__osTDC_K374L__2,0.9104045981000001,0.36240074450000004,2.323405424
pcoli__osTDC_K374Q__1,2.6270967725,0.4198707305,0.746637738
pcoli__osTDC_K374Q__2,2.2607274702,0.2480156335,0.7056039310000001
pcoli__osTDC_L360V__1,1.4647081266,0.4550404655,1.318142866
pcoli__osTDC_L360V__2,1.9043326957,0.2075473985,1.458215036
pcoli__pmTPH__1,-0.1224286618,0.2146415325,1.055340924
pcoli__pmTPH__2,0.3523474851,0.1263483065,1.230676777
pcoli__RFC__1,2.3456153543,-0.1674057205,-0.266988989
pcoli__RFC__2,3.0034787546,0.0006147185,-0.206234187
pcoli__RFCctrl__1,2.5461579535,-0.1605988875,-0.155615628
pcoli__RFCctrl__2,1.5622960237,-0.8363810655,-0.32406877900000003
pcoli__RFCnopause__1,1.3814453429,-1.0729653665,-0.126453389
pcoli__RFCnopause__2,1.4977918526,-1.4838624955,0.082529291
pcoli__RFCpluspause__1,0.4625485508,-1.2184495005,0.699239968
pcoli__RFCpluspause__2,0.3371026971,-1.6995625125,0.656735623
pcoli__rnCOMT_sol__1,1.5351628589000001,-0.40754996250000003,0.082227408
pcoli__rnCOMT_sol__2,1.8244471787,-0.15541715250000002,-0.016627315
pcoli__rnPNMT__1,1.055731475,0.6776393035,2.423149899
pcoli__rnPNMT__2,0.9951459356000001,0.5910591945,2.60925802
pcoli__rnTDC__1,1.0746401982,0.1717367705,1.3326123029999999
pcoli__rnTDC__2,0.6212864573,0.1891932165,1.327581938
pcoli__rnTDC_trunc__1,1.7039674682000001,1.1958496125,1.33376743
pcoli__rnTDC_trunc__2,1.7039506399,1.0724632295,1.407980182
pcoli__saCOMT_T2A__1,1.0160850243,-0.5267893725,0.256196814
pcoli__saCOMT_T2A__2,0.010586563200000001,-0.8109250565,0.299898278
pcoli__sfCOMT__1,0.9006704909000001,0.0243953225,0.577243764
pcoli__sfCOMT__2,0.9936238516,0.1802505315,0.507036028
pcoli__sgAANAT_D63G__1,2.2791794686999998,0.4645032135,0.05490521600000001
pcoli__sgAANAT_D63G__2,1.3506369137,0.3932362935,0.282812551
pcoli__ssDDC__1,1.0567697598,0.6481014975,1.470940809
pcoli__ssDDC__2,1.3692261426,0.5449746835,1.5340778529999999
pcoli__TP53B__1,4.3149251365,0.3266208155,0.19272065800000002
pcoli__TP53B__2,2.7782401963,0.0322076685,0.40210152200000004
pcoli__WT__1,-0.0205206722,-1.2781474485,1.017107178
pcoli__WT__2,0.5420296720000001,-0.9533131485,1.2453927870000001
cck__glu_ale4__1,0.2669501433,-0.48449428650000004,0.25982137
cck__glu_ale4__2,0.3496857313,-0.2950886025,-0.098087408
cck__cck_ale1__1,0.5833203369000001,-0.6390267515,-0.18460320600000002
cck__cck_ale1__2,1.0452726328,-0.4561563355,-0.057753609000000004
cck__cck_ale2__1,3.3497764575,-0.0088954255,0.058352856
cck__cck_ale2__2,2.9497649505,0.0322997395,0.040450396
cck_pgi__gmos_delpgi__1,0.1488694521,-0.9765600665,0.036331447
cck_pgi__gmos_delpgi__2,1.6534977990000002,-0.7379793565,0.378158412
cck_pgi__pgi_ale1__1,0.7189130117,0.2455951305,0.6001055940000001
cck_pgi__pgi_ale1__2,0.6331494708000001,-0.2056752305,0.12779231600000002
cck_pgi__pgi_ale2__2,-0.8534815480000001,-0.9537786715000001,-0.009093608000000001
cck_pgi__pgi_ale3__1,1.4912387457,0.26318444950000003,0.46234323600000005
cck_pgi__pgi_ale3__2,1.2004635889,0.1140628945,0.114390714
cck_pgi__pgi_ale4__1,0.2495103753,0.28130670150000003,0.39253751800000003
cck_pgi__pgi_ale4__2,0.065569915,-0.0489066375,-0.13814426800000001
cck_pgi__pgi_ale4__3,-0.2667364598,-0.42076849650000003,-0.150242752
cck_pgi__pgi_ale5__1,0.5426988070000001,-0.6013374245,0.36671793
cck_pgi__pgi_ale5__2,0.6923786322000001,-0.34543525750000004,0.007608987
cck_pgi__pgi_ale6__1,0.7754240835,-0.17695874050000002,0.44443002000000004
cck_pgi__pgi_ale6__2,1.1558953884,-0.1845059835,0.087115547
cck_pgi__pgi_ale7__1,0.5056755814,-0.0455452835,0.559876582
cck_pgi__pgi_ale7__2,0.46110133750000004,-0.1913756465,0.150448032
cck_pgi__pgi_ale8__1,0.8260892213000001,-0.38414255350000004,0.6485576160000001
cck_pgi__pgi_ale8__2,0.9518793440000001,-0.4861039475,0.268118054
cck_sdh__gmos_delsdhCB__1,0.1041842374,-2.9450849545,-0.878210598
cck_sdh__gmos_delsdhCB__2,0.8387942921,-2.0880216425,-0.6273527010000001
