,-0.09351064429166667,-0.056106386575,-0.018702128858333333,0.018702128858333333,0.056106386575,0.09351064429166667,0.13091490200833333,0.168319159725,0.20572341744166667,0.24312767515833333,0.280531932875,0.31793619059166667,0.35534044830833333,0.392744706025,0.43014896374166667,0.46755322145833333,0.504957479175,0.5423617368916667,0.5797659946083333,0.617170252325
thresh,-0.11221277315,0.11221277315,1,,,,,,,,,,,,,,,,,
unreg,1,38,2082,2054,30,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0
unreg_genes,[],[],[],[],[],[],['ykgO'],[],[],[],[],[],[],[],[],['soxS'],[],[],[],[]
