,-0.09005143457142857,-0.06003428971428572,-0.030017144857142866,-1.3877787807814457e-17,0.03001714485714284,0.06003428971428569,0.09005143457142854,0.1200685794285714,0.15008572428571426,0.1801028691428571,0.21012001399999997,0.24013715885714282,0.27015430371428567,0.3001714485714285,0.3301885934285714,0.3602057382857142,0.3902228831428571,0.420240028,0.4502571728571428,0.4802743177142856
thresh,-0.105060007,0.105060007,2,,,,,,,,,,,,,,,,,
unreg,0,19,352,2130,266,17,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Rex,0,0,2,13,9,0,1,1,3,1,1,1,0,0,0,1,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[nan],[],[],[],[],[],[],[],[],[],[],[]
Rex_genes,[],[],['arcC' 'arcR'],"['narJ' 'vicR' 'nreB' 'narH' 'nasF' 'nreA' 'nreC' 'arcD' 'frxA' 'vicK'
 'narI' 'nirD' 'resE']",['pflA' 'arcB' 'arcA' 'narK' 'nan' 'adhE' 'nirB' 'narG' 'resD'],[],['ldhD'],['adhP'],['alD' 'pflB' 'cbiX'],['lctP'],[nan],[nan],[],[],[],['ldH'],[],[],[],[]
