,A,ArgR
ecoli_00594,-1.1397947882,-0.8796332155000001
ecoli_00595,-1.7912888126,-0.6672072455
ecoli_00596,-1.5788926248,-0.9405618755
ecoli_00597,-10.0866278353,-1.3362164395
ecoli_00598,-1.0026209789,-1.4489226845
ecoli_00599,-9.6026562829,-2.0920960085
ecoli_00600,-2.0534461395,-2.0537775145
ecoli_00601,-4.0933365131,-1.5978866465000001
ecoli_00602,-7.0256587643,-1.6330503995
ecoli_00603,-7.0194558192,-1.4242813745
ecoli_00604,-12.1461551497,-1.6124588444999999
ecoli_00605,-8.8395974803,-1.5733497885
ecoli_00606,-6.4549841769,-1.5065244475
ecoli_00607,-7.9050711971,-1.4888024705
ecoli_00608,-0.1988024754,-1.4570986525
ecoli_00609,-3.7617998007,-1.5550559365
ecoli_00610,-4.1220783182,-1.3776215745
ecoli_00611,2.2046395297,-1.0916870865
ecoli_00612,-3.6847452021000002,-1.6424419555
ecoli_00613,-7.1850962508,-1.3241232925
ecoli_00614,-4.2347161755,-1.2039537125
ecoli_00615,-7.0956415435,-1.7540675465
ecoli_00616,-6.4915516957,-1.4405766615
ecoli_00617,-5.3588631361,-1.3959362335
ecoli_00618,0.6426571229,0.1621244715
ecoli_00619,0.5587322761,0.1536026785
ecoli_00620,-13.1970569409,-0.5788830365000001
ecoli_00621,-12.7825208356,-0.4283139325
ecoli_00622,-6.4558630806,0.4209443895
ecoli_00623,-6.858194299,0.3500312625
ecoli_00624,-4.1625094291,-0.14939030150000002
ecoli_00625,-3.7205626671000003,-0.10842858550000001
ecoli_00626,-2.7067812614999998,0.13810432250000002
ecoli_00627,-2.7749853862,0.030675524500000002
ecoli_00628,-6.4973933895,-0.7880945055
ecoli_00629,-7.2392819896,-1.0839301115
ecoli_00630,-6.5003438735,0.1081592255
ecoli_00631,-7.7668434826,0.0748562215
ecoli_00632,-5.9494552483,0.2205754235
ecoli_00633,-6.0484491957,0.2806797455
ecoli_00634,-5.8806265399,0.1112912355
ecoli_00635,-6.7874985343,-0.0750497405
ecoli_00636,-7.672340373,0.22838958350000002
ecoli_00637,-8.8185964876,0.2994352175
ecoli_00638,-6.0203030174,0.0249100525
ecoli_00639,-6.3787123952,0.1313376075
ecoli_00640,-7.3503157635,0.1381700435
ecoli_00641,-7.4780177302,-0.1098013925
ecoli_00642,-6.2176999668,0.2030355805
ecoli_00643,-8.2105525056,0.1975211265
ecoli_00644,-3.8360895524,0.5639983055000001
ecoli_00645,-4.0120098999,0.4683241195
ecoli_00646,-5.4102662396,0.5851746735000001
ecoli_00647,-5.6652380068,0.6337893645
ecoli_00648,-5.6460297871,0.1716313275
ecoli_00649,-4.6092764871,0.1519342695
ecoli_00650,-4.5367862436,0.20033470450000002
ecoli_00651,-6.1123658504,-0.0487896705
ecoli_00652,-13.624516635300001,-0.6266350175000001
ecoli_00653,-13.3118393954,-0.4788231725
ecoli_00654,-3.7278421781,-0.0227712435
ecoli_00655,-3.5478560803,-0.09763941050000001
ecoli_00656,-3.6380502482,0.4697254475
ecoli_00657,-3.8074935846,0.43076039850000003
ecoli_00658,-4.2695246218000005,0.0994880415
ecoli_00659,-4.869866464,0.1961407835
ecoli_00660,-6.8452410043,0.2271878205
ecoli_00661,-7.3812996118,0.060381844500000004
ecoli_00662,-3.0292189559,0.2133605385
ecoli_00663,-3.1443211658,0.0321637955
ecoli_00664,-6.1054006095,-0.07183779650000001
ecoli_00665,-6.6137650549,-0.10905627350000001
ecoli_00666,-6.8431836078,0.2412465155
ecoli_00667,-7.2752296413,0.1139962015
ecoli_00668,-7.4245684188,-0.2347770445
ecoli_00669,-9.0398975511,-0.34672396250000004
ecoli_00670,-4.9209840964,0.5849581455
ecoli_00671,-5.3415808442,0.5021421795000001
ecoli_00672,-13.729971322699999,-0.6558524485
ecoli_00673,-14.1814038409,-0.11688754850000001
ecoli_00674,-1.3128271785,0.0865065545
ecoli_00675,-1.2383917712999999,0.0863438245
ecoli_00676,-4.9163758437,0.2954030775
ecoli_00677,-5.0106307249,0.2970649125
ecoli_00678,-11.0224921437,-0.0503889875
ecoli_00679,-12.4138786441,-0.0651847465
ecoli_00680,-3.2872313043,0.0443978545
ecoli_00681,-4.2834311891,-0.0336530375
ecoli_00682,-4.7908842196,0.18187016550000001
ecoli_00683,-5.7271339852,0.13130374350000001
ecoli_00684,-5.5803152428,-0.11974743950000001
ecoli_00685,-5.8509396371,-0.1731593165
ecoli_00686,-1.1739686316,0.12897110950000001
ecoli_00687,-0.7346699626000001,0.2303305935
ecoli_00688,-2.3291741497,0.5513994905
ecoli_00689,-3.0671848006,0.5413476065
ecoli_00690,-12.5080662793,-0.5732129725
ecoli_00691,-13.7963523343,-0.7542967565
ecoli_00692,-12.3862970992,-0.3676600345
ecoli_00693,-12.268437592,-0.5881566895
ecoli_00694,-5.6041465396,-0.1027292955
ecoli_00695,-6.4855594421,-0.4672240735
ecoli_00696,-12.3284092578,-0.6381399585
ecoli_00697,-12.226395032,-0.5955427325
ecoli_00698,-0.9497096556,0.1661390035
ecoli_00699,-0.5294644451,0.3583128235
ecoli_00700,-3.36540019,0.0382900175
ecoli_00701,-4.9662814526000005,-0.0338175895
ecoli_00702,-11.229313103500001,-0.2423363365
ecoli_00703,-11.7699429978,-0.2391300975
ecoli_00704,-4.6280948764000005,0.24003736350000002
ecoli_00705,-5.1832348777,0.2378279825
ecoli_00706,-3.9695150331,0.4655348165
ecoli_00707,-4.2621209783000005,0.3198921145
ecoli_00708,-3.7227954806,0.5425852825
ecoli_00709,-5.4652739699,0.7025046155
ecoli_00710,-4.4114700796,-0.1732968375
ecoli_00711,-4.6169867707000005,-0.2665124915
ecoli_00712,-6.3906987526,-0.1915427965
ecoli_00713,-6.792368752,-0.2799956355
ecoli_00714,-12.5251631553,0.1447471515
ecoli_00715,-8.2406862104,0.3912377335
ecoli_00716,0.2133686086,-0.0194671715
ecoli_00717,-0.6916494961,-0.0306119335
ecoli_00718,1.2387827635,-0.0646412265
ecoli_00719,0.8697412607,0.0369503515
ecoli_00720,0.3874037342,-0.0925474485
ecoli_00721,0.3404585432,-0.0928641015
ecoli_00722,-4.6065011398,0.35864337550000003
ecoli_00723,-5.5495473036,0.17958803850000002
ecoli_00724,-1.2733487433000001,-0.0363992865
ecoli_00725,-3.8955785093,-0.13311432850000002
ecoli_00727,-6.2942349814,-0.1973547555
ecoli_00728,0.1785444443,0.0423459265
ecoli_00729,-0.8195197817000001,0.1338663035
ecoli_00730,0.23878840510000002,-0.11088400150000001
ecoli_00731,-0.318565806,-0.2302144895
ecoli_00732,-0.3808622969,-0.2410425035
ecoli_00733,0.13891618590000002,-0.1123508975
ecoli_00734,-0.31496137550000003,0.1732322135
ecoli_00735,0.3554796323,0.1345088795
ecoli_00736,-0.6915852906000001,0.0368904725
ecoli_00737,0.44647146940000004,0.1320591325
ecoli_00738,-0.21665122520000002,0.2045652405
ecoli_00739,0.5025731468,0.3820142515
ecoli_00740,-0.0802437627,0.2664306645
ecoli_00741,-2.3468627936,0.3243788615
ecoli_00742,-4.4329069106,-0.4878626935
ecoli_00743,-5.4402116857,0.0458912825
ecoli_00744,-4.6426059996,0.0570324755
ecoli_00745,-3.064368682,0.16843120050000002
ecoli_00746,-3.0644979066999998,0.15493492150000002
ecoli_00747,-2.1729914405,0.1854012155
ecoli_00748,-2.3275785955,0.1035367675
ecoli_00749,0.09945582310000001,0.4794757805
ecoli_00750,0.3932922205,0.6560631315000001
ecoli_00751,-4.3156514492,0.1558185035
ecoli_00752,-4.6069859442,0.0946666635
ecoli_00753,0.5342468372,0.0384788285
ecoli_00754,0.4756334782,0.0286850445
ecoli_00755,-13.2297341222,-0.6177295595
ecoli_00756,-12.9070910145,-0.4718484525
ecoli_00757,2.2862908062000002,0.1620530695
ecoli_00758,1.2338326787,0.2518104245
ecoli_00759,5.1090529559,0.0897509405
ecoli_00760,5.2964889206,0.14903310150000001
ecoli_00761,0.979146744,0.007637334500000001
ecoli_00762,0.7123840025,-0.0015607415
ecoli_00763,0.2759006885,-0.0625110515
ecoli_00764,0.8153265059,0.047809989500000004
ecoli_00765,-0.5451923425,-0.025463139500000002
ecoli_00766,0.12133749890000001,0.0553218085
ecoli_00767,-1.0918645641,1.0312091085
ecoli_00768,-5.7737466456,0.2719148645
ecoli_00769,-4.2866558151,0.1625977565
ecoli_00770,-3.9331157413,0.1177634235
ecoli_00771,-4.7928921249,0.0026905025
ecoli_00772,-4.916949611,-0.1505465545
ecoli_00773,-4.9494393666,0.0412985575
ecoli_00774,-4.9970404652,0.1629417965
ecoli_00775,-4.8148558793,0.0145524685
ecoli_00776,-4.5141413307,0.0068489795000000004
ecoli_00777,1.7620703817,-0.0033379435
ecoli_00778,1.7972116829,0.1058334285
ecoli_00779,-2.3758457114000002,0.0709787355
ecoli_00780,-1.1404110044,0.2971900745
ecoli_00781,2.0957314872,0.12455692750000001
ecoli_00782,2.0959258556,0.033615068500000005
ecoli_00783,-0.2532644204,0.45471808550000004
ecoli_00784,3.9532284811,0.2392685685
ecoli_00785,1.1431026497,0.1498143505
ecoli_00786,1.2227175585,-0.0227555235
ecoli_00787,-3.1964725163,0.3166282965
ecoli_00788,-2.5832572963000002,0.0673665955
ecoli_00789,1.2506416661,-9.46675e-05
ecoli_00790,1.5070904466,0.1663935825
ecoli_00791,-1.3637840226,0.2780859735
ecoli_00792,-0.864916723,0.5362202545
ecoli_00793,0.3464916059,-0.0389572105
ecoli_00794,0.2123170617,0.1487755305
ecoli_00795,-3.0297284908,0.3786910265
ecoli_00796,-2.6457544269,0.3831458055
ecoli_00797,-3.1902776374,-0.23100307550000002
ecoli_00798,-1.1445569918,-0.0064056715000000005
ecoli_00799,-4.4124701207,-0.2415694125
ecoli_00800,-2.462257213,-0.0544464095
ecoli_00818,-1.1339003323,0.044405863500000003
ecoli_00819,-1.6346286292,0.1659800055
ecoli_00820,-0.336564688,0.0018010805
ecoli_00821,-0.5477955793,0.0612343725
ecoli_00822,-3.2152044963,-0.3087200385
ecoli_00823,-3.4011545258,-0.2476138665
ecoli_00824,-1.5369268894,-0.0195775525
ecoli_00825,-1.3611273161000002,0.0048156625
ecoli_00826,-2.0554978212,0.0590926455
ecoli_00827,-2.0002760618,0.06418984550000001
ecoli_00828,0.38159685860000003,0.3419601685
ecoli_00829,0.2369141593,0.3875908085
ecoli_00830,-2.525963983,0.1977752875
ecoli_00831,-2.5510064286,0.2750381155
ecoli_00832,-2.8832015954,-0.5544191645000001
ecoli_00833,-3.7604948007,-1.1548418425
ecoli_00834,1.0808471802,-0.1691930465
ecoli_00835,0.9759538435,0.0149938545
ecoli_00836,1.1320221745,-0.1760909635
ecoli_00837,1.0425795033,-0.1031278395
ecoli_00838,-1.3424149185,-0.2945042235
ecoli_00839,-1.0239620905,-0.28521943250000004
ecoli_00840,-1.8099621968,-0.043652803500000004
ecoli_00841,-1.9331176918000001,-0.20223762050000002
ecoli_00842,1.205113798,-0.0404671345
ecoli_00843,1.017357004,-0.0578565865
ecoli_00844,0.6888014899,-0.2259926395
ecoli_00845,0.7471274005,0.034521960500000004
