,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.14633427917313596,3.0,0.0,-0.060384233600000004,1.0,-0.1064791293,2.0,0.1668633629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-1.2418371078000001,0.7922307480951869,3.0,3.0,-1.6697255113,4.0,-1.7281165802,5.0,-0.3276692319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-2.4238333423333334,0.08561168122097326,3.0,6.0,-2.3341438832,7.0,-2.5046809975,8.0,-2.4326751463000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,5.28677630773884e-18,0.345860521167164,21.0,9.0,0.2083482119,10.0,0.0817340523,11.0,-0.2837194735,12.0,-0.1365997045,13.0,0.14446536840000002,14.0,-0.16873296670000001,15.0,-0.16950159650000002,16.0,-0.3420891157,17.0,-0.3170126129,18.0,-0.7912097001,19.0,-0.47590634200000004,20.0,-0.1894478051,21.0,0.288683676,22.0,0.1346391472,23.0,0.3101631286,24.0,0.6329812353000001,25.0,0.4075493705,26.0,0.39042763,27.0,0.13355369320000002,28.0,-0.1683549821,29.0,0.31002878570000003
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-1.1739693006142857,0.44399024816719146,21.0,30.0,-1.6996809398,31.0,-1.0531046874,32.0,-1.2726905587,33.0,-0.9210871247,34.0,-0.7475744114,35.0,-0.7974069314000001,36.0,-0.8276817026000001,37.0,-1.102396301,38.0,-1.6787382003,39.0,-0.41080042980000003,40.0,-0.4787054318,41.0,-1.0229134983,42.0,-0.9714755253,43.0,-1.066621417,44.0,-0.8569575236,45.0,-1.1526454735,46.0,-1.8551795145,47.0,-1.5721620618,48.0,-1.7608621280999999,49.0,-1.4711169864,50.0,-1.9335544654999999
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.0986752107578047,3.0,51.0,-0.1128628839,52.0,0.0699693257,53.0,0.0428935582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.429015444775,0.21822371028003965,4.0,54.0,-0.726715368,55.0,-0.45584972430000004,56.0,-0.28746326510000003,57.0,-0.2460334217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-1.734723475976807e-18,0.04175644251000421,4.0,58.0,0.0022020532,59.0,-0.0403867716,60.0,-0.0187614699,61.0,0.0569461883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.007285242924999999,0.03080979642855708,4.0,62.0,-0.023684876,63.0,-0.0074344539000000005,64.0,-0.033952403,65.0,0.0359307612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.0251876977,0.03341832403580462,4.0,66.0,-0.05408560900000001,67.0,-0.0461516976,68.0,0.0201475403,69.0,-0.0206610245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
