,SP5448_04110
SRX1726505,-0.0266040473
SRX1726506,-0.1127311319
SRX1726507,0.1393351792
SRX1726508,-1.4333473808
SRX1726509,-1.5082657366999999
SRX1726510,-0.6405935752
SRX1726511,-1.9461270983
SRX1726512,-1.8252301925
SRX1726513,-1.4383041048
SRX1081650,-0.0539731938
SRX1081651,-0.11245515460000001
SRX1081652,0.1488052265
SRX1081653,-0.03526118
SRX1081654,-0.12474022950000001
SRX1081655,-0.0009877850000000001
SRX1081656,0.10812850160000001
SRX1081657,0.0571631162
SRX1081658,0.1624888417
SRX1081659,0.1137453206
SRX1081660,-0.27653730800000004
SRX1081661,-0.1643958676
SRX1081662,-0.0041920791
SRX1081663,-0.0227465414
SRX1081664,0.0165316437
SRX1081665,-0.097142501
SRX1081666,0.0509147244
SRX1081668,0.0459288968
SRX1081669,0.1383894553
SRX1081670,-0.0381493147
SRX1081671,0.0884854279
SRX1081672,-0.45940049990000004
SRX1081673,-1.3530727898000001
SRX1081674,-0.8883308058
SRX1081675,-0.8145017663
SRX1081676,-0.5847897649
SRX1081677,-0.584728883
SRX1081678,-0.13663734500000002
SRX1081679,-0.7915892617
SRX1081680,-0.6251608417
SRX1081681,-0.6599155315
SRX1081682,-0.5736436607000001
SRX1081683,-1.2119999794
SRX1081684,-0.8437740522
SRX1081685,-1.1442022928
SRX1081686,-1.1483219835
SRX1081687,-1.030209659
SRX1081688,-1.904600093
SRX1081689,-1.1197893746
SRX1081690,-0.11304216780000001
SRX1081691,-0.0010254724
SRX1081692,-0.31386462670000004
SRX1962715,0.0636677618
SRX1962716,-0.053546410700000005
SRX1962717,-0.0101213511
SRX1962718,-0.39129508550000003
SRX1962719,-0.13136271900000002
SRX1962720,-0.2131879572
SRX1962721,-0.2598188111
SRX4892146,-0.0322389851
SRX4892147,0.0519150733
SRX4892148,-0.0262964676
SRX4892149,0.006620379500000001
SRX4892150,-0.2090820267
SRX4892151,-0.1373107223
SRX4892152,-0.185990029
SRX4892153,-0.1353000345
SRX4892154,-0.1772519059
SRX4892155,-0.0692054092
SRX4892156,-0.08946038540000001
SRX4892157,-0.1500441305
SRX4892158,-0.1956469944
SRX4892159,-0.1891628983
SRX4892160,-0.0129499505
SRX4892161,-0.0527970727
SRX7620814,-0.0119815346
SRX7620815,-0.0763167412
SRX7620816,-0.044562019800000005
SRX7620817,-0.7316151606
SRX7620818,-0.6685714237
SRX7620819,-0.7427062471
SRX7620856,0.276103107
SRX7620857,-1.5170689679
SRX7620858,0.1527140298
SRX7620859,-1.4101863122
SRX7620860,0.2706638075
SRX7620861,-1.4159670954
SRX7620862,-0.0075042147
SRX7620863,-0.1694842798
SRX7620864,0.1431803916
SRX7620865,-0.0648613718
SRX7620866,-0.0028158812
SRX7620867,-0.2642691614
SRX2161502,0.0223577602
SRX2161503,-0.0368434271
SRX2161504,0.0144856668
SRX2161505,0.1422677355
SRX2161506,0.13744338990000002
SRX2161507,0.1419693665
SRX2161508,0.1807457013
SRX2161509,0.2768511885
SRX2161510,0.292680186
SRX2161511,0.3511594622
SRX2161512,0.352730382
SRX2161513,0.37085644970000003
SRX2161514,-0.6646476742
SRX2161515,-0.7408138751000001
SRX2161516,-0.7581222313
SRX2161517,-0.9464163691
SRX2161518,-0.7618927435
SRX2161519,-0.7855678356
SRX2161520,-0.3189193259
SRX2161521,-0.41514276920000004
SRX2161522,-0.2261838296
SRX2161523,-0.6562938425
SRX2161524,-0.6217995589
SRX2161525,-0.7355530772000001
