,BSU_18979
LBexp_1,10.3031
LBexp_2,10.8363
LBexp_3,10.4078
LBtran_1,10.5356
LBtran_2,10.7892
LBtran_3,10.2197
LBstat_1,12.3166
LBstat_2,11.8876
LBstat_3,11.2154
LBGexp_1,9.1615
LBGexp_2,9.7111
LBGexp_3,9.7284
LBGtran_2,10.7969
LBGtran_3,10.9924
LBGstat_1,13.6709
LBGstat_2,13.315
LBGstat_3,13.0115
S0_1,10.6757
S0_2,10.7152
S0_3,10.8302
S1_1,11.0958
S1_2,10.647
S1_3,11.3875
S2_1,11.717
S2_2,10.8171
S2_3,10.8446
S3_1,10.9077
S3_2,10.9169
S4_1,11.0308
S4_2,10.6057
S4_3,10.1308
S5_1,10.1866
S5_2,10.6011
S5_3,10.6781
S6_1,9.4923
S6_2,7.7489
S6_3,9.8998
S6/t_1,9.1925
S6/t_2,7.6529
S6_4,9.2507
S6_5,9.5113
S6_6,9.5937
S7_4,9.7927
S7_5,9.8602
S7_6,9.8536
S8_4,9.6487
S8_5,9.6774
G135_1,8.5988
G135_3,7.9862
G150_1,8.7345
G150_2,9.0824
G150_3,9.059
G180_1,8.4899
G180_2,8.3926
G180_3,8.0656
C30_1,11.9674
C30_2,11.906
C90_1,10.8771
C90_2,11.0273
BI_1,10.6027
BI_2,10.6044
BC_2,9.5216
BC/t_1,8.9422
BC/t_2,9.7245
BC_1,9.0893
Sw_1,7.8142
Sw_2,8.4565
BT_1,9.366
BT_2,8.739
B36_1,9.2452
B36_2,9.4928
B60_1,10.2843
B60_2,11.2773
M9exp_1,11.8001
M9exp_2,11.4335
M9exp_3,11.2997
M9tran_1,11.5318
M9tran_2,11.9104
M9tran_3,11.6875
M9stat_1,9.8987
M9stat_2,9.7419
M9stat_3,9.5342
M+G_1,11.2757
M+G_2,11.9926
M+G_3,11.5327
Glu_1,12.062
Glu_2,11.8038
Glu_3,11.6924
Fru_1,10.5535
Fru_2,12.089
Fru_3,11.4762
Mal_1,10.3368
Mal_2,11.1857
Mal_3,11.2521
G+S_2,11.0487
G+S_3,11.0973
Pyr_1,10.6558
Pyr_2,11.2082
Pyr_3,11.2205
Gly_1,10.1029
Gly_2,10.5768
Gly_3,9.8373
Glucon_1,10.4831
Glucon_2,10.9025
Glucon_3,10.1438
aero_1,11.721
aero_2,10.3186
aero_3,11.6892
nit_1,11.8374
nit_2,12.8434
nit_3,12.0467
ferm_1,12.3124
ferm_2,11.8529
ferm_3,11.4063
T-5.40H_1,12.3012
T-4.40H_1,11.6941
T-3.40H_1,11.7643
T-2.40H_1,11.6226
T-1.40H_1,11.534
T-1.10H_1,11.7274
T-0.40H_1,11.5867
T0.0H_1,11.557
T0.30H_1,10.7979
T1.0H_1,10.6589
T1.30H_1,10.826
T2.0H_1,10.6986
T2.30H_1,11.4319
T3.0H_1,10.9377
T3.30H_1,11.3557
T4.0H_1,11.3082
T5.0H_1,10.4154
HPh_1,11.6767
HPh_2,10.7154
HPh_3,10.9091
LPh_1,11.5016
LPh_2,11.5167
LPh_3,10.9236
LPhT_1,11.534
LPhT_2,11.3751
LPhT_3,11.5994
SMMPr_1,11.6408
SMMPr_2,11.2655
SMMPr_3,11.6519
HiTm_1,9.3535
HiTm_2,11.1079
HiTm_3,11.3972
LoTm_1,11.6977
LoTm_2,11.376
LoTm_3,11.454
HiOs_1,10.4773
HiOs_2,10.0052
HiOs_3,10.3204
BMM_1,11.614
BMM_2,11.5392
BMM_3,11.2479
Heat_1,11.9817
Heat_2,11.2501
Heat_3,11.6456
Cold_1,11.2621
Cold_2,10.7501
Cold_3,10.2998
Etha_1,9.2667
Etha_2,9.2811
Etha_3,9.3692
SMM_1,11.9259
SMM_2,11.8313
SMM_3,11.7753
Salt_1,9.8239
Salt_2,9.905
Salt_3,10.0745
Mt0_1,10.0255
Mt0_3,9.7983
M0t45_1,11.3152
M0t45_2,10.975
M0t45_3,11.17
M0t90_1,11.3489
M0t90_2,12.9219
M0t90_3,11.806000000000001
M40t45_1,10.4574
M40t45_2,10.4523
M40t45_3,11.3188
M40t90_1,10.7657
M40t90_2,12.0319
M40t90_3,11.2536
dia0_1,10.1112
dia0_2,10.4214
dia0_3,11.0608
dia5_1,9.8322
dia5_2,10.1704
dia5_3,10.1062
dia15_1,10.7161
dia15_2,11.0227
dia15_3,10.2044
Diami_1,9.6799
Diami_2,10.2955
Diami_3,10.1303
Paraq_1,10.1408
Paraq_2,10.6754
Paraq_3,9.411
H2O2_1,9.7778
H2O2_2,10.2578
H2O2_3,9.6781
Oxctl_1,10.1085
Oxctl_2,10.0444
Oxctl_3,10.4114
GM-0.1_1,11.1883
GM-0.2_1,11.103
GM+5_1,11.3898
GM+15_1,11.8745
GM+25_1,12.641
GM+45_1,12.2076
GM+60_1,12.0577
GM+90_1,12.3288
GM+120_1,11.307
GM+150_1,12.0411
GM-0.1_2,11.2802
GM-0.2_2,11.4916
GM+5_2,11.2878
GM+10_2,11.4944
GM+15_2,11.6645
GM+25_2,12.4989
GM+45_2,10.7541
GM+60_2,11.3368
GM+90_2,12.6067
GM+150_2,11.9247
GM-0.1_3,12.2739
GM-0.2_3,12.173
GM+5_3,11.9834
GM+10_3,10.9003
GM+15_3,12.06
GM+25_3,12.1526
GM+45_3,11.4629
GM+60_3,11.5618
GM+90_3,12.5132
GM+120_3,12.9955
GM+150_3,12.4141
MG-0.1_1,11.1159
MG+5_1,11.3633
MG+10_1,11.7404
MG+15_1,11.0523
MG+25_1,11.3841
MG+45_1,11.4932
MG+120_1,10.5586
MG+150_1,12.3584
MG-0.1_2,9.4808
MG-0.2_2,10.1554
MG+5_2,10.2559
MG+10_2,10.6658
MG+15_2,11.5662
MG+25_2,10.429
