,-0.04466059871544793,-0.03572847897235835,-0.026796359229268762,-0.017864239486179177,-0.008932119743089592,-6.938893903907228e-18,0.008932119743089578,0.01786423948617917,0.02679635922926875,0.03572847897235833,0.04466059871544792,0.05359271845853751,0.06252483820162709,0.07145695794471667,0.08038907768780627,0.08932119743089585,0.09825331717398543,0.10718543691707501,0.11611755666016459,0.1250496764032542
thresh,-0.04912665858699272,0.04912665858699272,1,,,,,,,,,,,,,,,,,
unreg,1,10,83,468,1487,1963,958,351,130,55,26,14,8,11,4,2,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],"['cycB' 'PA5048' 'mreB' 'fis' 'dksA' 'PA5286' 'rplS' 'secE' 'PA0380'
 'atpI' 'rpmA' 'rpmH' 'rpsB' 'PA2840']",['prs' 'rpsF' 'PA2957' 'rpmF' 'rpsI' 'thiI' 'efp' 'PA4852'],"['rplM' 'rplU' 'rimM' 'rpmG' 'tpiA' 'rpsP' 'PA0578' 'PA4826' 'PA5406'
 'PA2971' 'trmD']",['rpmE' 'ipk' 'rpmB' 'PA4746'],['rpsU' 'infA'],[],['rpsT'],[],[]
