,-0.27274638503076926,-0.2272886541923077,-0.18183092335384615,-0.1363731925153846,-0.09091546167692305,-0.045457730838461496,5.551115123125783e-17,0.04545773083846161,0.09091546167692316,0.1363731925153847,0.18183092335384626,0.22728865419230776,0.27274638503076937,0.318204115869231,0.36366184670769247,0.40911957754615397,0.4545773083846156,0.5000350392230772,0.5454927700615386,0.5909505009000002
thresh,-0.29547525045,0.29547525045,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,3,157,3917,131,2,0,0,0,0,0,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['intG'],[],[]
