,A,ArgP
nac_ntrc__wt_gln__1,2.8150503358296493,0.12592166299999885
nac_ntrc__wt_gln__2,2.921988246556156,0.24194172300000005
nac_ntrc__bw_delnac_csn__1,1.8463553368289096,0.4845573249999999
nac_ntrc__bw_delnac_csn__2,0.8948674013223592,0.6308629019999996
nac_ntrc__bw_delnac_cytd__1,1.7547030365767682,0.132246329
nac_ntrc__bw_delnac_cytd__2,1.9797771767232248,0.09683981900000037
nac_ntrc__bw_delnac_gln__1,1.1338492695979054,0.3162840149999999
nac_ntrc__bw_delnac_gln__2,1.2014323959654805,0.4052719040000001
nac_ntrc__bw_delnac_nh4__1,-0.5334729996344492,-0.13412126399999913
nac_ntrc__bw_delnac_nh4__2,-0.839515629301834,-0.01704185499999955
misc__wt_no_te__1,-2.3845981856846383,0.03466116100000072
misc__wt_no_te__2,-1.7714446572542812,-0.10462260200000006
misc__bw_delcbl__1,-1.8095487164661332,-0.1533259239999989
misc__bw_delcbl__2,-1.503480920172383,-0.1096162810000001
misc__bw_delfabr__1,-0.8248165057144214,-0.2364885619999999
misc__bw_delfabr__2,-1.4792692832615224,-0.4103414249999995
misc__bw_delfadr__1,-1.5221905650122347,-0.21891588100000006
misc__bw_delfadr__2,-1.4066802886649596,-0.1749100849999996
misc__nitr_031__1,-0.1858275521300508,0.07333079200000013
omics__wt_glu__1,-0.7729769095426257,0.8458995310000006
omics__wt_glu__2,-1.0148463061002275,0.7600059000000003
omics__wt_gly__1,-0.6912615590405646,0.17204407400000046
omics__wt_gly__2,-0.9249674868153106,0.20760409600000074
omics__wt_thr__1,-2.758293927473892,0.7780281630000001
omics__wt_thr__2,-2.2978077192686994,0.6849759820000001
omics__bw_ac__1,-4.338035729141748,-0.15334946199999955
omics__bw_ac__2,-3.425004054322683,-0.1388206589999994
omics__bw_fum__1,-5.308239909789632,-0.5175102130000004
omics__bw_fum__2,-5.730888938316068,-0.43262368499999937
omics__bw_glc__1,-1.2781164770225115,0.15762873799999874
omics__bw_glc__2,-1.2554637413579603,0.2188332010000007
omics__bw_pyr__1,-4.016546776755565,-0.18782429399999945
omics__bw_pyr__2,-4.196949783104211,-0.1128800769999998
ompr__wt_nacl__1,-2.839755193338127,-1.3881564469999998
ompr__wt_nacl__2,-1.8306212705199916,-1.2879534439999991
ompr__bw_delompr_nacl__1,-3.862429353396936,-2.055668937
ompr__bw_delompr_nacl__2,-3.569815728802508,-2.236433184
minspan__wt_ade__1,-1.7326759552326638,-0.6467748559999995
minspan__wt_glc__2,-2.4673024995027912,-0.5246701199999997
minspan__wt_glc__3,-2.639143463528886,-0.37527585499999816
minspan__wt_glc__4,-1.812546286869843,-0.3062923239999993
minspan__wt_glc_anaero__1,-1.7133318894788283,0.03195221600000053
minspan__wt_glc_anaero__2,-2.5613484096612744,0.42262236200000025
minspan__wt_trp__1,2.714617296864554,-0.3570256549999993
minspan__bw_delcra_glc__2,1.3465075109186109,0.08895709800000072
minspan__bw_delcra_trp__1,6.106301188747803,0.07012369000000085
minspan__bw_delmntr__1,-2.7381344823989107,-0.14802486699999928
minspan__bw_delnac_ade__1,-0.6521943201040282,-0.2420893079999997
minspan__bw_delnac_glc__1,-2.282746384313989,-0.31003004399999945
cra_crp__wt_ac__1,-4.028089127266029,0.09904462400000114
cra_crp__wt_ac__2,-4.215373061568715,0.2518806440000008
cra_crp__wt_fru__1,-2.6713855685225587,0.6412870330000002
cra_crp__wt_fru__2,-2.8649863422012323,0.4305403310000005
cra_crp__delcra_ac__1,-6.289994866224771,-0.5404025619999997
cra_crp__delcra_ac__2,-7.1417413330020905,-0.6099453939999995
cra_crp__delcra_fru__1,-2.985281699733824,-0.016069225999999937
cra_crp__delcra_fru__2,-3.185123713144613,-0.016477259999999383
cra_crp__delcra_glc__1,-1.774266462882398,-0.26580729899999955
cra_crp__delcra_glc__2,-2.2189128383284187,-0.1909079589999996
rpoB__wt_031__1,-3.1099885369207247,-0.4943315109999995
rpoB__wt_044__1,-1.1645989175510152,0.15595143900000075
rpoB__wt_lb__1,-10.133395591057598,-0.985393813
rpoB__wt_lb__2,-10.477702072876044,-1.0429720739999988
rpoB__rpoBE546V_031__1,-1.696573776916373,0.18539990100000114
rpoB__rpoBE546V_044__1,-1.8115601065818845,0.12131011900000033
rpoB__rpoBE546V_lb__1,-12.042078956377743,-0.7211710109999999
rpoB__rpoBE546V_lb__2,-10.463888758610429,-0.6739296829999999
rpoB__rpoBE546V_glc__1,0.7755325078410642,-0.032831943999998885
rpoB__rpoBE672K_glc__1,0.2953980428054399,-0.23923378899999914
rpoB__rpoBE672K_glc__2,0.1038545511412933,-0.215800851
rpoB__rpoBE672K_lb__1,-10.44866237394526,-1.3097543639999991
rpoB__rpoBE672K_lb__2,-10.51143073439686,-1.2992811439999992
crp__wt_fru__1,-3.0361416313150342,-0.35135412299999924
crp__wt_glyc__1,-4.400792613241888,-0.6071116530000005
crp__wt_glyc__2,-4.27300002698175,-0.3508743559999994
crp__delar1_glyc__1,-2.354114829598448,0.02596199400000021
crp__delar1_glyc__2,-2.9155488966618752,0.03171992600000095
crp__delar1ar2_glyc__1,-2.0161745526226684,0.1853374490000004
crp__delar1ar2_glyc__2,-1.9736157101489156,0.24536526500000025
crp__delar1ar2_glyc__3,-2.051424042346372,0.23426845799999896
crp__delar2_glyc__1,-6.548900285303063,-0.1825268539999989
crp__delar2_glyc__2,-5.842311723966302,0.02501591399999992
crp__delar2_glyc__3,-6.291028392977576,0.22118182900000072
crp__delcrp_fru__1,-3.974412616129298,0.20023531100000105
crp__delcrp_fru__2,-4.339722371913466,0.15125463499999992
crp__delcrp_fru__3,-4.574696215947712,0.23975166600000095
crp__delcrp_glc__1,-2.916159264652828,0.18019490799999893
crp__delcrp_glc__2,-2.903214246685763,0.21211142399999885
crp__delcrp_glc__3,-3.051098597003715,0.26912291400000043
crp__delcrp_glyc__1,-2.409166280801786,0.18575933699999947
crp__delcrp_glyc__2,-3.162172310516062,0.2123709740000006
crp__delcrp_glyc__3,-3.0829046170081624,0.2891668160000007
glu__glu_ale3__1,-6.198976627338068,1.1304473350000004
glu__glu_ale4__1,-2.5435736021474846,0.18664273300000025
glu__glu_ale5__1,1.5132500533927629,0.037836481000001136
glu__glu_ale6__1,1.008147948584292,-0.389162206
glu__glu_ale8__1,-4.9975084968712045,0.90095844
glu__glu_ale9__1,-2.8479948591079283,0.8255104830000004
glu__glu_ale10__1,-5.610341314064998,0.8903266150000002
42c__wt_42c__1,-1.5724157514663506,0.12175301400000027
42c__42c_ale1__1,3.049578585872634,0.1609076060000012
42c__42c_ale2__1,1.3677745255817175,0.3023981080000002
42c__42c_ale3__1,-0.0718959533134728,0.2981354519999995
42c__42c_ale4__1,-0.4899052300640108,0.5511174919999995
42c__42c_ale5__1,0.8776575918403674,-0.21131038600000007
42c__42c_ale6__1,-1.4140459612460687,0.5133354719999996
42c__42c_ale8__1,0.391338197455644,0.5360090519999989
42c__42c_ale9__1,1.2226538037489527,0.14999152800000015
42c__42c_ale10__1,-1.4449890830831362,0.2810681450000008
ssw__wt_ac__1,-3.813416336195667,-0.7289988449999996
ssw__wt_glc__1,-0.5799561288202034,0.2082475410000004
ssw__wt_glyc__1,-8.374732286488904,-1.026419776
ssw__wt_xyl__1,-5.7183472456992375,0.0018296719999995046
ssw__glc_ale1__1,-2.804372523355749,-0.19202469599999986
ssw__glc_ale2__1,1.7493543262476157,0.24968630600000094
ssw__glc_ale3__1,1.2659208511883115,0.41333459500000025
ssw__glyc_ale1__1,-3.0301248223103774,-0.03708533999999819
ssw__glyc_ale2__1,2.034544890545712,0.4715843120000001
ssw__xyl_ale1__1,-3.566145691914108,0.18673282199999972
ssw__xyl_ale2__1,-2.6931197982342554,-0.12834992400000012
ssw__xyl_ale3__1,-2.61144061294753,-0.5781296299999994
ssw__glc_ac_ac2__1,1.20013439874431,-0.4700564289999996
ssw__glc_ac_glc1__1,-2.47848384054601,-0.14753111300000032
ssw__glc_glyc_glc__1,-1.765738759746109,-0.234183206
ssw__glc_glyc_glyc__1,-2.39953244946622,-0.5051428499999995
ssw__glc_xyl_glc__1,-0.4392009431912049,-0.8259681930000005
ssw__glc_xyl_xyl__1,-0.7762240197642882,-0.8421058699999993
ica__wt_glc__1,0.4069293820298496,-0.9082073370000004
ica__wt_glc__2,0.5659969893585629,-1.0530325119999997
ica__wt_glc__3,-0.921221410194092,-0.4304312899999996
ica__wt_glc__4,-1.223188279368604,-0.745171558
ica__arg_sbt__1,-3.5023912788199585,-1.1555132379999993
ica__arg_sbt__2,-3.2767561611255385,-1.0578829699999996
ica__cytd_rib__1,-6.941990174902912,-1.5082347630000001
ica__cytd_rib__2,-6.651064468858326,-1.69729524
ica__gth__1,-6.587545841462227,-0.05683979299999997
ica__gth__2,-6.381192842862969,-0.06515745999999822
ica__leu_glcr__1,-3.938024772312566,-0.44122753499999945
ica__leu_glcr__2,-4.163520691146559,-0.445596793
ica__met_glc__1,4.437111152480092,-1.1247579399999994
ica__met_glc__2,4.267652552821761,-1.2024945859999994
ica__no3_anaero__1,-1.768684830055445,-0.16174366799999973
ica__no3_anaero__2,-1.8501824308642492,-0.2777146180000001
ica__phe_acgam__1,0.6198551862698023,-0.7532176020000003
ica__phe_acgam__2,1.5016046449368414,-0.7415090580000001
ica__thm_gal__1,-2.961245679596766,-0.6241747139999996
ica__thm_gal__2,-2.915402613629807,-0.4950350499999994
ica__tyr_glcn__1,-0.7165217854613012,-0.9926965899999995
ica__tyr_glcn__2,-1.1954621066440252,-0.9087947959999996
ica__ura_pyr__1,-2.8659066729711724,-0.7455615849999981
ica__ura_pyr__2,-4.995673219681287,-0.8869184359999993
ica__wt_glc__5,-0.8197183515397716,-0.5355488280000005
ica__wt_glc__6,-1.1120310118741543,-0.6483532080000005
ica__bw_delpurR_cytd__1,0.7137087692874796,-1.031389893
ica__bw_delpurR_cytd__2,-1.1738662155651922,-1.0233465329999998
ica__ade_glc__1,-1.5660095154289542,-0.9956958789999996
ica__ade_glc__2,1.1799568658583812,-1.0802020370000005
ytf__wt_glc__1,-1.5898005723167936,-0.922675346
ytf__wt_glc__2,-1.6840835502046514,-0.6336225939999993
ytf__delyafC__1,4.663974267228586,-0.515328706
ytf__delyafC__2,3.739394713744405,-0.6338918229999999
ytf__delyeiE__1,-0.5884281594143589,-0.1982228089999989
ytf__delyeiE__2,-1.2750510988469312,-0.5261072649999994
ytf__delyiaJ__1,4.864758404939443,-0.5518524709999992
ytf__delyiaJ__2,3.382676010528487,-0.6410294589999994
ytf__delyieP__1,-1.6320120618605285,-0.5349795849999994
ytf__delyieP__2,-2.4998872146550646,-0.5067558029999999
ytf__wt_ph5__1,-0.1607860671487207,-0.4597467939999991
ytf__wt_ph5__2,-0.2532026330594271,-0.5559707129999998
ytf__wt_ph8__1,-0.5230908919961436,-0.8492660509999999
ytf__wt_ph8__2,-0.2038049365864415,-0.635618462
ytf__delybaO__1,5.132636632505922,-0.5552839009999992
ytf__delybaO__2,1.711270118870924,-0.4737803699999992
ytf__delybaQ__1,-1.1917409667548489,-0.505393483999999
ytf__delybaQ__2,-0.4784548327494111,-0.6548350839999992
ytf__delybiH__1,-2.133511129473519,-0.8495062439999996
ytf__delybiH__2,-2.450354946601093,-0.6974756719999995
ytf__delydcI_ph5__1,-0.1750588738431195,-0.5994618820000001
ytf__delydcI_ph5__2,-0.4152170749396945,-0.5698976030000003
ytf__delydcI_ph8__1,-1.6773326666596449,-0.5590917739999988
ytf__delydcI_ph8__2,-1.1599627765003246,-0.7948712580000006
ytf__delyddM__1,-2.060230205465368,-0.1272419349999998
ytf__delyddM__2,-1.6150380055815703,-0.17545774999999966
ytf__delyheO__1,5.289941511194717,-0.6483289009999993
ytf__delyheO__2,2.397442728174657,-0.7447986999999996
fps__bw_glc__1,0.2840461506560361,-0.7101673939999991
fps__bw_glc__2,-0.0069026067300759,-0.7423546019999998
fps__fps_thrA_ale1__1,-4.545004180399323,-0.31663647300000003
fps__fps_thrA_ale1__2,-4.659718427998286,-0.25715483200000033
fps__fps_thrA_ale2__1,-3.937012094191437,-0.4860281369999999
fps__fps_thrA_ale2__2,-4.231636156057212,-0.4664726559999997
fps__fps_serB_ale1__1,-0.668192366199321,-0.5498303369999995
fps__fps_serB_ale1__2,-0.0694278299428512,-0.5506263889999996
fps__fps_serB_ale4__1,-0.4406317641239267,-0.719979713999999
fps__fps_serB_ale4__2,-0.3151425079051225,-0.5858289899999995
fps__fps_ptsI_ale1__1,-3.4551192365974326,-1.1539474189999996
fps__fps_ptsI_ale1__2,-3.403237190456374,-1.0289184980000003
fps__fps_ptsI_ale3__1,-2.982265333689639,-1.309710664999998
fps__fps_ptsI_ale3__2,-3.434585294022197,-1.1306403019999998
pal__lyx_ale2_f6__1,-5.070818486929923,-0.7085644189999991
pal__lyx_ale2__1,-3.346472528226768,-0.8162838809999995
pal__lyx_ale2__2,-2.989080425008982,-0.7180478859999999
pal__lyx_ale4__1,-2.2220283285273688,-1.1370382030000004
pal__lyx_ale4__2,-2.382998125480629,-1.1594190759999998
pal__5drib_ale10_f18__1,-6.049998494346244,-1.2404996630000005
pal__5drib_ale10_f18__2,-6.295483993863322,-1.4132023979999992
pal__5drib_ale10__1,-5.839401376944612,-0.961863428
pal__arab_ale14_f9__1,-2.705274696779611,-0.8572992029999993
pal__arab_ale14_f9__2,-2.60463592746085,-0.8284024249999993
pal__arab_ale14__1,1.6706612717376226,-0.7771046679999998
pal__arab_ale14__2,1.2946371192561574,-0.783123378
pal__arab_ale16__1,0.1025197413717889,-0.9120074789999988
pal__arab_ale16__2,-1.2434021727794302,-0.8016176789999996
pal__tartr_ale26_f10__1,-1.2768518594901286,-0.5469191959999993
pal__tartr_ale26_f10__2,-1.5184152247654048,-0.9527396159999996
pal__tartr_ale26__1,0.7539012171126153,-0.6442003879999998
pal__tartr_ale26__2,0.0662585443513223,-0.5579881239999995
pal__tartr_ale28_f10__1,-1.8583223982813224,-1.0837131199999996
pal__tartr_ale28_f10__2,-2.422749519574382,-1.0366219369999996
pal__tartr_ale28__1,2.7164369929846344,-0.9510069430000004
pal__tartr_ale28__2,2.290531366120499,-0.940719262
efeU__delmenFentC_citr__1,-1.4202957108958827,-0.8663281569999999
efeU__delmenFentC_citr__2,-1.7731240780397737,-0.6926183720000001
efeU__delmenFentC__1,-2.773028737032861,-0.6396698199999982
efeU__delmenFentC__2,-2.8311832170682525,-0.6011102319999999
efeU__menFentC_ale39__1,-0.9768169152788884,-0.6207383919999998
efeU__menFentC_ale39__2,-1.6879482285504943,-0.6583554830000002
efeU__menFentC_ale29__1,-3.1383409882373776,-0.5440418060000001
efeU__menFentC_ale29__2,-2.6074308838592963,-0.39776091700000027
efeU__menFentC_ale30__1,0.9726480425078914,-0.3219737769999993
efeU__menFentC_ale30__2,0.4979361352631893,-0.19847456300000044
efeU__menFentCubiC_ale36__1,0.8995131047435214,-0.051205173000000485
efeU__menFentCubiC_ale36__2,0.4476573490429411,-0.2328653109999994
efeU__menFentCubiC_ale37__1,0.157934073898282,-0.3565552159999994
efeU__menFentCubiC_ale37__2,-0.0452895174874614,-0.32701627199999983
efeU__menFentCubiC_ale38__1,-2.0522319125727853,-0.2546960780000003
efeU__menFentCubiC_ale38__2,-2.166123978379277,-0.2694966659999993
misc2__salc_glc__1,-4.412198884825845,-0.29890634800000004
misc2__salc_glc__2,-4.737152122715013,-0.009825127000000045
misc2__dbcn_glc__1,-1.8393184050809732,-0.9833116489999992
misc2__dbcn_glc__2,-0.9779846025148082,-0.9859646239999992
misc2__tyr_glc__1,-2.288589851964232,-0.3407957359999996
misc2__tyr_glc__2,-2.434380473486932,-0.3347576229999998
misc2__arg_cytd__1,-1.4313428762636833,-0.6875248139999988
misc2__arg_cytd__2,-1.2565971304454575,-0.8221999220000002
misc2__delyheO_pyr__1,-4.283167445420222,-0.7301143639999994
misc2__delyheO_pyr__2,-4.027779677566062,-0.8629759330000004
misc2__dellon_glc__1,-2.9557846409772224,0.026288840000000317
misc2__dellon_glc__2,-3.289731601825477,-0.18021894800000027
nquinone__delubiC__1,0.1913485935033113,-0.5849240680000003
nquinone__delubiC__2,-0.7510329853676001,-0.6071811049999996
nquinone__ubiC_ale1__1,-1.7042155509506198,-0.3034241980000001
nquinone__ubiC_ale1__2,-1.2292748740777848,-0.5710655219999996
nquinone__ubiC_ale2__1,-1.793030173545019,-0.3764825339999991
nquinone__ubiC_ale2__2,-1.5208126221750708,-0.3942252069999999
nquinone__ubiC_ale3__1,-1.0596271184663348,-0.942345165
nquinone__ubiC_ale3__2,-1.1485105074249855,-0.6956530229999993
nquinone__ubiC_ale4__1,-1.7353347242752537,-0.4886432780000005
nquinone__ubiC_ale4__2,-2.112799975193491,-0.37650647499999934
nquinone__delpdhR__1,-0.4204884459847885,-0.997480887
nquinone__delpdhR__2,-0.4413123932113181,-0.9879603580000004
quinone__glu_ale4__1,-1.8337688069774485,-0.6142548720000001
quinone__glu_ale4__2,-2.509561210412639,-0.399008737
quinone__delmenF__1,-0.7412347676357749,-0.5971002370000003
quinone__delmenF__2,-0.6223491052366036,-0.7646504809999994
quinone__menF_ale5__1,-1.762955928886403,-0.432809561
quinone__menF_ale5__2,-1.2733075853608669,-0.6410739449999996
quinone__menF_ale6__1,-1.6136400120547771,-0.5578438169999993
quinone__menF_ale6__2,-2.2032985582595237,-0.4815773609999994
quinone__menF_ale7__1,-0.5360037028277173,-0.5667092199999981
quinone__menF_ale7__2,-0.5063736142670756,-0.6451584080000003
quinone__menF_ale8__1,-0.2256342555499076,-0.5054033039999988
quinone__menF_ale8__2,-1.4576954594767744,-0.3418378499999992
quinone__delmenFubiC__1,0.0135039959747948,-0.33165060299999993
quinone__delmenFubiC__2,-0.2471957129788869,-0.3156010680000003
quinone__menFubiC_ale1__1,1.220492876681467,-0.6499657020000003
quinone__menFubiC_ale1__2,1.544786837179028,-0.7408571509999993
quinone__menFubiC_ale2__1,-0.095027585197986,-0.8105767909999999
quinone__menFubiC_ale2__2,0.6811964571475323,-0.7605339649999996
quinone__menFubiC_ale3__1,-0.0893233103707389,-0.3406093589999992
quinone__menFubiC_ale3__2,-0.3338906751536366,-0.43227513599999945
quinone__menFubiC_ale4__1,0.864849408679337,-0.2896422859999994
quinone__menFubiC_ale4__2,0.5763853555608588,-0.3315781909999993
oxyR__wt_glc__1,-0.2592708179979403,-0.7599189109999998
oxyR__wt_glc__2,-0.5454788181398708,-0.8443504379999993
oxyR__wt_h2o2__1,-0.7371389042345854,-0.8683440009999996
oxyR__wt_h2o2__2,-1.798754817324185,-0.7392553569999993
oxyR__glu_ale4__1,-3.0155265316236046,-0.08207319899999899
oxyR__glu_ale4__2,-2.934612895403426,-0.186783943
oxyR__glu_ale4_h2o2__1,-2.4440095902821097,-0.09111688899999937
oxyR__glu_ale4_h2o2__2,-2.586174224382693,-0.02238439799999981
oxyR__oxyR_ale17__1,-1.312488173875535,-0.22324809099999945
oxyR__oxyR_ale17__2,-0.8043887540710232,-0.3677845879999993
oxyR__oxyR_ale17_h2o2__1,-2.979857210763157,-0.2638955379999999
oxyR__oxyR_ale17_h2o2__2,-2.9096074695308904,-0.32199900999999986
oxyR__oxyR_ale18__1,-0.1056046310390226,-0.9589311979999992
oxyR__oxyR_ale18__2,-0.1007832607283006,-0.8475466739999993
oxyR__oxyR_ale18_h2o2__1,-0.9178215510438884,-0.527114858
oxyR__oxyR_ale18_h2o2__2,-1.3746178228812311,-0.5119862509999997
oxyR__oxyR_ale19__1,1.1347312000280008,-1.0390480120000003
oxyR__oxyR_ale19__2,-0.079690707443551,-0.7322598089999994
oxyR__oxyR_ale19_h2o2__1,0.3483519529195401,-0.9700049439999994
oxyR__oxyR_ale19_h2o2__2,0.6719951818246792,-0.9036824049999996
oxyR__oxyR_ale20__1,3.5942266719063776,-0.7368075059999999
oxyR__oxyR_ale20__2,3.833767793120095,-0.9099109319999998
oxyR__oxyR_ale20_h2o2__1,-0.6261549365917641,-0.4269696039999991
oxyR__oxyR_ale20_h2o2__2,-0.5651089207558513,-0.4570487149999982
svns_pgi__BmePgi24_15__1,-0.2263459734687888,-0.7653921029999999
svns_pgi__BmePgi24_15__2,-0.0590917232970408,-0.7486688299999997
svns_pgi__BmePgi24_26__1,1.0877813742194768,-0.7738324699999994
svns_pgi__BmePgi24_26__2,1.106734967076879,-0.7514634599999992
svns_pgi__BmePgi24_41__1,-3.039188741404993,-0.2613106959999998
svns_pgi__BmePgi24_41__2,0.0404625257348859,-0.4723231819999994
svns_pgi__BmePgi24_52__1,0.0149820690817529,-0.6075021879999998
svns_pgi__BmePgi24_52__2,0.576726287490241,-0.7279011949999994
svns_pgi__PaePgi2_34__1,-0.4581830850468273,-0.6494169989999996
svns_pgi__PaePgi2_34__2,-0.5234951545732892,-0.6223499849999996
svns_pgi__PaePgi2_63__1,0.3351020150922965,-0.4359121499999992
svns_pgi__PaePgi2_63__2,0.521286533352534,-0.48925640600000003
svns_pgi__PaePgi24_54__1,-0.1521661890367311,-0.3265785929999998
svns_pgi__PaePgi24_54__2,0.2658989841622988,-0.40709934099999945
svns_pgi__PaePgi24_90__1,1.0336068311618378,-0.323064617
svns_pgi__PaePgi24_90__2,1.4976818051398346,-0.4284704780000004
abx_media__m9_ctrl__1,-2.763077384832738,-0.8558136689999989
abx_media__m9_ctrl__2,-2.6691841904248377,-0.6866325470000003
abx_media__rpmi_ctrl__1,-10.68180192127322,-1.9137435469999995
abx_media__rpmi_ctrl__2,-9.447869900646891,-1.6758138499999982
abx_media__camhb_ctrl__1,-9.89717079584278,-2.342265659
abx_media__camhb_ctrl__2,-9.99110361254419,-2.566541667
abx_media__m9_mero__1,-3.573365133644626,-0.9380678920000004
abx_media__m9_mero__2,-2.6056765098753494,-0.7605329320000003
abx_media__rpmi_mero__1,-9.505337404640166,-2.2745363690000002
abx_media__rpmi_mero__2,-9.845644857859924,-2.096646558
abx_media__camhb_mero__1,-9.464080447536247,-3.009960454
abx_media__camhb_mero__2,-8.97984360796511,-2.899052715
abx_media__m9_trisulf__1,-1.1577560260937103,-0.4966714059999999
abx_media__m9_trisulf__2,-2.4852959398763788,-0.37693873999999816
abx_media__rpmi_trisulf__1,-8.556915104163044,-1.887154881
abx_media__rpmi_trisulf__2,-8.36000673129057,-1.9299724209999995
abx_media__camhb_trisulf__1,-7.526176005494777,-1.6431411430000002
abx_media__camhb_trisulf__2,-7.678089930692472,-1.7245839079999996
abx_media__m9_cef__1,-1.6553932077014488,-1.0339825830000002
abx_media__m9_cef__2,-2.2806902978192864,-1.0591496489999992
abx_media__rpmi_cef__1,-7.836748805544237,-2.502824217
abx_media__rpmi_cef__2,-7.621407805049162,-2.3857935319999997
abx_media__camhb_cef__1,-7.71461209414868,-2.0662737149999995
abx_media__camhb_cef__2,-8.004212686945362,-2.1424177349999995
abx_media__m9_cipro__1,-1.1278870335001665,-0.920411238999999
abx_media__m9_cipro__2,-0.7582257465145716,-1.1396151459999997
abx_media__rpmi_cipro__1,-7.968931772276226,-2.111277723
abx_media__rpmi_cipro__2,-8.029137422580028,-2.260925329
abx_media__camhb_cipro__1,-8.625511683867588,-2.362942799999999
abx_media__camhb_cipro__2,-8.410918209264274,-2.170452779
hot_tale__42c_ale3_30c__1,-1.8134471425072047,-0.8426612639999993
hot_tale__42c_ale3_30c__2,-2.335243577937397,-0.8259219609999997
hot_tale__42c_ale3_37c__1,1.4218803457168523,-0.7033500930000001
hot_tale__42c_ale3_37c__2,1.069858719765178,-0.8387241459999997
hot_tale__42c_ale3_44c__1,-4.063923341611952,-0.2392504209999995
hot_tale__42c_ale3_44c__2,-5.621632435659641,-0.08906075399999924
hot_tale__hot_ale3_mid_30c__1,-2.295298131718189,-0.17028363300000038
hot_tale__hot_ale3_mid_30c__2,-1.9424913577994636,-0.3844433509999998
hot_tale__hot_ale3_mid_37c__1,1.7672028981805878,-0.7699283980000002
hot_tale__hot_ale3_mid_37c__2,2.6951719801808163,-0.6496255409999998
hot_tale__hot_ale3_mid_44c__1,4.2833954113356745,-0.951513792
hot_tale__hot_ale3_mid_44c__2,4.678369045162086,-0.7731443120000003
hot_tale__hot_ale3_30c__1,-0.862944451075368,-0.4319670559999995
hot_tale__hot_ale3_30c__2,-1.4532879324762231,-0.3444217419999997
hot_tale__hot_ale3_37c__1,3.107454220381088,-0.7036487359999999
hot_tale__hot_ale3_37c__2,4.112022484177918,-0.5673588220000001
hot_tale__hot_ale3_44c__1,5.840427361728777,-0.6709429929999997
hot_tale__hot_ale3_44c__2,5.766825373357555,-0.6711592079999997
hot_tale__hot_ale4_30c__1,-0.2672744283631872,-0.7331679280000003
hot_tale__hot_ale4_30c__2,-0.1293341956048004,-0.7225069319999999
hot_tale__hot_ale4_37c__1,2.4362355529895723,-1.055707663999999
hot_tale__hot_ale4_37c__2,2.46049359576642,-0.9514454839999988
hot_tale__hot_ale4_44c__1,3.72396282177132,-0.4974889719999993
hot_tale__hot_ale4_44c__2,3.7234120898859526,-0.6489372519999996
hot_tale__hot_ale8_30c__1,-1.2088123029434277,-0.8147242899999991
hot_tale__hot_ale8_30c__2,-1.266661408196535,-1.0682262709999994
hot_tale__hot_ale8_37c__1,1.3331052954948024,-0.9832635899999982
hot_tale__hot_ale8_37c__2,1.4817460499017776,-0.9368714419999992
hot_tale__hot_ale8_44c__1,4.604991442713201,-0.7459655899999982
hot_tale__hot_ale8_44c__2,4.285497814755168,-0.6277274189999993
hot_tale__hot_ale9_mid_30c__1,-3.341975240366552,-0.6606291189999993
hot_tale__hot_ale9_mid_30c__2,-2.8162905838197867,-0.4470269259999995
hot_tale__hot_ale9_30c__1,0.3112863783062699,-0.7832125739999993
